# Diode Laser Delay Scan w/ MW and PM
# MW at 19 dB, Phase Modulation at 40.0 dB (0.45)
# Center at -10 GHz
# Hittite at 18.6 dBm and 18510.1 MHz
# Short scan
i	d	n	nb	s	sb
0.000	82841.000	1.000	0.000	0.056	-0.004
1.000	83913.000	1.000	0.000	0.060	-0.004
2.000	84986.000	1.000	0.000	0.056	-0.004
3.000	86058.000	1.000	0.000	0.063	-0.004
4.000	87131.000	1.000	0.000	0.047	-0.004
5.000	88203.000	1.000	0.000	0.042	-0.004
6.000	89275.000	1.000	0.000	0.040	-0.004
7.000	90348.000	1.000	0.000	0.054	-0.004
8.000	91420.000	1.000	0.000	0.055	-0.004
9.000	92493.000	1.000	0.000	0.052	-0.004
10.000	93565.000	1.000	0.000	0.055	-0.004
11.000	94638.000	1.000	0.000	0.047	-0.004
12.000	95710.000	1.000	0.000	0.045	-0.004
13.000	96783.000	1.000	0.000	0.053	-0.004
14.000	97855.000	1.000	0.000	0.053	-0.004
15.000	98928.000	1.000	0.000	0.048	-0.004
16.000	100000.000	1.000	0.000	0.061	-0.004
17.000	101072.000	1.000	0.000	0.045	-0.004
18.000	102145.000	1.000	0.000	0.057	-0.004
19.000	103217.000	1.000	0.000	0.060	-0.004
20.000	104290.000	1.000	0.000	0.050	-0.004
21.000	105362.000	1.000	0.000	0.056	-0.004
22.000	106435.000	1.000	0.000	0.054	-0.004
23.000	107507.000	1.000	0.000	0.064	-0.004
24.000	108580.000	1.000	0.000	0.061	-0.004
25.000	109652.000	1.000	0.000	0.053	-0.004
26.000	110725.000	1.000	0.000	0.055	-0.004
27.000	111797.000	1.000	0.000	0.054	-0.004
28.000	112869.000	1.000	0.000	0.041	-0.004
29.000	113942.000	1.000	0.000	0.051	-0.004
30.000	115014.000	1.000	0.000	0.038	-0.004
31.000	116087.000	1.000	0.000	0.050	-0.004
32.000	117159.000	1.000	0.000	0.052	-0.004
33.000	116355.000	1.000	0.000	0.045	-0.004
34.000	115282.000	1.000	0.000	0.051	-0.004
35.000	114210.000	1.000	0.000	0.051	-0.004
36.000	113138.000	1.000	0.000	0.052	-0.004
37.000	112065.000	1.000	0.000	0.050	-0.004
38.000	110993.000	1.000	0.000	0.053	-0.004
39.000	109920.000	1.000	0.000	0.048	-0.004
40.000	108848.000	1.000	0.000	0.051	-0.004
41.000	107775.000	1.000	0.000	0.057	-0.004
42.000	106703.000	1.000	0.000	0.049	-0.004
43.000	105630.000	1.000	0.000	0.058	-0.004
44.000	104558.000	1.000	0.000	0.065	-0.004
45.000	103485.000	1.000	0.000	0.056	-0.004
46.000	102413.000	1.000	0.000	0.053	-0.004
47.000	101341.000	1.000	0.000	0.049	-0.004
48.000	100268.000	1.000	0.000	0.037	-0.004
49.000	99196.000	1.000	0.000	0.048	-0.004
50.000	98123.000	1.000	0.000	0.045	-0.004
51.000	97051.000	1.000	0.000	0.051	-0.004
52.000	95978.000	1.000	0.000	0.047	-0.004
53.000	94906.000	1.000	0.000	0.058	-0.004
54.000	93833.000	1.000	0.000	0.040	-0.004
55.000	92761.000	1.000	0.000	0.047	-0.004
56.000	91688.000	1.000	0.000	0.056	-0.004
57.000	90616.000	1.000	0.000	0.047	-0.004
58.000	89544.000	1.000	0.000	0.053	-0.004
59.000	88471.000	1.000	0.000	0.054	-0.004
60.000	87399.000	1.000	0.000	0.046	-0.004
61.000	86326.000	1.000	0.000	0.047	-0.004
62.000	85254.000	1.000	0.000	0.054	-0.004
63.000	84181.000	1.000	0.000	0.049	-0.004
64.000	83109.000	1.000	0.000	0.042	-0.004
65.000	83377.000	1.000	0.000	0.048	-0.004
66.000	84449.000	1.000	0.000	0.066	-0.004
67.000	85522.000	1.000	0.000	0.046	-0.004
68.000	86594.000	1.000	0.000	0.065	-0.004
69.000	87667.000	1.000	0.000	0.048	-0.004
70.000	88739.000	1.000	0.000	0.052	-0.004
71.000	89812.000	1.000	0.000	0.045	-0.004
72.000	90884.000	1.000	0.000	0.047	-0.004
73.000	91957.000	1.000	0.000	0.048	-0.004
