# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -15 dB attenuation. Looking for MW power shift.
# Type:	Frequency
# Hittite Freq:	19635.40 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	15 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
i	f	b	s	n
0	-4512.22	0.0049402	0.00951106	0.00750514	
1	-4512.22	0.0049402	0.0103332	0.00888627	
2	-4512.22	0.0049402	0.010958	0.00852454	
3	-4512.22	0.0049402	0.00957683	0.0145752	
4	-4512.22	0.0049402	0.00918222	0.0106291	
5	-4512.22	0.0049402	0.00822859	0.0107606	
6	-4512.22	0.0049402	0.00766956	0.00954395	
7	-4512.22	0.0049402	0.0086232	0.0090178	
8	-4512.12	0.0049402	0.00724207	0.00734073	
9	-4512.12	0.0049402	0.00928087	0.0108922	
10	-4512.12	0.0049402	0.0118458	0.0110237	
11	-4512.12	0.0049402	0.0106291	0.011517	
12	-4512.12	0.0049402	0.00941241	0.0118129	
13	-4512.12	0.0049402	0.0114183	0.00812994	
14	-4512.12	0.0049402	0.00914934	0.0104318	
15	-4512.12	0.0049402	0.00536769	0.0113854	
16	-4512.12	0.0049402	0.00977413	0.0100043	
17	-4512.12	0.0049402	0.0121747	0.0136873	
18	-4512.12	0.0049402	0.0151342	0.0131612	
19	-4512.12	0.0049402	0.0104647	0.0104647	
20	-4512.12	0.0049402	0.00826147	0.0103332	
21	-4512.12	0.0049402	0.0106949	0.00914934	
22	-4512.12	0.0049402	0.0103332	0.00951106	
23	-4512.12	0.0049402	0.00911645	0.0127008	
24	-4512.12	0.0049402	0.00924799	0.00977413	
25	-4512.12	0.0049402	0.00918222	0.011517	
26	-4512.12	0.0049402	0.0100701	0.00990567	
27	-4512.12	0.0049402	0.00546634	0.0108922	
28	-4512.12	0.0049402	0.00960971	0.00724207	
29	-4512.12	0.0049402	0.0100043	0.0121089	
30	-4512.12	0.0049402	0.0100701	0.0107278	
31	-4512.12	0.0049402	0.00369061	0.00951106	
32	-4512.12	0.0049402	0.00891915	0.0121418	
33	-4512.12	0.0049402	0.00970836	0.0111553	
34	-4512.12	0.0049402	0.00737361	0.00852454	
35	-4512.02	0.0049402	0.005565	0.00997144	
36	-4512.02	0.0049402	0.00543346	0.00891915	
37	-4512.02	0.0049402	0.00888627	0.00888627	
38	-4512.02	0.0049402	0.011221	0.00809705	
39	-4512.02	0.0049402	0.0100701	0.0128652	
40	-4512.02	0.0049402	0.0113197	0.014049	
41	-4512.02	0.0049402	0.00947818	0.0121089	
42	-4512.02	0.0049402	0.00908357	0.0115827	
43	-4512.02	0.0049402	0.0103989	0.00987278	
44	-4512.02	0.0049402	0.0104976	0.0144765	
45	-4512.02	0.0049402	0.0124048	0.0113526	
46	-4512.02	0.0049402	0.00957683	0.0103332	
47	-4512.02	0.0049402	0.0103332	0.0178636	
48	-4512.02	0.0049402	0.0104318	0.0103332	
49	-4512.02	0.0049402	0.00803129	0.00914934	
50	-4512.02	0.0049402	0.00714342	0.00974125	
51	-4512.02	0.0049402	0.0088205	0.0121747	
52	-4512.02	0.0049402	0.0088205	0.00931376	
53	-4512.02	0.0049402	0.00757091	0.0118458	
54	-4512.02	0.0049402	0.0113197	0.00957683	
55	-4512.02	0.0049402	0.0118787	0.0067817	
56	-4512.02	0.0049402	0.01178	0.0116156	
57	-4512.02	0.0049402	0.0102674	0.0088205	
58	-4512.02	0.0049402	0.00589383	0.00987278	
59	-4512.02	0.0049402	0.00618979	0.00987278	
60	-4512.02	0.0049402	0.0121089	0.0121089	
61	-4512.02	0.0049402	0.00924799	0.0105633	
62	-4512.02	0.0049402	0.00914934	0.010366	
63	-4512.02	0.0049402	0.0138517	0.0098399	
64	-4512.02	0.0049402	0.0133585	0.00944529	
65	-4512.02	0.0049402	0.0144436	0.016055	
66	-4512.02	0.0049402	0.0106291	0.0106291	
67	-4512.02	0.0049402	0.0101687	0.00691323	
68	-4512.02	0.0049402	0.0079984	0.00928087	
69	-4512.02	0.0049402	0.00891915	0.0107935	
70	-4512.02	0.0049402	0.0120102	0.0140162	
71	-4512.02	0.0049402	0.0117143	0.010366	
72	-4512.02	0.0049402	0.0124706	0.0128323	
73	-4512.02	0.0049402	0.00898492	0.0122733	
74	-4512.02	0.0049402	0.0130954	0.0103003	
75	-4512.02	0.0049402	0.00727496	0.00990567	
76	-4512.02	0.0049402	0.0107935	0.01178	
77	-4512.02	0.0049402	0.0162523	0.0141806	
78	-4512.02	0.0049402	0.00934664	0.0125364	
79	-4512.02	0.0049402	0.0138188	0.00947818	
80	-4512.02	0.0049402	0.0107935	0.0121418	
81	-4511.92	0.0049402	0.0131941	0.0155617	
82	-4511.92	0.0049402	0.0152	0.012372	
83	-4511.92	0.0049402	0.0135558	0.0134571	
84	-4511.92	0.0049402	0.0170415	0.0121418	
85	-4511.92	0.0049402	0.0167455	0.0160221	
86	-4511.92	0.0049402	0.0139504	0.0129639	
87	-4511.92	0.0049402	0.0142135	0.0162851	
88	-4511.92	0.0049402	0.0119116	0.0141477	
89	-4511.92	0.0049402	0.0119445	0.014049	
90	-4511.92	0.0049402	0.0130296	0.0105633	
91	-4511.82	0.0049402	0.0125035	0.0120102	
92	-4511.92	0.0049402	0.0124706	0.0148054	
93	-4511.82	0.0049402	0.0151671	0.0131612	
94	-4511.82	0.0049402	0.0147725	0.0146409	
95	-4511.82	0.0049402	0.0158905	0.0142463	
96	-4511.82	0.0049402	0.0136544	0.0153644	
97	-4511.82	0.0049402	0.01349	0.0159234	
98	-4511.82	0.0049402	0.0108593	0.0184884	
99	-4511.82	0.0049402	0.0127337	0.0190803	
100	-4511.72	0.0049402	0.0153644	0.0223029	
101	-4511.72	0.0049402	0.0138846	0.0212177	
102	-4511.72	0.0049402	0.0192776	0.0246048	
103	-4511.72	0.0049402	0.0186857	0.0251309	
104	-4511.72	0.0049402	0.0170744	0.0231579	
105	-4511.72	0.0049402	0.0168771	0.0302937	
106	-4511.72	0.0049402	0.0226317	0.0231579	
107	-4511.72	0.0049402	0.0246048	0.0283864	
108	-4511.72	0.0049402	0.0195735	0.0278931	
109	-4511.72	0.0049402	0.0170415	0.0224344	
110	-4511.72	0.0049402	0.0195735	0.0202312	
111	-4511.72	0.0049402	0.0183897	0.0234209	
112	-4511.72	0.0049402	0.0215794	0.0251638	
113	-4511.72	0.0049402	0.0201983	0.0191132	
114	-4511.72	0.0049402	0.0175018	0.0258215	
115	-4511.62	0.0049402	0.0159892	0.0231908	
116	-4511.62	0.0049402	0.0207902	0.0206258	
117	-4511.62	0.0049402	0.0227961	0.0222042	
118	-4511.62	0.0049402	0.0197051	0.0209875	
119	-4511.72	0.0049402	0.0214479	0.019442	
120	-4511.62	0.0049402	0.0247692	0.0294387	
121	-4511.62	0.0049402	0.0319708	0.0169099	
122	-4511.62	0.0049402	0.0241115	0.0244403	
123	-4511.62	0.0049402	0.0244732	0.0234538	
124	-4511.62	0.0049402	0.0272684	0.0249994	
125	-4511.62	0.0049402	0.022566	0.0237498	
