# Title: Diode Laser Delay Scan, 9.0 dB on Var Attn, 36 dB PM, 40 V Top to Bot, 27f, looking for Modulation.
# Note:	Diode Laser Delay Scan, 5.0 dB on Var Attn, 36 dB PM, 40 V Top to Bot, 27f. Looking for modulation to find the delay at which the signal is minimized.
# Type:	Delay
# Hittite Freq:	18510.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361351.3 GHz
# Target:	n=27, l=f, 2nd lowest stark state after 27d
# Laser Mod:	0.9 (0th band amplitude of 0.65 = J_0(0.9)^2)
# Laser Mod Attn:	35.5 dB
# MW Attn:	9.0 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	0.00 V
# Static:	40 V
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	46806.000	1.000	0.000	0.523	0.084
1.000	47878.000	1.000	0.000	0.536	0.084
2.000	48950.000	1.000	0.000	0.548	0.084
3.000	50022.000	1.000	0.000	0.497	0.084
4.000	51094.000	1.000	0.000	0.481	0.084
5.000	52166.000	1.000	0.000	0.396	0.084
6.000	53238.000	1.000	0.000	0.353	0.084
7.000	54309.000	1.000	0.000	0.274	0.084
8.000	55381.000	1.000	0.000	0.245	0.084
9.000	56453.000	1.000	0.000	0.237	0.084
10.000	57525.000	1.000	0.000	0.253	0.084
11.000	58597.000	1.000	0.000	0.306	0.084
12.000	59669.000	1.000	0.000	0.361	0.084
13.000	60741.000	1.000	0.000	0.434	0.084
14.000	61813.000	1.000	0.000	0.485	0.084
15.000	62885.000	1.000	0.000	0.560	0.084
16.000	63957.000	1.000	0.000	0.524	0.084
17.000	65029.000	1.000	0.000	0.524	0.084
18.000	66101.000	1.000	0.000	0.511	0.084
19.000	67173.000	1.000	0.000	0.416	0.084
20.000	68244.000	1.000	0.000	0.389	0.084
21.000	69316.000	1.000	0.000	0.334	0.084
22.000	70388.000	1.000	0.000	0.281	0.084
23.000	71460.000	1.000	0.000	0.245	0.084
24.000	72532.000	1.000	0.000	0.230	0.084
25.000	73604.000	1.000	0.000	0.281	0.084
26.000	74676.000	1.000	0.000	0.304	0.084
27.000	75748.000	1.000	0.000	0.346	0.084
28.000	76820.000	1.000	0.000	0.444	0.084
29.000	77892.000	1.000	0.000	0.501	0.084
30.000	78964.000	1.000	0.000	0.520	0.084
31.000	80036.000	1.000	0.000	0.551	0.084
32.000	81107.000	1.000	0.000	0.527	0.084
33.000	82179.000	1.000	0.000	0.466	0.084
34.000	83251.000	1.000	0.000	0.419	0.084
35.000	84323.000	1.000	0.000	0.374	0.084
36.000	85395.000	1.000	0.000	0.320	0.084
37.000	86467.000	1.000	0.000	0.258	0.084
38.000	87539.000	1.000	0.000	0.232	0.084
39.000	88611.000	1.000	0.000	0.238	0.084
40.000	89683.000	1.000	0.000	0.269	0.084
41.000	90755.000	1.000	0.000	0.331	0.084
42.000	91827.000	1.000	0.000	0.372	0.084
43.000	92899.000	1.000	0.000	0.430	0.084
44.000	93970.000	1.000	0.000	0.479	0.084
45.000	95042.000	1.000	0.000	0.527	0.084
46.000	96114.000	1.000	0.000	0.546	0.084
47.000	97186.000	1.000	0.000	0.561	0.084
48.000	98258.000	1.000	0.000	0.506	0.084
49.000	99330.000	1.000	0.000	0.453	0.084
50.000	100402.000	1.000	0.000	0.376	0.084
51.000	101474.000	1.000	0.000	0.318	0.084
52.000	102546.000	1.000	0.000	0.254	0.084
53.000	103618.000	1.000	0.000	0.236	0.084
54.000	104690.000	1.000	0.000	0.257	0.084
55.000	105762.000	1.000	0.000	0.276	0.084
56.000	106833.000	1.000	0.000	0.317	0.084
57.000	107905.000	1.000	0.000	0.410	0.084
58.000	108977.000	1.000	0.000	0.447	0.084
59.000	110049.000	1.000	0.000	0.495	0.084
60.000	111121.000	1.000	0.000	0.537	0.084
61.000	112193.000	1.000	0.000	0.538	0.084
62.000	113265.000	1.000	0.000	0.540	0.084
63.000	114337.000	1.000	0.000	0.504	0.084
64.000	115409.000	1.000	0.000	0.425	0.084
65.000	116481.000	1.000	0.000	0.355	0.084
66.000	117553.000	1.000	0.000	0.309	0.084
67.000	118625.000	1.000	0.000	0.255	0.084
68.000	119696.000	1.000	0.000	0.233	0.084
69.000	120768.000	1.000	0.000	0.241	0.084
70.000	121840.000	1.000	0.000	0.279	0.084
71.000	122912.000	1.000	0.000	0.344	0.084
72.000	123984.000	1.000	0.000	0.430	0.084
73.000	125056.000	1.000	0.000	0.456	0.084
74.000	126128.000	1.000	0.000	0.520	0.084
75.000	127200.000	1.000	0.000	0.526	0.084
76.000	128272.000	1.000	0.000	0.544	0.084
77.000	129344.000	1.000	0.000	0.525	0.084
