# Title: Diode Laser Delay Scan, 9.0 dB on Var Attn, 33 dB PM, 40 V Top to Bot, 27f, looking for Modulation.
# Note:	Diode Laser Delay Scan, 5.0 dB on Var Attn, 33 dB PM, 40 V Top to Bot, 27f. Looking for modulation, this is the PM at which signal is minimized at proper delay.
# Type:	Delay
# Hittite Freq:	18510.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361351.3 GHz
# Target:	n=27, l=f, 2nd lowest stark state after 27d
# Laser Mod:	1.3 (0th band amplitude of 0.38 = J_0(1.3)^2)
# Laser Mod Attn:	33 dB
# MW Attn:	9.0 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	0.00 V
# Static:	40 V
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	46806.000	1.000	0.000	0.483	0.071
1.000	47878.000	1.000	0.000	0.485	0.071
2.000	48950.000	1.000	0.000	0.451	0.071
3.000	50022.000	1.000	0.000	0.419	0.071
4.000	51094.000	1.000	0.000	0.360	0.071
5.000	52166.000	1.000	0.000	0.269	0.071
6.000	53238.000	1.000	0.000	0.175	0.071
7.000	54309.000	1.000	0.000	0.121	0.071
8.000	55381.000	1.000	0.000	0.105	0.071
9.000	56453.000	1.000	0.000	0.099	0.071
10.000	57525.000	1.000	0.000	0.125	0.071
11.000	58597.000	1.000	0.000	0.207	0.071
12.000	59669.000	1.000	0.000	0.271	0.071
13.000	60741.000	1.000	0.000	0.365	0.071
14.000	61813.000	1.000	0.000	0.433	0.071
15.000	62885.000	1.000	0.000	0.493	0.071
16.000	63957.000	1.000	0.000	0.498	0.071
17.000	65029.000	1.000	0.000	0.481	0.071
18.000	66101.000	1.000	0.000	0.409	0.071
19.000	67173.000	1.000	0.000	0.344	0.071
20.000	68244.000	1.000	0.000	0.257	0.071
21.000	69316.000	1.000	0.000	0.175	0.071
22.000	70388.000	1.000	0.000	0.124	0.071
23.000	71460.000	1.000	0.000	0.102	0.071
24.000	72532.000	1.000	0.000	0.097	0.071
25.000	73604.000	1.000	0.000	0.133	0.071
26.000	74676.000	1.000	0.000	0.194	0.071
27.000	75748.000	1.000	0.000	0.273	0.071
28.000	76820.000	1.000	0.000	0.378	0.071
29.000	77892.000	1.000	0.000	0.440	0.071
30.000	78964.000	1.000	0.000	0.484	0.071
31.000	80036.000	1.000	0.000	0.478	0.071
32.000	81107.000	1.000	0.000	0.464	0.071
33.000	82179.000	1.000	0.000	0.410	0.071
34.000	83251.000	1.000	0.000	0.334	0.071
35.000	84323.000	1.000	0.000	0.227	0.071
36.000	85395.000	1.000	0.000	0.173	0.071
37.000	86467.000	1.000	0.000	0.121	0.071
38.000	87539.000	1.000	0.000	0.104	0.071
39.000	88611.000	1.000	0.000	0.111	0.071
40.000	89683.000	1.000	0.000	0.149	0.071
41.000	90755.000	1.000	0.000	0.213	0.071
42.000	91827.000	1.000	0.000	0.300	0.071
43.000	92899.000	1.000	0.000	0.368	0.071
44.000	93970.000	1.000	0.000	0.428	0.071
45.000	95042.000	1.000	0.000	0.447	0.071
46.000	96114.000	1.000	0.000	0.488	0.071
47.000	97186.000	1.000	0.000	0.457	0.071
48.000	98258.000	1.000	0.000	0.413	0.071
49.000	99330.000	1.000	0.000	0.298	0.071
50.000	100402.000	1.000	0.000	0.234	0.071
51.000	101474.000	1.000	0.000	0.163	0.071
52.000	102546.000	1.000	0.000	0.112	0.071
53.000	103618.000	1.000	0.000	0.097	0.071
54.000	104690.000	1.000	0.000	0.099	0.071
55.000	105762.000	1.000	0.000	0.144	0.071
