# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -10 dB attenuation. Looking for MW power shift. 610 Lens micrometer at at 37.15 mm
# Type:	Frequency
# Hittite Freq:	18512.8 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
# 610 Micrometer:	37.15
i	f	b	s	n
107	-4509.72	0.00885996	0.0133585	0.0172388	
108	-4509.62	0.00885996	0.0144436	0.0130954	
109	-4509.62	0.00885996	0.0146738	0.0158248	
110	-4509.62	0.00885996	0.0176663	0.015759	
111	-4509.62	0.00885996	0.0124377	0.0116156	
112	-4509.62	0.00885996	0.0136215	0.0139833	
113	-4509.62	0.00885996	0.0149698	0.0147396	
114	-4509.62	0.00885996	0.0180938	0.014049	
115	-4509.52	0.00885996	0.0145423	0.0162194	
116	-4509.52	0.00885996	0.0152	0.0168442	
117	-4509.52	0.00885996	0.0140819	0.0133585	
118	-4509.52	0.00885996	0.0211848	0.0112539	
119	-4509.52	0.00885996	0.0141477	0.0183239	
120	-4509.52	0.00885996	0.0115499	0.0121747	
121	-4509.52	0.00885996	0.0124706	0.0165153	
122	-4509.52	0.00885996	0.00911645	0.0104976	
123	-4509.52	0.00885996	0.0126679	0.0128652	
124	-4509.52	0.00885996	0.0106949	0.0110237	
125	-4509.52	0.00885996	0.00974125	0.0135887	
126	-4509.52	0.00885996	0.0136215	0.0122404	
127	-4509.42	0.00885996	0.0127008	0.0139504	
128	-4509.52	0.00885996	0.0106291	0.00845878	
129	-4509.42	0.00885996	0.0128981	0.0132269	
130	-4509.42	0.00885996	0.0137202	0.0126679	
131	-4509.42	0.00885996	0.0131612	0.0125035	
132	-4509.42	0.00885996	0.00990567	0.0125693	
133	-4509.42	0.00885996	0.0125364	0.0118787	
134	-4509.42	0.00885996	0.0137531	0.0127337	
