# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -10 dB attenuation. Looking for MW power shift. 610 Lens micrometer at at 37.15 mm
# Type:	Frequency
# Hittite Freq:	18512.8 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
# 610 Micrometer:	37.15
i	f	b	s	n
0	-4511.62	0.00885996	0.0339767	0.0297018	
1	-4511.62	0.00885996	0.0337794	0.0293729	
2	-4511.62	0.00885996	0.0345686	0.0342397	
3	-4511.62	0.00885996	0.0439734	0.0390079	
4	-4511.62	0.00885996	0.0371335	0.0432499	
5	-4511.62	0.00885996	0.0417044	0.0404219	
6	-4511.52	0.00885996	0.0380543	0.0335492	
7	-4511.52	0.00885996	0.0357195	0.0404548	
8	-4511.52	0.00885996	0.0389421	0.0306883	
9	-4511.52	0.00885996	0.0371335	0.0331875	
10	-4511.52	0.00885996	0.0314117	0.0323654	
11	-4511.42	0.00885996	0.0264463	0.0299648	
12	-4511.52	0.00885996	0.0241115	0.0266436	
13	-4511.42	0.00885996	0.0252953	0.021152	
14	-4511.42	0.00885996	0.0227304	0.0209218	
15	-4511.42	0.00885996	0.0246376	0.0245061	
16	-4511.42	0.00885996	0.0224673	0.0213821	
17	-4511.32	0.00885996	0.0265778	0.0157919	
18	-4511.32	0.00885996	0.0209547	0.0190803	
19	-4511.32	0.00885996	0.0213821	0.0186528	
20	-4511.32	0.00885996	0.0202312	0.0241115	
21	-4511.32	0.00885996	0.0234867	0.0221385	
22	-4511.22	0.00885996	0.0193433	0.0205272	
23	-4511.22	0.00885996	0.0187843	0.0181595	
24	-4511.22	0.00885996	0.0204285	0.020297	
25	-4511.22	0.00885996	0.0176334	0.0157919	
26	-4511.22	0.00885996	0.0179622	0.0192447	
27	-4511.22	0.00885996	0.0235525	0.0186199	
28	-4511.12	0.00885996	0.0190145	0.0200339	
29	-4511.12	0.00885996	0.0171072	0.0168113	
30	-4511.12	0.00885996	0.0260517	0.0194749	
31	-4511.12	0.00885996	0.0177978	0.0185212	
32	-4511.12	0.00885996	0.0190145	0.0201654	
33	-4511.12	0.00885996	0.02398	0.0159892	
34	-4511.02	0.00885996	0.0213164	0.0202641	
35	-4511.02	0.00885996	0.0196064	0.0187185	
36	-4511.02	0.00885996	0.025657	0.0271368	
37	-4511.02	0.00885996	0.0234538	0.029932	
38	-4510.92	0.00885996	0.0284522	0.0318721	
39	-4510.92	0.00885996	0.027663	0.0379885	
40	-4510.92	0.00885996	0.0237169	0.0269066	
41	-4510.92	0.00885996	0.0228948	0.0231579	
42	-4510.92	0.00885996	0.0229277	0.0225331	
43	-4510.92	0.00885996	0.0215137	0.0273012	
44	-4510.82	0.00885996	0.0246376	0.0220069	
45	-4510.82	0.00885996	0.0194749	0.0236511	
46	-4510.92	0.00885996	0.0212835	0.0216452	
47	-4510.82	0.00885996	0.026249	0.0249665	
48	-4510.82	0.00885996	0.0210533	0.0230592	
49	-4510.72	0.00885996	0.0188172	0.0192776	
50	-4510.82	0.00885996	0.0233552	0.0245061	
51	-4510.72	0.00885996	0.0237498	0.0199681	
52	-4510.72	0.00885996	0.022566	0.0248021	
53	-4510.72	0.00885996	0.02056	0.0258543	
54	-4510.72	0.00885996	0.0257557	0.0216123	
55	-4510.72	0.00885996	0.0244732	0.0222371	
56	-4510.72	0.00885996	0.0279918	0.0263147	
57	-4510.62	0.00885996	0.0297675	0.0285179	
58	-4510.62	0.00885996	0.0278931	0.0302937	
59	-4510.62	0.00885996	0.0379885	0.0283535	
60	-4510.62	0.00885996	0.0320036	0.0299977	
61	-4510.52	0.00885996	0.0408165	0.0347659	
62	-4510.52	0.00885996	0.0461437	0.0347001	
63	-4510.52	0.00885996	0.036706	0.0339767	
64	-4510.52	0.00885996	0.0484127	0.0409481	
65	-4510.52	0.00885996	0.0599878	0.0510105	
66	-4510.42	0.00885996	0.0605468	0.055121	
67	-4510.32	0.00885996	0.0783699	0.0716616	
68	-4510.42	0.00885996	0.0851111	0.0846836	
69	-4510.42	0.00885996	0.0879062	0.0949105	
70	-4510.32	0.00885996	0.074654	0.0838286	
71	-4510.32	0.00885996	0.0786988	0.0717603	
72	-4510.32	0.00885996	0.0616649	0.0735031	
73	-4510.32	0.00885996	0.051734	0.0615991	
74	-4510.22	0.00885996	0.0548579	0.0575544	
75	-4510.22	0.00885996	0.0458477	0.0409481	
76	-4510.22	0.00885996	0.0320365	0.0374952	
77	-4510.22	0.00885996	0.0307869	0.0275972	
78	-4510.22	0.00885996	0.0298991	0.0317406	
79	-4510.22	0.00885996	0.0229935	0.0285179	
80	-4510.12	0.00885996	0.0237498	0.028781	
81	-4510.12	0.00885996	0.0263805	0.0288797	
82	-4510.12	0.00885996	0.022566	0.0236182	
83	-4510.12	0.00885996	0.0240786	0.0203627	
84	-4510.12	0.00885996	0.021152	0.0240457	
85	-4510.12	0.00885996	0.0175018	0.0240129	
86	-4510.02	0.00885996	0.0212177	0.019442	
87	-4510.02	0.00885996	0.0229277	0.0249665	
88	-4510.02	0.00885996	0.0220727	0.0252953	
89	-4509.92	0.00885996	0.0203627	0.0200997	
90	-4509.92	0.00885996	0.0228948	0.0178636	
91	-4509.92	0.00885996	0.0164496	0.0137202	
92	-4509.92	0.00885996	0.0138846	0.0190145	
93	-4509.92	0.00885996	0.0190145	0.0183897	
94	-4509.92	0.00885996	0.0186199	0.0174361	
95	-4509.82	0.00885996	0.0178307	0.0164167	
96	-4509.82	0.00885996	0.0179293	0.0170086	
97	-4509.92	0.00885996	0.0178636	0.0142463	
98	-4509.82	0.00885996	0.0162523	0.0161536	
99	-4509.82	0.00885996	0.0137202	0.0132927	
100	-4509.82	0.00885996	0.0155946	0.017469	
101	-4509.72	0.00885996	0.0152	0.0123062	
102	-4509.72	0.00885996	0.0156275	0.0139504	
103	-4509.72	0.00885996	0.0124377	0.0177978	
104	-4509.72	0.00885996	0.0173703	0.0145752	
105	-4509.72	0.00885996	0.0153644	0.0181595	
106	-4509.72	0.00885996	0.0168442	0.0161536	
