# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -10 dB attenuation. Looking for MW power shift. 610 Lens micrometer at at 40.15 mm
# Type:	Frequency
# Hittite Freq:	18512.8 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
# 610 Micrometer:	40.15
i	f	b	s	n
89	-4509.92	0.0111026	0.0191789	0.0241444	
90	-4509.92	0.0111026	0.018883	0.0185541	
91	-4509.92	0.0111026	0.0201326	0.0187514	
92	-4509.92	0.0111026	0.021152	0.0207902	
93	-4509.92	0.0111026	0.0203956	0.0204285	
94	-4509.92	0.0111026	0.0206916	0.0176991	
95	-4509.92	0.0111026	0.0188501	0.0211191	
96	-4509.82	0.0111026	0.0200997	0.0209875	
97	-4509.82	0.0111026	0.0152986	0.018883	
98	-4509.82	0.0111026	0.0223358	0.0184226	
99	-4509.82	0.0111026	0.020856	0.017173	
100	-4509.72	0.0111026	0.0209218	0.0173703	
101	-4509.72	0.0111026	0.0195735	0.0199681	
102	-4509.72	0.0111026	0.0148054	0.017732	
103	-4509.72	0.0111026	0.0211848	0.0169099	
104	-4509.72	0.0111026	0.0173374	0.0205272	
105	-4509.72	0.0111026	0.0168771	0.0188172	
106	-4509.62	0.0111026	0.0158248	0.0151013	
107	-4509.62	0.0111026	0.0158248	0.0162523	
108	-4509.62	0.0111026	0.016614	0.0168113	
109	-4509.62	0.0111026	0.0205272	0.0184884	
110	-4509.62	0.0111026	0.021415	0.0136544	
111	-4509.62	0.0111026	0.0173045	0.0143779	
112	-4509.52	0.0111026	0.0164824	0.0139175	
113	-4509.52	0.0111026	0.0143121	0.0173703	
114	-4509.52	0.0111026	0.0207573	0.0181266	
115	-4509.52	0.0111026	0.0184884	0.0182253	
116	-4509.52	0.0111026	0.0171072	0.0195078	
117	-4509.52	0.0111026	0.0164167	0.0177978	
118	-4509.52	0.0111026	0.0193105	0.0148382	
119	-4509.52	0.0111026	0.0128981	0.0166797	
120	-4509.52	0.0111026	0.0197051	0.0178636	
121	-4509.52	0.0111026	0.0157919	0.0183568	
122	-4509.52	0.0111026	0.0146081	0.0135887	
123	-4509.42	0.0111026	0.0180609	0.0186857	
124	-4509.42	0.0111026	0.0172388	0.0188501	
125	-4509.42	0.0111026	0.0169428	0.0173374	
126	-4509.42	0.0111026	0.0161207	0.0165482	
127	-4509.42	0.0111026	0.018587	0.0180938	
128	-4509.42	0.0111026	0.0138517	0.017173	
129	-4509.42	0.0111026	0.0195406	0.0190145	
130	-4509.32	0.0111026	0.0167455	0.0164496	
131	-4509.42	0.0111026	0.0144108	0.0166797	
132	-4509.32	0.0111026	0.0169428	0.0172717	
133	-4509.32	0.0111026	0.0164167	0.0139833	
134	-4509.32	0.0111026	0.0160878	0.0122404	
