# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -10 dB attenuation. Looking for MW power shift. 610 Lens micrometer at at 36.15 mm
# Type:	Frequency
# Hittite Freq:	19644.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
# 610 Micrometer:	36.15
i	f	b	s	n
125	-4509.42	0.00779123	0.00941241	0.0151671	
126	-4509.42	0.00779123	0.010662	0.011221	
127	-4509.42	0.00779123	0.0119774	0.0147067	
128	-4509.32	0.00779123	0.0127008	0.0122733	
129	-4509.32	0.00779123	0.0101359	0.0103003	
130	-4509.32	0.00779123	0.00868896	0.0109908	
131	-4509.32	0.00779123	0.00911645	0.0136544	
132	-4509.32	0.00779123	0.0115499	0.0157261	
133	-4509.32	0.00779123	0.0121089	0.0131941	
134	-4509.32	0.00779123	0.0129968	0.0131283	
