# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -10 dB attenuation. Looking for MW power shift. 610 Lens micrometer at at 37.15 mm
# Type:	Frequency
# Hittite Freq:	19644.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
# 610 Micrometer:	37.15
i	f	b	s	n
73	-4510.52	0.00674553	0.0233552	0.0533453	
74	-4510.52	0.00674553	0.0221714	0.0473604	
75	-4510.52	0.00674553	0.0244732	0.0418688	
76	-4510.52	0.00674553	0.0176991	0.0346343	
77	-4510.52	0.00674553	0.0190474	0.0289454	
78	-4510.42	0.00674553	0.0162523	0.0276958	
79	-4510.42	0.00674553	0.0191132	0.0314446	
80	-4510.42	0.00674553	0.0170744	0.0289126	
81	-4510.42	0.00674553	0.0162851	0.0243746	
82	-4510.42	0.00674553	0.0114512	0.020001	
83	-4510.32	0.00674553	0.0144108	0.0167126	
84	-4510.32	0.00674553	0.0118787	0.018587	
85	-4510.32	0.00674553	0.0132598	0.01349	
86	-4510.32	0.00674553	0.0135887	0.0187514	
87	-4510.22	0.00674553	0.0170744	0.0182253	
88	-4510.22	0.00674553	0.0146409	0.0133914	
89	-4510.22	0.00674553	0.0120102	0.0117143	
90	-4510.22	0.00674553	0.0110566	0.0165153	
91	-4510.12	0.00674553	0.0142792	0.0153644	
92	-4510.12	0.00674553	0.0139175	0.0146081	
93	-4510.12	0.00674553	0.0120102	0.0131283	
94	-4510.02	0.00674553	0.0113197	0.0161207	
95	-4510.02	0.00674553	0.0130296	0.0139833	
96	-4510.02	0.00674553	0.012635	0.0148382	
97	-4509.92	0.00674553	0.0145752	0.00970836	
98	-4509.92	0.00674553	0.0138846	0.0137531	
99	-4509.82	0.00674553	0.0108264	0.011221	
100	-4509.82	0.00674553	0.00944529	0.0127666	
101	-4509.72	0.00674553	0.00990567	0.0115827	
102	-4509.72	0.00674553	0.00980702	0.0121747	
103	-4509.72	0.00674553	0.00842589	0.0126021	
104	-4509.72	0.00674553	0.0114183	0.011517	
105	-4509.72	0.00674553	0.010958	0.00707765	
106	-4509.62	0.00674553	0.0123062	0.00845878	
107	-4509.62	0.00674553	0.0113526	0.0153973	
108	-4509.62	0.00674553	0.00684747	0.0115827	
109	-4509.62	0.00674553	0.00612402	0.0133585	
110	-4509.52	0.00674553	0.00970836	0.0145752	
111	-4509.52	0.00674553	0.0115499	0.0100043	
112	-4509.52	0.00674553	0.00763668	0.00891915	
113	-4509.52	0.00674553	0.0078011	0.0127337	
114	-4509.52	0.00674553	0.00928087	0.00921511	
115	-4509.42	0.00674553	0.00977413	0.0120431	
116	-4509.52	0.00674553	0.0113197	0.0121747	
117	-4509.42	0.00674553	0.0102016	0.0118458	
118	-4509.42	0.00674553	0.0127008	0.0154302	
119	-4509.42	0.00674553	0.0129968	0.0136873	
120	-4509.52	0.00674553	0.00783398	0.0110237	
121	-4509.52	0.00674553	0.00776822	0.00812994	
122	-4509.52	0.00674553	0.0079984	0.0102016	
123	-4509.52	0.00674553	0.0103989	0.0110895	
124	-4509.52	0.00674553	0.00987278	0.0106291	
125	-4509.52	0.00674553	0.0090178	0.010662	
126	-4509.52	0.00674553	0.010103	0.00812994	
127	-4509.42	0.00674553	0.0115827	0.00931376	
128	-4509.42	0.00674553	0.00513751	0.0101687	
129	-4509.42	0.00674553	0.00954395	0.0086232	
130	-4509.42	0.00674553	0.00691323	0.00960971	
131	-4509.42	0.00674553	0.00918222	0.00707765	
132	-4509.42	0.00674553	0.0120102	0.0144108	
133	-4509.42	0.00674553	0.0130296	0.0147725	
134	-4509.32	0.00674553	0.0141148	0.00770245	
