# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -10 dB attenuation. Looking for MW power shift. 610 Lens micrometer at at 38.15 mm
# Type:	Frequency
# Hittite Freq:	19644.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
# 610 Micrometer:	38.15
i	f	b	s	n
77	-4510.22	0.00894546	0.0231579	0.0252624	
78	-4510.22	0.00894546	0.0250323	0.0262161	
79	-4510.22	0.00894546	0.0186857	0.0226975	
80	-4510.12	0.00894546	0.0241444	0.0222042	
81	-4510.12	0.00894546	0.0152	0.0238813	
82	-4510.12	0.00894546	0.0172388	0.0146738	
83	-4510.12	0.00894546	0.0189487	0.0180609	
84	-4510.02	0.00894546	0.0161865	0.018587	
85	-4510.02	0.00894546	0.0196393	0.0207245	
86	-4510.02	0.00894546	0.0159234	0.0185212	
87	-4510.02	0.00894546	0.0159892	0.0190145	
88	-4510.02	0.00894546	0.017469	0.0165482	
89	-4510.02	0.00894546	0.0187514	0.0137202	
90	-4510.02	0.00894546	0.0146738	0.0125364	
91	-4510.02	0.00894546	0.0143779	0.0135558	
92	-4509.92	0.00894546	0.0166797	0.014345	
93	-4509.92	0.00894546	0.0172388	0.0143121	
94	-4509.92	0.00894546	0.0142792	0.0155946	
95	-4509.92	0.00894546	0.0152986	0.0150684	
96	-4509.92	0.00894546	0.0144765	0.0117143	
97	-4509.92	0.00894546	0.0153973	0.0133256	
98	-4509.92	0.00894546	0.0168113	0.0150027	
99	-4509.92	0.00894546	0.0146081	0.0139504	
100	-4509.82	0.00894546	0.0108264	0.0143121	
101	-4509.82	0.00894546	0.0162194	0.0102016	
102	-4509.82	0.00894546	0.0114841	0.012931	
103	-4509.72	0.00894546	0.0118458	0.0150356	
104	-4509.82	0.00894546	0.0153644	0.0168113	
105	-4509.82	0.00894546	0.017469	0.0127994	
106	-4509.82	0.00894546	0.0151671	0.0161536	
107	-4509.72	0.00894546	0.0127337	0.0156932	
108	-4509.72	0.00894546	0.0175018	0.0175676	
109	-4509.72	0.00894546	0.0165153	0.0164167	
110	-4509.72	0.00894546	0.0109908	0.0104647	
111	-4509.72	0.00894546	0.0112539	0.0126021	
112	-4509.72	0.00894546	0.00944529	0.0127337	
113	-4509.62	0.00894546	0.0123062	0.0167455	
114	-4509.62	0.00894546	0.0142463	0.0162194	
115	-4509.62	0.00894546	0.0163509	0.0104318	
116	-4509.62	0.00894546	0.0126679	0.0140162	
117	-4509.62	0.00894546	0.0151013	0.0154302	
118	-4509.62	0.00894546	0.0141148	0.0126679	
119	-4509.52	0.00894546	0.0118458	0.0127994	
120	-4509.52	0.00894546	0.00599249	0.0148382	
121	-4509.52	0.00894546	0.0132927	0.0107606	
122	-4509.52	0.00894546	0.012076	0.0121089	
123	-4509.42	0.00894546	0.0164824	0.0111881	
124	-4509.52	0.00894546	0.00977413	0.0124377	
125	-4509.42	0.00894546	0.0118787	0.0144436	
126	-4509.42	0.00894546	0.00931376	0.0144108	
127	-4509.42	0.00894546	0.0102016	0.00993855	
128	-4509.42	0.00894546	0.0104647	0.0126021	
129	-4509.42	0.00894546	0.0127994	0.0127994	
130	-4509.42	0.00894546	0.01349	0.0162194	
131	-4509.32	0.00894546	0.0108264	0.0133256	
132	-4509.32	0.00894546	0.0133914	0.0135887	
133	-4509.32	0.00894546	0.0151671	0.00997144	
134	-4509.32	0.00894546	0.0111881	0.0121747	
