# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -10 dB attenuation. Looking for MW power shift. 610 Lens micrometer at at 38.15 mm
# Type:	Frequency
# Hittite Freq:	18512.8 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
# 610 Micrometer:	38.15
i	f	b	s	n
84	-4510.12	0.00625556	0.0116485	0.0152	
85	-4510.12	0.00625556	0.0139504	0.0131283	
86	-4510.12	0.00625556	0.0141806	0.0130954	
87	-4510.12	0.00625556	0.0127994	0.0112539	
88	-4510.12	0.00625556	0.0127666	0.0144108	
89	-4510.12	0.00625556	0.00970836	0.0102016	
90	-4510.02	0.00625556	0.0103332	0.0127666	
91	-4510.02	0.00625556	0.0108264	0.0131612	
92	-4510.02	0.00625556	0.0108264	0.0146738	
93	-4509.92	0.00625556	0.0125364	0.010366	
94	-4509.92	0.00625556	0.0145752	0.0131941	
95	-4509.92	0.00625556	0.0152657	0.0103989	
96	-4509.92	0.00625556	0.0125364	0.0152329	
97	-4509.92	0.00625556	0.00993855	0.006979	
98	-4509.82	0.00625556	0.0109251	0.00993855	
99	-4509.82	0.00625556	0.0116156	0.0132269	
100	-4509.82	0.00625556	0.0182582	0.0152	
101	-4509.82	0.00625556	0.012635	0.010103	
102	-4509.82	0.00625556	0.0104647	0.01178	
103	-4509.82	0.00625556	0.0101687	0.0104647	
104	-4509.72	0.00625556	0.0121418	0.00997144	
105	-4509.72	0.00625556	0.0110566	0.00931376	
106	-4509.72	0.00625556	0.00878762	0.0115827	
107	-4509.72	0.00625556	0.00974125	0.00908357	
108	-4509.72	0.00625556	0.0118129	0.0105305	
109	-4509.62	0.00625556	0.0096426	0.0118129	
110	-4509.62	0.00625556	0.0116485	0.0105305	
111	-4509.72	0.00625556	0.00852454	0.00724207	
112	-4509.62	0.00625556	0.0079984	0.0100372	
113	-4509.72	0.00625556	0.0104318	0.0134242	
114	-4509.72	0.00625556	0.0144436	0.0121089	
115	-4509.62	0.00625556	0.0107606	0.0121418	
116	-4509.62	0.00625556	0.00944529	0.0112539	
117	-4509.62	0.00625556	0.0079984	0.0114512	
118	-4509.62	0.00625556	0.0101687	0.00921511	
119	-4509.62	0.00625556	0.0116156	0.00730784	
120	-4509.62	0.00625556	0.010366	0.00635421	
121	-4509.62	0.00625556	0.00845878	0.00951106	
122	-4509.52	0.00625556	0.00816282	0.00868896	
123	-4509.52	0.00625556	0.00891915	0.0125035	
124	-4509.52	0.00625556	0.00934664	0.00954395	
125	-4509.42	0.00625556	0.00944529	0.0152	
126	-4509.42	0.00625556	0.012076	0.00914934	
127	-4509.42	0.00625556	0.0115499	0.0138846	
128	-4509.42	0.00625556	0.0133256	0.00993855	
129	-4509.42	0.00625556	0.0107935	0.00786687	
130	-4509.32	0.00625556	0.00954395	0.00980702	
131	-4509.32	0.00625556	0.00895204	0.00891915	
132	-4509.32	0.00625556	0.00868896	0.0116156	
133	-4509.22	0.00625556	0.0106949	0.0108922	
134	-4509.22	0.00625556	0.00885338	0.0141806	
