# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -10 dB attenuation. Looking for MW power shift. 610 Lens micrometer at at 42.15 mm
# Type:	Frequency
# Hittite Freq:	18521.8 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
# 610 Micrometer:	42.15
i	f	b	s	n
60	-4510.62	0.00523287	0.0623226	0.0299648	
61	-4510.62	0.00523287	0.0639997	0.0301293	
62	-4510.62	0.00523287	0.0622568	0.0295045	
63	-4510.62	0.00523287	0.0591986	0.0300635	
64	-4510.52	0.00523287	0.0701489	0.038975	
65	-4510.62	0.00523287	0.0587053	0.0486429	
66	-4510.62	0.00523287	0.0477879	0.0510763	
67	-4510.52	0.00523287	0.0425265	0.0684061	
68	-4510.52	0.00523287	0.0497938	0.0827435	
69	-4510.52	0.00523287	0.0447297	0.0932005	
70	-4510.52	0.00523287	0.040389	0.086854	
71	-4510.52	0.00523287	0.038416	0.080902	
72	-4510.42	0.00523287	0.0347988	0.0865909	
73	-4510.42	0.00523287	0.0363114	0.0685376	
74	-4510.32	0.00523287	0.0291427	0.0659727	
75	-4510.32	0.00523287	0.0254597	0.0585738	
76	-4510.32	0.00523287	0.0234209	0.0381858	
77	-4510.22	0.00523287	0.022566	0.0399615	
78	-4510.22	0.00523287	0.0208231	0.0302608	
79	-4510.22	0.00523287	0.0197379	0.0272684	
80	-4510.22	0.00523287	0.0129639	0.0263147	
81	-4510.22	0.00523287	0.0173374	0.0241115	
82	-4510.12	0.00523287	0.0143779	0.0179951	
83	-4510.12	0.00523287	0.0174361	0.0218425	
84	-4510.12	0.00523287	0.0161536	0.0204943	
85	-4510.02	0.00523287	0.0148382	0.0217767	
86	-4510.12	0.00523287	0.0110895	0.0176334	
87	-4510.02	0.00523287	0.0131283	0.0169099	
88	-4510.02	0.00523287	0.0126679	0.0190474	
89	-4510.02	0.00523287	0.0135229	0.0186199	
90	-4510.02	0.00523287	0.0141477	0.0181924	
91	-4509.92	0.00523287	0.0113526	0.0128652	
92	-4509.92	0.00523287	0.0182253	0.0124048	
93	-4509.92	0.00523287	0.0160878	0.0160221	
94	-4509.92	0.00523287	0.0116485	0.0123062	
95	-4509.92	0.00523287	0.0103989	0.0128981	
96	-4509.92	0.00523287	0.010103	0.0145752	
97	-4509.92	0.00523287	0.012076	0.0136215	
98	-4509.82	0.00523287	0.00911645	0.0115499	
99	-4509.82	0.00523287	0.0148382	0.0136544	
100	-4509.72	0.00523287	0.0116485	0.0147725	
101	-4509.82	0.00523287	0.0114841	0.0111881	
102	-4509.72	0.00523287	0.00875473	0.0130296	
103	-4509.82	0.00523287	0.0146409	0.0110237	
104	-4509.72	0.00523287	0.014904	0.0126021	
105	-4509.72	0.00523287	0.012931	0.0132598	
106	-4509.62	0.00523287	0.0108922	0.00829436	
107	-4509.62	0.00523287	0.00974125	0.0125364	
108	-4509.72	0.00523287	0.0102016	0.0131941	
109	-4509.62	0.00523287	0.00934664	0.0124048	
110	-4509.62	0.00523287	0.01178	0.00993855	
111	-4509.62	0.00523287	0.0136215	0.0131283	
112	-4509.52	0.00523287	0.0124706	0.016318	
113	-4509.52	0.00523287	0.0112539	0.0177978	
114	-4509.52	0.00523287	0.0136873	0.0150027	
115	-4509.52	0.00523287	0.0142463	0.0163509	
116	-4509.52	0.00523287	0.0138188	0.0165153	
117	-4509.52	0.00523287	0.014345	0.0156932	
118	-4509.52	0.00523287	0.011221	0.0169757	
119	-4509.52	0.00523287	0.0144765	0.012931	
120	-4509.42	0.00523287	0.0135558	0.012931	
121	-4509.42	0.00523287	0.0157261	0.0150356	
122	-4509.42	0.00523287	0.0154302	0.0148711	
123	-4509.42	0.00523287	0.00822859	0.0142792	
124	-4509.32	0.00523287	0.0142792	0.0128652	
125	-4509.32	0.00523287	0.0078011	0.0146409	
126	-4509.32	0.00523287	0.011221	0.0129639	
127	-4509.32	0.00523287	0.0125693	0.0130296	
128	-4509.22	0.00523287	0.0124048	0.0120431	
129	-4509.22	0.00523287	0.0113854	0.0130625	
130	-4509.22	0.00523287	0.0113854	0.0121089	
131	-4509.22	0.00523287	0.0103989	0.00849166	
132	-4509.22	0.00523287	0.010958	0.013786	
133	-4509.22	0.00523287	0.0100043	0.0150356	
134	-4509.12	0.00523287	0.00957683	0.0126679	
