# Title: Diode Laser Delay Scan, 9 dB MW, Long Scan.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 37 dB PM, 55.76 V Top to Bot, n=27 l=3. Full Scan.
# Type:	Delay
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361385.7 GHz
# Target:	n=27 l=3 in 56.76 V
# Laser Mod:	0th: 0.58, 1st: 0.54
# Laser Mod Attn:	44 dB
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	46809.000	1.000	0.000	0.126	-0.012
1.000	47881.000	1.000	0.000	0.122	-0.012
2.000	48953.000	1.000	0.000	0.101	-0.012
3.000	50025.000	1.000	0.000	0.092	-0.012
4.000	51096.000	1.000	0.000	0.087	-0.012
5.000	52168.000	1.000	0.000	0.090	-0.012
6.000	53240.000	1.000	0.000	0.112	-0.012
7.000	54312.000	1.000	0.000	0.131	-0.012
8.000	55384.000	1.000	0.000	0.128	-0.012
9.000	56456.000	1.000	0.000	0.148	-0.012
10.000	57528.000	1.000	0.000	0.143	-0.012
11.000	58599.000	1.000	0.000	0.140	-0.012
12.000	59671.000	1.000	0.000	0.137	-0.012
13.000	60743.000	1.000	0.000	0.144	-0.012
14.000	61815.000	1.000	0.000	0.124	-0.012
15.000	62887.000	1.000	0.000	0.123	-0.012
16.000	63959.000	1.000	0.000	0.111	-0.012
17.000	65031.000	1.000	0.000	0.094	-0.012
18.000	66102.000	1.000	0.000	0.108	-0.012
19.000	67174.000	1.000	0.000	0.085	-0.012
20.000	68246.000	1.000	0.000	0.114	-0.012
21.000	69318.000	1.000	0.000	0.109	-0.012
22.000	70390.000	1.000	0.000	0.124	-0.012
23.000	71462.000	1.000	0.000	0.147	-0.012
24.000	72534.000	1.000	0.000	0.145	-0.012
25.000	73605.000	1.000	0.000	0.151	-0.012
26.000	74677.000	1.000	0.000	0.153	-0.012
27.000	75749.000	1.000	0.000	0.132	-0.012
28.000	76821.000	1.000	0.000	0.134	-0.012
29.000	77893.000	1.000	0.000	0.146	-0.012
30.000	78965.000	1.000	0.000	0.132	-0.012
31.000	80037.000	1.000	0.000	0.118	-0.012
32.000	81108.000	1.000	0.000	0.103	-0.012
33.000	82180.000	1.000	0.000	0.096	-0.012
34.000	83252.000	1.000	0.000	0.111	-0.012
35.000	84324.000	1.000	0.000	0.089	-0.012
36.000	85396.000	1.000	0.000	0.113	-0.012
37.000	86468.000	1.000	0.000	0.109	-0.012
38.000	87540.000	1.000	0.000	0.123	-0.012
39.000	88611.000	1.000	0.000	0.132	-0.012
40.000	89683.000	1.000	0.000	0.143	-0.012
41.000	90755.000	1.000	0.000	0.140	-0.012
42.000	91827.000	1.000	0.000	0.152	-0.012
43.000	92899.000	1.000	0.000	0.133	-0.012
44.000	93971.000	1.000	0.000	0.125	-0.012
45.000	95043.000	1.000	0.000	0.102	-0.012
46.000	96115.000	1.000	0.000	0.104	-0.012
47.000	97186.000	1.000	0.000	0.100	-0.012
48.000	98258.000	1.000	0.000	0.088	-0.012
49.000	99330.000	1.000	0.000	0.100	-0.012
50.000	100402.000	1.000	0.000	0.098	-0.012
51.000	101474.000	1.000	0.000	0.120	-0.012
52.000	102546.000	1.000	0.000	0.116	-0.012
53.000	103618.000	1.000	0.000	0.142	-0.012
54.000	104689.000	1.000	0.000	0.140	-0.012
55.000	105761.000	1.000	0.000	0.146	-0.012
56.000	106833.000	1.000	0.000	0.157	-0.012
57.000	107905.000	1.000	0.000	0.144	-0.012
58.000	108977.000	1.000	0.000	0.141	-0.012
59.000	110049.000	1.000	0.000	0.121	-0.012
60.000	111121.000	1.000	0.000	0.118	-0.012
61.000	112192.000	1.000	0.000	0.104	-0.012
62.000	113264.000	1.000	0.000	0.101	-0.012
63.000	114336.000	1.000	0.000	0.092	-0.012
64.000	115408.000	1.000	0.000	0.104	-0.012
65.000	116480.000	1.000	0.000	0.103	-0.012
66.000	117552.000	1.000	0.000	0.116	-0.012
67.000	118624.000	1.000	0.000	0.130	-0.012
68.000	119695.000	1.000	0.000	0.125	-0.012
69.000	120767.000	1.000	0.000	0.140	-0.012
70.000	121839.000	1.000	0.000	0.143	-0.012
71.000	122911.000	1.000	0.000	0.144	-0.012
72.000	123983.000	1.000	0.000	0.132	-0.012
73.000	125055.000	1.000	0.000	0.131	-0.012
74.000	126127.000	1.000	0.000	0.124	-0.012
75.000	127198.000	1.000	0.000	0.112	-0.012
76.000	128270.000	1.000	0.000	0.100	-0.012
77.000	129342.000	1.000	0.000	0.097	-0.012
78.000	130414.000	1.000	0.000	0.091	-0.012
79.000	131486.000	1.000	0.000	0.105	-0.012
80.000	132558.000	1.000	0.000	0.104	-0.012
81.000	133630.000	1.000	0.000	0.120	-0.012
82.000	134701.000	1.000	0.000	0.136	-0.012
83.000	135773.000	1.000	0.000	0.143	-0.012
84.000	136845.000	1.000	0.000	0.156	-0.012
85.000	137917.000	1.000	0.000	0.164	-0.012
86.000	138989.000	1.000	0.000	0.163	-0.012
87.000	140061.000	1.000	0.000	0.155	-0.012
88.000	141133.000	1.000	0.000	0.146	-0.012
89.000	142204.000	1.000	0.000	0.135	-0.012
90.000	143276.000	1.000	0.000	0.111	-0.012
91.000	144348.000	1.000	0.000	0.100	-0.012
92.000	145420.000	1.000	0.000	0.102	-0.012
93.000	146492.000	1.000	0.000	0.091	-0.012
94.000	147564.000	1.000	0.000	0.101	-0.012
95.000	148636.000	1.000	0.000	0.120	-0.012
96.000	149708.000	1.000	0.000	0.116	-0.012
97.000	150779.000	1.000	0.000	0.120	-0.012
98.000	151851.000	1.000	0.000	0.148	-0.012
99.000	152923.000	1.000	0.000	0.141	-0.012
100.000	153191.000	1.000	0.000	0.146	-0.012
101.000	152119.000	1.000	0.000	0.143	-0.012
102.000	151047.000	1.000	0.000	0.115	-0.012
103.000	149975.000	1.000	0.000	0.126	-0.012
104.000	148904.000	1.000	0.000	0.131	-0.012
105.000	147832.000	1.000	0.000	0.113	-0.012
106.000	146760.000	1.000	0.000	0.098	-0.012
107.000	145688.000	1.000	0.000	0.100	-0.012
108.000	144616.000	1.000	0.000	0.096	-0.012
109.000	143544.000	1.000	0.000	0.117	-0.012
110.000	142472.000	1.000	0.000	0.121	-0.012
111.000	141401.000	1.000	0.000	0.134	-0.012
112.000	140329.000	1.000	0.000	0.159	-0.012
113.000	139257.000	1.000	0.000	0.146	-0.012
114.000	138185.000	1.000	0.000	0.167	-0.012
115.000	137113.000	1.000	0.000	0.130	-0.012
116.000	136041.000	1.000	0.000	0.147	-0.012
117.000	134969.000	1.000	0.000	0.148	-0.012
118.000	133898.000	1.000	0.000	0.134	-0.012
119.000	132826.000	1.000	0.000	0.105	-0.012
120.000	131754.000	1.000	0.000	0.094	-0.012
121.000	130682.000	1.000	0.000	0.097	-0.012
122.000	129610.000	1.000	0.000	0.100	-0.012
123.000	128538.000	1.000	0.000	0.105	-0.012
124.000	127466.000	1.000	0.000	0.114	-0.012
125.000	126395.000	1.000	0.000	0.128	-0.012
126.000	125323.000	1.000	0.000	0.128	-0.012
127.000	124251.000	1.000	0.000	0.142	-0.012
128.000	123179.000	1.000	0.000	0.136	-0.012
129.000	122107.000	1.000	0.000	0.143	-0.012
130.000	121035.000	1.000	0.000	0.139	-0.012
131.000	119963.000	1.000	0.000	0.125	-0.012
132.000	118892.000	1.000	0.000	0.131	-0.012
133.000	117820.000	1.000	0.000	0.110	-0.012
134.000	116748.000	1.000	0.000	0.118	-0.012
135.000	115676.000	1.000	0.000	0.094	-0.012
136.000	114604.000	1.000	0.000	0.095	-0.012
137.000	113532.000	1.000	0.000	0.096	-0.012
138.000	112460.000	1.000	0.000	0.113	-0.012
139.000	111389.000	1.000	0.000	0.105	-0.012
140.000	110317.000	1.000	0.000	0.124	-0.012
141.000	109245.000	1.000	0.000	0.131	-0.012
142.000	108173.000	1.000	0.000	0.127	-0.012
143.000	107101.000	1.000	0.000	0.163	-0.012
144.000	106029.000	1.000	0.000	0.157	-0.012
145.000	104957.000	1.000	0.000	0.144	-0.012
146.000	103885.000	1.000	0.000	0.126	-0.012
147.000	102814.000	1.000	0.000	0.125	-0.012
