# Title: Diode Laser Toptica Frequency Scan, 9 dB MW, PM Blink.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 35 dB PM, 55.75 V Top to Bot, n=27. Use Toptica to scan from 361373 to 361345 ish GHz over 10 Seconds.
# Type:	Toptica Frequency
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361373 to 361345 GHz
# Target:	Full Stark States in 55.75 V = 9.2 V/cm
# Laser Mod:	0th: 1.35	1st: 1.41
# Laser Mod Attn:	35 dB
# Delay:	106892 (pi, Max for Red States)
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
b	r	s
0.014	0.013	0.007
0.018	0.013	0.010
0.026	0.025	0.008
0.023	0.015	0.019
0.023	0.025	0.024
0.023	0.010	0.029
0.021	0.007	0.016
0.019	0.007	0.021
0.001	0.000	0.018
0.006	0.008	0.014
0.013	0.000	0.011
0.021	0.003	0.009
0.019	0.006	0.026
0.021	0.008	0.016
0.012	0.012	0.014
0.010	0.018	0.023
0.013	0.009	0.013
0.018	0.007	0.001
0.016	0.006	0.016
0.018	0.020	0.011
0.010	0.007	0.011
0.020	0.016	0.021
0.016	-0.008	0.016
0.014	0.002	0.012
0.005	0.014	0.024
0.004	0.011	0.021
0.007	0.001	0.016
0.013	0.005	0.024
0.018	0.016	0.026
0.018	0.007	0.017
0.025	0.008	0.024
0.014	0.014	0.030
0.005	0.023	0.038
0.011	0.011	0.029
0.016	0.008	0.013
0.018	0.013	0.005
0.019	0.012	0.011
0.016	0.011	0.008
0.023	-0.005	0.015
0.018	-0.006	0.011
0.018	0.005	0.007
0.008	0.009	0.023
0.013	0.006	0.026
0.019	0.011	0.009
0.022	0.015	0.015
0.016	0.013	0.023
0.019	0.005	0.021
0.025	0.006	0.029
0.008	0.012	0.032
0.007	-0.018	0.018
0.014	-0.005	0.005
0.018	-0.001	0.012
0.022	0.015	-0.012
0.021	0.011	-0.004
0.024	0.010	-0.000
0.023	0.001	0.016
0.023	-0.004	0.005
0.013	0.002	0.018
0.002	-0.004	0.028
0.006	-0.003	0.010
0.014	-0.004	0.010
0.021	0.009	0.005
0.019	0.010	0.015
0.023	-0.007	0.017
0.016	0.003	0.015
0.008	0.010	0.017
0.011	-0.003	0.013
0.018	0.004	0.001
0.018	-0.007	0.003
0.028	0.003	0.008
0.015	0.003	-0.001
0.021	0.010	0.004
0.021	-0.005	0.003
0.020	-0.013	-0.001
0.011	-0.017	0.008
0.009	-0.014	0.015
0.011	-0.027	0.007
0.014	-0.032	0.011
0.014	-0.025	0.011
0.011	-0.014	-0.000
0.015	-0.006	0.001
0.005	0.008	-0.007
-0.001	0.016	0.004
0.011	-0.016	0.011
0.017	-0.031	-0.007
0.023	-0.027	-0.001
0.025	-0.024	-0.002
0.019	-0.035	-0.005
0.023	-0.046	-0.002
0.023	-0.053	-0.008
0.021	-0.049	-0.011
0.010	-0.047	-0.001
0.006	-0.050	0.002
0.008	-0.049	-0.006
0.016	-0.053	-0.002
0.017	-0.071	-0.009
0.019	-0.054	-0.017
0.026	-0.058	-0.011
0.010	-0.034	-0.025
0.006	-0.057	-0.026
0.010	-0.055	-0.028
0.013	-0.050	-0.021
0.014	-0.030	-0.050
0.013	-0.054	-0.041
0.019	-0.060	-0.064
0.020	-0.082	-0.039
0.018	-0.077	-0.064
0.018	-0.092	-0.059
0.001	-0.111	-0.059
0.001	-0.102	-0.076
0.011	-0.104	-0.075
0.020	-0.121	-0.091
0.017	-0.116	-0.085
0.020	-0.112	-0.100
0.017	-0.121	-0.100
0.011	-0.118	-0.098
0.008	-0.154	-0.060
0.010	-0.147	-0.112
0.011	-0.127	-0.105
0.013	-0.125	-0.098
0.008	-0.124	-0.128
0.016	-0.126	-0.111
0.010	-0.150	-0.099
0.009	-0.147	-0.099
0.007	-0.149	-0.109
0.006	-0.141	-0.104
0.010	-0.153	-0.101
0.017	-0.144	-0.091
0.021	-0.133	-0.091
0.016	-0.106	-0.090
0.023	-0.094	-0.091
0.013	-0.075	-0.071
0.004	-0.056	-0.054
0.008	-0.062	-0.038
0.017	-0.062	-0.043
0.017	-0.042	-0.028
0.017	-0.040	-0.042
0.012	-0.044	-0.036
0.021	-0.058	-0.045
0.025	-0.059	-0.051
0.021	-0.055	-0.043
0.015	-0.032	-0.025
0.015	-0.029	-0.018
0.013	-0.021	-0.043
0.016	-0.017	-0.046
0.015	-0.022	-0.035
0.012	-0.021	-0.030
0.024	-0.017	-0.019
0.013	-0.023	-0.020
0.008	-0.043	-0.018
0.008	-0.042	-0.024
0.011	-0.028	-0.042
0.018	-0.030	-0.028
0.014	-0.039	-0.013
0.018	-0.016	-0.011
0.018	-0.032	-0.004
0.018	-0.019	-0.012
0.022	-0.010	-0.006
0.007	-0.006	0.004
0.006	-0.002	-0.015
0.012	-0.010	-0.010
0.021	-0.003	-0.028
0.020	0.001	-0.011
0.022	-0.005	-0.009
0.013	0.001	-0.007
0.015	-0.004	-0.010
0.014	-0.018	0.007
0.020	-0.011	-0.005
0.019	-0.015	0.006
0.023	-0.006	0.009
0.013	-0.006	0.012
0.017	0.005	0.013
0.020	-0.014	-0.005
0.019	-0.004	-0.017
0.009	0.006	-0.007
0.008	0.009	0.013
0.015	0.012	0.007
0.020	0.008	0.016
0.020	0.013	-0.005
0.020	0.016	-0.001
0.026	0.016	0.012
0.009	0.011	0.017
0.002	0.017	0.014
0.008	0.002	0.011
0.016	-0.002	0.009
0.018	0.009	0.003
0.016	0.018	0.012
0.014	0.019	0.015
0.020	0.019	0.012
0.024	0.015	0.001
0.019	0.011	0.005
0.011	0.010	0.005
0.007	0.012	0.019
0.010	0.017	0.007
0.017	0.008	0.018
0.014	0.014	0.012
0.015	0.019	0.004
0.017	0.018	0.019
0.012	0.019	0.020
0.009	0.004	0.013
0.016	0.016	-0.001
0.015	0.023	0.009
0.022	0.022	0.007
0.018	0.020	0.014
0.022	0.028	0.022
0.017	-0.002	0.020
0.019	0.003	-0.009
0.018	0.013	-0.011
0.005	0.005	-0.003
0.011	0.015	0.002
0.018	0.011	0.006
0.023	0.012	0.005
0.018	0.014	0.017
0.021	0.010	0.014
0.016	0.012	0.023
0.014	0.014	0.024
0.015	0.001	0.031
0.019	0.014	0.015
0.021	0.005	0.015
0.025	0.012	0.009
0.016	0.009	0.021
0.022	0.009	0.023
0.018	-0.011	0.017
0.019	0.005	0.013
0.007	0.004	0.022
0.008	0.007	0.024
0.015	0.013	0.001
0.018	0.001	0.012
0.014	0.010	0.010
0.012	0.014	0.006
0.022	0.010	0.012
0.009	0.017	0.016
-0.003	0.025	0.022
0.004	0.012	0.019
0.011	0.010	0.017
0.012	0.017	0.016
0.013	0.018	0.022
0.008	0.020	0.023
0.012	0.008	0.026
0.009	-0.007	0.021
0.015	0.004	0.012
0.006	0.009	0.017
0.006	0.005	0.016
0.011	0.014	0.011
0.015	0.010	0.017
0.012	0.017	0.016
0.013	0.018	0.010
0.020	0.011	0.021
0.011	0.009	0.026
0.006	0.005	0.018
0.011	0.012	0.005
0.015	0.009	0.008
0.017	0.014	0.008
0.012	0.011	0.012
0.016	0.017	0.025
0.012	-0.005	0.031
0.012	0.008	0.016
0.012	0.018	0.015
-0.002	0.011	0.022
0.003	0.016	0.011
0.010	0.012	0.014
0.014	0.014	-0.006
0.017	0.022	0.004
0.017	0.014	0.003
0.016	0.017	-0.003
0.017	0.025	0.009
0.019	0.011	0.021
0.025	0.016	-0.005
0.034	0.025	-0.002
0.030	0.027	0.008
0.023	0.024	0.016
0.023	0.031	0.022
0.022	0.003	0.014
0.022	0.004	0.011
0.014	0.010	0.019
0.009	0.010	0.024
0.013	0.025	0.002
0.019	0.019	0.007
0.018	0.021	0.011
0.015	0.027	0.011
0.020	0.011	0.021
0.011	0.017	0.018
0.004	0.019	0.022
0.014	0.017	0.007
0.015	-0.002	-0.004
0.024	0.007	-0.006
0.021	0.017	0.003
0.020	0.017	0.009
0.017	0.011	0.013
0.018	-0.001	0.015
0.017	0.010	0.007
0.010	-0.007	0.018
0.010	-0.002	0.018
0.011	0.009	-0.001
0.019	0.005	0.009
0.016	0.012	0.016
0.017	0.016	0.008
0.019	0.015	0.015
0.009	0.016	0.020
0.005	0.011	0.014
0.015	0.004	0.006
0.015	0.004	0.010
0.020	0.017	0.010
0.009	0.010	0.003
0.018	0.019	0.014
0.017	-0.013	0.019
0.019	0.003	0.004
0.020	0.012	0.021
0.004	-0.007	0.018
0.008	0.005	0.013
0.012	0.009	0.013
0.014	0.019	0.012
0.021	0.020	0.021
0.023	0.007	0.017
0.014	0.009	0.024
0.010	0.020	0.029
0.013	-0.004	0.027
0.021	0.001	0.006
0.021	0.009	0.005
0.027	0.024	0.000
0.019	0.007	0.016
0.020	0.012	0.023
0.017	-0.014	0.017
0.013	-0.002	0.006
0.010	0.007	0.015
0.003	-0.001	0.013
0.003	0.010	-0.003
0.011	0.005	0.005
0.013	0.006	-0.001
0.015	0.012	-0.011
0.019	0.010	0.005
0.003	0.013	0.007
-0.006	0.013	0.013
0.002	0.011	-0.009
0.006	0.004	-0.010
0.013	-0.011	-0.003
0.016	-0.018	0.008
0.010	-0.022	0.011
0.011	-0.011	0.010
0.021	-0.017	-0.003
0.021	-0.027	-0.019
0.015	-0.022	-0.009
0.014	-0.017	-0.007
0.016	-0.011	-0.021
0.018	-0.010	-0.012
0.020	-0.010	-0.011
0.018	-0.009	-0.043
0.025	-0.011	-0.032
0.011	-0.005	-0.014
0.008	-0.023	-0.031
0.015	-0.025	-0.026
0.015	-0.036	-0.022
0.020	-0.033	-0.013
0.007	-0.037	-0.017
0.013	-0.040	-0.015
0.022	-0.064	-0.017
0.022	-0.069	-0.051
0.025	-0.053	-0.056
0.009	-0.052	-0.047
0.010	-0.067	-0.036
0.016	-0.059	-0.036
0.012	-0.083	-0.049
0.016	-0.084	-0.031
0.019	-0.070	-0.055
0.012	-0.056	-0.032
0.012	-0.040	-0.033
0.015	-0.051	-0.024
0.017	-0.047	-0.026
0.021	-0.048	-0.031
0.024	-0.038	-0.017
0.017	-0.048	-0.006
0.018	-0.042	-0.002
0.019	-0.068	-0.035
0.013	-0.063	-0.049
0.005	-0.067	-0.034
0.007	-0.069	-0.035
0.012	-0.069	-0.052
0.022	-0.067	-0.041
0.023	-0.064	-0.064
0.018	-0.097	-0.067
0.024	-0.116	-0.078
0.011	-0.119	-0.085
0.004	-0.126	-0.080
0.010	-0.132	-0.089
0.011	-0.141	-0.083
0.019	-0.123	-0.105
0.018	-0.132	-0.109
0.015	-0.117	-0.112
0.018	-0.145	-0.100
0.019	-0.146	-0.138
0.020	-0.195	-0.147
0.014	-0.174	-0.113
0.011	-0.135	-0.111
0.010	-0.126	-0.105
0.022	-0.114	-0.109
0.020	-0.097	-0.094
0.020	-0.086	-0.074
0.025	-0.076	-0.069
0.003	-0.067	-0.065
0.012	-0.059	-0.055
0.015	-0.077	-0.062
0.012	-0.075	-0.058
0.022	-0.061	-0.042
0.011	-0.070	-0.027
0.019	-0.053	-0.017
0.024	-0.049	-0.008
0.022	-0.036	-0.049
0.018	-0.035	-0.062
0.010	-0.034	-0.046
0.015	-0.025	-0.063
0.019	-0.035	-0.067
0.021	-0.047	-0.089
0.024	-0.046	-0.080
0.026	-0.046	-0.067
0.017	-0.038	-0.066
0.006	-0.037	-0.049
0.008	-0.053	-0.035
0.016	-0.043	-0.055
0.014	-0.037	-0.056
0.023	-0.031	-0.049
0.017	-0.051	-0.057
0.020	-0.034	-0.044
0.015	-0.044	-0.049
0.017	-0.029	-0.039
0.011	-0.047	-0.033
0.008	-0.057	-0.016
0.012	-0.044	-0.035
0.018	-0.039	-0.019
0.024	-0.031	-0.022
0.028	-0.019	-0.010
0.033	-0.018	-0.004
0.017	-0.007	0.007
0.011	-0.014	0.007
0.014	-0.025	-0.005
0.015	-0.017	-0.025
0.023	-0.009	-0.012
0.023	0.007	0.002
0.014	0.009	0.009
0.015	0.007	0.014
0.016	-0.001	0.006
0.016	0.007	-0.003
0.005	-0.009	0.008
0.005	0.003	0.005
0.013	0.007	-0.004
0.019	0.010	0.002
0.020	0.013	-0.004
0.019	0.005	0.000
0.024	0.005	0.009
0.005	0.003	0.012
0.007	-0.005	-0.001
0.015	-0.017	-0.005
0.020	-0.019	0.007
0.020	-0.010	-0.008
0.010	-0.008	0.001
0.016	0.000	0.009
0.021	-0.008	0.014
0.021	0.003	0.003
0.018	0.009	0.012
0.010	0.007	0.012
0.016	0.015	0.006
0.023	0.005	0.004
0.020	0.015	0.005
0.020	0.019	0.011
0.020	0.024	0.005
0.008	0.023	0.009
0.005	0.025	0.016
0.008	0.005	0.022
0.015	-0.002	0.005
0.015	0.008	0.006
0.019	0.011	0.015
0.015	0.010	0.014
0.022	0.014	0.018
0.023	-0.011	0.015
0.018	0.009	0.017
0.007	0.014	0.030
0.004	0.011	0.030
0.013	0.017	0.006
0.019	0.015	-0.006
0.017	0.019	-0.002
0.019	0.023	0.006
0.027	0.010	0.016
0.010	0.018	0.023
-0.001	0.023	0.025
0.009	0.010	0.009
0.009	0.007	0.006
0.013	0.008	0.011
0.015	0.008	-0.011
0.014	0.007	-0.007
0.013	0.004	0.005
0.019	-0.002	0.003
0.019	0.004	0.009
0.003	-0.006	0.017
0.005	0.001	0.022
0.008	0.011	0.012
0.017	0.016	0.015
0.017	0.019	0.021
0.018	0.023	0.017
0.020	0.013	0.020
0.002	0.023	0.015
0.006	0.018	0.015
0.014	0.018	-0.000
0.020	0.007	0.009
0.021	0.018	0.003
0.013	0.011	0.009
0.017	0.019	0.013
0.017	0.005	0.022
0.016	0.011	0.007
0.015	0.017	0.016
0.005	0.016	0.019
0.011	0.014	0.015
0.016	0.011	0.014
0.017	0.015	0.007
0.018	0.023	0.014
0.019	0.029	0.020
0.007	0.028	0.016
0.004	0.026	0.017
0.010	0.012	0.024
0.016	0.004	0.010
0.015	0.012	0.004
0.021	0.023	0.010
0.010	0.022	0.004
0.016	0.024	0.004
0.016	-0.004	0.008
0.019	0.001	0.015
0.011	0.003	0.018
0.008	0.009	0.020
0.012	0.014	0.002
0.015	0.010	0.003
0.015	0.019	0.001
0.021	0.016	0.007
0.027	0.018	0.015
0.015	0.023	0.021
0.008	0.025	0.025
0.015	0.007	0.012
0.018	0.007	0.008
0.021	0.012	0.005
0.020	0.010	0.010
0.014	0.003	0.005
0.012	0.003	0.021
0.018	-0.004	0.008
0.021	0.003	0.011
0.008	-0.010	0.021
0.015	-0.001	0.018
0.012	0.009	0.014
0.014	0.015	0.017
0.017	0.020	0.013
0.015	0.023	0.012
0.021	0.022	0.014
0.001	0.021	0.025
0.002	0.016	0.012
0.009	0.018	-0.001
0.010	0.015	0.001
0.017	0.021	-0.002
0.007	0.003	0.008
0.016	-0.001	0.018
0.011	-0.015	0.016
0.013	-0.005	0.001
0.012	-0.001	0.008
-0.005	0.012	0.014
0.001	0.014	0.010
0.012	0.009	0.005
0.018	0.014	0.010
0.021	0.022	0.006
0.021	0.023	0.019
0.008	0.031	0.012
0.004	0.023	0.010
0.007	0.005	0.010
0.016	-0.002	0.002
0.016	0.009	-0.001
0.018	0.018	0.005
0.011	0.025	0.005
0.019	0.027	0.009
0.018	0.001	0.007
0.020	-0.002	0.012
0.008	0.004	0.012
0.006	0.005	0.022
0.008	0.015	0.010
0.016	0.007	0.012
0.017	0.018	0.015
0.023	0.010	0.013
0.025	-0.015	0.018
0.019	-0.018	0.020
0.011	-0.012	0.031
0.018	-0.008	0.010
0.019	-0.007	0.018
0.023	-0.013	0.012
0.021	-0.011	0.015
0.017	-0.011	0.021
0.016	-0.020	0.021
0.021	-0.021	0.003
0.018	-0.009	0.011
0.010	-0.012	0.015
0.011	-0.025	0.008
0.013	-0.024	-0.012
0.019	-0.014	-0.015
0.016	-0.007	-0.005
0.018	0.004	0.003
0.017	-0.006	0.006
-0.001	0.007	0.010
0.002	-0.013	-0.005
0.008	-0.015	-0.015
0.014	-0.019	-0.018
0.018	-0.020	-0.019
0.004	-0.037	-0.011
0.014	-0.028	-0.014
0.013	-0.062	-0.001
0.016	-0.046	-0.016
0.015	-0.059	-0.025
0.001	-0.063	-0.017
0.004	-0.064	-0.032
0.007	-0.059	-0.044
0.012	-0.046	-0.067
0.018	-0.034	-0.078
0.020	-0.029	-0.069
0.010	-0.036	-0.061
0.004	-0.057	-0.051
0.007	-0.076	-0.040
0.011	-0.063	-0.040
0.014	-0.064	-0.037
0.020	-0.052	-0.020
0.013	-0.067	-0.018
0.022	-0.059	-0.040
0.022	-0.055	-0.038
0.019	-0.049	-0.041
0.010	-0.037	-0.018
0.009	-0.043	-0.015
0.014	-0.037	-0.028
0.017	-0.027	-0.017
0.019	-0.021	-0.019
0.019	-0.013	-0.026
0.023	-0.045	-0.011
0.012	-0.031	-0.014
0.004	-0.043	-0.003
0.009	-0.052	-0.010
0.010	-0.053	-0.025
0.013	-0.025	-0.031
0.016	-0.032	-0.018
0.012	-0.036	-0.021
0.013	-0.048	-0.023
0.017	-0.064	-0.035
0.012	-0.068	-0.038
0.006	-0.068	-0.030
0.015	-0.073	-0.056
0.017	-0.089	-0.058
0.023	-0.095	-0.052
0.021	-0.099	-0.059
0.017	-0.084	-0.092
0.017	-0.093	-0.070
0.002	-0.088	-0.083
0.006	-0.102	-0.096
0.009	-0.115	-0.120
0.013	-0.109	-0.094
0.022	-0.099	-0.112
0.004	-0.128	-0.093
0.009	-0.114	-0.083
0.011	-0.123	-0.074
0.008	-0.111	-0.086
0.011	-0.109	-0.083
-0.001	-0.085	-0.086
0.000	-0.088	-0.074
0.008	-0.066	-0.060
0.009	-0.082	-0.043
0.015	-0.064	-0.041
0.009	-0.065	-0.027
0.002	-0.070	-0.025
-0.005	-0.043	-0.019
0.008	-0.047	-0.027
0.014	-0.045	-0.041
0.018	-0.044	-0.047
0.023	-0.043	-0.032
0.015	-0.051	-0.040
0.019	-0.046	-0.015
0.018	-0.059	-0.030
0.016	-0.068	-0.043
0.010	-0.054	-0.032
0.004	-0.063	-0.020
0.003	-0.064	-0.031
0.014	-0.069	-0.035
0.013	-0.061	-0.034
0.019	-0.045	-0.029
0.025	-0.061	-0.030
0.012	-0.035	-0.015
0.009	-0.052	-0.001
0.012	-0.064	-0.044
0.010	-0.052	-0.029
0.022	-0.044	-0.031
0.017	-0.035	-0.032
0.014	-0.027	-0.023
0.013	-0.025	-0.021
0.018	-0.032	-0.054
0.013	-0.045	-0.031
0.008	-0.040	-0.033
0.011	-0.026	-0.021
0.014	-0.029	-0.019
0.022	-0.020	-0.017
0.020	-0.035	-0.010
0.020	-0.041	-0.010
0.013	-0.033	-0.000
0.003	-0.017	0.007
0.003	-0.010	-0.000
0.009	-0.008	-0.003
0.012	-0.009	0.007
0.019	-0.002	-0.003
0.009	-0.007	0.001
0.020	-0.000	0.006
0.021	-0.022	-0.002
0.021	-0.007	-0.008
0.020	0.002	-0.002
0.003	0.003	0.006
0.009	-0.005	-0.003
0.016	-0.005	-0.005
0.015	0.007	-0.005
0.014	0.015	-0.003
0.018	0.020	0.012
0.008	0.004	0.017
0.001	0.012	0.017
0.008	-0.005	0.016
0.016	-0.008	0.005
0.018	-0.003	-0.008
0.024	0.012	0.002
0.014	0.013	0.004
0.020	0.013	0.006
0.022	-0.023	0.005
0.025	-0.006	0.009
0.014	0.006	0.014
0.020	0.005	0.016
0.016	0.010	-0.002
0.024	0.012	0.015
0.025	0.013	0.016
0.024	0.014	0.017
0.024	0.010	0.013
0.015	0.010	0.017
0.006	0.015	0.011
0.012	0.005	-0.004
0.019	0.000	0.005
0.024	0.004	0.008
0.022	0.005	0.016
0.017	0.009	0.022
0.017	0.005	0.026
0.021	-0.007	0.011
0.013	0.004	0.016
0.003	0.005	0.009
0.008	0.011	0.014
0.012	0.013	-0.015
0.021	0.002	-0.006
0.019	0.002	0.009
0.020	0.008	0.006
0.012	0.009	0.014
0.001	0.016	0.011
0.002	0.012	0.006
0.010	0.009	-0.006
0.012	-0.010	0.006
0.020	-0.003	0.005
0.005	-0.003	0.007
0.014	0.007	0.007
0.015	-0.011	0.019
0.013	-0.002	-0.001
0.016	-0.003	0.010
0.004	0.007	0.014
0.008	0.013	0.003
0.016	0.014	-0.003
0.010	0.017	0.001
0.020	0.011	0.004
0.021	0.021	0.010
0.008	0.025	0.015
-0.001	0.020	0.015
0.010	0.005	0.015
0.017	0.006	0.005
0.021	0.016	0.007
0.025	0.016	0.014
0.018	0.013	0.021
0.022	0.020	0.022
0.023	0.003	0.016
0.026	0.015	0.013
0.020	0.018	0.022
0.021	0.013	0.023
0.021	0.014	0.004
0.024	0.009	0.009
0.018	0.012	0.008
0.019	0.020	0.006
0.025	0.021	0.015
0.013	0.023	0.017
0.006	0.026	0.018
0.017	0.011	0.010
0.017	0.007	0.017
0.021	0.013	0.015
0.019	0.011	0.013
0.020	0.025	0.023
0.018	0.015	0.019
0.023	0.007	0.005
0.013	0.012	0.006
-0.003	-0.001	0.006
0.009	0.003	-0.006
0.012	0.001	-0.009
0.017	0.009	-0.009
0.016	0.010	0.006
0.019	-0.002	0.007
0.014	0.009	0.014
0.005	0.022	0.017
0.004	0.020	0.010
0.010	0.019	0.001
0.012	0.018	0.011
0.017	0.021	0.015
0.009	0.017	0.018
0.016	0.023	0.021
0.019	-0.004	0.026
0.018	0.004	0.008
0.015	0.010	0.013
0.001	0.013	0.011
0.003	0.013	0.003
0.013	0.002	-0.005
0.012	0.010	-0.007
0.015	0.015	-0.006
0.020	0.014	0.001
0.010	0.020	0.013
-0.000	0.023	0.007
0.006	0.003	0.019
0.011	0.008	0.003
0.017	0.006	-0.007
0.020	0.008	-0.002
0.014	0.006	0.004
0.018	0.020	0.014
0.018	0.011	0.005
0.020	0.020	0.008
0.016	0.010	0.009
0.018	-0.002	0.010
0.020	0.006	0.003
0.021	0.006	0.001
0.017	0.008	0.004
0.016	0.011	0.006
0.022	-0.006	0.018
0.012	-0.003	0.016
0.004	-0.002	0.022
0.013	-0.022	-0.004
0.012	-0.035	-0.005
0.019	-0.015	-0.011
0.022	-0.016	0.006
0.017	-0.002	0.015
0.016	-0.004	0.016
0.022	-0.011	-0.004
0.015	-0.005	0.006
0.002	-0.012	0.017
0.011	-0.000	0.018
0.010	-0.001	-0.003
0.014	0.009	-0.007
0.016	0.012	0.001
0.017	0.009	-0.001
0.014	0.009	0.005
0.007	0.015	0.004
0.015	-0.006	-0.009
0.019	-0.016	-0.024
0.015	-0.009	-0.007
0.023	0.003	-0.015
0.008	-0.001	-0.004
0.018	0.008	-0.005
0.017	-0.022	-0.014
0.014	-0.016	-0.028
0.017	-0.023	-0.018
0.001	-0.013	-0.019
0.002	-0.030	-0.031
0.009	-0.047	-0.029
0.009	-0.053	-0.036
0.016	-0.038	-0.039
0.020	-0.054	-0.036
0.008	-0.048	-0.029
0.001	-0.051	-0.045
0.006	-0.078	-0.040
0.014	-0.071	-0.064
0.017	-0.084	-0.054
0.021	-0.081	-0.043
0.014	-0.071	-0.027
0.021	-0.058	-0.013
0.017	-0.069	-0.026
0.018	-0.039	-0.021
0.020	-0.032	-0.016
0.017	-0.030	-0.007
0.016	-0.030	-0.017
0.017	-0.030	-0.016
0.018	-0.020	-0.015
0.017	-0.021	-0.024
0.023	-0.022	-0.039
0.014	-0.024	-0.036
0.008	-0.026	-0.015
0.017	-0.026	-0.027
0.017	-0.034	-0.031
0.022	-0.026	-0.031
0.021	-0.031	-0.033
0.018	-0.029	-0.029
0.015	-0.032	-0.023
0.022	-0.035	-0.032
0.014	-0.031	-0.035
0.005	-0.057	-0.022
0.016	-0.032	-0.026
0.015	-0.043	-0.034
0.015	-0.054	-0.054
0.023	-0.039	-0.035
0.025	-0.062	-0.051
0.020	-0.055	-0.058
0.012	-0.047	-0.050
0.018	-0.052	-0.074
0.025	-0.069	-0.087
0.025	-0.070	-0.068
0.029	-0.062	-0.090
0.012	-0.101	-0.108
0.016	-0.099	-0.109
0.017	-0.145	-0.098
0.014	-0.154	-0.093
0.019	-0.133	-0.090
0.006	-0.129	-0.130
0.009	-0.149	-0.120
0.015	-0.146	-0.111
0.019	-0.122	-0.103
0.022	-0.148	-0.123
0.024	-0.122	-0.139
0.010	-0.109	-0.114
0.001	-0.097	-0.122
0.008	-0.126	-0.132
0.013	-0.127	-0.112
0.015	-0.122	-0.146
0.022	-0.097	-0.126
0.010	-0.077	-0.125
0.010	-0.076	-0.119
0.015	-0.091	-0.113
0.013	-0.079	-0.115
0.011	-0.066	-0.114
0.010	-0.074	-0.084
0.013	-0.063	-0.096
0.019	-0.068	-0.078
0.017	-0.054	-0.081
0.014	-0.035	-0.066
0.020	-0.042	-0.049
0.012	-0.044	-0.056
0.004	-0.032	-0.035
0.011	-0.054	-0.054
0.010	-0.061	-0.048
0.018	-0.062	-0.036
0.018	-0.072	-0.064
0.017	-0.046	-0.070
0.012	-0.052	-0.081
0.021	-0.055	-0.073
0.014	-0.051	-0.063
0.001	-0.055	-0.060
0.012	-0.067	-0.056
0.012	-0.072	-0.070
0.012	-0.053	-0.073
0.019	-0.066	-0.077
0.020	-0.060	-0.057
0.018	-0.057	-0.062
0.007	-0.046	-0.055
0.015	-0.029	-0.050
0.019	-0.034	-0.051
0.024	-0.030	-0.036
0.028	-0.013	-0.036
0.021	-0.020	-0.030
0.026	-0.008	-0.020
0.024	-0.049	-0.019
0.021	-0.036	-0.023
0.022	-0.023	-0.008
0.011	-0.012	-0.030
0.012	-0.000	-0.024
0.019	0.001	-0.020
0.016	-0.003	-0.017
0.026	0.005	-0.022
0.025	-0.002	-0.021
0.013	-0.003	-0.002
0.001	-0.003	0.011
0.011	-0.017	0.005
0.014	-0.018	-0.006
0.016	-0.011	-0.005
0.024	-0.003	0.002
0.016	-0.003	0.012
0.015	-0.000	-0.003
0.020	-0.016	-0.003
0.021	-0.010	-0.008
0.019	-0.005	-0.001
0.017	-0.007	0.001
0.017	-0.007	-0.009
0.026	-0.004	-0.000
0.026	0.000	0.010
0.026	0.005	0.005
0.029	0.002	0.012
0.014	-0.000	0.015
0.002	0.006	0.021
0.010	-0.007	0.002
0.009	-0.005	-0.003
0.017	0.001	-0.013
0.016	-0.004	-0.002
0.016	0.009	0.005
0.017	0.007	0.006
0.016	0.003	0.000
0.011	0.009	0.004
-0.001	0.003	0.014
0.011	0.011	0.011
0.012	0.003	-0.003
0.012	0.015	-0.004
0.018	0.022	-0.005
0.020	0.010	-0.009
0.015	0.005	0.002
0.008	0.013	0.012
0.018	0.014	0.006
0.022	0.015	0.001
0.022	-0.009	0.011
0.024	0.000	0.003
0.012	-0.003	0.007
0.017	0.011	0.010
0.019	-0.013	-0.001
0.018	0.003	0.000
0.020	0.010	-0.004
0.007	0.024	0.003
0.007	0.021	0.002
0.015	0.015	0.004
0.023	0.013	0.001
0.025	0.013	0.005
0.025	0.007	0.002
0.009	0.015	0.005
0.000	0.021	-0.003
0.010	0.003	0.005
0.012	0.003	-0.003
0.020	0.014	0.001
0.023	0.020	-0.001
0.019	0.020	0.009
0.017	0.015	0.018
0.021	0.001	0.016
0.015	0.001	0.016
0.013	0.008	0.015
0.010	0.000	0.011
0.014	0.008	-0.009
0.018	0.007	0.001
0.020	0.008	0.001
0.019	0.014	-0.009
0.023	0.010	0.001
0.010	0.019	-0.002
0.005	0.022	-0.007
0.015	0.004	-0.003
0.012	0.004	-0.004
0.024	0.016	-0.005
0.023	0.012	0.004
0.018	0.016	0.012
0.020	0.010	0.019
0.022	-0.004	0.008
0.017	0.005	0.017
0.004	-0.003	0.024
0.011	0.010	0.021
0.016	-0.009	0.017
0.013	-0.004	0.007
0.018	0.008	0.006
