# Title: Diode Laser Delay Scan, 9 dB MW, Short Scan.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 40.0 dB PM, 55.76 V Top to Bot, n=27 l=3 +1 sideband. Short scan with small modulation to find min/max phases.
# Type:	Delay
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361371.4 GHz
# Target:	n=27 l=3 +1 mW sideband in 56.76 V
# Laser Mod:	0th: 0.73, 1st: 0.78
# Laser Mod Attn:	35 dB
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	82842.000	1.000	0.000	0.060	-0.006
1.000	83914.000	1.000	0.000	0.058	-0.006
2.000	84986.000	1.000	0.000	0.055	-0.006
3.000	86059.000	1.000	0.000	0.060	-0.006
4.000	87131.000	1.000	0.000	0.052	-0.006
5.000	88204.000	1.000	0.000	0.040	-0.006
6.000	89276.000	1.000	0.000	0.042	-0.006
7.000	90348.000	1.000	0.000	0.035	-0.006
8.000	91421.000	1.000	0.000	0.036	-0.006
9.000	92493.000	1.000	0.000	0.053	-0.006
10.000	93566.000	1.000	0.000	0.052	-0.006
11.000	94638.000	1.000	0.000	0.055	-0.006
12.000	95710.000	1.000	0.000	0.050	-0.006
13.000	96783.000	1.000	0.000	0.070	-0.006
14.000	97855.000	1.000	0.000	0.058	-0.006
15.000	98928.000	1.000	0.000	0.062	-0.006
16.000	100000.000	1.000	0.000	0.054	-0.006
17.000	101072.000	1.000	0.000	0.053	-0.006
18.000	102145.000	1.000	0.000	0.059	-0.006
19.000	103217.000	1.000	0.000	0.051	-0.006
20.000	104290.000	1.000	0.000	0.048	-0.006
21.000	105362.000	1.000	0.000	0.043	-0.006
22.000	106434.000	1.000	0.000	0.045	-0.006
23.000	107507.000	1.000	0.000	0.049	-0.006
24.000	108579.000	1.000	0.000	0.048	-0.006
25.000	109652.000	1.000	0.000	0.047	-0.006
26.000	110724.000	1.000	0.000	0.055	-0.006
27.000	111796.000	1.000	0.000	0.055	-0.006
28.000	112869.000	1.000	0.000	0.056	-0.006
29.000	113941.000	1.000	0.000	0.060	-0.006
30.000	115014.000	1.000	0.000	0.066	-0.006
31.000	116086.000	1.000	0.000	0.061	-0.006
