# Title: Dye Laser Frequency Scan w/ MW Blink
# Note:	Dye laser frequency scan to find the ionization rate at Attn = 27 dB.
# Type:	Frequency
# Hittite Freq:	18510.1 MHz
# Ref Freq:	18400.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	25 dB
# Delay:	1000 ns
# MW Off:	 100 to 400 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
i	f	b	s	r
35	45.98	-0.00292398	-0.00462901	-0.00374114	
36	45.48	-0.00292398	-0.00347807	-0.00485919	
37	44.98	-0.00292398	-0.0011762	-0.00157081	
38	44.38	-0.00292398	-0.0064705	-0.0023929	
39	43.88	-0.00292398	-0.00282039	-0.00581283	
40	43.48	-0.00292398	-0.00278751	-0.0054511	
41	42.68	-0.00292398	-0.0044317	-0.00295193	
42	42.18	-0.00292398	-0.0052538	-0.0106468	
43	41.48	-0.00292398	-0.00663492	-0.00268886	
44	40.78	-0.00292398	-0.00739125	-0.00282039	
45	40.18	-0.00292398	-0.0052538	-0.00781874	
46	39.48	-0.00292398	-0.00255732	-0.00561552	
47	38.88	-0.00292398	-0.00482631	-0.00393844	
48	38.18	-0.00292398	-0.00568129	-0.00147215	
49	37.28	-0.00292398	-0.00360961	-0.0062732	
50	36.98	-0.00292398	-0.00620743	-0.0034123	
51	36.18	-0.00292398	0.000796834	-0.00101178	
52	35.68	-0.00292398	0.000106272	-0.00173523	
53	35.18	-0.00292398	-0.000551405	-0.0021956	
54	34.58	-0.00292398	0.00201354	0.00247391	
55	34.08	-0.00292398	0.00191489	-0.000880244	
56	33.58	-0.00292398	0.0030987	0.00184912	
57	33.38	-0.00292398	0.000796834	0.00480867	
58	32.78	-0.00292398	0.000895485	0.00191489	
59	32.38	-0.00292398	-5.81473E-5	0.00319736	
60	31.78	-0.00292398	-0.000485638	0.00457848	
61	31.28	-0.00292398	0.0027041	0.00184912	
62	30.88	-0.00292398	-0.000946012	0.00369061	
63	30.48	-0.00292398	0.00651863	-0.00232713	
64	29.88	-0.00292398	0.00280275	0.000961253	
65	29.28	-0.00292398	0.00316447	0.00211219	
66	28.68	-0.00292398	0.00132298	0.00431541	
67	27.78	-0.00292398	0.00201354	-0.000288334	
68	27.18	-0.00292398	0.00336178	-5.81473E-5	
69	26.58	-0.00292398	0.000566646	-0.000123915	
70	25.78	-0.00292398	-0.00577994	-0.00462901	
71	25.48	-0.00292398	-0.000485638	-0.000452754	
72	24.88	-0.00292398	-0.00134062	7.33882E-5	
73	23.88	-0.00292398	-0.00298481	-0.000913128	
74	23.28	-0.00292398	0.0025068	-0.000551405	
75	22.88	-0.00292398	0.00135586	0.00441406	
76	22.28	-0.00292398	0.00300005	0.00132298	
77	21.58	-0.00292398	0.00161893	0.00418387	
78	20.88	-0.00292398	0.000928369	0.000632414	
79	20.28	-0.00292398	0.00592672	0.0016847	
80	19.78	-0.00292398	0.00859031	0.00441406	
81	19.28	-0.00292398	0.00553211	-0.00101178	
82	18.78	-0.00292398	0.00513751	0.00171758	
83	18.08	-0.00292398	0.00628844	0.00536769	
84	17.68	-0.00292398	0.0045456	0.00609114	
85	16.98	-0.00292398	0.00540058	0.00655151	
86	16.48	-0.00292398	0.006979	0.00701189	
87	15.88	-0.00292398	0.00599249	0.00533481	
88	15.28	-0.00292398	0.00661728	0.00622267	
89	14.68	-0.00292398	0.00665016	0.00720919	
90	13.98	-0.00292398	0.00579518	0.00776822	
91	13.48	-0.00292398	0.00283563	0.00839301	
92	12.88	-0.00292398	0.00638709	0.00211219	
93	11.98	-0.00292398	0.00632133	0.00362485	
94	11.38	-0.00292398	0.00467713	0.0045456	
95	10.88	-0.00292398	0.00589383	0.00648574	
96	10.08	-0.00292398	0.00997144	0.0059596	
97	9.48	-0.00292398	0.00806417	0.00467713	
98	8.68	-0.00292398	0.00773533	0.00579518	
99	7.98	-0.00292398	0.0047429	0.00418387	
100	7.38	-0.00292398	0.0102345	0.0107278	
101	6.88	-0.00292398	0.00707765	0.00934664	
102	6.28	-0.00292398	0.0102345	0.00632133	
103	5.68	-0.00292398	0.00743938	0.00671593	
104	4.78	-0.00292398	0.0124048	0.00671593	
105	4.28	-0.00292398	0.00990567	0.0144108	
106	3.88	-0.00292398	0.0140819	0.00888627	
107	3.48	-0.00292398	0.00789975	0.0164167	
108	2.58	-0.00292398	0.00829436	0.0142135	
109	2.08	-0.00292398	0.0146738	0.0104976	
110	1.58	-0.00292398	0.00832724	0.0107278	
111	1.08	-0.00292398	0.0108593	0.0142135	
112	0.38	-0.00292398	0.0165811	0.0147396	
113	-0.42	-0.00292398	0.017173	0.0186857	
114	-1.02	-0.00292398	0.0168771	0.0238484	
115	-1.52	-0.00292398	0.0218754	0.0243746	
116	-2.32	-0.00292398	0.0253611	0.0253282	
117	-3.02	-0.00292398	0.0362785	0.0225002	
118	-3.62	-0.00292398	0.0337136	0.0342397	
119	-4.32	-0.00292398	0.0374624	0.0328915	
120	-4.82	-0.00292398	0.0317077	0.0387119	
121	-5.32	-0.00292398	0.0399944	0.0413427	
122	-6.02	-0.00292398	0.0504844	0.0490046	
123	-6.72	-0.00292398	0.0429869	0.0469	
124	-7.32	-0.00292398	0.049465	0.0522601	
125	-8.02	-0.00292398	0.0426251	0.0518655	
126	-8.52	-0.00292398	0.0527205	0.0601194	
127	-9.12	-0.00292398	0.0641641	0.0665975	
128	-9.72	-0.00292398	0.0600207	0.0665975	
129	-10.12	-0.00292398	0.062191	0.0688665	
130	-10.82	-0.00292398	0.063046	0.0656438	
131	-11.12	-0.00292398	0.0649533	0.0778109	
132	-11.82	-0.00292398	0.0733387	0.0706751	
133	-12.32	-0.00292398	0.0646902	0.0755748	
134	-12.92	-0.00292398	0.0734702	0.0751473	
135	-13.02	-0.00292398	0.079192	0.0687349	
136	-13.72	-0.00292398	0.0745883	0.0738977	
137	-14.52	-0.00292398	0.0796853	0.0688336	
138	-15.42	-0.00292398	0.0750158	0.0782713	
139	-15.82	-0.00292398	0.0775478	0.0835327	
140	-16.22	-0.00292398	0.0682746	0.0850782	
141	-17.02	-0.00292398	0.0844205	0.0848809	
142	-17.72	-0.00292398	0.0802772	0.0731743	
143	-18.52	-0.00292398	0.0804087	0.0839931	
144	-19.12	-0.00292398	0.0933979	0.0836642	
145	-19.62	-0.00292398	0.0757392	0.0965218	
146	-20.22	-0.00292398	0.0855057	0.101126	
147	-21.02	-0.00292398	0.0787316	0.0937925	
148	-21.72	-0.00292398	0.0837958	0.0972124	
149	-22.52	-0.00292398	0.0948447	0.0856373	
150	-23.22	-0.00292398	0.0861305	0.0962259	
151	-23.72	-0.00292398	0.0890901	0.0982318	
152	-24.32	-0.00292398	0.084848	0.0944173	
153	-25.12	-0.00292398	0.0854399	0.103197	
154	-25.72	-0.00292398	0.0850125	0.0986922	
155	-26.12	-0.00292398	0.0929704	0.0934307	
156	-26.82	-0.00292398	0.0919838	0.114641	
157	-27.32	-0.00292398	0.0785343	0.0992183	
158	-27.92	-0.00292398	0.0887283	0.117568	
159	-28.52	-0.00292398	0.0908329	0.114871	
160	-29.22	-0.00292398	0.0956011	0.109182	
161	-29.92	-0.00292398	0.0971137	0.115463	
162	-30.62	-0.00292398	0.0980016	0.130326	
163	-31.22	-0.00292398	0.110399	0.129669	
164	-31.72	-0.00292398	0.0902081	0.13253	
165	-32.32	-0.00292398	0.103362	0.138942	
166	-33.02	-0.00292398	0.0985277	0.128748	
167	-33.72	-0.00292398	0.101224	0.133418	
168	-34.42	-0.00292398	0.107406	0.109116	
169	-35.12	-0.00292398	0.0966534	0.119508	
170	-35.82	-0.00292398	0.0993498	0.135687	
171	-36.52	-0.00292398	0.100238	0.124013	
172	-37.32	-0.00292398	0.108722	0.12957	
173	-38.02	-0.00292398	0.105664	0.127235	
174	-38.72	-0.00292398	0.0962916	0.141934	
175	-39.22	-0.00292398	0.0956668	0.136607	
176	-39.72	-0.00292398	0.108393	0.126282	
177	-40.42	-0.00292398	0.110497	0.143842	
178	-40.82	-0.00292398	0.109083	0.141441	
179	-41.42	-0.00292398	0.107439	0.143053	
180	-42.32	-0.00292398	0.111057	0.13059	
181	-42.82	-0.00292398	0.110432	0.126841	
182	-43.32	-0.00292398	0.105203	0.155285	
183	-44.12	-0.00292398	0.11132	0.144993	
184	-44.42	-0.00292398	0.115989	0.148051	
185	-44.82	-0.00292398	0.128847	0.136377	
186	-45.72	-0.00292398	0.111287	0.137331	
187	-46.32	-0.00292398	0.120922	0.143842	
188	-46.92	-0.00292398	0.123355	0.13983	
189	-47.62	-0.00292398	0.116121	0.147262	
190	-48.22	-0.00292398	0.128847	0.147525	
191	-49.12	-0.00292398	0.11201	0.156469	
192	-49.62	-0.00292398	0.128781	0.149498	
193	-50.22	-0.00292398	0.118127	0.146505	
194	-50.82	-0.00292398	0.132102	0.142625	
195	-52.02	-0.00292398	0.11862	0.136048	
196	-52.72	-0.00292398	0.125295	0.140685	
197	-53.22	-0.00292398	0.117469	0.138021	
198	-53.82	-0.00292398	0.12615	0.140948	
199	-54.62	-0.00292398	0.143151	0.148939	
200	-55.22	-0.00292398	0.125131	0.152655	
201	-55.92	-0.00292398	0.123322	0.134108	
202	-56.62	-0.00292398	0.129406	0.135588	
203	-57.12	-0.00292398	0.124079	0.141441	
204	-57.92	-0.00292398	0.122533	0.148413	
205	-58.52	-0.00292398	0.117995	0.138745	
206	-59.22	-0.00292398	0.122237	0.142625	
207	-59.62	-0.00292398	0.117337	0.148709	
208	-60.42	-0.00292398	0.113293	0.142296	
209	-61.02	-0.00292398	0.114279	0.13174	
210	-61.82	-0.00292398	0.110136	0.138679	
211	-62.22	-0.00292398	0.114739	0.127433	
212	-62.82	-0.00292398	0.111648	0.142658	
213	-63.42	-0.00292398	0.123026	0.127038	
214	-64.12	-0.00292398	0.102572	0.121711	
215	-64.72	-0.00292398	0.102244	0.155022	
216	-65.32	-0.00292398	0.11053	0.132004	
217	-65.92	-0.00292398	0.111879	0.123552	
218	-66.72	-0.00292398	0.10517	0.132826	
219	-67.32	-0.00292398	0.0999417	0.142165	
220	-68.12	-0.00292398	0.0943844	0.127729	
221	-68.72	-0.00292398	0.12181	0.137528	
222	-69.42	-0.00292398	0.10471	0.126216	
223	-70.22	-0.00292398	0.110333	0.121382	
224	-70.82	-0.00292398	0.0988237	0.125788	
225	-71.52	-0.00292398	0.105072	0.133516	
226	-71.82	-0.00292398	0.100238	0.117896	
227	-72.82	-0.00292398	0.11349	0.125493	
228	-73.42	-0.00292398	0.0973768	0.136673	
229	-73.92	-0.00292398	0.103427	0.142165	
230	-74.32	-0.00292398	0.105828	0.137429	
231	-74.92	-0.00292398	0.108656	0.123684	
232	-75.52	-0.00292398	0.114279	0.131412	
233	-76.12	-0.00292398	0.115989	0.139271	
234	-76.52	-0.00292398	0.125427	0.134963	
235	-77.12	-0.00292398	0.113819	0.138942	
236	-77.52	-0.00292398	0.120001	0.13424	
237	-78.12	-0.00292398	0.11132	0.144861	
238	-79.02	-0.00292398	0.117008	0.135226	
239	-79.72	-0.00292398	0.123059	0.134075	
240	-79.92	-0.00292398	0.120856	0.141606	
241	-80.32	-0.00292398	0.127071	0.143579	
242	-80.92	-0.00292398	0.122697	0.135983	
243	-81.92	-0.00292398	0.11543	0.138317	
244	-82.42	-0.00292398	0.123651	0.133746	
245	-82.92	-0.00292398	0.115594	0.139534	
246	-83.62	-0.00292398	0.117041	0.140488	
247	-84.22	-0.00292398	0.120396	0.12546	
248	-85.02	-0.00292398	0.110958	0.14223	
249	-85.82	-0.00292398	0.112503	0.12717	
250	-86.22	-0.00292398	0.118587	0.136607	
251	-86.72	-0.00292398	0.107867	0.149925	
252	-87.22	-0.00292398	0.118192	0.127137	
253	-88.02	-0.00292398	0.11691	0.129274	
254	-88.82	-0.00292398	0.121185	0.136344	
255	-89.22	-0.00292398	0.117074	0.138021	
256	-89.82	-0.00292398	0.123421	0.132859	
257	-90.32	-0.00292398	0.121941	0.142033	
258	-91.02	-0.00292398	0.118159	0.141967	
259	-91.62	-0.00292398	0.122467	0.13105	
260	-92.12	-0.00292398	0.123552	0.135752	
261	-92.62	-0.00292398	0.121777	0.125164	
262	-93.22	-0.00292398	0.116976	0.14838	
263	-93.92	-0.00292398	0.125098	0.149498	
264	-94.52	-0.00292398	0.113325	0.131642	
265	-95.12	-0.00292398	0.11349	0.140192	
266	-95.72	-0.00292398	0.117008	0.147886	
267	-96.32	-0.00292398	0.118751	0.14542	
268	-96.72	-0.00292398	0.118554	0.131181	
269	-97.62	-0.00292398	0.107768	0.126183	
270	-98.32	-0.00292398	0.107439	0.139929	
271	-98.92	-0.00292398	0.111221	0.139468	
272	-99.92	-0.00292398	0.105696	0.135687	
273	-100.92	-0.00292398	0.120165	0.135818	
274	-101.52	-0.00292398	0.113852	0.140981	
275	-102.12	-0.00292398	0.120067	0.138712	
276	-102.92	-0.00292398	0.10346	0.125098	
277	-104.02	-0.00292398	0.113062	0.139994	
278	-104.82	-0.00292398	0.115496	0.141803	
279	-105.32	-0.00292398	0.115397	0.134273	
280	-106.32	-0.00292398	0.11885	0.143579	
281	-106.82	-0.00292398	0.112931	0.138054	
282	-107.42	-0.00292398	0.118028	0.140586	
283	-108.02	-0.00292398	0.121316	0.142625	
284	-108.72	-0.00292398	0.111944	0.144335	
285	-109.32	-0.00292398	0.11303	0.138021	
286	-110.22	-0.00292398	0.105696	0.132069	
287	-110.82	-0.00292398	0.12181	0.139238	
288	-111.42	-0.00292398	0.113325	0.135292	
289	-112.42	-0.00292398	0.116745	0.138843	
290	-113.22	-0.00292398	0.123881	0.132793	
291	-113.72	-0.00292398	0.117568	0.135588	
292	-114.32	-0.00292398	0.107308	0.123059	
293	-115.12	-0.00292398	0.10494	0.124802	
294	-115.72	-0.00292398	0.103921	0.140422	
295	-116.42	-0.00292398	0.106223	0.132102	
296	-117.22	-0.00292398	0.0997773	0.122697	
297	-117.82	-0.00292398	0.119837	0.133944	
298	-118.72	-0.00292398	0.114476	0.124966	
299	-119.42	-0.00292398	0.11668	0.138712	
300	-120.12	-0.00292398	0.108919	0.127235	
301	-120.82	-0.00292398	0.110037	0.126676	
302	-121.52	-0.00292398	0.111747	0.128847	
303	-122.32	-0.00292398	0.131872	0.133319	
304	-122.82	-0.00292398	0.111155	0.121283	
305	-123.32	-0.00292398	0.121382	0.132924	
306	-123.92	-0.00292398	0.0997444	0.131938	
307	-124.42	-0.00292398	0.100238	0.119935	
308	-125.22	-0.00292398	0.120593	0.130885	
309	-125.82	-0.00292398	0.12056	0.133253	
310	-126.32	-0.00292398	0.113062	0.129373	
311	-127.02	-0.00292398	0.12352	0.133845	
312	-127.72	-0.00292398	0.10859	0.124506	
313	-128.02	-0.00292398	0.122434	0.126808	
314	-128.82	-0.00292398	0.110629	0.123487	
315	-129.32	-0.00292398	0.110465	0.137133	
316	-130.12	-0.00292398	0.118982	0.139501	
317	-130.92	-0.00292398	0.129603	0.112668	
318	-131.42	-0.00292398	0.112471	0.12592	
319	-132.12	-0.00292398	0.105729	0.1201	
320	-132.82	-0.00292398	0.111944	0.142789	
321	-133.62	-0.00292398	0.115825	0.117008	
322	-134.02	-0.00292398	0.111155	0.131181	
323	-134.82	-0.00292398	0.104118	0.12296	
324	-135.42	-0.00292398	0.120527	0.134733	
325	-136.12	-0.00292398	0.0971137	0.129537	
326	-136.82	-0.00292398	0.114805	0.128288	
327	-137.42	-0.00292398	0.108031	0.115562	
328	-138.02	-0.00292398	0.119047	0.131609	
329	-138.42	-0.00292398	0.103888	0.136147	
330	-138.92	-0.00292398	0.121185	0.133253	
331	-139.82	-0.00292398	0.120231	0.13595	
332	-140.22	-0.00292398	0.115397	0.134503	
333	-140.82	-0.00292398	0.107143	0.127268	
334	-141.22	-0.00292398	0.121119	0.127268	
335	-141.92	-0.00292398	0.117206	0.145091	
336	-142.72	-0.00292398	0.118784	0.136443	
337	-143.12	-0.00292398	0.122401	0.148018	
338	-143.62	-0.00292398	0.124473	0.131412	
339	-144.22	-0.00292398	0.110366	0.132365	
340	-144.92	-0.00292398	0.110497	0.13059	
341	-146.02	-0.00292398	0.125394	0.12763	
342	-146.42	-0.00292398	0.125723	0.133878	
343	-147.12	-0.00292398	0.119935	0.134305	
344	-147.72	-0.00292398	0.107439	0.128912	
345	-148.62	-0.00292398	0.105927	0.130622	
346	-149.32	-0.00292398	0.107176	0.138383	
347	-150.02	-0.00292398	0.115496	0.130655	
348	-150.62	-0.00292398	0.12467	0.131083	
349	-151.42	-0.00292398	0.125525	0.13322	
350	-152.32	-0.00292398	0.117173	0.139402	
351	-152.42	-0.00292398	0.131477	0.129274	
352	-153.32	-0.00292398	0.119705	0.136443	
353	-153.92	-0.00292398	0.136837	0.127959	
354	-154.72	-0.00292398	0.12398	0.126907	
355	-155.22	-0.00292398	0.121678	0.133516	
356	-155.72	-0.00292398	0.126348	0.138054	
357	-156.32	-0.00292398	0.131017	0.125756	
358	-156.92	-0.00292398	0.128847	0.142559	
359	-157.42	-0.00292398	0.125723	0.133089	
360	-158.12	-0.00292398	0.132398	0.138383	
361	-158.92	-0.00292398	0.132628	0.133483	
362	-159.42	-0.00292398	0.128945	0.135818	
363	-160.02	-0.00292398	0.136673	0.126907	
364	-160.52	-0.00292398	0.117469	0.129899	
365	-161.32	-0.00292398	0.114213	0.136015	
366	-161.82	-0.00292398	0.128748	0.138679	
367	-162.52	-0.00292398	0.118291	0.129669	
368	-163.02	-0.00292398	0.133648	0.135358	
369	-163.72	-0.00292398	0.129735	0.134141	
370	-164.62	-0.00292398	0.120955	0.146801	
371	-165.22	-0.00292398	0.111911	0.142	
372	-165.72	-0.00292398	0.126446	0.133812	
373	-166.32	-0.00292398	0.1274	0.14006	
374	-167.12	-0.00292398	0.128419	0.144467	
375	-167.72	-0.00292398	0.133154	0.13424	
376	-168.32	-0.00292398	0.1176	0.147196	
377	-169.02	-0.00292398	0.123059	0.142329	
378	-169.92	-0.00292398	0.130787	0.135062	
379	-170.62	-0.00292398	0.124013	0.118094	
380	-171.12	-0.00292398	0.116154	0.126611	
381	-171.72	-0.00292398	0.126578	0.145058	
382	-172.32	-0.00292398	0.123914	0.129669	
383	-173.12	-0.00292398	0.126545	0.127762	
384	-174.02	-0.00292398	0.111188	0.123914	
385	-176.92	-0.00292398	0.107867	0.136476	
386	-176.92	-0.00292398	0.104184	0.141507	
387	-177.72	-0.00292398	0.118455	0.12809	
388	-178.22	-0.00292398	0.110399	0.144664	
389	-179.12	-0.00292398	0.135128	0.128419	
390	-179.62	-0.00292398	0.122073	0.137857	
391	-180.32	-0.00292398	0.117568	0.124506	
392	-180.92	-0.00292398	0.122171	0.118784	
393	-181.72	-0.00292398	0.123881	0.128255	
394	-182.52	-0.00292398	0.115101	0.131017	
395	-183.02	-0.00292398	0.123125	0.144368	
396	-183.82	-0.00292398	0.123684	0.130787	
397	-184.32	-0.00292398	0.114049	0.133648	
398	-185.12	-0.00292398	0.123881	0.124046	
399	-185.82	-0.00292398	0.130031	0.14108	
400	-186.32	-0.00292398	0.11349	0.134141	
401	-187.02	-0.00292398	0.122763	0.126907	
402	-187.62	-0.00292398	0.116449	0.126972	
403	-188.92	-0.00292398	0.127498	0.121415	
404	-189.42	-0.00292398	0.121514	0.13128	
405	-190.02	-0.00292398	0.115792	0.140126	
406	-190.72	-0.00292398	0.127005	0.129866	
407	-191.52	-0.00292398	0.125788	0.144861	
408	-192.22	-0.00292398	0.134141	0.128025	
409	-192.82	-0.00292398	0.10494	0.123388	
410	-193.12	-0.00292398	0.135423	0.141934	
411	-194.12	-0.00292398	0.132036	0.140652	
412	-195.02	-0.00292398	0.129274	0.14348	
413	-195.52	-0.00292398	0.12421	0.153608	
414	-196.12	-0.00292398	0.131609	0.146538	
415	-196.82	-0.00292398	0.127334	0.140948	
416	-197.72	-0.00292398	0.124703	0.128321	
417	-198.22	-0.00292398	0.125493	0.145913	
418	-198.92	-0.00292398	0.12421	0.140915	
419	-199.62	-0.00292398	0.125131	0.13687	
420	-200.42	-0.00292398	0.116844	0.144401	
421	-201.02	-0.00292398	0.124703	0.141244	
422	-201.52	-0.00292398	0.123092	0.140685	
423	-202.22	-0.00292398	0.137265	0.136476	
424	-202.82	-0.00292398	0.118653	0.123092	
425	-203.52	-0.00292398	0.122599	0.147262	
426	-204.12	-0.00292398	0.139633	0.136772	
427	-204.82	-0.00292398	0.123059	0.140751	
428	-205.42	-0.00292398	0.124506	0.130754	
429	-205.72	-0.00292398	0.121711	0.135226	
430	-206.82	-0.00292398	0.127564	0.123454	
431	-207.32	-0.00292398	0.132332	0.138153	
432	-207.92	-0.00292398	0.13447	0.13447	
433	-208.62	-0.00292398	0.12911	0.146045	
434	-209.32	-0.00292398	0.135423	0.136081	
435	-209.62	-0.00292398	0.13618	0.134733	
436	-210.32	-0.00292398	0.140093	0.141441	
437	-210.92	-0.00292398	0.138054	0.140784	
438	-211.52	-0.00292398	0.140915	0.135818	
439	-212.12	-0.00292398	0.153608	0.134207	
440	-212.82	-0.00292398	0.130622	0.122829	
441	-213.62	-0.00292398	0.136772	0.146111	
442	-214.12	-0.00292398	0.127235	0.132135	
443	-214.72	-0.00292398	0.127268	0.124111	
444	-215.52	-0.00292398	0.128321	0.144828	
445	-216.42	-0.00292398	0.125723	0.123454	
446	-216.92	-0.00292398	0.12763	0.133253	
447	-217.52	-0.00292398	0.12033	0.133122	
448	-218.52	-0.00292398	0.13937	0.128288	
449	-219.02	-0.00292398	0.132069	0.141507	
450	-219.82	-0.00292398	0.127696	0.131116	
451	-220.32	-0.00292398	0.131609	0.125427	
452	-220.92	-0.00292398	0.133089	0.141441	
453	-222.02	-0.00292398	0.131971	0.130425	
454	-222.52	-0.00292398	0.121875	0.134864	
455	-223.22	-0.00292398	0.117995	0.137429	
456	-223.92	-0.00292398	0.12181	0.142132	
457	-224.52	-0.00292398	0.151997	0.122401	
458	-225.12	-0.00292398	0.122138	0.125986	
459	-225.72	-0.00292398	0.131181	0.131642	
460	-226.52	-0.00292398	0.11691	0.142789	
461	-227.32	-0.00292398	0.119804	0.128551	
462	-227.82	-0.00292398	0.121941	0.132464	
463	-228.42	-0.00292398	0.125986	0.132661	
464	-228.92	-0.00292398	0.125197	0.126084	
465	-229.82	-0.00292398	0.115825	0.117041	
466	-230.42	-0.00292398	0.116022	0.111418	
467	-231.02	-0.00292398	0.141507	0.130294	
468	-231.52	-0.00292398	0.134207	0.141507	
469	-232.22	-0.00292398	0.125098	0.126972	
470	-233.22	-0.00292398	0.130195	0.134075	
471	-233.82	-0.00292398	0.11418	0.12809	
472	-234.52	-0.00292398	0.121645	0.14177	
473	-235.12	-0.00292398	0.134273	0.146111	
474	-235.72	-0.00292398	0.139041	0.137101	
475	-236.52	-0.00292398	0.133681	0.128419	
476	-237.02	-0.00292398	0.126709	0.13174	
477	-237.52	-0.00292398	0.130458	0.134305	
478	-238.32	-0.00292398	0.113358	0.134799	
479	-238.92	-0.00292398	0.122796	0.122829	
480	-239.62	-0.00292398	0.12375	0.122434	
481	-240.22	-0.00292398	0.128222	0.134503	
482	-240.62	-0.00292398	0.118883	0.133516	
483	-241.22	-0.00292398	0.115792	0.114213	
484	-241.82	-0.00292398	0.105039	0.120494	
485	-242.32	-0.00292398	0.110037	0.127696	
486	-243.02	-0.00292398	0.121974	0.129767	
487	-243.82	-0.00292398	0.115068	0.12638	
488	-244.32	-0.00292398	0.106913	0.125262	
489	-244.92	-0.00292398	0.117074	0.122105	
490	-245.82	-0.00292398	0.115858	0.124802	
491	-246.32	-0.00292398	0.110497	0.122007	
492	-247.02	-0.00292398	0.11372	0.135029	
493	-247.92	-0.00292398	0.118718	0.123487	
494	-248.82	-0.00292398	0.129504	0.124046	
495	-249.82	-0.00292398	0.119804	0.123717	
496	-250.72	-0.00292398	0.120428	0.130195	
497	-251.72	-0.00292398	0.130885	0.115792	
498	-252.42	-0.00292398	0.128156	0.133681	
499	-253.32	-0.00292398	0.129669	0.121448	
500	-253.92	-0.00292398	0.11566	0.110826	
501	-255.22	-0.00292398	0.111616	0.127334	
502	-256.12	-0.00292398	0.123388	0.124802	
503	-257.12	-0.00292398	0.121974	0.128321	
504	-258.02	-0.00292398	0.109511	0.133714	
505	-258.82	-0.00292398	0.117699	0.140652	
506	-259.42	-0.00292398	0.116844	0.142789	
507	-260.32	-0.00292398	0.113753	0.128189	
508	-261.12	-0.00292398	0.114279	0.128617	
509	-261.82	-0.00292398	0.127104	0.127926	
510	-262.52	-0.00292398	0.125493	0.116515	
511	-263.22	-0.00292398	0.114739	0.128485	
512	-264.02	-0.00292398	0.124177	0.124276	
513	-264.82	-0.00292398	0.147525	0.134766	
514	-265.42	-0.00292398	0.135358	0.140915	
515	-266.62	-0.00292398	0.11303	0.124111	
516	-267.22	-0.00292398	0.131214	0.144434	
517	-267.62	-0.00292398	0.12352	0.141671	
518	-268.52	-0.00292398	0.130096	0.132497	
519	-268.92	-0.00292398	0.142395	0.137002	
520	-269.92	-0.00292398	0.131412	0.13128	
521	-270.52	-0.00292398	0.13447	0.132661	
522	-271.12	-0.00292398	0.127762	0.131214	
523	-271.82	-0.00292398	0.125657	0.147097	
524	-272.72	-0.00292398	0.115068	0.135687	
525	-273.32	-0.00292398	0.113424	0.141014	
