# Title: Dye Laser Frequency Scan w/ MW Blink
# Note:	Dye laser frequency scan to find the ionization rate at Attn = 27 dB.
# Type:	Frequency
# Hittite Freq:	18510.1 MHz
# Ref Freq:	18400.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	25 dB
# Delay:	1000 ns
# MW Off:	 100 to 400 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
i	f	b	s	r
526	-273.92	-0.00292398	0.131905	0.128057	
527	-274.52	-0.00292398	0.129702	0.130129	
528	-275.02	-0.00292398	0.134864	0.152655	
529	-276.12	-0.00292398	0.122369	0.143283	
530	-276.62	-0.00292398	0.130754	0.142625	
531	-277.12	-0.00292398	0.130557	0.133483	
532	-277.52	-0.00292398	0.129932	0.144467	
533	-278.12	-0.00292398	0.140685	0.153181	
534	-278.92	-0.00292398	0.126874	0.140192	
535	-279.42	-0.00292398	0.138054	0.128123	
536	-280.02	-0.00292398	0.136936	0.137824	
537	-280.72	-0.00292398	0.133187	0.141277	
538	-281.52	-0.00292398	0.139402	0.129011	
539	-282.22	-0.00292398	0.135884	0.149169	
540	-282.92	-0.00292398	0.114411	0.132135	
541	-283.32	-0.00292398	0.118225	0.130622	
542	-284.02	-0.00292398	0.122895	0.139008	
543	-285.02	-0.00292398	0.139797	0.137956	
544	-285.72	-0.00292398	0.134634	0.143644	
545	-286.12	-0.00292398	0.133648	0.129603	
546	-287.02	-0.00292398	0.121514	0.139271	
547	-288.32	-0.00292398	0.120494	0.138613	
548	-288.92	-0.00292398	0.130063	0.145091	
549	-289.72	-0.00292398	0.124934	0.124046	
550	-290.42	-0.00292398	0.113983	0.137791	
551	-291.42	-0.00292398	0.131708	0.119738	
552	-292.22	-0.00292398	0.119343	0.130622	
553	-293.02	-0.00292398	0.132069	0.146867	
554	-293.82	-0.00292398	0.119573	0.135983	
555	-294.72	-0.00292398	0.127794	0.134897	
556	-295.02	-0.00292398	0.120132	0.148117	
557	-295.32	-0.00292398	0.126479	0.141869	
558	-295.92	-0.00292398	0.118225	0.128255	
559	-296.62	-0.00292398	0.117403	0.123322	
560	-297.42	-0.00292398	0.11839	0.131773	
561	-297.92	-0.00292398	0.100599	0.119573	
562	-298.32	-0.00292398	0.119179	0.116614	
563	-299.12	-0.00292398	0.106486	0.134371	
564	-300.02	-0.00292398	0.114049	0.12934	
565	-300.62	-0.00292398	0.109248	0.136344	
566	-301.02	-0.00292398	0.109544	0.136574	
567	-301.72	-0.00292398	0.114674	0.127926	
568	-302.32	-0.00292398	0.124243	0.13059	
569	-303.02	-0.00292398	0.132365	0.129735	
570	-303.62	-0.00292398	0.117206	0.115956	
571	-304.32	-0.00292398	0.11007	0.126611	
572	-304.92	-0.00292398	0.130754	0.116811	
573	-305.72	-0.00292398	0.113819	0.135818	
574	-306.32	-0.00292398	0.129471	0.150517	
575	-306.92	-0.00292398	0.134897	0.133385	
576	-307.72	-0.00292398	0.116614	0.129044	
577	-308.12	-0.00292398	0.123092	0.123717	
578	-309.12	-0.00292398	0.124013	0.113819	
579	-309.62	-0.00292398	0.118028	0.132102	
580	-310.42	-0.00292398	0.123783	0.125262	
581	-310.92	-0.00292398	0.109774	0.138909	
582	-311.52	-0.00292398	0.112339	0.12569	
583	-312.12	-0.00292398	0.138712	0.119837	
584	-312.82	-0.00292398	0.137298	0.127893	
585	-313.32	-0.00292398	0.134601	0.132234	
586	-314.02	-0.00292398	0.120264	0.12546	
587	-314.82	-0.00292398	0.134832	0.129439	
588	-315.32	-0.00292398	0.136443	0.135818	
589	-316.32	-0.00292398	0.115167	0.112734	
590	-316.72	-0.00292398	0.110037	0.115068	
591	-317.22	-0.00292398	0.12352	0.121974	
592	-318.12	-0.00292398	0.110728	0.145617	
593	-319.02	-0.00292398	0.141902	0.128518	
594	-319.32	-0.00292398	0.12227	0.133352	
595	-320.12	-0.00292398	0.130787	0.123158	
596	-320.92	-0.00292398	0.107834	0.119541	
597	-321.72	-0.00292398	0.121218	0.108228	
598	-322.22	-0.00292398	0.116976	0.122401	
599	-322.92	-0.00292398	0.113753	0.116449	
600	-323.52	-0.00292398	0.122697	0.129636	
601	-324.42	-0.00292398	0.119541	0.126545	
602	-325.12	-0.00292398	0.118028	0.134536	
603	-325.72	-0.00292398	0.117041	0.124407	
604	-326.72	-0.00292398	0.131214	0.116088	
605	-327.62	-0.00292398	0.12398	0.118686	
606	-328.22	-0.00292398	0.111583	0.113161	
607	-328.92	-0.00292398	0.110103	0.113654	
608	-329.32	-0.00292398	0.12181	0.111911	
609	-330.62	-0.00292398	0.111944	0.110958	
610	-331.32	-0.00292398	0.115496	0.134273	
611	-332.12	-0.00292398	0.11566	0.117765	
612	-333.02	-0.00292398	0.115233	0.112043	
613	-333.72	-0.00292398	0.120922	0.111846	
614	-334.72	-0.00292398	0.118916	0.116252	
615	-335.52	-0.00292398	0.104809	0.102375	
616	-336.72	-0.00292398	0.0892874	0.0979687	
617	-337.22	-0.00292398	0.0972782	0.104677	
618	-338.12	-0.00292398	0.0851111	0.102244	
619	-338.82	-0.00292398	0.0921154	0.0956011	
620	-339.82	-0.00292398	0.0973768	0.112964	
621	-340.52	-0.00292398	0.104348	0.106157	
622	-341.22	-0.00292398	0.0897806	0.111089	
623	-342.12	-0.00292398	0.0798497	0.11566	
624	-342.72	-0.00292398	0.0959299	0.111846	
625	-343.42	-0.00292398	0.0802772	0.0994156	
626	-344.12	-0.00292398	0.07324	0.0784686	
627	-344.72	-0.00292398	0.0747198	0.0797182	
628	-345.62	-0.00292398	0.0812637	0.0922469	
629	-346.32	-0.00292398	0.0994814	0.0888599	
630	-346.82	-0.00292398	0.0855386	0.0985606	
631	-347.52	-0.00292398	0.0931677	0.0940555	
