# Title: Dye Laser Frequency Scan w/ MW Blink
# Note:	Dye laser frequency scan to find the ionization rate at Attn = 29 dB.
# Type:	Frequency
# Hittite Freq:	18510.1 MHz
# Ref Freq:	18400.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	29 dB
# Delay:	1000 ns
# MW Off:	 100 to 400 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
i	f	b	s	r
134	-31.82	0.000755729	0.108163	0.133911	
135	-32.72	0.000755729	0.11132	0.122303	
136	-33.52	0.000755729	0.101981	0.119639	
137	-34.12	0.000755729	0.116844	0.125657	
138	-34.72	0.000755729	0.103921	0.114509	
139	-35.32	0.000755729	0.104282	0.131149	
140	-35.92	0.000755729	0.115003	0.144697	
141	-36.82	0.000755729	0.112569	0.137462	
142	-37.32	0.000755729	0.103658	0.129998	
143	-38.32	0.000755729	0.112931	0.140882	
144	-38.82	0.000755729	0.091096	0.119376	
145	-39.62	0.000755729	0.118982	0.139304	
146	-46.32	0.000755729	0.115989	0.133418	
147	-46.32	0.000755729	0.131642	0.134207	
148	-46.62	0.000755729	0.120922	0.141375	
149	-46.92	0.000755729	0.123552	0.130063	
150	-47.02	0.000755729	0.110169	0.149366	
151	-47.42	0.000755729	0.113556	0.140225	
152	-48.32	0.000755729	0.107965	0.143579	
153	-49.12	0.000755729	0.107012	0.137923	
154	-48.82	0.000755729	0.117765	0.141178	
155	-49.22	0.000755729	0.109478	0.129274	
156	-49.62	0.000755729	0.12786	0.126348	
157	-50.02	0.000755729	0.118291	0.137824	
158	-50.22	0.000755729	0.117502	0.142526	
159	-50.62	0.000755729	0.111616	0.135325	
160	-51.42	0.000755729	0.113917	0.134897	
161	-51.92	0.000755729	0.127235	0.135983	
162	-52.52	0.000755729	0.124802	0.13516	
163	-52.92	0.000755729	0.130392	0.12957	
164	-53.22	0.000755729	0.119409	0.143085	
165	-53.62	0.000755729	0.131017	0.132595	
166	-54.32	0.000755729	0.114148	0.138317	
167	-54.92	0.000755729	0.120132	0.134338	
168	-56.72	0.000755729	0.11007	0.122928	
169	-56.92	0.000755729	0.126808	0.135983	
170	-57.32	0.000755729	0.113128	0.129735	
171	-57.72	0.000755729	0.117206	0.137495	
172	-58.42	0.000755729	0.116745	0.131181	
173	-58.82	0.000755729	0.107702	0.130491	
174	-59.42	0.000755729	0.123947	0.137923	
175	-59.82	0.000755729	0.114444	0.129702	
176	-60.42	0.000755729	0.109906	0.126216	
177	-61.02	0.000755729	0.105598	0.12763	
178	-61.62	0.000755729	0.112405	0.127071	
179	-62.22	0.000755729	0.127433	0.123552	
180	-62.72	0.000755729	0.102803	0.119804	
181	-63.62	0.000755729	0.123059	0.130063	
182	-64.52	0.000755729	0.113358	0.136969	
183	-64.92	0.000755729	0.11395	0.127597	
184	-65.62	0.000755729	0.115923	0.135391	
185	-65.92	0.000755729	0.116647	0.131017	
186	-69.12	0.000755729	0.10984	0.121777	
187	-69.12	0.000755729	0.101948	0.127663	
188	-69.82	0.000755729	0.110596	0.124374	
189	-70.22	0.000755729	0.099317	0.122237	
190	-70.62	0.000755729	0.105236	0.130787	
191	-71.22	0.000755729	0.108985	0.1298	
192	-71.52	0.000755729	0.105828	0.120198	
193	-72.02	0.000755729	0.118127	0.129669	
194	-74.32	0.000755729	0.112405	0.119047	
195	-74.42	0.000755729	0.106354	0.13345	
196	-74.82	0.000755729	0.111517	0.129471	
197	-74.82	0.000755729	0.0960943	0.125756	
198	-75.32	0.000755729	0.102375	0.117403	
199	-75.72	0.000755729	0.124144	0.133418	
200	-76.32	0.000755729	0.101323	0.123191	
201	-76.72	0.000755729	0.113194	0.134733	
202	-77.02	0.000755729	0.115792	0.127564	
203	-77.72	0.000755729	0.106716	0.131412	
204	-78.22	0.000755729	0.117831	0.138416	
205	-78.72	0.000755729	0.116811	0.133977	
206	-79.22	0.000755729	0.111747	0.115266	
207	-81.02	0.000755729	0.109149	0.138219	
208	-81.32	0.000755729	0.130096	0.123783	
209	-82.02	0.000755729	0.116877	0.129636	
210	-82.52	0.000755729	0.124177	0.129208	
211	-82.92	0.000755729	0.119113	0.119442	
212	-83.42	0.000755729	0.117239	0.142099	
213	-84.02	0.000755729	0.122401	0.1542	
214	-84.42	0.000755729	0.119146	0.136213	
215	-84.72	0.000755729	0.113621	0.135358	
216	-85.72	0.000755729	0.119804	0.128123	
217	-86.52	0.000755729	0.126052	0.144203	
218	-87.22	0.000755729	0.124572	0.144302	
219	-87.62	0.000755729	0.119935	0.133023	
220	-88.32	0.000755729	0.117469	0.133385	
221	-88.92	0.000755729	0.132365	0.13299	
222	-89.12	0.000755729	0.13174	0.142888	
223	-91.62	0.000755729	0.133911	0.131412	
224	-91.72	0.000755729	0.130622	0.146111	
225	-92.32	0.000755729	0.117535	0.14519	
226	-92.82	0.000755729	0.121514	0.137627	
227	-93.32	0.000755729	0.130951	0.152688	
228	-93.92	0.000755729	0.120856	0.134174	
229	-94.42	0.000755729	0.131905	0.135884	
230	-95.02	0.000755729	0.131379	0.147623	
231	-95.52	0.000755729	0.133944	0.151142	
232	-96.22	0.000755729	0.124342	0.142066	
233	-96.82	0.000755729	0.118094	0.14006	
234	-97.52	0.000755729	0.126578	0.14154	
235	-98.02	0.000755729	0.13128	0.144171	
236	-98.82	0.000755729	0.121974	0.134305	
237	-99.62	0.000755729	0.127367	0.141737	
238	-99.82	0.000755729	0.127104	0.133516	
239	-102.62	0.000755729	0.114542	0.12592	
240	-102.82	0.000755729	0.122467	0.125295	
241	-103.72	0.000755729	0.121546	0.119014	
242	-104.32	0.000755729	0.11668	0.13516	
243	-104.82	0.000755729	0.111944	0.135193	
244	-105.42	0.000755729	0.121974	0.142395	
245	-105.82	0.000755729	0.11691	0.126282	
246	-106.62	0.000755729	0.120034	0.138613	
247	-107.22	0.000755729	0.113819	0.140027	
248	-107.72	0.000755729	0.115726	0.144565	
249	-108.22	0.000755729	0.11155	0.13253	
250	-108.52	0.000755729	0.12296	0.122303	
251	-111.22	0.000755729	0.122928	0.142691	
252	-111.22	0.000755729	0.122401	0.140389	
253	-111.82	0.000755729	0.126183	0.142658	
254	-112.52	0.000755729	0.1298	0.139731	
255	-113.02	0.000755729	0.123454	0.135917	
256	-113.62	0.000755729	0.128123	0.135719	
257	-114.12	0.000755729	0.119837	0.143283	
258	-114.62	0.000755729	0.129373	0.138778	
259	-115.52	0.000755729	0.134207	0.14177	
260	-116.12	0.000755729	0.117929	0.129702	
261	-116.92	0.000755729	0.116121	0.131445	
262	-117.12	0.000755729	0.122303	0.132332	
263	-119.52	0.000755729	0.134733	0.142099	
264	-119.62	0.000755729	0.137035	0.127992	
265	-120.12	0.000755729	0.135752	0.129504	
266	-120.82	0.000755729	0.11737	0.138284	
267	-121.62	0.000755729	0.125394	0.141277	
268	-122.12	0.000755729	0.12079	0.133483	
269	-122.72	0.000755729	0.110202	0.138482	
270	-123.22	0.000755729	0.11201	0.135522	
271	-123.62	0.000755729	0.126183	0.136739	
272	-124.32	0.000755729	0.139468	0.140915	
273	-124.92	0.000755729	0.129932	0.126808	
274	-125.52	0.000755729	0.127235	0.143151	
275	-126.12	0.000755729	0.121612	0.12911	
276	-126.72	0.000755729	0.121316	0.130951	
277	-126.92	0.000755729	0.12615	0.129439	
278	-130.12	0.000755729	0.13253	0.145848	
279	-130.12	0.000755729	0.132234	0.133319	
280	-130.82	0.000755729	0.123256	0.132365	
281	-131.32	0.000755729	0.13128	0.139304	
282	-131.72	0.000755729	0.117107	0.141211	
283	-132.22	0.000755729	0.134766	0.134042	
284	-132.72	0.000755729	0.126841	0.124901	
285	-133.32	0.000755729	0.119705	0.142592	
286	-134.02	0.000755729	0.141902	0.124013	
287	-134.52	0.000755729	0.135128	0.126841	
288	-138.12	0.000755729	0.125328	0.118784	
289	-138.22	0.000755729	0.125887	0.132661	
290	-138.62	0.000755729	0.121875	0.140619	
291	-140.22	0.000755729	0.126775	0.13447	
292	-140.22	0.000755729	0.136476	0.140126	
293	-140.42	0.000755729	0.133911	0.137857	
294	-140.72	0.000755729	0.113095	0.147952	
295	-140.92	0.000755729	0.123783	0.144203	
296	-141.32	0.000755729	0.121546	0.131773	
297	-141.62	0.000755729	0.127893	0.133944	
298	-142.02	0.000755729	0.129998	0.134832	
299	-142.22	0.000755729	0.138613	0.135884	
300	-142.92	0.000755729	0.118488	0.151767	
301	-143.12	0.000755729	0.110991	0.14542	
302	-143.62	0.000755729	0.129208	0.140849	
303	-144.12	0.000755729	0.135358	0.14052	
304	-144.62	0.000755729	0.144401	0.13835	
305	-145.22	0.000755729	0.138482	0.139337	
306	-146.12	0.000755729	0.136015	0.143875	
307	-146.42	0.000755729	0.125624	0.135095	
308	-147.02	0.000755729	0.129504	0.130918	
309	-147.62	0.000755729	0.12934	0.144138	
310	-148.42	0.000755729	0.12934	0.133615	
311	-149.12	0.000755729	0.133845	0.144072	
312	-149.72	0.000755729	0.125821	0.142099	
313	-150.32	0.000755729	0.131905	0.122697	
314	-150.92	0.000755729	0.141375	0.133615	
315	-151.62	0.000755729	0.128123	0.139797	
316	-152.42	0.000755729	0.12181	0.136936	
317	-153.12	0.000755729	0.136903	0.124111	
318	-153.82	0.000755729	0.114115	0.122073	
319	-154.52	0.000755729	0.121481	0.127762	
320	-155.22	0.000755729	0.122895	0.135522	
321	-156.12	0.000755729	0.132595	0.133615	
322	-156.42	0.000755729	0.124177	0.12352	
323	-156.92	0.000755729	0.121316	0.119837	
324	-157.52	0.000755729	0.13299	0.130984	
325	-158.12	0.000755729	0.135687	0.139698	
326	-158.42	0.000755729	0.126643	0.12957	
327	-161.02	0.000755729	0.134108	0.126117	
328	-161.12	0.000755729	0.141343	0.134174	
329	-161.72	0.000755729	0.132102	0.135423	
330	-162.12	0.000755729	0.122566	0.124934	
331	-162.62	0.000755729	0.117074	0.132826	
332	-162.92	0.000755729	0.114805	0.135884	
333	-163.72	0.000755729	0.126775	0.123388	
334	-164.22	0.000755729	0.118784	0.134075	
335	-164.72	0.000755729	0.131905	0.141343	
336	-165.12	0.000755729	0.123388	0.116482	
337	-165.62	0.000755729	0.11885	0.136739	
338	-166.32	0.000755729	0.107735	0.13766	
339	-167.12	0.000755729	0.124539	0.130491	
340	-167.32	0.000755729	0.131214	0.123289	
341	-168.02	0.000755729	0.134437	0.123256	
342	-168.52	0.000755729	0.123289	0.131543	
343	-169.22	0.000755729	0.116449	0.130984	
344	-169.92	0.000755729	0.120757	0.115035	
345	-170.62	0.000755729	0.118817	0.131806	
346	-171.22	0.000755729	0.110563	0.124736	
347	-171.72	0.000755729	0.139074	0.119705	
348	-172.52	0.000755729	0.119902	0.122105	
349	-173.22	0.000755729	0.116614	0.134733	
350	-174.02	0.000755729	0.122763	0.118455	
351	-174.72	0.000755729	0.129636	0.130853	
352	-175.32	0.000755729	0.122632	0.125624	
353	-176.32	0.000755729	0.111846	0.143447	
354	-177.02	0.000755729	0.118653	0.125131	
355	-178.12	0.000755729	0.126643	0.121251	
356	-179.22	0.000755729	0.122895	0.125986	
357	-180.32	0.000755729	0.120264	0.122073	
358	-180.72	0.000755729	0.127794	0.115134	
359	-181.42	0.000755729	0.11349	0.120691	
360	-186.82	0.000755729	0.134338	0.129439	
361	-186.82	0.000755729	0.136673	0.142165	
362	-187.12	0.000755729	0.136837	0.127696	
363	-187.72	0.000755729	0.134371	0.134042	
364	-188.22	0.000755729	0.124309	0.130359	
365	-189.12	0.000755729	0.138515	0.14325	
366	-189.52	0.000755729	0.137692	0.135719	
367	-189.72	0.000755729	0.127498	0.135423	
368	-190.42	0.000755729	0.12592	0.132431	
369	-190.82	0.000755729	0.117469	0.141639	
370	-191.62	0.000755729	0.117962	0.133319	
371	-192.32	0.000755729	0.135588	0.135752	
372	-192.72	0.000755729	0.11862	0.144631	
373	-193.52	0.000755729	0.141408	0.11737	
374	-194.02	0.000755729	0.109445	0.128452	
375	-194.62	0.000755729	0.128353	0.126907	
376	-195.32	0.000755729	0.119804	0.138087	
377	-195.72	0.000755729	0.130261	0.136772	
378	-196.72	0.000755729	0.123717	0.133385	
379	-197.32	0.000755729	0.120034	0.117469	
380	-198.02	0.000755729	0.125229	0.125164	
381	-200.32	0.000755729	0.119409	0.12717	
382	-200.32	0.000755729	0.116285	0.137364	
383	-200.92	0.000755729	0.129965	0.132398	
384	-201.52	0.000755729	0.125821	0.131708	
385	-201.92	0.000755729	0.122829	0.137857	
386	-202.42	0.000755729	0.130261	0.126348	
387	-202.92	0.000755729	0.125493	0.124802	
388	-203.62	0.000755729	0.122763	0.139074	
389	-204.22	0.000755729	0.13128	0.127729	
390	-204.82	0.000755729	0.122566	0.124868	
391	-205.22	0.000755729	0.13424	0.132924	
392	-206.12	0.000755729	0.111911	0.144861	
393	-206.72	0.000755729	0.124506	0.124177	
394	-207.32	0.000755729	0.120527	0.148643	
395	-207.82	0.000755729	0.126117	0.122697	
396	-208.12	0.000755729	0.125493	0.130984	
397	-208.82	0.000755729	0.114608	0.135917	
398	-209.62	0.000755729	0.135851	0.133845	
399	-210.02	0.000755729	0.125032	0.13493	
400	-210.92	0.000755729	0.121744	0.132069	
401	-211.32	0.000755729	0.137101	0.121382	
402	-211.92	0.000755729	0.124966	0.121053	
403	-212.52	0.000755729	0.119804	0.112175	
404	-213.22	0.000755729	0.12888	0.133812	
405	-213.82	0.000755729	0.113885	0.116614	
406	-214.52	0.000755729	0.127762	0.118159	
407	-215.42	0.000755729	0.122105	0.123191	
408	-216.02	0.000755729	0.123684	0.128452	
409	-216.72	0.000755729	0.116055	0.114509	
410	-217.22	0.000755729	0.102277	0.128682	
411	-217.82	0.000755729	0.12273	0.127893	
412	-218.82	0.000755729	0.131872	0.115923	
413	-219.32	0.000755729	0.119245	0.134108	
414	-220.02	0.000755729	0.137857	0.135325	
415	-220.62	0.000755729	0.125756	0.118127	
416	-221.32	0.000755729	0.129537	0.128321	
417	-225.12	0.000755729	0.121283	0.119573	
418	-225.12	0.000755729	0.131477	0.114213	
419	-225.52	0.000755729	0.121349	0.124835	
420	-225.92	0.000755729	0.119376	0.116055	
421	-226.42	0.000755729	0.130031	0.124111	
422	-226.82	0.000755729	0.121514	0.114707	
423	-227.32	0.000755729	0.116548	0.133944	
424	-227.82	0.000755729	0.14108	0.120461	
425	-228.32	0.000755729	0.131642	0.129373	
426	-228.82	0.000755729	0.134042	0.132135	
427	-229.52	0.000755729	0.120264	0.120297	
428	-230.02	0.000755729	0.128518	0.132891	
429	-230.82	0.000755729	0.131642	0.137002	
430	-231.32	0.000755729	0.107176	0.12102	
431	-231.82	0.000755729	0.128978	0.136278	
432	-232.42	0.000755729	0.119376	0.13595	
433	-233.22	0.000755729	0.122829	0.120527	
434	-233.82	0.000755729	0.115726	0.121448	
435	-234.42	0.000755729	0.122303	0.122928	
436	-234.92	0.000755729	0.122336	0.122434	
437	-235.82	0.000755729	0.11931	0.130326	
438	-236.32	0.000755729	0.116318	0.122862	
439	-237.12	0.000755729	0.128123	0.1054	
440	-237.62	0.000755729	0.12911	0.131477	
441	-238.02	0.000755729	0.114476	0.124966	
442	-238.52	0.000755729	0.124572	0.138745	
443	-241.92	0.000755729	0.124638	0.111944	
444	-241.92	0.000755729	0.109182	0.143546	
445	-242.52	0.000755729	0.1225	0.125986	
446	-242.82	0.000755729	0.129603	0.123552	
447	-243.22	0.000755729	0.116121	0.127301	
448	-243.72	0.000755729	0.114674	0.134832	
449	-243.82	0.000755729	0.12888	0.137199	
450	-244.52	0.000755729	0.133023	0.121744	
451	-245.12	0.000755729	0.123224	0.115397	
452	-245.72	0.000755729	0.115035	0.128057	
453	-246.22	0.000755729	0.117502	0.126183	
454	-246.62	0.000755729	0.111221	0.13641	
455	-247.42	0.000755729	0.133122	0.11931	
456	-248.12	0.000755729	0.127959	0.120987	
457	-248.92	0.000755729	0.137857	0.134536	
458	-249.62	0.000755729	0.134009	0.123947	
459	-250.42	0.000755729	0.137824	0.120757	
460	-251.32	0.000755729	0.131412	0.125558	
461	-251.92	0.000755729	0.113293	0.116515	
462	-252.82	0.000755729	0.122138	0.133878	
463	-253.32	0.000755729	0.131477	0.115956	
464	-254.42	0.000755729	0.127696	0.112438	
465	-255.32	0.000755729	0.113983	0.118718	
466	-256.12	0.000755729	0.11589	0.125854	
467	-260.22	0.000755729	0.126315	0.123454	
468	-260.42	0.000755729	0.117403	0.131642	
469	-261.22	0.000755729	0.118061	0.115956	
470	-261.52	0.000755729	0.119902	0.129274	
471	-262.02	0.000755729	0.131839	0.133516	
472	-262.62	0.000755729	0.120165	0.127959	
473	-263.42	0.000755729	0.12569	0.147919	
474	-264.02	0.000755729	0.128945	0.139402	
475	-264.72	0.000755729	0.117995	0.130129	
476	-265.32	0.000755729	0.144269	0.133648	
477	-266.02	0.000755729	0.130721	0.135489	
478	-266.92	0.000755729	0.130195	0.140849	
479	-267.42	0.000755729	0.130294	0.131872	
480	-268.02	0.000755729	0.124144	0.132661	
481	-268.82	0.000755729	0.136837	0.132201	
482	-269.52	0.000755729	0.132036	0.13664	
483	-270.22	0.000755729	0.125098	0.122204	
484	-270.82	0.000755729	0.127104	0.13424	
485	-271.52	0.000755729	0.125065	0.139797	
486	-272.12	0.000755729	0.123092	0.143579	
487	-272.82	0.000755729	0.128781	0.137462	
488	-273.52	0.000755729	0.122862	0.13595	
489	-274.02	0.000755729	0.139534	0.13641	
490	-274.72	0.000755729	0.135752	0.132234	
491	-275.52	0.000755729	0.116384	0.128682	
492	-276.32	0.000755729	0.132924	0.133549	
493	-277.12	0.000755729	0.124966	0.115529	
494	-277.42	0.000755729	0.119738	0.127597	
495	-278.22	0.000755729	0.147656	0.133319	
496	-278.72	0.000755729	0.143283	0.122138	
497	-279.52	0.000755729	0.132135	0.131708	
498	-279.92	0.000755729	0.139139	0.13983	
499	-280.42	0.000755729	0.121875	0.119771	
500	-281.02	0.000755729	0.130458	0.118258	
501	-281.82	0.000755729	0.11372	0.130721	
502	-282.42	0.000755729	0.131445	0.144203	
503	-285.72	0.000755729	0.126643	0.122566	
504	-285.82	0.000755729	0.133352	0.127597	
505	-286.32	0.000755729	0.120396	0.105664	
506	-286.82	0.000755729	0.115003	0.117798	
507	-287.42	0.000755729	0.118225	0.107341	
508	-288.22	0.000755729	0.131247	0.129143	
509	-288.62	0.000755729	0.127104	0.120691	
510	-289.32	0.000755729	0.124243	0.127433	
511	-290.12	0.000755729	0.109182	0.131379	
512	-290.82	0.000755729	0.10961	0.122237	
513	-291.62	0.000755729	0.114871	0.123125	
514	-292.32	0.000755729	0.113194	0.124079	
515	-293.12	0.000755729	0.110892	0.135325	
516	-293.72	0.000755729	0.113819	0.122007	
517	-294.72	0.000755729	0.0980345	0.115989	
518	-295.22	0.000755729	0.118686	0.128682	
519	-295.82	0.000755729	0.096752	0.151504	
520	-296.42	0.000755729	0.116515	0.114378	
521	-297.02	0.000755729	0.103691	0.135489	
522	-297.52	0.000755729	0.108524	0.128978	
523	-298.12	0.000755729	0.104348	0.127794	
524	-298.72	0.000755729	0.109906	0.117732	
525	-299.22	0.000755729	0.0986922	0.103362	
526	-299.72	0.000755729	0.096752	0.124539	
527	-301.12	0.000755729	0.109379	0.123026	
528	-301.22	0.000755729	0.10517	0.119343	
529	-301.92	0.000755729	0.109511	0.130096	
530	-302.52	0.000755729	0.119771	0.111714	
531	-303.22	0.000755729	0.112701	0.117239	
532	-303.62	0.000755729	0.0968178	0.108722	
533	-304.32	0.000755729	0.10619	0.12273	
534	-305.02	0.000755729	0.119606	0.128057	
535	-305.62	0.000755729	0.126808	0.12569	
536	-306.42	0.000755729	0.123848	0.133746	
537	-306.82	0.000755729	0.121053	0.128551	
