# Title: Dye Laser Frequency Scan w/ MW Blink
# Note:	Dye laser frequency scan to find the ionization rate at Attn = 25 dB.
# Type:	Frequency
# Hittite Freq:	18510.1 MHz
# Ref Freq:	18400.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	27 dB
# Delay:	1000 ns
# MW Off:	 100 to 400 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
i	f	b	s	r
280	-129.62	-0.00418836	0.120724	0.150419	
281	-130.32	-0.00418836	0.114871	0.145716	
282	-130.92	-0.00418836	0.127235	0.146341	
283	-131.62	-0.00418836	0.135884	0.142066	
284	-132.12	-0.00418836	0.113161	0.153543	
285	-132.82	-0.00418836	0.107702	0.116252	
286	-133.42	-0.00418836	0.117008	0.132957	
287	-134.12	-0.00418836	0.108755	0.140553	
288	-134.82	-0.00418836	0.115035	0.138613	
289	-135.32	-0.00418836	0.12444	0.139402	
290	-136.12	-0.00418836	0.110497	0.141671	
291	-137.02	-0.00418836	0.107505	0.137594	
292	-137.62	-0.00418836	0.117929	0.143809	
293	-138.12	-0.00418836	0.117041	0.144236	
294	-138.72	-0.00418836	0.12033	0.130622	
295	-139.22	-0.00418836	0.124309	0.133944	
296	-139.92	-0.00418836	0.11691	0.153937	
297	-140.72	-0.00418836	0.122336	0.159429	
298	-141.22	-0.00418836	0.124966	0.138679	
299	-141.72	-0.00418836	0.106683	0.138515	
300	-142.42	-0.00418836	0.110958	0.139994	
301	-142.92	-0.00418836	0.116482	0.144434	
302	-143.42	-0.00418836	0.117239	0.132365	
303	-143.82	-0.00418836	0.108722	0.131017	
304	-144.42	-0.00418836	0.115134	0.128222	
305	-145.02	-0.00418836	0.120724	0.132398	
306	-145.62	-0.00418836	0.11178	0.146604	
307	-146.62	-0.00418836	0.103723	0.140619	
308	-147.02	-0.00418836	0.117337	0.130425	
309	-147.52	-0.00418836	0.12375	0.140718	
310	-148.32	-0.00418836	0.113687	0.142165	
311	-149.32	-0.00418836	0.127137	0.153214	
312	-149.82	-0.00418836	0.13858	0.144006	
313	-150.42	-0.00418836	0.119771	0.151602	
314	-151.32	-0.00418836	0.120428	0.133944	
315	-152.02	-0.00418836	0.119475	0.150846	
316	-152.72	-0.00418836	0.119902	0.135555	
317	-153.42	-0.00418836	0.116877	0.151208	
318	-154.12	-0.00418836	0.124177	0.146111	
319	-154.82	-0.00418836	0.126249	0.147525	
320	-155.42	-0.00418836	0.137035	0.142263	
321	-156.02	-0.00418836	0.124013	0.129636	
322	-156.72	-0.00418836	0.128452	0.155417	
323	-157.42	-0.00418836	0.133878	0.138054	
324	-158.22	-0.00418836	0.126413	0.140553	
325	-158.62	-0.00418836	0.122467	0.150221	
326	-159.12	-0.00418836	0.141836	0.146275	
327	-159.82	-0.00418836	0.13983	0.144138	
328	-160.42	-0.00418836	0.129669	0.144565	
329	-160.92	-0.00418836	0.139337	0.142855	
330	-161.62	-0.00418836	0.126775	0.149202	
331	-162.32	-0.00418836	0.140718	0.148577	
332	-162.62	-0.00418836	0.129471	0.151865	
333	-163.32	-0.00418836	0.138975	0.13447	
334	-164.12	-0.00418836	0.129307	0.152129	
335	-164.62	-0.00418836	0.131346	0.137429	
336	-165.32	-0.00418836	0.129833	0.140027	
337	-166.02	-0.00418836	0.122073	0.142263	
338	-166.72	-0.00418836	0.112175	0.154496	
339	-167.52	-0.00418836	0.136246	0.153575	
340	-168.12	-0.00418836	0.12809	0.1396	
341	-168.82	-0.00418836	0.123191	0.139764	
342	-169.22	-0.00418836	0.12444	0.131576	
343	-170.32	-0.00418836	0.111287	0.14884	
344	-170.82	-0.00418836	0.126643	0.15522	
345	-171.22	-0.00418836	0.127334	0.139501	
346	-171.82	-0.00418836	0.128321	0.134108	
347	-172.12	-0.00418836	0.124999	0.144269	
348	-173.12	-0.00418836	0.112109	0.130326	
349	-173.92	-0.00418836	0.124079	0.15078	
350	-174.42	-0.00418836	0.103986	0.139567	
351	-175.62	-0.00418836	0.12546	0.151898	
352	-176.02	-0.00418836	0.112405	0.135654	
353	-176.82	-0.00418836	0.108722	0.149037	
354	-177.72	-0.00418836	0.124243	0.142165	
355	-178.12	-0.00418836	0.120593	0.138317	
356	-178.92	-0.00418836	0.116745	0.142263	
357	-179.72	-0.00418836	0.119409	0.156305	
358	-180.42	-0.00418836	0.122434	0.151175	
359	-181.12	-0.00418836	0.116351	0.141408	
360	-182.22	-0.00418836	0.119442	0.1493	
361	-182.92	-0.00418836	0.136772	0.159955	
362	-183.52	-0.00418836	0.113852	0.150813	
363	-184.32	-0.00418836	0.139435	0.13082	
364	-184.82	-0.00418836	0.125657	0.149925	
365	-185.92	-0.00418836	0.119738	0.145256	
366	-186.62	-0.00418836	0.118422	0.132168	
367	-187.42	-0.00418836	0.134568	0.133056	
368	-188.22	-0.00418836	0.112898	0.136278	
369	-189.02	-0.00418836	0.116548	0.140849	
370	-189.72	-0.00418836	0.112964	0.120593	
371	-190.62	-0.00418836	0.112635	0.141375	
372	-191.22	-0.00418836	0.113062	0.157357	
373	-191.92	-0.00418836	0.120264	0.154266	
374	-192.52	-0.00418836	0.118949	0.140488	
375	-193.12	-0.00418836	0.126808	0.137462	
376	-194.02	-0.00418836	0.12546	0.141967	
377	-194.82	-0.00418836	0.119639	0.128682	
378	-195.22	-0.00418836	0.120001	0.138811	
379	-195.92	-0.00418836	0.121678	0.141902	
380	-196.62	-0.00418836	0.119837	0.15101	
381	-197.42	-0.00418836	0.130557	0.139106	
382	-198.12	-0.00418836	0.125953	0.135983	
383	-198.72	-0.00418836	0.11395	0.133746	
384	-199.32	-0.00418836	0.105236	0.136443	
385	-200.12	-0.00418836	0.109906	0.13664	
386	-200.72	-0.00418836	0.112701	0.149662	
387	-201.32	-0.00418836	0.119902	0.140751	
388	-202.12	-0.00418836	0.112997	0.131806	
389	-202.82	-0.00418836	0.117502	0.116318	
390	-203.42	-0.00418836	0.0959628	0.146341	
391	-204.22	-0.00418836	0.1176	0.144138	
392	-204.72	-0.00418836	0.108524	0.135851	
393	-205.32	-0.00418836	0.111451	0.140488	
394	-206.62	-0.00418836	0.127564	0.147854	
395	-206.92	-0.00418836	0.114542	0.166992	
396	-207.62	-0.00418836	0.134404	0.140915	
397	-208.12	-0.00418836	0.119409	0.126479	
398	-208.62	-0.00418836	0.11908	0.136213	
399	-209.32	-0.00418836	0.128386	0.150978	
400	-210.02	-0.00418836	0.131412	0.142987	
401	-210.62	-0.00418836	0.142263	0.15762	
402	-211.12	-0.00418836	0.134273	0.144631	
403	-211.62	-0.00418836	0.134305	0.134009	
404	-212.22	-0.00418836	0.13322	0.149399	
405	-213.02	-0.00418836	0.129406	0.144401	
406	-213.82	-0.00418836	0.13105	0.139633	
407	-214.02	-0.00418836	0.134371	0.154957	
408	-214.92	-0.00418836	0.12421	0.136574	
409	-215.52	-0.00418836	0.136278	0.137561	
410	-216.22	-0.00418836	0.120132	0.133319	
411	-216.72	-0.00418836	0.114246	0.143875	
412	-217.32	-0.00418836	0.138811	0.135588	
413	-218.32	-0.00418836	0.122829	0.135884	
414	-218.72	-0.00418836	0.13253	0.129373	
415	-219.52	-0.00418836	0.118422	0.131149	
416	-220.22	-0.00418836	0.139008	0.130853	
417	-221.02	-0.00418836	0.130096	0.143151	
418	-221.72	-0.00418836	0.138383	0.142658	
419	-222.42	-0.00418836	0.12056	0.127531	
420	-222.82	-0.00418836	0.127696	0.124243	
421	-223.52	-0.00418836	0.135654	0.138613	
422	-224.22	-0.00418836	0.102112	0.139534	
423	-225.02	-0.00418836	0.118028	0.136739	
424	-225.72	-0.00418836	0.127202	0.119245	
425	-226.22	-0.00418836	0.121316	0.151142	
426	-226.82	-0.00418836	0.126972	0.135983	
427	-227.52	-0.00418836	0.11201	0.125262	
428	-228.22	-0.00418836	0.121382	0.126841	
429	-228.72	-0.00418836	0.124736	0.137397	
430	-229.32	-0.00418836	0.109478	0.126808	
431	-230.32	-0.00418836	0.1225	0.137397	
432	-230.82	-0.00418836	0.129833	0.132628	
433	-231.42	-0.00418836	0.136542	0.130195	
434	-232.32	-0.00418836	0.12444	0.128814	
435	-232.62	-0.00418836	0.116121	0.134503	
436	-233.62	-0.00418836	0.121316	0.133483	
437	-234.22	-0.00418836	0.130984	0.135588	
438	-234.72	-0.00418836	0.1347	0.131214	
439	-235.12	-0.00418836	0.113786	0.160514	
440	-236.02	-0.00418836	0.12615	0.138482	
441	-236.72	-0.00418836	0.112339	0.135128	
442	-237.42	-0.00418836	0.113227	0.133253	
443	-238.02	-0.00418836	0.12786	0.131181	
444	-238.72	-0.00418836	0.126117	0.122763	
445	-239.32	-0.00418836	0.116449	0.146242	
446	-240.02	-0.00418836	0.115003	0.132793	
447	-240.62	-0.00418836	0.11326	0.129702	
448	-241.22	-0.00418836	0.111747	0.134141	
449	-241.72	-0.00418836	0.1152	0.129767	
450	-242.52	-0.00418836	0.11224	0.132464	
451	-243.22	-0.00418836	0.0979687	0.126348	
452	-243.32	-0.00418836	0.118061	0.129833	
453	-244.22	-0.00418836	0.112734	0.130918	
454	-244.82	-0.00418836	0.103131	0.129767	
455	-245.62	-0.00418836	0.106749	0.123684	
456	-246.42	-0.00418836	0.110004	0.121941	
457	-246.82	-0.00418836	0.109873	0.126315	
458	-247.42	-0.00418836	0.120889	0.128584	
459	-248.02	-0.00418836	0.115101	0.132036	
460	-249.02	-0.00418836	0.114937	0.13493	
461	-249.72	-0.00418836	0.115858	0.135029	
462	-250.32	-0.00418836	0.100961	0.130162	
463	-251.22	-0.00418836	0.117502	0.135917	
464	-252.32	-0.00418836	0.105302	0.121546	
465	-252.92	-0.00418836	0.131642	0.137495	
466	-253.72	-0.00418836	0.105894	0.135325	
467	-254.72	-0.00418836	0.110695	0.13493	
468	-255.32	-0.00418836	0.10961	0.13253	
469	-256.62	-0.00418836	0.103822	0.121251	
470	-257.22	-0.00418836	0.101685	0.127334	
471	-258.42	-0.00418836	0.103855	0.134799	
472	-259.22	-0.00418836	0.106847	0.119343	
473	-260.22	-0.00418836	0.10346	0.119902	
474	-261.02	-0.00418836	0.0979358	0.126775	
475	-262.02	-0.00418836	0.11668	0.113391	
476	-262.52	-0.00418836	0.10882	0.130392	
477	-263.62	-0.00418836	0.109445	0.139304	
478	-264.42	-0.00418836	0.0980016	0.132595	
479	-265.02	-0.00418836	0.109149	0.123881	
480	-265.62	-0.00418836	0.0952393	0.120067	
481	-266.52	-0.00418836	0.0999417	0.139501	
482	-267.32	-0.00418836	0.110662	0.133681	
483	-268.12	-0.00418836	0.113293	0.117929	
484	-268.52	-0.00418836	0.101191	0.15272	
485	-269.52	-0.00418836	0.0980016	0.124539	
486	-270.22	-0.00418836	0.0994485	0.116943	
487	-270.92	-0.00418836	0.104677	0.120132	
488	-271.52	-0.00418836	0.0930361	0.135062	
489	-272.42	-0.00418836	0.0988237	0.126249	
490	-273.22	-0.00418836	0.103789	0.13937	
491	-273.72	-0.00418836	0.116482	0.128584	
492	-274.42	-0.00418836	0.112273	0.134207	
493	-275.22	-0.00418836	0.109083	0.136673	
494	-275.82	-0.00418836	0.10813	0.124835	
495	-278.42	-0.00418836	0.111122	0.135818	
496	-278.82	-0.00418836	0.124144	0.137594	
497	-279.52	-0.00418836	0.117239	0.137331	
498	-279.72	-0.00418836	0.122171	0.132826	
499	-280.32	-0.00418836	0.131773	0.143677	
500	-280.62	-0.00418836	0.115726	0.127597	
501	-281.32	-0.00418836	0.112405	0.119869	
502	-281.92	-0.00418836	0.106584	0.128057	
503	-282.62	-0.00418836	0.115364	0.109873	
504	-283.12	-0.00418836	0.118916	0.124901	
505	-283.22	-0.00418836	0.0989223	0.131181	
506	-283.72	-0.00418836	0.126446	0.138087	
507	-284.52	-0.00418836	0.124013	0.14667	
508	-285.12	-0.00418836	0.114148	0.120001	
509	-285.62	-0.00418836	0.106321	0.120461	
510	-286.42	-0.00418836	0.117074	0.12888	
511	-286.92	-0.00418836	0.102178	0.127466	
512	-287.92	-0.00418836	0.0940555	0.113819	
513	-288.62	-0.00418836	0.122533	0.133385	
514	-289.32	-0.00418836	0.116713	0.139074	
515	-289.92	-0.00418836	0.103296	0.118653	
516	-290.72	-0.00418836	0.100139	0.122336	
517	-291.62	-0.00418836	0.0796195	0.136509	
518	-292.42	-0.00418836	0.113062	0.134864	
519	-293.22	-0.00418836	0.107505	0.134009	
520	-294.02	-0.00418836	0.120626	0.136081	
521	-294.72	-0.00418836	0.121251	0.139896	
522	-295.62	-0.00418836	0.116186	0.135917	
523	-296.42	-0.00418836	0.125493	0.148676	
524	-296.92	-0.00418836	0.109182	0.127959	
525	-297.62	-0.00418836	0.122336	0.139402	
526	-298.12	-0.00418836	0.113424	0.125986	
527	-298.62	-0.00418836	0.10642	0.132694	
528	-299.32	-0.00418836	0.110826	0.138383	
529	-300.12	-0.00418836	0.120198	0.137857	
