# Title: Dye Laser Frequency Scan w/ MW Blink
# Note:	Dye laser frequency scan to find the ionization rate at Attn = 33 dB.
# Type:	Frequency
# Hittite Freq:	18510.1 MHz
# Ref Freq:	18400.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	33 dB
# Delay:	1000 ns
# MW Off:	 100 to 400 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
i	f	b	s	r
481	-273.62	5.97627E-6	0.138021	0.117272	
482	-274.32	5.97627E-6	0.126052	0.118521	
483	-274.82	5.97627E-6	0.124342	0.123125	
484	-275.52	5.97627E-6	0.131543	0.116285	
485	-276.62	5.97627E-6	0.128584	0.127959	
486	-276.92	5.97627E-6	0.126315	0.121842	
487	-277.42	5.97627E-6	0.13253	0.131905	
488	-278.12	5.97627E-6	0.124966	0.128025	
489	-278.92	5.97627E-6	0.124868	0.12352	
490	-279.32	5.97627E-6	0.143085	0.132431	
491	-280.02	5.97627E-6	0.127104	0.129373	
492	-280.52	5.97627E-6	0.134733	0.116055	
493	-281.12	5.97627E-6	0.115989	0.118521	
494	-281.82	5.97627E-6	0.133187	0.110136	
495	-282.62	5.97627E-6	0.126578	0.117995	
496	-283.02	5.97627E-6	0.131905	0.127794	
497	-283.92	5.97627E-6	0.126479	0.12717	
498	-284.72	5.97627E-6	0.133977	0.119541	
499	-285.62	5.97627E-6	0.144828	0.130491	
500	-286.22	5.97627E-6	0.143908	0.130162	
501	-287.02	5.97627E-6	0.135884	0.12717	
502	-287.82	5.97627E-6	0.118653	0.12546	
503	-288.62	5.97627E-6	0.139271	0.131905	
504	-289.32	5.97627E-6	0.145354	0.138284	
505	-289.82	5.97627E-6	0.142132	0.133056	
506	-290.82	5.97627E-6	0.104052	0.128025	
507	-291.72	5.97627E-6	0.124901	0.114411	
508	-292.52	5.97627E-6	0.108853	0.108919	
509	-293.32	5.97627E-6	0.114213	0.136607	
510	-294.52	5.97627E-6	0.114049	0.117206	
511	-294.62	5.97627E-6	0.121645	0.13253	
512	-295.32	5.97627E-6	0.105631	0.139863	
513	-295.92	5.97627E-6	0.123487	0.134404	
514	-296.52	5.97627E-6	0.118357	0.116745	
515	-297.22	5.97627E-6	0.110136	0.126643	
516	-297.52	5.97627E-6	0.104907	0.129307	
517	-298.52	5.97627E-6	0.104381	0.105236	
518	-298.72	5.97627E-6	0.11372	0.124539	
519	-299.42	5.97627E-6	0.105696	0.109149	
520	-300.12	5.97627E-6	0.121744	0.126841	
521	-300.62	5.97627E-6	0.12204	0.133089	
522	-301.32	5.97627E-6	0.0977714	0.137364	
523	-302.22	5.97627E-6	0.10471	0.131609	
524	-302.82	5.97627E-6	0.119837	0.0982318	
525	-303.42	5.97627E-6	0.116252	0.131971	
526	-303.92	5.97627E-6	0.104447	0.11589	
527	-304.22	5.97627E-6	0.0971137	0.107012	
528	-305.12	5.97627E-6	0.114937	0.128321	
529	-305.72	5.97627E-6	0.110497	0.127531	
530	-306.42	5.97627E-6	0.118488	0.12717	
531	-307.12	5.97627E-6	0.127137	0.121218	
532	-307.82	5.97627E-6	0.127005	0.116745	
533	-308.42	5.97627E-6	0.112569	0.118225	
534	-309.22	5.97627E-6	0.110004	0.124539	
535	-309.52	5.97627E-6	0.10836	0.103197	
536	-310.22	5.97627E-6	0.112931	0.0956668	
537	-310.82	5.97627E-6	0.114378	0.107538	
538	-311.22	5.97627E-6	0.120428	0.112438	
539	-312.02	5.97627E-6	0.119902	0.127005	
540	-312.82	5.97627E-6	0.139764	0.127794	
541	-313.42	5.97627E-6	0.113852	0.130754	
542	-313.92	5.97627E-6	0.119047	0.132464	
543	-314.52	5.97627E-6	0.117568	0.0977714	
544	-314.92	5.97627E-6	0.101619	0.0985935	
545	-320.32	5.97627E-6	0.116745	0.111287	
546	-320.02	5.97627E-6	0.102079	0.103822	
547	-320.62	5.97627E-6	0.114575	0.106847	
548	-320.82	5.97627E-6	0.108689	0.112372	
