# Title: Dye Laser Frequency Scan w/ MW Blink
# Note:	Dye laser frequency scan to find the ionization rate at Attn = 23 dB.
# Type:	Frequency
# Hittite Freq:	18510.1 MHz
# Ref Freq:	18400.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	23 dB
# Delay:	1000 ns
# MW Off:	 100 to 400 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
i	f	b	s	r
28	26.38	0.000673519	-0.00331365	-0.00183388	
29	25.88	0.000673519	-0.00814758	-0.00637185	
30	25.18	0.000673519	-0.00416863	-0.00380691	
31	24.58	0.000673519	-0.00624032	-0.00189964	
32	24.08	0.000673519	-0.00518803	-0.000288334	
33	23.38	0.000673519	-0.000584289	-0.00104466	
34	22.88	0.000673519	-0.00245867	-0.0013735	
35	22.78	0.000673519	-0.000682941	-0.00571417	
36	21.68	0.000673519	-0.00453035	-0.00453035	
37	21.48	0.000673519	-0.00351095	-0.00331365	
38	20.58	0.000673519	0.00234238	-0.00114332	
39	19.98	0.000673519	0.00497309	0.00171758	
40	19.68	0.000673519	-0.00104466	0.00267121	
41	19.18	0.000673519	-0.00360961	0.00487443	
42	18.48	0.000673519	0.00221084	-0.0011762	
43	17.58	0.000673519	0.00720919	0.00888627	
44	17.18	0.000673519	0.00615691	0.00997144	
45	16.28	0.000673519	0.0037235	0.00602537	
46	15.88	0.000673519	0.00224372	0.0045456	
47	15.08	0.000673519	0.00549923	0.00490732	
48	14.38	0.000673519	0.00155316	0.00786687	
49	13.88	0.000673519	0.0025068	0.00283563	
50	13.28	0.000673519	0.000106272	0.00194777	
51	12.58	0.000673519	-0.000781593	0.00378927	
52	12.08	0.000673519	-0.00446459	-0.000288334	
53	11.38	0.000673519	-0.00278751	-0.000946012	
54	10.58	0.000673519	-0.000321218	-0.00252444	
55	10.08	0.000673519	-0.00354384	0.000402227	
56	9.28	0.000673519	-0.00170234	0.00201354	
57	8.48	0.000673519	-0.00298481	-0.000781593	
58	8.08	0.000673519	0.000369343	-0.0011762	
59	7.58	0.000673519	0.00336178	0.000632414	
60	6.98	0.000673519	0.00378927	0.000895485	
61	6.18	0.000673519	-0.00130773	0.00184912	
62	5.68	0.000673519	0.00401945	-0.00203118	
63	4.88	0.000673519	0.00119144	0.00286852	
64	4.38	0.000673519	0.00517039	0.000928369	
65	3.88	0.000673519	0.00155316	0.00563076	
66	3.08	0.000673519	0.00911645	0.00191489	
67	2.38	0.000673519	0.00444694	0.00957683	
68	1.78	0.000673519	0.00684747	0.0141148	
69	1.08	0.000673519	0.0103332	0.010103	
70	0.48	0.000673519	0.00987278	0.006979	
71	-0.32	0.000673519	0.0148382	0.00849166	
72	-0.72	0.000673519	0.0181595	0.0106949	
73	-1.62	0.000673519	0.0159234	0.0115499	
74	-2.12	0.000673519	0.0237498	0.0237827	
75	-2.72	0.000673519	0.0201326	0.0216452	
76	-3.72	0.000673519	0.021415	0.0167126	
77	-3.92	0.000673519	0.0228948	0.0311815	
78	-4.62	0.000673519	0.03276	0.0344699	
79	-5.02	0.000673519	0.0332861	0.0336807	
80	-5.62	0.000673519	0.0372322	0.0441049	
81	-6.32	0.000673519	0.0391394	0.0407836	
82	-6.72	0.000673519	0.0358182	0.0432828	
83	-7.32	0.000673519	0.0434801	0.0483469	
84	-7.82	0.000673519	0.0494979	0.0481167	
85	-8.22	0.000673519	0.0431513	0.0450914	
86	-8.42	0.000673519	0.0381529	0.0480181	
87	-9.62	0.000673519	0.0532795	0.0494979	
88	-10.22	0.000673519	0.0451243	0.0557129	
89	-10.22	0.000673519	0.0560418	0.0573242	
90	-10.72	0.000673519	0.0581463	0.0587053	
91	-11.52	0.000673519	0.0539701	0.0735689	
92	-12.62	0.000673519	0.0622239	0.0625199	
93	-13.12	0.000673519	0.060514	0.0712999	
94	-13.82	0.000673519	0.0665317	0.0758707	
95	-14.42	0.000673519	0.0694584	0.0658083	
96	-15.22	0.000673519	0.0641312	0.0795208	
97	-16.12	0.000673519	0.0675182	0.0722864	
98	-16.72	0.000673519	0.0665646	0.0717603	
99	-17.12	0.000673519	0.0724837	0.0779753	
100	-17.92	0.000673519	0.0571927	0.0697872	
101	-18.82	0.000673519	0.058245	0.0700174	
102	-19.12	0.000673519	0.0591986	0.077219	
103	-19.92	0.000673519	0.0574558	0.0866567	
104	-20.52	0.000673519	0.0629474	0.0742923	
105	-21.22	0.000673519	0.0659398	0.0822173	
106	-22.32	0.000673519	0.0750486	0.0856701	
107	-22.92	0.000673519	0.0660713	0.0856373	
108	-23.32	0.000673519	0.0711683	0.0859332	
109	-23.82	0.000673519	0.0664002	0.0909644	
110	-24.82	0.000673519	0.0767257	0.0904383	
111	-25.02	0.000673519	0.070971	0.093069	
112	-25.72	0.000673519	0.0700174	0.0925429	
113	-26.32	0.000673519	0.0737991	0.104644	
114	-27.12	0.000673519	0.0671236	0.105137	
115	-27.52	0.000673519	0.0806718	0.102901	
116	-28.42	0.000673519	0.0712999	0.101323	
117	-29.12	0.000673519	0.0732729	0.0996787	
118	-29.72	0.000673519	0.0792907	0.109544	
119	-30.52	0.000673519	0.0816912	0.110267	
120	-31.02	0.000673519	0.0747198	0.107406	
121	-31.62	0.000673519	0.0805402	0.112964	
122	-32.42	0.000673519	0.0767915	0.114739	
123	-33.02	0.000673519	0.0808691	0.114279	
124	-33.82	0.000673519	0.0762325	0.111616	
125	-34.52	0.000673519	0.082875	0.115989	
126	-34.92	0.000673519	0.076364	0.119277	
127	-35.32	0.000673519	0.0801785	0.126578	
128	-36.12	0.000673519	0.085144	0.124407	
129	-36.92	0.000673519	0.0835327	0.120593	
130	-37.72	0.000673519	0.0979029	0.123585	
131	-38.02	0.000673519	0.0865909	0.122895	
132	-38.62	0.000673519	0.0969493	0.119639	
133	-39.52	0.000673519	0.0737004	0.112142	
134	-39.82	0.000673519	0.0863278	0.126643	
135	-40.42	0.000673519	0.0866895	0.124144	
136	-42.62	0.000673519	0.0851769	0.123585	
137	-42.92	0.000673519	0.0844863	0.119508	
138	-43.52	0.000673519	0.0855386	0.120461	
139	-43.92	0.000673519	0.0925758	0.126282	
140	-44.32	0.000673519	0.0936938	0.124046	
141	-44.82	0.000673519	0.0948776	0.132563	
142	-45.32	0.000673519	0.0989223	0.124506	
143	-46.02	0.000673519	0.0929375	0.126775	
144	-46.52	0.000673519	0.0900437	0.124605	
145	-47.12	0.000673519	0.0864265	0.124638	
146	-47.62	0.000673519	0.0971137	0.145617	
147	-48.22	0.000673519	0.0988237	0.139764	
148	-48.92	0.000673519	0.108459	0.130885	
149	-49.62	0.000673519	0.10494	0.126709	
150	-50.22	0.000673519	0.0981331	0.133714	
151	-50.62	0.000673519	0.0984949	0.136377	
152	-51.52	0.000673519	0.10642	0.13059	
153	-52.22	0.000673519	0.105894	0.128847	
154	-53.02	0.000673519	0.0892216	0.140718	
155	-53.42	0.000673519	0.0994814	0.131938	
156	-54.02	0.000673519	0.101915	0.115529	
157	-54.92	0.000673519	0.0875116	0.134536	
158	-55.22	0.000673519	0.109018	0.126841	
159	-55.92	0.000673519	0.0905698	0.130918	
160	-56.52	0.000673519	0.0984949	0.132102	
161	-57.32	0.000673519	0.0927731	0.128025	
162	-57.92	0.000673519	0.0924113	0.122697	
163	-58.52	0.000673519	0.11224	0.126545	
164	-59.32	0.000673519	0.100008	0.138745	
165	-59.82	0.000673519	0.0914906	0.132628	
166	-60.52	0.000673519	0.0889256	0.138054	
167	-61.22	0.000673519	0.102868	0.125427	
168	-61.92	0.000673519	0.0924771	0.146801	
169	-62.52	0.000673519	0.0985606	0.128682	
170	-63.12	0.000673519	0.0871499	0.130294	
171	-63.92	0.000673519	0.100862	0.141211	
172	-64.42	0.000673519	0.093069	0.132332	
173	-65.22	0.000673519	0.0949105	0.13276	
174	-65.92	0.000673519	0.109971	0.133746	
175	-66.62	0.000673519	0.101027	0.154299	
176	-67.12	0.000673519	0.0891887	0.128649	
177	-67.82	0.000673519	0.0935952	0.139633	
178	-68.42	0.000673519	0.0859332	0.117732	
179	-69.12	0.000673519	0.0948776	0.138317	
180	-69.72	0.000673519	0.0840917	0.136607	
181	-70.32	0.000673519	0.0887612	0.126282	
182	-70.92	0.000673519	0.0879062	0.136805	
183	-71.42	0.000673519	0.0954367	0.140751	
184	-71.92	0.000673519	0.0873801	0.140553	
185	-72.52	0.000673519	0.0940555	0.145946	
186	-73.22	0.000673519	0.0889256	0.134799	
187	-73.82	0.000673519	0.0852098	0.122665	
188	-74.32	0.000673519	0.0891558	0.143546	
189	-74.82	0.000673519	0.0900108	0.124506	
190	-75.32	0.000673519	0.103888	0.143908	
191	-76.02	0.000673519	0.0944173	0.141934	
192	-76.72	0.000673519	0.0911289	0.151274	
193	-77.32	0.000673519	0.097311	0.147985	
194	-78.02	0.000673519	0.0973768	0.133253	
195	-78.52	0.000673519	0.0933321	0.137101	
196	-79.42	0.000673519	0.0968507	0.128123	
197	-79.92	0.000673519	0.0966534	0.133122	
198	-80.52	0.000673519	0.094483	0.133812	
199	-81.12	0.000673519	0.0933321	0.135193	
200	-82.12	0.000673519	0.102572	0.140356	
201	-82.62	0.000673519	0.0971466	0.134799	
202	-83.22	0.000673519	0.0975741	0.137758	
203	-83.52	0.000673519	0.0966862	0.116318	
204	-84.52	0.000673519	0.0889256	0.132464	
205	-85.32	0.000673519	0.102605	0.137495	
206	-86.02	0.000673519	0.0944501	0.12911	
207	-86.62	0.000673519	0.103855	0.131379	
208	-87.12	0.000673519	0.100862	0.134009	
209	-87.92	0.000673519	0.0959628	0.138449	
210	-88.72	0.000673519	0.0972453	0.133582	
211	-89.22	0.000673519	0.0997116	0.138811	
212	-89.52	0.000673519	0.109314	0.133286	
213	-90.32	0.000673519	0.108327	0.136509	
214	-90.92	0.000673519	0.0979687	0.139205	
215	-91.62	0.000673519	0.092214	0.126907	
216	-92.02	0.000673519	0.0985277	0.13516	
217	-92.72	0.000673519	0.108031	0.141737	
218	-93.62	0.000673519	0.105861	0.126643	
219	-94.12	0.000673519	0.104809	0.123388	
220	-95.02	0.000673519	0.0962587	0.146834	
221	-95.62	0.000673519	0.0999746	0.145617	
222	-96.12	0.000673519	0.115594	0.137824	
223	-97.42	0.000673519	0.105959	0.140586	
224	-97.62	0.000673519	0.1054	0.133681	
225	-98.32	0.000673519	0.0850125	0.141869	
226	-98.82	0.000673519	0.10106	0.141704	
227	-99.42	0.000673519	0.106716	0.149827	
228	-100.32	0.000673519	0.100172	0.141277	
229	-101.02	0.000673519	0.102572	0.149202	
230	-101.52	0.000673519	0.0943186	0.141934	
231	-102.22	0.000673519	0.10813	0.145091	
232	-102.62	0.000673519	0.0998431	0.13493	
233	-103.32	0.000673519	0.100994	0.139041	
234	-103.82	0.000673519	0.0930032	0.129767	
235	-104.52	0.000673519	0.0993827	0.122336	
236	-105.32	0.000673519	0.103099	0.133878	
237	-105.72	0.000673519	0.0883337	0.138975	
238	-106.72	0.000673519	0.0925758	0.139238	
239	-107.52	0.000673519	0.103131	0.123421	
240	-108.12	0.000673519	0.08202	0.145124	
241	-109.22	0.000673519	0.0875445	0.128978	
242	-109.72	0.000673519	0.098725	0.130359	
243	-110.42	0.000673519	0.0802114	0.129406	
244	-111.12	0.000673519	0.0982318	0.129767	
245	-112.12	0.000673519	0.0914577	0.134042	
246	-113.02	0.000673519	0.113325	0.146604	
247	-113.62	0.000673519	0.0971795	0.14154	
248	-114.32	0.000673519	0.0959957	0.144039	
249	-115.22	0.000673519	0.0910631	0.141934	
250	-116.02	0.000673519	0.0957655	0.137232	
251	-116.32	0.000673519	0.101257	0.137988	
252	-116.82	0.000673519	0.104874	0.126084	
253	-117.72	0.000673519	0.10688	0.13253	
254	-118.52	0.000673519	0.108886	0.135128	
255	-119.42	0.000673519	0.107669	0.144335	
256	-120.02	0.000673519	0.100731	0.151767	
257	-120.72	0.000673519	0.104348	0.136213	
258	-121.42	0.000673519	0.111024	0.132168	
259	-122.12	0.000673519	0.118653	0.13618	
260	-122.72	0.000673519	0.110793	0.142165	
261	-123.42	0.000673519	0.110169	0.135818	
262	-124.02	0.000673519	0.106617	0.128288	
263	-124.52	0.000673519	0.107209	0.138843	
264	-125.62	0.000673519	0.105861	0.132004	
265	-126.22	0.000673519	0.108524	0.143151	
266	-126.72	0.000673519	0.111747	0.148215	
267	-127.32	0.000673519	0.112306	0.136837	
268	-128.02	0.000673519	0.110366	0.147854	
269	-129.02	0.000673519	0.106913	0.138876	
270	-129.42	0.000673519	0.11201	0.128748	
271	-130.22	0.000673519	0.110662	0.141178	
272	-130.92	0.000673519	0.103954	0.137725	
273	-131.62	0.000673519	0.110958	0.149103	
274	-132.02	0.000673519	0.107867	0.128123	
275	-132.92	0.000673519	0.102671	0.138613	
276	-133.62	0.000673519	0.116713	0.154759	
277	-134.22	0.000673519	0.112865	0.139106	
278	-134.82	0.000673519	0.111747	0.126348	
279	-135.62	0.000673519	0.113358	0.151109	
280	-136.22	0.000673519	0.107045	0.142	
281	-136.92	0.000673519	0.104151	0.135423	
282	-137.42	0.000673519	0.0932334	0.146999	
283	-138.12	0.000673519	0.103099	0.133779	
284	-138.72	0.000673519	0.108722	0.144171	
285	-139.32	0.000673519	0.102967	0.140915	
286	-139.82	0.000673519	0.10619	0.146472	
287	-140.62	0.000673519	0.0987908	0.146341	
288	-141.02	0.000673519	0.107275	0.148709	
289	-141.62	0.000673519	0.10961	0.142033	
290	-142.32	0.000673519	0.100238	0.143316	
291	-142.92	0.000673519	0.103197	0.146933	
292	-143.72	0.000673519	0.0955353	0.147393	
293	-144.42	0.000673519	0.0957326	0.143973	
294	-145.12	0.000673519	0.105072	0.145124	
295	-145.92	0.000673519	0.099317	0.137627	
296	-146.72	0.000673519	0.0901752	0.140093	
297	-147.42	0.000673519	0.112438	0.144828	
298	-148.02	0.000673519	0.0962916	0.136542	
299	-148.72	0.000673519	0.112602	0.139139	
300	-149.72	0.000673519	0.10813	0.133319	
301	-150.12	0.000673519	0.0937267	0.151109	
302	-150.82	0.000673519	0.114016	0.131971	
303	-151.62	0.000673519	0.103559	0.131247	
304	-152.52	0.000673519	0.106486	0.129998	
305	-153.12	0.000673519	0.1103	0.129866	
306	-153.62	0.000673519	0.104874	0.138317	
307	-154.42	0.000673519	0.103033	0.132595	
308	-155.02	0.000673519	0.129406	0.136509	
309	-155.82	0.000673519	0.109083	0.139863	
310	-156.32	0.000673519	0.112273	0.135851	
311	-156.92	0.000673519	0.110695	0.138778	
312	-157.62	0.000673519	0.115792	0.136081	
313	-158.42	0.000673519	0.121119	0.137035	
314	-159.02	0.000673519	0.108656	0.139271	
315	-159.82	0.000673519	0.121185	0.132431	
316	-160.52	0.000673519	0.116121	0.149465	
317	-161.42	0.000673519	0.123552	0.147788	
318	-161.92	0.000673519	0.10961	0.125098	
319	-162.52	0.000673519	0.110728	0.127038	
320	-163.22	0.000673519	0.119606	0.142	
321	-164.12	0.000673519	0.118488	0.144532	
322	-164.82	0.000673519	0.126841	0.137232	
323	-165.62	0.000673519	0.118422	0.131609	
324	-166.02	0.000673519	0.120034	0.144072	
325	-166.72	0.000673519	0.10813	0.128617	
326	-167.42	0.000673519	0.121119	0.146571	
327	-168.32	0.000673519	0.117272	0.137594	
328	-168.72	0.000673519	0.111517	0.143053	
329	-169.62	0.000673519	0.113917	0.132563	
330	-170.22	0.000673519	0.10642	0.126676	
331	-170.92	0.000673519	0.107735	0.133714	
332	-171.42	0.000673519	0.106847	0.124177	
333	-172.22	0.000673519	0.107637	0.12352	
334	-173.32	0.000673519	0.107669	0.126545	
335	-173.52	0.000673519	0.117436	0.129274	
336	-174.42	0.000673519	0.0981331	0.132398	
337	-175.02	0.000673519	0.109182	0.134536	
338	-175.92	0.000673519	0.0986264	0.137331	
339	-176.52	0.000673519	0.113325	0.145387	
340	-177.32	0.000673519	0.108492	0.136706	
341	-178.02	0.000673519	0.103329	0.118751	
342	-178.82	0.000673519	0.113885	0.138251	
343	-179.72	0.000673519	0.103493	0.133746	
344	-180.32	0.000673519	0.104677	0.113457	
345	-184.92	0.000673519	0.101685	0.118784	
346	-185.02	0.000673519	0.0976399	0.136739	
347	-185.72	0.000673519	0.0975083	0.121349	
348	-186.02	0.000673519	0.103986	0.130392	
349	-186.52	0.000673519	0.0899779	0.120132	
350	-187.12	0.000673519	0.0988237	0.113062	
351	-187.82	0.000673519	0.0971466	0.133122	
352	-188.02	0.000673519	0.0913262	0.125361	
353	-188.62	0.000673519	0.104447	0.144072	
354	-189.32	0.000673519	0.090241	0.128189	
355	-189.92	0.000673519	0.0916879	0.137232	
356	-190.42	0.000673519	0.0956997	0.132168	
357	-190.82	0.000673519	0.090537	0.138449	
358	-191.72	0.000673519	0.100961	0.141606	
359	-192.32	0.000673519	0.103526	0.136673	
360	-193.02	0.000673519	0.105631	0.138383	
361	-193.52	0.000673519	0.0986922	0.130096	
362	-194.42	0.000673519	0.0963903	0.122862	
363	-195.12	0.000673519	0.115562	0.129406	
364	-195.62	0.000673519	0.0960286	0.128025	
365	-196.62	0.000673519	0.089386	0.129274	
366	-197.42	0.000673519	0.0943186	0.127531	
367	-197.82	0.000673519	0.0833025	0.13345	
368	-198.62	0.000673519	0.0890901	0.11839	
369	-199.22	0.000673519	0.0979029	0.136213	
370	-199.92	0.000673519	0.0979687	0.11908	
371	-200.72	0.000673519	0.0921154	0.141014	
372	-201.22	0.000673519	0.0947132	0.127005	
373	-202.02	0.000673519	0.0980345	0.126315	
374	-202.72	0.000673519	0.0989881	0.126512	
375	-203.62	0.000673519	0.0896162	0.114115	
376	-204.02	0.000673519	0.0963245	0.129274	
377	-204.62	0.000673519	0.0995143	0.133023	
378	-205.22	0.000673519	0.0934965	0.12638	
379	-206.02	0.000673519	0.0992183	0.128485	
380	-206.42	0.000673519	0.110629	0.128025	
381	-207.12	0.000673519	0.0891229	0.141244	
382	-207.52	0.000673519	0.0990868	0.134799	
383	-208.12	0.000673519	0.113325	0.130359	
384	-208.72	0.000673519	0.111418	0.123585	
385	-209.62	0.000673519	0.105203	0.129932	
386	-210.02	0.000673519	0.102638	0.128912	
387	-210.52	0.000673519	0.110465	0.134667	
388	-210.92	0.000673519	0.104776	0.132859	
389	-211.72	0.000673519	0.0965218	0.123815	
390	-212.52	0.000673519	0.0958641	0.128978	
391	-213.22	0.000673519	0.108886	0.137758	
392	-213.62	0.000673519	0.104776	0.13253	
393	-214.42	0.000673519	0.11155	0.127071	
394	-215.22	0.000673519	0.0990539	0.12181	
395	-215.82	0.000673519	0.100928	0.121777	
396	-216.62	0.000673519	0.104118	0.136837	
397	-217.02	0.000673519	0.114838	0.133385	
398	-217.72	0.000673519	0.0927073	0.125821	
399	-218.52	0.000673519	0.112668	0.128321	
400	-219.22	0.000673519	0.116745	0.143644	
401	-219.82	0.000673519	0.120856	0.133911	
402	-220.42	0.000673519	0.116877	0.127959	
403	-221.12	0.000673519	0.10448	0.138416	
404	-222.02	0.000673519	0.110399	0.128584	
405	-222.62	0.000673519	0.104381	0.1298	
406	-223.22	0.000673519	0.108064	0.123914	
407	-223.72	0.000673519	0.107472	0.133977	
408	-224.82	0.000673519	0.100468	0.117831	
409	-225.32	0.000673519	0.104578	0.121678	
410	-225.72	0.000673519	0.110629	0.134864	
411	-226.52	0.000673519	0.099021	0.122796	
412	-227.22	0.000673519	0.0970151	0.12273	
413	-227.82	0.000673519	0.0971795	0.12421	
414	-228.42	0.000673519	0.0962916	0.142165	
415	-229.22	0.000673519	0.106486	0.108919	
416	-229.72	0.000673519	0.100862	0.123881	
417	-230.52	0.000673519	0.106519	0.136213	
418	-231.12	0.000673519	0.102901	0.136114	
419	-231.82	0.000673519	0.101093	0.134174	
420	-232.42	0.000673519	0.112898	0.125887	
421	-233.42	0.000673519	0.105302	0.132826	
422	-233.82	0.000673519	0.104151	0.13322	
423	-234.42	0.000673519	0.112766	0.128419	
424	-235.02	0.000673519	0.107176	0.130129	
425	-235.72	0.000673519	0.104052	0.125098	
426	-236.62	0.000673519	0.0972782	0.129044	
427	-237.22	0.000673519	0.101158	0.13983	
428	-237.62	0.000673519	0.106058	0.125295	
429	-238.12	0.000673519	0.109642	0.119639	
430	-239.02	0.000673519	0.0938911	0.127564	
431	-239.62	0.000673519	0.104644	0.124177	
432	-240.12	0.000673519	0.0964232	0.130392	
433	-240.72	0.000673519	0.0897149	0.133023	
434	-241.32	0.000673519	0.107012	0.124342	
435	-241.82	0.000673519	0.101882	0.127071	
436	-242.62	0.000673519	0.107012	0.136311	
437	-243.12	0.000673519	0.110826	0.118488	
438	-243.82	0.000673519	0.101158	0.125493	
439	-244.52	0.000673519	0.106584	0.139337	
440	-245.22	0.000673519	0.0922469	0.121974	
441	-246.42	0.000673519	0.0985935	0.134305	
442	-246.92	0.000673519	0.0928059	0.1298	
443	-247.62	0.000673519	0.0989552	0.127202	
444	-248.52	0.000673519	0.100369	0.1323	
445	-249.42	0.000673519	0.112701	0.126479	
446	-250.32	0.000673519	0.0898464	0.134141	
447	-251.52	0.000673519	0.101915	0.128386	
448	-252.22	0.000673519	0.0974426	0.131642	
449	-253.12	0.000673519	0.0913919	0.134338	
450	-254.42	0.000673519	0.0920496	0.12717	
451	-255.12	0.000673519	0.0876761	0.134305	
452	-255.82	0.000673519	0.0862949	0.121875	
453	-257.12	0.000673519	0.0809349	0.134864	
454	-257.82	0.000673519	0.0740621	0.130557	
455	-258.92	0.000673519	0.0810993	0.131412	
456	-259.52	0.000673519	0.0828092	0.128288	
457	-260.42	0.000673519	0.0845192	0.130228	
458	-261.02	0.000673519	0.0872157	0.130294	
459	-261.72	0.000673519	0.0795866	0.124342	
460	-262.32	0.000673519	0.0793235	0.141507	
461	-263.42	0.000673519	0.0931019	0.132464	
462	-264.02	0.000673519	0.0809349	0.119804	
463	-264.82	0.000673519	0.10083	0.139731	
464	-265.32	0.000673519	0.0832367	0.126315	
465	-266.22	0.000673519	0.0943186	0.13345	
466	-266.92	0.000673519	0.0792907	0.146966	
467	-267.82	0.000673519	0.0815925	0.137692	
468	-268.32	0.000673519	0.0850453	0.124539	
469	-268.92	0.000673519	0.0881693	0.132859	
470	-269.82	0.000673519	0.0884653	0.126315	
471	-270.32	0.000673519	0.0937596	0.12444	
472	-271.12	0.000673519	0.0901423	0.130359	
473	-271.62	0.000673519	0.0924113	0.140455	
474	-272.62	0.000673519	0.0920496	0.141869	
475	-273.12	0.000673519	0.0983304	0.13128	
476	-273.72	0.000673519	0.095897	0.134733	
477	-274.12	0.000673519	0.0870841	0.133845	
478	-275.22	0.000673519	0.0938582	0.123388	
479	-275.92	0.000673519	0.0781397	0.128584	
480	-276.52	0.000673519	0.0883337	0.125591	
481	-276.92	0.000673519	0.0928388	0.128057	
482	-277.42	0.000673519	0.0857359	0.143908	
483	-278.02	0.000673519	0.0957655	0.137397	
484	-278.52	0.000673519	0.108952	0.132168	
485	-279.22	0.000673519	0.110169	0.138613	
486	-280.22	0.000673519	0.0976728	0.128386	
487	-280.52	0.000673519	0.0918194	0.126052	
488	-281.32	0.000673519	0.108952	0.11931	
489	-281.92	0.000673519	0.0981989	0.137956	
490	-282.62	0.000673519	0.0942857	0.129833	
491	-283.22	0.000673519	0.0877747	0.137166	
492	-284.12	0.000673519	0.109281	0.132661	
493	-285.12	0.000673519	0.115726	0.142526	
494	-285.72	0.000673519	0.103197	0.121875	
495	-286.22	0.000673519	0.095042	0.123454	
496	-287.22	0.000673519	0.0874459	0.109544	
497	-288.02	0.000673519	0.0996129	0.123256	
498	-288.62	0.000673519	0.0992841	0.133023	
499	-289.52	0.000673519	0.0949434	0.134141	
500	-290.22	0.000673519	0.0924771	0.137791	
501	-291.12	0.000673519	0.096752	0.140455	
502	-291.92	0.000673519	0.0901095	0.126348	
503	-292.62	0.000673519	0.086854	0.119573	
504	-293.62	0.000673519	0.0973768	0.13345	
505	-294.22	0.000673519	0.091359	0.124276	
506	-294.92	0.000673519	0.108919	0.132826	
507	-295.42	0.000673519	0.0934307	0.136377	
508	-296.02	0.000673519	0.100895	0.13687	
509	-296.72	0.000673519	0.0979687	0.137133	
510	-297.42	0.000673519	0.0889914	0.118653	
511	-297.92	0.000673519	0.0905041	0.116154	
512	-298.42	0.000673519	0.0946803	0.130721	
513	-299.22	0.000673519	0.0934965	0.130984	
514	-299.82	0.000673519	0.0908658	0.141178	
515	-300.42	0.000673519	0.0924442	0.129011	
516	-301.02	0.000673519	0.0838615	0.135884	
517	-301.72	0.000673519	0.0969822	0.123059	
518	-302.22	0.000673519	0.0924113	0.120034	
519	-303.02	0.000673519	0.0962259	0.119738	
520	-303.72	0.000673519	0.0994156	0.11007	
521	-304.32	0.000673519	0.0939898	0.137627	
522	-304.82	0.000673519	0.0969822	0.11885	
523	-305.92	0.000673519	0.107637	0.137166	
524	-306.42	0.000673519	0.114838	0.135456	
525	-306.72	0.000673519	0.107965	0.128945	
526	-307.52	0.000673519	0.120987	0.139008	
527	-308.02	0.000673519	0.112142	0.127564	
528	-308.82	0.000673519	0.112043	0.109774	
529	-309.42	0.000673519	0.121481	0.144927	
530	-309.92	0.000673519	0.124999	0.122401	
531	-310.42	0.000673519	0.115759	0.133516	
532	-311.22	0.000673519	0.131938	0.134996	
533	-312.02	0.000673519	0.124473	0.136147	
534	-312.42	0.000673519	0.1201	0.139534	
535	-313.22	0.000673519	0.148446	0.130326	
536	-313.82	0.000673519	0.115693	0.126052	
537	-314.32	0.000673519	0.127104	0.133779	
538	-315.02	0.000673519	0.112207	0.11395	
539	-315.72	0.000673519	0.110037	0.129011	
540	-316.22	0.000673519	0.116055	0.113062	
541	-316.82	0.000673519	0.121678	0.123487	
542	-317.72	0.000673519	0.105927	0.141573	
