# Title: Dye Laser Frequency Scan, Depressed Limit
# Note:	Dye laser frequency scan to find the depressed ionization limit. SFIP with 150 VDC. Short (500 ns) integration gate. Started by using diode laser and Stark Broadening of 27f.
# Type:	Frequency
# Hittite Freq:	NaN
# Hittite: Power	NaN
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	MAX
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
i	f	n	nb	s	sb
0	85.28	-0.0564869	-0.0566053	0.00152028	0.000398939	
1	85.18	-0.0564869	-0.0566053	0.00234238	0.000398939	
2	84.98	-0.0564869	-0.0566053	0.000270691	0.000398939	
3	84.68	-0.0564869	-0.0566053	4.05043E-5	0.000398939	
4	84.38	-0.0564869	-0.0566053	0.00234238	0.000398939	
5	84.08	-0.0564869	-0.0566053	0.000731066	0.000398939	
6	83.88	-0.0564869	-0.0566053	0.00148739	0.000398939	
7	83.88	-0.0564869	-0.0566053	0.000402227	0.000398939	
8	83.58	-0.0564869	-0.0566053	0.000270691	0.000398939	
9	83.38	-0.0564869	-0.0566053	-0.000386986	0.000398939	
10	83.08	-0.0564869	-0.0566053	0.00313159	0.000398939	
11	82.58	-0.0564869	-0.0566053	-0.000156799	0.000398939	
12	82.38	-0.0564869	-0.0566053	-0.00236002	0.000398939	
13	82.08	-0.0564869	-0.0566053	0.00145451	0.000398939	
14	81.68	-0.0564869	-0.0566053	0.000632414	0.000398939	
15	81.38	-0.0564869	-0.0566053	0.000895485	0.000398939	
16	80.98	-0.0564869	-0.0566053	0.000928369	0.000398939	
17	80.58	-0.0564869	-0.0566053	-0.000189683	0.000398939	
18	80.18	-0.0564869	-0.0566053	0.0010599	0.000398939	
19	79.58	-0.0564869	-0.0566053	0.000796834	0.000398939	
20	78.88	-0.0564869	-0.0566053	0.00175047	0.000398939	
21	78.48	-0.0564869	-0.0566053	0.00125721	0.000398939	
22	78.18	-0.0564869	-0.0566053	0.000402227	0.000398939	
23	77.68	-0.0564869	-0.0566053	0.00346043	0.000398939	
24	77.08	-0.0564869	-0.0566053	0.00224372	0.000398939	
25	76.28	-0.0564869	-0.0566053	0.00503885	0.000398939	
26	75.78	-0.0564869	-0.0566053	0.00342754	0.000398939	
27	75.38	-0.0564869	-0.0566053	0.00257256	0.000398939	
28	74.88	-0.0564869	-0.0566053	0.00401945	0.000398939	
29	74.48	-0.0564869	-0.0566053	0.00138874	0.000398939	
30	73.78	-0.0564869	-0.0566053	0.00510462	0.000398939	
31	73.08	-0.0564869	-0.0566053	0.000698182	0.000398939	
32	72.48	-0.0564869	-0.0566053	0.00382215	0.000398939	
33	71.38	-0.0564869	-0.0566053	0.00467713	0.000398939	
34	70.78	-0.0564869	-0.0566053	0.00513751	0.000398939	
35	70.28	-0.0564869	-0.0566053	0.00313159	0.000398939	
36	69.58	-0.0564869	-0.0566053	0.00572942	0.000398939	
37	68.88	-0.0564869	-0.0566053	0.00378927	0.000398939	
38	68.08	-0.0564869	-0.0566053	0.00510462	0.000398939	
39	67.48	-0.0564869	-0.0566053	0.00645286	0.000398939	
40	66.48	-0.0564869	-0.0566053	0.00783398	0.000398939	
41	66.18	-0.0564869	-0.0566053	0.000402227	0.000398939	
42	62.98	-0.0564869	-0.0566053	0.00273698	0.000398939	
43	62.98	-0.0564869	-0.0566053	0.00211219	0.000398939	
44	62.38	-0.0564869	-0.0566053	0.00319736	0.000398939	
45	58.78	-0.0564869	-0.0566053	-0.000354102	0.000398939	
46	58.68	-0.0564869	-0.0566053	-0.00206406	0.000398939	
47	57.98	-0.0564869	-0.0566053	0.00076395	0.000398939	
48	57.98	-0.0564869	-0.0566053	-0.00351095	0.000398939	
49	57.58	-0.0564869	-0.0566053	0.000336459	0.000398939	
50	56.88	-0.0564869	-0.0566053	-0.000485638	0.000398939	
51	57.08	-0.0564869	-0.0566053	0.00477578	0.000398939	
52	56.78	-0.0564869	-0.0566053	-0.00150504	0.000398939	
53	56.38	-0.0564869	-0.0566053	0.000632414	0.000398939	
54	56.08	-0.0564869	-0.0566053	-0.000156799	0.000398939	
55	55.88	-0.0564869	-0.0566053	-0.000715825	0.000398939	
56	55.68	-0.0564869	-0.0566053	0.000796834	0.000398939	
57	55.18	-0.0564869	-0.0566053	0.000829717	0.000398939	
58	54.68	-0.0564869	-0.0566053	0.00198065	0.000398939	
59	54.08	-0.0564869	-0.0566053	-0.000715825	0.000398939	
60	53.98	-0.0564869	-0.0566053	-0.000650057	0.000398939	
61	53.38	-0.0564869	-0.0566053	0.000336459	0.000398939	
62	53.28	-0.0564869	-0.0566053	0.000237808	0.000398939	
63	52.38	-0.0564869	-0.0566053	-0.00143927	0.000398939	
64	51.88	-0.0564869	-0.0566053	-0.00101178	0.000398939	
65	51.18	-0.0564869	-0.0566053	0.000106272	0.000398939	
66	50.78	-0.0564869	-0.0566053	-0.000617173	0.000398939	
67	50.28	-0.0564869	-0.0566053	-0.00153792	0.000398939	
68	49.38	-0.0564869	-0.0566053	0.000566646	0.000398939	
69	48.48	-0.0564869	-0.0566053	0.00257256	0.000398939	
70	47.78	-0.0564869	-0.0566053	0.00119144	0.000398939	
71	47.28	-0.0564869	-0.0566053	0.00253968	0.000398939	
72	46.28	-0.0564869	-0.0566053	-0.000321218	0.000398939	
73	45.38	-0.0564869	-0.0566053	-0.000189683	0.000398939	
74	44.48	-0.0564869	-0.0566053	0.00017204	0.000398939	
75	43.98	-0.0564869	-0.0566053	0.00240814	0.000398939	
76	42.98	-0.0564869	-0.0566053	4.05043E-5	0.000398939	
77	42.08	-0.0564869	-0.0566053	-0.0021956	0.000398939	
78	41.18	-0.0564869	-0.0566053	0.000928369	0.000398939	
79	40.38	-0.0564869	-0.0566053	0.000731066	0.000398939	
80	39.38	-0.0564869	-0.0566053	-0.00147215	0.000398939	
81	38.88	-0.0564869	-0.0566053	0.00175047	0.000398939	
82	37.98	-0.0564869	-0.0566053	0.00385503	0.000398939	
83	37.18	-0.0564869	-0.0566053	0.00253968	0.000398939	
84	36.18	-0.0564869	-0.0566053	0.00355908	0.000398939	
85	35.48	-0.0564869	-0.0566053	-0.00295193	0.000398939	
86	34.68	-0.0564869	-0.0566053	-0.00120908	0.000398939	
87	33.38	-0.0564869	-0.0566053	-0.00209695	0.000398939	
88	32.88	-0.0564869	-0.0566053	0.00076395	0.000398939	
89	31.98	-0.0564869	-0.0566053	-0.000551405	0.000398939	
90	31.38	-0.0564869	-0.0566053	-0.000354102	0.000398939	
91	30.58	-0.0564869	-0.0566053	7.62044E-6	0.000398939	
92	29.68	-0.0564869	-0.0566053	-0.000781593	0.000398939	
93	29.08	-0.0564869	-0.0566053	0.00230949	0.000398939	
94	28.18	-0.0564869	-0.0566053	-0.00140639	0.000398939	
95	27.48	-0.0564869	-0.0566053	-0.00041987	0.000398939	
96	26.58	-0.0564869	-0.0566053	-0.0021956	0.000398939	
97	25.98	-0.0564869	-0.0566053	-0.000222567	0.000398939	
98	25.08	-0.0564869	-0.0566053	-0.00265597	0.000398939	
99	24.88	-0.0564869	-0.0566053	-0.00166946	0.000398939	
100	23.68	-0.0564869	-0.0566053	-0.00393844	0.000398939	
101	22.98	-0.0564869	-0.0566053	-0.00232713	0.000398939	
102	22.38	-0.0564869	-0.0566053	-0.00157081	0.000398939	
103	21.48	-0.0564869	-0.0566053	-0.00272174	0.000398939	
104	20.78	-0.0564869	-0.0566053	-0.0062732	0.000398939	
105	20.18	-0.0564869	-0.0566053	-0.00203118	0.000398939	
106	19.38	-0.0564869	-0.0566053	7.62044E-6	0.000398939	
107	18.68	-0.0564869	-0.0566053	-0.00571417	0.000398939	
108	17.78	-0.0564869	-0.0566053	-0.000222567	0.000398939	
109	17.18	-0.0564869	-0.0566053	-0.00387268	0.000398939	
110	16.28	-0.0564869	-0.0566053	-0.00242579	0.000398939	
111	15.38	-0.0564869	-0.0566053	-0.00291904	0.000398939	
112	14.48	-0.0564869	-0.0566053	0.00017204	0.000398939	
113	14.08	-0.0564869	-0.0566053	-0.00124197	0.000398939	
114	13.18	-0.0564869	-0.0566053	0.00142163	0.000398939	
115	12.08	-0.0564869	-0.0566053	0.000533762	0.000398939	
116	11.38	-0.0564869	-0.0566053	-0.00245867	0.000398939	
117	10.98	-0.0564869	-0.0566053	0.00115856	0.000398939	
118	9.98	-0.0564869	-0.0566053	-0.000485638	0.000398939	
119	8.98	-0.0564869	-0.0566053	0.00355908	0.000398939	
120	8.08	-0.0564869	-0.0566053	0.000796834	0.000398939	
121	7.28	-0.0564869	-0.0566053	0.00378927	0.000398939	
122	6.78	-0.0564869	-0.0566053	0.000862601	0.000398939	
123	5.68	-0.0564869	-0.0566053	0.000303575	0.000398939	
124	4.98	-0.0564869	-0.0566053	-0.00406998	0.000398939	
125	3.98	-0.0564869	-0.0566053	-0.0034123	0.000398939	
126	3.18	-0.0564869	-0.0566053	0.00204642	0.000398939	
127	2.18	-0.0564869	-0.0566053	-0.00163657	0.000398939	
128	1.48	-0.0564869	-0.0566053	4.05043E-5	0.000398939	
129	0.38	-0.0564869	-0.0566053	0.00211219	0.000398939	
130	-0.52	-0.0564869	-0.0566053	0.00155316	0.000398939	
131	-1.42	-0.0564869	-0.0566053	0.00059953	0.000398939	
132	-2.02	-0.0564869	-0.0566053	-0.00374114	0.000398939	
133	-3.12	-0.0564869	-0.0566053	-0.00212983	0.000398939	
134	-3.82	-0.0564869	-0.0566053	0.00273698	0.000398939	
135	-4.82	-0.0564869	-0.0566053	0.00161893	0.000398939	
136	-5.32	-0.0564869	-0.0566053	-0.000485638	0.000398939	
137	-6.12	-0.0564869	-0.0566053	0.000566646	0.000398939	
138	-6.92	-0.0564869	-0.0566053	0.00234238	0.000398939	
139	-7.62	-0.0564869	-0.0566053	-0.000156799	0.000398939	
140	-8.52	-0.0564869	-0.0566053	0.00234238	0.000398939	
141	-9.32	-0.0564869	-0.0566053	-0.00127485	0.000398939	
142	-9.82	-0.0564869	-0.0566053	-0.000584289	0.000398939	
143	-10.52	-0.0564869	-0.0566053	-0.00206406	0.000398939	
144	-11.22	-0.0564869	-0.0566053	0.000467995	0.000398939	
145	-12.22	-0.0564869	-0.0566053	0.00059953	0.000398939	
146	-13.32	-0.0564869	-0.0566053	-0.00216272	0.000398939	
147	-13.92	-0.0564869	-0.0566053	-0.000913128	0.000398939	
148	-14.82	-0.0564869	-0.0566053	-0.0034123	0.000398939	
149	-19.82	-0.0564869	-0.0566053	-0.00120908	0.000398939	
150	-19.62	-0.0564869	-0.0566053	0.000467995	0.000398939	
151	-20.32	-0.0564869	-0.0566053	-0.00130773	0.000398939	
152	-20.62	-0.0564869	-0.0566053	0.000731066	0.000398939	
153	-21.22	-0.0564869	-0.0566053	0.000829717	0.000398939	
154	-21.32	-0.0564869	-0.0566053	-0.000946012	0.000398939	
155	-22.22	-0.0564869	-0.0566053	-0.00176811	0.000398939	
156	-22.82	-0.0564869	-0.0566053	-0.00209695	0.000398939	
157	-23.42	-0.0564869	-0.0566053	-0.000682941	0.000398939	
158	-24.02	-0.0564869	-0.0566053	0.00224372	0.000398939	
159	-24.92	-0.0564869	-0.0566053	-0.00189964	0.000398939	
160	-25.52	-0.0564869	-0.0566053	4.05043E-5	0.000398939	
161	-26.42	-0.0564869	-0.0566053	-0.00084736	0.000398939	
162	-27.12	-0.0564869	-0.0566053	-0.000650057	0.000398939	
163	-27.82	-0.0564869	-0.0566053	-0.000452754	0.000398939	
164	-28.92	-0.0564869	-0.0566053	-9.10312E-5	0.000398939	
165	-29.62	-0.0564869	-0.0566053	-0.00209695	0.000398939	
166	-30.82	-0.0564869	-0.0566053	0.00181623	0.000398939	
167	-31.42	-0.0564869	-0.0566053	0.00125721	0.000398939	
168	-32.42	-0.0564869	-0.0566053	-0.000222567	0.000398939	
169	-33.32	-0.0564869	-0.0566053	0.000237808	0.000398939	
170	-34.32	-0.0564869	-0.0566053	0.00129009	0.000398939	
171	-35.02	-0.0564869	-0.0566053	-0.00318212	0.000398939	
172	-35.82	-0.0564869	-0.0566053	0.000336459	0.000398939	
173	-36.92	-0.0564869	-0.0566053	-0.00160369	0.000398939	
174	-37.52	-0.0564869	-0.0566053	-0.000123915	0.000398939	
175	-38.42	-0.0564869	-0.0566053	0.00230949	0.000398939	
176	-39.02	-0.0564869	-0.0566053	-0.00107755	0.000398939	
177	-40.22	-0.0564869	-0.0566053	0.00125721	0.000398939	
178	-40.82	-0.0564869	-0.0566053	0.000467995	0.000398939	
179	-41.92	-0.0564869	-0.0566053	0.00306582	0.000398939	
180	-42.42	-0.0564869	-0.0566053	0.00589383	0.000398939	
181	-42.72	-0.0564869	-0.0566053	0.00267121	0.000398939	
182	-43.82	-0.0564869	-0.0566053	0.000796834	0.000398939	
183	-44.52	-0.0564869	-0.0566053	0.00286852	0.000398939	
184	-45.52	-0.0564869	-0.0566053	0.00161893	0.000398939	
185	-46.32	-0.0564869	-0.0566053	0.00165181	0.000398939	
186	-47.22	-0.0564869	-0.0566053	0.00319736	0.000398939	
187	-47.92	-0.0564869	-0.0566053	0.005565	0.000398939	
188	-49.02	-0.0564869	-0.0566053	0.00464425	0.000398939	
189	-49.52	-0.0564869	-0.0566053	0.00273698	0.000398939	
190	-50.32	-0.0564869	-0.0566053	0.00300005	0.000398939	
191	-51.02	-0.0564869	-0.0566053	0.00434829	0.000398939	
192	-52.42	-0.0564869	-0.0566053	0.00388792	0.000398939	
193	-53.22	-0.0564869	-0.0566053	0.0030987	0.000398939	
