# Filename	C:\Users\labuser\Documents\Data\2018-10-24\1_fscan.txt
# Date	2018-10-24-22:25
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	14.00
# Note	Hittite HMC-T2100 Connected to Splitter to Mixer to Doubler to -20 dB o Amp to Var Attn to Cavity. Var Attn at 9 dB. Laser at 27f with 40 V static. MW Pulse from Laser -200 ns to +100 ns. Looking for MW to shift.
# Frequency (Hz)	Background (V)	Voltage (V)	Reference (V)
18500000000.000	0.002	0.075	0.066
18502000000.000	0.002	0.082	0.063
18504000000.000	0.002	0.080	0.063
18506000000.000	0.002	0.087	0.071
18508000000.000	0.002	0.143	0.064
18510000000.000	0.002	0.202	0.065
18512000000.000	0.002	0.158	0.070
18514000000.000	0.002	0.088	0.067
18516000000.000	0.002	0.072	0.069
18518000000.000	0.002	0.083	0.069
18520000000.000	0.002	0.089	0.069
18500200000.000	0.002	0.074	0.071
18502200000.000	0.002	0.078	0.061
18504200000.000	0.002	0.078	0.064
18506200000.000	0.002	0.091	0.061
18508200000.000	0.002	0.156	0.075
18510200000.000	0.002	0.195	0.072
18512200000.000	0.002	0.134	0.068
18514200000.000	0.002	0.088	0.062
18516200000.000	0.002	0.072	0.063
18518200000.000	0.002	0.072	0.063
18500400000.000	0.002	0.068	0.067
18502400000.000	0.002	0.078	0.064
18504400000.000	0.002	0.081	0.067
18506400000.000	0.002	0.098	0.061
18508400000.000	0.002	0.169	0.076
18510400000.000	0.002	0.218	0.079
18512400000.000	0.002	0.118	0.077
18514400000.000	0.002	0.083	0.069
18516400000.000	0.002	0.086	0.062
18518400000.000	0.002	0.078	0.071
18500600000.000	0.002	0.074	0.068
18502600000.000	0.002	0.089	0.058
18504600000.000	0.002	0.089	0.071
18506600000.000	0.002	0.104	0.064
18508600000.000	0.002	0.183	0.060
18510600000.000	0.002	0.196	0.077
18512600000.000	0.002	0.119	0.067
18514600000.000	0.002	0.070	0.059
18516600000.000	0.002	0.083	0.070
18518600000.000	0.002	0.082	0.064
18500800000.000	0.002	0.077	0.056
18502800000.000	0.002	0.082	0.068
18504800000.000	0.002	0.083	0.068
18506800000.000	0.002	0.121	0.074
18508800000.000	0.002	0.190	0.070
18510800000.000	0.002	0.204	0.066
18512800000.000	0.002	0.118	0.072
18514800000.000	0.002	0.089	0.068
18516800000.000	0.002	0.085	0.065
18518800000.000	0.002	0.086	0.065
18501000000.000	0.002	0.085	0.064
18503000000.000	0.002	0.086	0.068
18505000000.000	0.002	0.084	0.069
18507000000.000	0.002	0.114	0.066
18509000000.000	0.002	0.206	0.068
18511000000.000	0.002	0.190	0.066
18513000000.000	0.002	0.101	0.072
18515000000.000	0.002	0.080	0.070
18517000000.000	0.002	0.082	0.069
18519000000.000	0.002	0.073	0.061
18501200000.000	0.002	0.082	0.061
18503200000.000	0.002	0.079	0.067
18505200000.000	0.002	0.077	0.061
18507200000.000	0.002	0.125	0.057
18509200000.000	0.002	0.207	0.061
18511200000.000	0.002	0.189	0.057
18513200000.000	0.002	0.098	0.064
18515200000.000	0.002	0.083	0.061
18517200000.000	0.002	0.079	0.054
18519200000.000	0.002	0.068	0.061
18501400000.000	0.002	0.078	0.068
18503400000.000	0.002	0.081	0.074
18505400000.000	0.002	0.082	0.068
18507400000.000	0.002	0.134	0.074
18509400000.000	0.002	0.213	0.063
18511400000.000	0.002	0.181	0.073
18513400000.000	0.002	0.089	0.070
18515400000.000	0.002	0.090	0.061
18517400000.000	0.002	0.082	0.073
18519400000.000	0.002	0.086	0.076
18501600000.000	0.002	0.077	0.061
18503600000.000	0.002	0.081	0.059
18505600000.000	0.002	0.087	0.070
18507600000.000	0.002	0.136	0.064
18509600000.000	0.002	0.222	0.071
18511600000.000	0.002	0.158	0.061
18513600000.000	0.002	0.089	0.066
18515600000.000	0.002	0.090	0.073
18517600000.000	0.002	0.072	0.061
18519600000.000	0.002	0.087	0.065
18501800000.000	0.002	0.076	0.068
18503800000.000	0.002	0.083	0.059
18505800000.000	0.002	0.086	0.068
18507800000.000	0.002	0.144	0.067
18509800000.000	0.002	0.199	0.066
18511800000.000	0.002	0.143	0.062
18513800000.000	0.002	0.093	0.071
18515800000.000	0.002	0.083	0.069
18517800000.000	0.002	0.080	0.076
18519800000.000	0.002	0.078	0.075
