# Title: Diode Laser Delay Scan, 9 dB MW, Long Scan.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 28.2 dB PM, 40 V Top to Bot, n=27 l=3. Long scan. Important modulation at which point the 0th line is completely suppressed.
# Type:	Delay
# Hittite Freq:	18509.7 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361351.7 GHz
# Target:	27f in 40 V
# Laser Mod:	2.4
# Laser Mod Attn:	28.2 dB
# MW Attn:	21 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	-0.0022 V
# Static:	+40 V
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	46805.000	0.389	0.016	0.242	0.016
1.000	48413.000	0.389	0.016	0.224	0.016
2.000	50021.000	0.389	0.016	0.176	0.016
3.000	51629.000	0.389	0.016	0.104	0.016
4.000	53237.000	0.389	0.016	0.163	0.016
5.000	54845.000	0.389	0.016	0.297	0.016
6.000	56453.000	0.389	0.016	0.320	0.016
7.000	58061.000	0.389	0.016	0.166	0.016
8.000	59668.000	0.389	0.016	0.105	0.016
9.000	61276.000	0.389	0.016	0.171	0.016
10.000	62884.000	0.389	0.016	0.226	0.016
11.000	64492.000	0.389	0.016	0.226	0.016
12.000	66100.000	0.389	0.016	0.176	0.016
13.000	67708.000	0.389	0.016	0.098	0.016
14.000	69316.000	0.389	0.016	0.182	0.016
15.000	70924.000	0.389	0.016	0.299	0.016
16.000	72532.000	0.389	0.016	0.277	0.016
17.000	74140.000	0.389	0.016	0.155	0.016
18.000	75747.000	0.389	0.016	0.110	0.016
19.000	77355.000	0.389	0.016	0.192	0.016
20.000	78963.000	0.389	0.016	0.220	0.016
21.000	80571.000	0.389	0.016	0.230	0.016
22.000	82179.000	0.389	0.016	0.156	0.016
23.000	83787.000	0.389	0.016	0.093	0.016
24.000	85395.000	0.389	0.016	0.205	0.016
25.000	87003.000	0.389	0.016	0.337	0.016
26.000	88611.000	0.389	0.016	0.289	0.016
27.000	90219.000	0.389	0.016	0.149	0.016
28.000	91826.000	0.389	0.016	0.120	0.016
29.000	93434.000	0.389	0.016	0.201	0.016
30.000	95042.000	0.389	0.016	0.232	0.016
31.000	96650.000	0.389	0.016	0.222	0.016
32.000	98258.000	0.389	0.016	0.163	0.016
33.000	99866.000	0.389	0.016	0.101	0.016
34.000	101474.000	0.389	0.016	0.260	0.016
35.000	103082.000	0.389	0.016	0.322	0.016
