# Title: Diode Laser Frequency Scan, Stark Map in 6.6 V/cm.
# Note: Diode Laser Frequency Scan, No MW or Modulation, 40 V Top to Bot.
# Type:	Frequency
# Hittite Freq:	18509.7 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Target:	Full Manifold in 40 V
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	NaN
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	-0.0022 V
# Static:	+40 V
# Static Off:	NaN
i	f	n	nb	s	sb
122.000	-4497.520	1.000	0.000	0.004	0.008
123.000	-4497.620	1.000	0.000	0.014	0.008
124.000	-4497.620	1.000	0.000	0.008	0.008
125.000	-4497.620	1.000	0.000	-0.009	0.008
126.000	-4497.620	1.000	0.000	0.001	0.008
127.000	-4497.620	1.000	0.000	0.010	0.008
128.000	-4497.620	1.000	0.000	0.004	0.008
129.000	-4497.620	1.000	0.000	0.020	0.008
130.000	-4497.620	1.000	0.000	0.008	0.008
131.000	-4497.620	1.000	0.000	-0.017	0.008
132.000	-4497.620	1.000	0.000	0.008	0.008
133.000	-4497.620	1.000	0.000	0.005	0.008
134.000	-4497.620	1.000	0.000	0.030	0.008
135.000	-4497.720	1.000	0.000	0.016	0.008
136.000	-4497.620	1.000	0.000	0.007	0.008
137.000	-4497.720	1.000	0.000	-0.004	0.008
138.000	-4497.720	1.000	0.000	0.020	0.008
139.000	-4497.720	1.000	0.000	0.013	0.008
140.000	-4497.720	1.000	0.000	-0.014	0.008
141.000	-4497.720	1.000	0.000	-0.010	0.008
142.000	-4497.720	1.000	0.000	-0.010	0.008
143.000	-4497.720	1.000	0.000	0.015	0.008
144.000	-4497.720	1.000	0.000	0.013	0.008
145.000	-4497.720	1.000	0.000	0.019	0.008
146.000	-4497.720	1.000	0.000	0.020	0.008
147.000	-4497.720	1.000	0.000	0.022	0.008
148.000	-4497.820	1.000	0.000	0.022	0.008
149.000	-4497.820	1.000	0.000	0.008	0.008
150.000	-4497.820	1.000	0.000	-0.014	0.008
151.000	-4497.820	1.000	0.000	0.026	0.008
152.000	-4497.820	1.000	0.000	0.013	0.008
153.000	-4497.820	1.000	0.000	0.023	0.008
154.000	-4497.820	1.000	0.000	0.025	0.008
155.000	-4497.820	1.000	0.000	0.008	0.008
156.000	-4497.820	1.000	0.000	0.019	0.008
157.000	-4497.820	1.000	0.000	-0.000	0.008
158.000	-4497.820	1.000	0.000	0.018	0.008
159.000	-4497.820	1.000	0.000	0.008	0.008
160.000	-4497.920	1.000	0.000	0.008	0.008
161.000	-4497.920	1.000	0.000	0.009	0.008
162.000	-4497.920	1.000	0.000	0.014	0.008
163.000	-4497.920	1.000	0.000	0.006	0.008
164.000	-4497.920	1.000	0.000	0.009	0.008
165.000	-4497.920	1.000	0.000	0.012	0.008
166.000	-4497.920	1.000	0.000	0.007	0.008
167.000	-4497.920	1.000	0.000	0.034	0.008
168.000	-4497.920	1.000	0.000	0.016	0.008
169.000	-4497.920	1.000	0.000	0.000	0.008
170.000	-4497.920	1.000	0.000	0.017	0.008
171.000	-4497.920	1.000	0.000	0.009	0.008
172.000	-4497.920	1.000	0.000	0.002	0.008
173.000	-4497.920	1.000	0.000	0.011	0.008
174.000	-4498.020	1.000	0.000	0.031	0.008
175.000	-4498.020	1.000	0.000	0.013	0.008
176.000	-4498.020	1.000	0.000	0.008	0.008
177.000	-4498.020	1.000	0.000	-0.011	0.008
178.000	-4498.020	1.000	0.000	0.021	0.008
179.000	-4498.020	1.000	0.000	0.020	0.008
180.000	-4498.020	1.000	0.000	-0.005	0.008
181.000	-4498.020	1.000	0.000	0.012	0.008
182.000	-4498.020	1.000	0.000	0.017	0.008
183.000	-4498.020	1.000	0.000	0.021	0.008
184.000	-4498.020	1.000	0.000	0.023	0.008
185.000	-4498.020	1.000	0.000	-0.001	0.008
186.000	-4498.020	1.000	0.000	0.004	0.008
187.000	-4498.020	1.000	0.000	0.021	0.008
188.000	-4498.020	1.000	0.000	0.006	0.008
189.000	-4498.020	1.000	0.000	-0.001	0.008
190.000	-4498.020	1.000	0.000	0.002	0.008
191.000	-4498.020	1.000	0.000	-0.002	0.008
192.000	-4498.020	1.000	0.000	-0.015	0.008
193.000	-4498.120	1.000	0.000	0.006	0.008
194.000	-4498.020	1.000	0.000	0.026	0.008
195.000	-4498.120	1.000	0.000	0.010	0.008
196.000	-4498.120	1.000	0.000	0.019	0.008
197.000	-4498.120	1.000	0.000	0.003	0.008
198.000	-4498.120	1.000	0.000	0.022	0.008
199.000	-4498.120	1.000	0.000	-0.019	0.008
200.000	-4498.120	1.000	0.000	0.026	0.008
201.000	-4498.120	1.000	0.000	0.010	0.008
202.000	-4498.120	1.000	0.000	0.021	0.008
203.000	-4498.120	1.000	0.000	0.015	0.008
204.000	-4498.120	1.000	0.000	0.015	0.008
205.000	-4498.120	1.000	0.000	0.018	0.008
206.000	-4498.120	1.000	0.000	0.012	0.008
207.000	-4498.120	1.000	0.000	0.005	0.008
208.000	-4498.220	1.000	0.000	0.028	0.008
209.000	-4498.220	1.000	0.000	0.015	0.008
210.000	-4498.220	1.000	0.000	0.002	0.008
211.000	-4498.220	1.000	0.000	0.001	0.008
212.000	-4498.220	1.000	0.000	0.015	0.008
213.000	-4498.220	1.000	0.000	-0.001	0.008
214.000	-4498.220	1.000	0.000	0.029	0.008
215.000	-4498.220	1.000	0.000	0.012	0.008
216.000	-4498.220	1.000	0.000	-0.003	0.008
217.000	-4498.220	1.000	0.000	-0.016	0.008
218.000	-4498.220	1.000	0.000	0.024	0.008
219.000	-4498.220	1.000	0.000	-0.013	0.008
220.000	-4498.220	1.000	0.000	0.010	0.008
221.000	-4498.220	1.000	0.000	0.007	0.008
222.000	-4498.220	1.000	0.000	0.021	0.008
223.000	-4498.220	1.000	0.000	0.037	0.008
224.000	-4498.220	1.000	0.000	0.017	0.008
225.000	-4498.320	1.000	0.000	0.017	0.008
226.000	-4498.320	1.000	0.000	-0.020	0.008
227.000	-4498.320	1.000	0.000	0.014	0.008
228.000	-4498.320	1.000	0.000	-0.002	0.008
229.000	-4498.320	1.000	0.000	0.011	0.008
230.000	-4498.320	1.000	0.000	0.004	0.008
231.000	-4498.320	1.000	0.000	0.011	0.008
232.000	-4498.320	1.000	0.000	0.022	0.008
233.000	-4498.320	1.000	0.000	0.021	0.008
234.000	-4498.320	1.000	0.000	0.010	0.008
235.000	-4498.320	1.000	0.000	0.012	0.008
236.000	-4498.320	1.000	0.000	0.014	0.008
237.000	-4498.320	1.000	0.000	-0.006	0.008
238.000	-4498.320	1.000	0.000	-0.009	0.008
239.000	-4498.320	1.000	0.000	-0.007	0.008
240.000	-4498.320	1.000	0.000	0.017	0.008
241.000	-4498.320	1.000	0.000	0.003	0.008
242.000	-4498.320	1.000	0.000	0.016	0.008
243.000	-4498.320	1.000	0.000	0.014	0.008
244.000	-4498.320	1.000	0.000	0.021	0.008
245.000	-4498.320	1.000	0.000	0.013	0.008
246.000	-4498.320	1.000	0.000	0.016	0.008
247.000	-4498.420	1.000	0.000	0.023	0.008
248.000	-4498.420	1.000	0.000	-0.013	0.008
249.000	-4498.420	1.000	0.000	0.004	0.008
250.000	-4498.420	1.000	0.000	0.029	0.008
251.000	-4498.420	1.000	0.000	0.006	0.008
252.000	-4498.420	1.000	0.000	0.019	0.008
253.000	-4498.420	1.000	0.000	-0.003	0.008
254.000	-4498.420	1.000	0.000	-0.016	0.008
255.000	-4498.420	1.000	0.000	-0.015	0.008
256.000	-4498.420	1.000	0.000	0.017	0.008
257.000	-4498.420	1.000	0.000	-0.005	0.008
258.000	-4498.420	1.000	0.000	-0.007	0.008
259.000	-4498.420	1.000	0.000	-0.013	0.008
260.000	-4498.420	1.000	0.000	0.019	0.008
261.000	-4498.420	1.000	0.000	0.019	0.008
262.000	-4498.420	1.000	0.000	-0.015	0.008
263.000	-4498.420	1.000	0.000	0.022	0.008
264.000	-4498.420	1.000	0.000	0.003	0.008
265.000	-4498.420	1.000	0.000	-0.011	0.008
266.000	-4498.420	1.000	0.000	-0.011	0.008
267.000	-4498.420	1.000	0.000	-0.004	0.008
268.000	-4498.520	1.000	0.000	0.011	0.008
269.000	-4498.520	1.000	0.000	0.007	0.008
270.000	-4498.520	1.000	0.000	0.006	0.008
271.000	-4498.520	1.000	0.000	0.020	0.008
272.000	-4498.520	1.000	0.000	0.009	0.008
273.000	-4498.520	1.000	0.000	0.015	0.008
274.000	-4498.520	1.000	0.000	-0.019	0.008
275.000	-4498.520	1.000	0.000	0.005	0.008
276.000	-4498.520	1.000	0.000	0.019	0.008
277.000	-4498.520	1.000	0.000	0.013	0.008
278.000	-4498.520	1.000	0.000	0.011	0.008
279.000	-4498.520	1.000	0.000	-0.005	0.008
280.000	-4498.520	1.000	0.000	0.029	0.008
281.000	-4498.520	1.000	0.000	-0.023	0.008
282.000	-4498.520	1.000	0.000	0.022	0.008
283.000	-4498.520	1.000	0.000	0.038	0.008
284.000	-4498.520	1.000	0.000	0.032	0.008
285.000	-4498.520	1.000	0.000	0.004	0.008
286.000	-4498.520	1.000	0.000	0.025	0.008
287.000	-4498.520	1.000	0.000	0.019	0.008
288.000	-4498.520	1.000	0.000	0.011	0.008
289.000	-4498.520	1.000	0.000	0.005	0.008
290.000	-4498.620	1.000	0.000	0.004	0.008
291.000	-4498.620	1.000	0.000	0.007	0.008
292.000	-4498.620	1.000	0.000	-0.003	0.008
293.000	-4498.620	1.000	0.000	0.029	0.008
294.000	-4498.620	1.000	0.000	0.005	0.008
295.000	-4498.620	1.000	0.000	0.014	0.008
296.000	-4498.620	1.000	0.000	0.015	0.008
297.000	-4498.620	1.000	0.000	-0.003	0.008
298.000	-4498.620	1.000	0.000	0.003	0.008
299.000	-4498.620	1.000	0.000	-0.000	0.008
300.000	-4498.620	1.000	0.000	0.016	0.008
301.000	-4498.620	1.000	0.000	0.034	0.008
302.000	-4498.620	1.000	0.000	0.025	0.008
303.000	-4498.620	1.000	0.000	-0.004	0.008
304.000	-4498.620	1.000	0.000	-0.006	0.008
305.000	-4498.620	1.000	0.000	0.006	0.008
306.000	-4498.620	1.000	0.000	0.023	0.008
307.000	-4498.620	1.000	0.000	0.001	0.008
308.000	-4498.620	1.000	0.000	0.022	0.008
309.000	-4498.720	1.000	0.000	0.033	0.008
310.000	-4498.720	1.000	0.000	0.007	0.008
311.000	-4498.720	1.000	0.000	0.014	0.008
312.000	-4498.720	1.000	0.000	-0.026	0.008
313.000	-4498.720	1.000	0.000	-0.012	0.008
314.000	-4498.720	1.000	0.000	0.030	0.008
315.000	-4498.720	1.000	0.000	0.005	0.008
316.000	-4498.720	1.000	0.000	-0.006	0.008
317.000	-4498.720	1.000	0.000	-0.012	0.008
318.000	-4498.720	1.000	0.000	0.007	0.008
319.000	-4498.720	1.000	0.000	0.006	0.008
320.000	-4498.720	1.000	0.000	0.030	0.008
321.000	-4498.720	1.000	0.000	-0.014	0.008
322.000	-4498.720	1.000	0.000	-0.018	0.008
323.000	-4498.720	1.000	0.000	-0.002	0.008
324.000	-4498.720	1.000	0.000	0.017	0.008
325.000	-4498.720	1.000	0.000	-0.009	0.008
326.000	-4498.820	1.000	0.000	0.010	0.008
327.000	-4498.820	1.000	0.000	0.006	0.008
328.000	-4498.820	1.000	0.000	0.004	0.008
329.000	-4498.820	1.000	0.000	0.002	0.008
330.000	-4498.820	1.000	0.000	-0.010	0.008
331.000	-4498.820	1.000	0.000	0.011	0.008
332.000	-4498.820	1.000	0.000	0.000	0.008
333.000	-4498.820	1.000	0.000	-0.019	0.008
334.000	-4498.820	1.000	0.000	0.001	0.008
335.000	-4498.820	1.000	0.000	0.025	0.008
336.000	-4498.820	1.000	0.000	0.014	0.008
337.000	-4498.820	1.000	0.000	0.001	0.008
338.000	-4498.820	1.000	0.000	0.018	0.008
339.000	-4498.820	1.000	0.000	-0.002	0.008
340.000	-4498.820	1.000	0.000	0.001	0.008
341.000	-4498.820	1.000	0.000	0.016	0.008
342.000	-4498.820	1.000	0.000	0.016	0.008
343.000	-4498.820	1.000	0.000	0.001	0.008
344.000	-4498.820	1.000	0.000	-0.004	0.008
345.000	-4498.820	1.000	0.000	0.027	0.008
346.000	-4498.820	1.000	0.000	0.004	0.008
347.000	-4498.920	1.000	0.000	0.003	0.008
348.000	-4498.920	1.000	0.000	0.014	0.008
349.000	-4498.920	1.000	0.000	-0.010	0.008
350.000	-4498.920	1.000	0.000	-0.003	0.008
351.000	-4498.920	1.000	0.000	0.026	0.008
352.000	-4498.920	1.000	0.000	0.016	0.008
353.000	-4498.920	1.000	0.000	0.013	0.008
354.000	-4498.920	1.000	0.000	0.012	0.008
355.000	-4498.920	1.000	0.000	0.010	0.008
356.000	-4498.920	1.000	0.000	0.009	0.008
357.000	-4498.920	1.000	0.000	0.008	0.008
358.000	-4498.920	1.000	0.000	-0.003	0.008
359.000	-4498.920	1.000	0.000	0.011	0.008
360.000	-4498.920	1.000	0.000	-0.012	0.008
361.000	-4498.920	1.000	0.000	0.003	0.008
362.000	-4498.920	1.000	0.000	-0.008	0.008
363.000	-4498.920	1.000	0.000	0.003	0.008
364.000	-4498.920	1.000	0.000	-0.003	0.008
365.000	-4498.920	1.000	0.000	0.039	0.008
366.000	-4498.920	1.000	0.000	0.022	0.008
367.000	-4498.920	1.000	0.000	0.007	0.008
368.000	-4498.920	1.000	0.000	0.007	0.008
369.000	-4498.920	1.000	0.000	0.019	0.008
370.000	-4498.920	1.000	0.000	0.023	0.008
371.000	-4498.920	1.000	0.000	-0.002	0.008
372.000	-4498.920	1.000	0.000	0.021	0.008
373.000	-4498.920	1.000	0.000	0.008	0.008
374.000	-4498.920	1.000	0.000	0.009	0.008
375.000	-4498.920	1.000	0.000	0.020	0.008
376.000	-4499.020	1.000	0.000	0.023	0.008
377.000	-4499.020	1.000	0.000	0.030	0.008
378.000	-4499.020	1.000	0.000	0.018	0.008
379.000	-4499.020	1.000	0.000	0.009	0.008
380.000	-4499.020	1.000	0.000	0.011	0.008
381.000	-4499.020	1.000	0.000	0.002	0.008
382.000	-4499.020	1.000	0.000	0.013	0.008
383.000	-4499.020	1.000	0.000	0.027	0.008
384.000	-4499.020	1.000	0.000	0.004	0.008
385.000	-4499.020	1.000	0.000	0.015	0.008
386.000	-4499.020	1.000	0.000	-0.006	0.008
387.000	-4499.020	1.000	0.000	0.006	0.008
388.000	-4499.020	1.000	0.000	-0.022	0.008
389.000	-4499.020	1.000	0.000	0.018	0.008
390.000	-4499.020	1.000	0.000	0.008	0.008
391.000	-4499.020	1.000	0.000	-0.014	0.008
392.000	-4499.020	1.000	0.000	0.015	0.008
393.000	-4499.120	1.000	0.000	-0.001	0.008
394.000	-4499.020	1.000	0.000	0.026	0.008
395.000	-4499.020	1.000	0.000	0.021	0.008
396.000	-4499.120	1.000	0.000	0.010	0.008
397.000	-4499.120	1.000	0.000	0.017	0.008
398.000	-4499.120	1.000	0.000	0.011	0.008
399.000	-4499.120	1.000	0.000	0.010	0.008
400.000	-4499.120	1.000	0.000	-0.007	0.008
401.000	-4499.120	1.000	0.000	-0.013	0.008
402.000	-4499.120	1.000	0.000	0.019	0.008
403.000	-4499.120	1.000	0.000	-0.008	0.008
404.000	-4499.120	1.000	0.000	0.023	0.008
405.000	-4499.120	1.000	0.000	0.009	0.008
406.000	-4499.120	1.000	0.000	0.016	0.008
407.000	-4499.120	1.000	0.000	0.016	0.008
408.000	-4499.120	1.000	0.000	0.029	0.008
409.000	-4499.120	1.000	0.000	0.030	0.008
410.000	-4499.120	1.000	0.000	-0.004	0.008
411.000	-4499.120	1.000	0.000	-0.004	0.008
412.000	-4499.120	1.000	0.000	-0.006	0.008
413.000	-4499.220	1.000	0.000	-0.005	0.008
414.000	-4499.220	1.000	0.000	0.026	0.008
415.000	-4499.220	1.000	0.000	0.006	0.008
416.000	-4499.220	1.000	0.000	0.000	0.008
417.000	-4499.220	1.000	0.000	-0.011	0.008
418.000	-4499.220	1.000	0.000	0.027	0.008
419.000	-4499.220	1.000	0.000	0.011	0.008
420.000	-4499.220	1.000	0.000	0.016	0.008
421.000	-4499.220	1.000	0.000	0.033	0.008
422.000	-4499.220	1.000	0.000	0.014	0.008
423.000	-4499.220	1.000	0.000	0.020	0.008
424.000	-4499.220	1.000	0.000	0.029	0.008
425.000	-4499.220	1.000	0.000	0.001	0.008
426.000	-4499.220	1.000	0.000	-0.003	0.008
427.000	-4499.220	1.000	0.000	-0.003	0.008
428.000	-4499.220	1.000	0.000	0.013	0.008
429.000	-4499.220	1.000	0.000	-0.014	0.008
430.000	-4499.220	1.000	0.000	0.032	0.008
431.000	-4499.220	1.000	0.000	0.001	0.008
432.000	-4499.220	1.000	0.000	0.005	0.008
433.000	-4499.220	1.000	0.000	0.025	0.008
434.000	-4499.320	1.000	0.000	-0.011	0.008
435.000	-4499.220	1.000	0.000	0.009	0.008
436.000	-4499.220	1.000	0.000	-0.003	0.008
437.000	-4499.320	1.000	0.000	-0.012	0.008
438.000	-4499.320	1.000	0.000	0.007	0.008
439.000	-4499.320	1.000	0.000	0.017	0.008
440.000	-4499.320	1.000	0.000	0.018	0.008
441.000	-4499.320	1.000	0.000	-0.007	0.008
442.000	-4499.320	1.000	0.000	0.031	0.008
443.000	-4499.320	1.000	0.000	-0.010	0.008
444.000	-4499.320	1.000	0.000	0.033	0.008
445.000	-4499.320	1.000	0.000	0.009	0.008
446.000	-4499.320	1.000	0.000	0.023	0.008
447.000	-4499.320	1.000	0.000	0.029	0.008
448.000	-4499.320	1.000	0.000	0.024	0.008
449.000	-4499.320	1.000	0.000	0.017	0.008
450.000	-4499.320	1.000	0.000	0.022	0.008
451.000	-4499.320	1.000	0.000	0.010	0.008
452.000	-4499.320	1.000	0.000	0.031	0.008
453.000	-4499.320	1.000	0.000	-0.005	0.008
454.000	-4499.320	1.000	0.000	0.007	0.008
455.000	-4499.420	1.000	0.000	-0.001	0.008
456.000	-4499.420	1.000	0.000	0.017	0.008
457.000	-4499.420	1.000	0.000	0.009	0.008
458.000	-4499.420	1.000	0.000	0.001	0.008
459.000	-4499.420	1.000	0.000	0.001	0.008
460.000	-4499.420	1.000	0.000	0.012	0.008
461.000	-4499.420	1.000	0.000	0.014	0.008
462.000	-4499.420	1.000	0.000	0.011	0.008
463.000	-4499.420	1.000	0.000	0.017	0.008
464.000	-4499.420	1.000	0.000	-0.006	0.008
465.000	-4499.420	1.000	0.000	-0.001	0.008
466.000	-4499.420	1.000	0.000	0.021	0.008
467.000	-4499.420	1.000	0.000	0.020	0.008
468.000	-4499.520	1.000	0.000	-0.002	0.008
469.000	-4499.520	1.000	0.000	0.001	0.008
470.000	-4499.520	1.000	0.000	0.011	0.008
471.000	-4499.520	1.000	0.000	-0.024	0.008
472.000	-4499.520	1.000	0.000	-0.019	0.008
473.000	-4499.520	1.000	0.000	0.008	0.008
474.000	-4499.520	1.000	0.000	0.007	0.008
475.000	-4499.520	1.000	0.000	0.010	0.008
476.000	-4499.520	1.000	0.000	0.031	0.008
477.000	-4499.520	1.000	0.000	0.011	0.008
478.000	-4499.520	1.000	0.000	0.010	0.008
479.000	-4499.520	1.000	0.000	0.032	0.008
480.000	-4499.520	1.000	0.000	-0.010	0.008
481.000	-4499.520	1.000	0.000	-0.010	0.008
482.000	-4499.520	1.000	0.000	0.006	0.008
483.000	-4499.520	1.000	0.000	0.039	0.008
484.000	-4499.520	1.000	0.000	0.008	0.008
485.000	-4499.520	1.000	0.000	0.013	0.008
486.000	-4499.520	1.000	0.000	0.013	0.008
487.000	-4499.620	1.000	0.000	0.019	0.008
488.000	-4499.620	1.000	0.000	-0.005	0.008
489.000	-4499.620	1.000	0.000	-0.006	0.008
490.000	-4499.620	1.000	0.000	0.014	0.008
491.000	-4499.620	1.000	0.000	0.010	0.008
492.000	-4499.620	1.000	0.000	-0.007	0.008
493.000	-4499.620	1.000	0.000	0.015	0.008
494.000	-4499.620	1.000	0.000	0.028	0.008
495.000	-4499.620	1.000	0.000	0.026	0.008
496.000	-4499.620	1.000	0.000	0.037	0.008
497.000	-4499.620	1.000	0.000	0.010	0.008
498.000	-4499.620	1.000	0.000	0.031	0.008
499.000	-4499.620	1.000	0.000	0.028	0.008
500.000	-4499.620	1.000	0.000	0.034	0.008
501.000	-4499.620	1.000	0.000	-0.012	0.008
502.000	-4499.720	1.000	0.000	0.018	0.008
503.000	-4499.720	1.000	0.000	0.023	0.008
504.000	-4499.720	1.000	0.000	0.011	0.008
505.000	-4499.720	1.000	0.000	0.014	0.008
506.000	-4499.720	1.000	0.000	0.021	0.008
507.000	-4499.720	1.000	0.000	0.008	0.008
508.000	-4499.720	1.000	0.000	0.010	0.008
509.000	-4499.720	1.000	0.000	0.007	0.008
510.000	-4499.720	1.000	0.000	0.036	0.008
511.000	-4499.720	1.000	0.000	-0.005	0.008
