# Title: Diode Laser Frequency Scan, Stark Map in 6.6 V/cm.
# Note: Diode Laser Frequency Scan, No MW or Modulation, 40 V Top to Bot. NO WAVELENGTH DATA, JUST APPLIED VOLTAGE
# Type:	Frequency
# Hittite Freq:	18509.7 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Target:	Full Manifold in 40 V
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	NaN
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	-0.0022 V
# Static:	+40 V
# Static Off:	NaN
i	f	n	nb	s	sb
55.000	-0.055	1.000	0.000	0.022	0.008
56.000	-0.056	1.000	0.000	0.024	0.008
57.000	-0.057	1.000	0.000	0.025	0.008
58.000	-0.058	1.000	0.000	-0.001	0.008
59.000	-0.059	1.000	0.000	0.020	0.008
60.000	-0.060	1.000	0.000	0.026	0.008
61.000	-0.061	1.000	0.000	-0.015	0.008
62.000	-0.062	1.000	0.000	0.004	0.008
63.000	-0.063	1.000	0.000	0.018	0.008
64.000	-0.064	1.000	0.000	-0.008	0.008
65.000	-0.065	1.000	0.000	-0.000	0.008
66.000	-0.066	1.000	0.000	0.011	0.008
67.000	-0.067	1.000	0.000	0.004	0.008
68.000	-0.068	1.000	0.000	0.021	0.008
69.000	-0.069	1.000	0.000	0.026	0.008
70.000	-0.070	1.000	0.000	0.001	0.008
71.000	-0.071	1.000	0.000	0.018	0.008
72.000	-0.072	1.000	0.000	-0.004	0.008
73.000	-0.073	1.000	0.000	0.007	0.008
74.000	-0.074	1.000	0.000	0.004	0.008
75.000	-0.075	1.000	0.000	0.024	0.008
76.000	-0.076	1.000	0.000	0.017	0.008
77.000	-0.077	1.000	0.000	-0.006	0.008
78.000	-0.078	1.000	0.000	0.004	0.008
79.000	-0.079	1.000	0.000	-0.002	0.008
80.000	-0.080	1.000	0.000	-0.002	0.008
81.000	-0.081	1.000	0.000	0.007	0.008
82.000	-0.082	1.000	0.000	0.005	0.008
83.000	-0.083	1.000	0.000	0.002	0.008
84.000	-0.084	1.000	0.000	0.016	0.008
85.000	-0.085	1.000	0.000	-0.015	0.008
86.000	-0.086	1.000	0.000	0.021	0.008
87.000	-0.087	1.000	0.000	-0.001	0.008
88.000	-0.088	1.000	0.000	0.014	0.008
89.000	-0.089	1.000	0.000	-0.030	0.008
90.000	-0.090	1.000	0.000	-0.006	0.008
91.000	-0.091	1.000	0.000	0.022	0.008
92.000	-0.092	1.000	0.000	-0.002	0.008
93.000	-0.093	1.000	0.000	-0.013	0.008
94.000	-0.094	1.000	0.000	-0.024	0.008
95.000	-0.095	1.000	0.000	0.010	0.008
96.000	-0.096	1.000	0.000	0.012	0.008
97.000	-0.097	1.000	0.000	0.011	0.008
98.000	-0.098	1.000	0.000	0.025	0.008
99.000	-0.099	1.000	0.000	-0.003	0.008
100.000	-0.100	1.000	0.000	0.001	0.008
101.000	-0.101	1.000	0.000	0.018	0.008
102.000	-0.102	1.000	0.000	0.029	0.008
103.000	-0.103	1.000	0.000	-0.018	0.008
104.000	-0.104	1.000	0.000	-0.001	0.008
105.000	-0.105	1.000	0.000	0.011	0.008
106.000	-0.106	1.000	0.000	0.005	0.008
107.000	-0.107	1.000	0.000	0.009	0.008
108.000	-0.108	1.000	0.000	-0.005	0.008
109.000	-0.109	1.000	0.000	-0.005	0.008
110.000	-0.110	1.000	0.000	0.006	0.008
111.000	-0.111	1.000	0.000	0.001	0.008
112.000	-0.112	1.000	0.000	-0.002	0.008
113.000	-0.113	1.000	0.000	0.014	0.008
114.000	-0.114	1.000	0.000	0.011	0.008
115.000	-0.115	1.000	0.000	0.013	0.008
116.000	-0.116	1.000	0.000	-0.005	0.008
117.000	-0.117	1.000	0.000	-0.001	0.008
118.000	-0.118	1.000	0.000	-0.009	0.008
119.000	-0.119	1.000	0.000	-0.001	0.008
120.000	-0.120	1.000	0.000	0.030	0.008
121.000	-0.121	1.000	0.000	0.016	0.008
122.000	-0.122	1.000	0.000	0.029	0.008
123.000	-0.123	1.000	0.000	-0.011	0.008
124.000	-0.124	1.000	0.000	-0.000	0.008
125.000	-0.125	1.000	0.000	0.011	0.008
126.000	-0.126	1.000	0.000	0.027	0.008
127.000	-0.127	1.000	0.000	-0.003	0.008
128.000	-0.128	1.000	0.000	0.017	0.008
129.000	-0.129	1.000	0.000	0.012	0.008
130.000	-0.130	1.000	0.000	-0.042	0.008
131.000	-0.131	1.000	0.000	0.030	0.008
132.000	-0.132	1.000	0.000	-0.006	0.008
133.000	-0.133	1.000	0.000	0.019	0.008
134.000	-0.134	1.000	0.000	0.023	0.008
135.000	-0.135	1.000	0.000	0.002	0.008
136.000	-0.136	1.000	0.000	0.011	0.008
137.000	-0.137	1.000	0.000	0.014	0.008
138.000	-0.138	1.000	0.000	0.018	0.008
139.000	-0.139	1.000	0.000	0.011	0.008
140.000	-0.140	1.000	0.000	0.013	0.008
141.000	-0.141	1.000	0.000	-0.017	0.008
142.000	-0.142	1.000	0.000	0.007	0.008
143.000	-0.143	1.000	0.000	0.011	0.008
144.000	-0.144	1.000	0.000	0.003	0.008
145.000	-0.145	1.000	0.000	0.021	0.008
146.000	-0.146	1.000	0.000	0.010	0.008
147.000	-0.147	1.000	0.000	-0.006	0.008
148.000	-0.148	1.000	0.000	0.024	0.008
149.000	-0.149	1.000	0.000	0.038	0.008
150.000	-0.150	1.000	0.000	-0.006	0.008
151.000	-0.151	1.000	0.000	-0.002	0.008
152.000	-0.152	1.000	0.000	0.011	0.008
153.000	-0.153	1.000	0.000	0.001	0.008
154.000	-0.154	1.000	0.000	0.020	0.008
155.000	-0.155	1.000	0.000	0.019	0.008
156.000	-0.156	1.000	0.000	0.023	0.008
157.000	-0.157	1.000	0.000	0.005	0.008
158.000	-0.158	1.000	0.000	0.005	0.008
159.000	-0.159	1.000	0.000	-0.021	0.008
160.000	-0.160	1.000	0.000	0.024	0.008
161.000	-0.161	1.000	0.000	0.017	0.008
162.000	-0.162	1.000	0.000	0.014	0.008
163.000	-0.163	1.000	0.000	-0.006	0.008
164.000	-0.164	1.000	0.000	0.028	0.008
165.000	-0.165	1.000	0.000	0.005	0.008
166.000	-0.166	1.000	0.000	0.013	0.008
167.000	-0.167	1.000	0.000	0.014	0.008
168.000	-0.168	1.000	0.000	0.013	0.008
169.000	-0.169	1.000	0.000	0.002	0.008
170.000	-0.170	1.000	0.000	0.023	0.008
171.000	-0.171	1.000	0.000	-0.012	0.008
172.000	-0.172	1.000	0.000	-0.005	0.008
173.000	-0.173	1.000	0.000	0.005	0.008
174.000	-0.174	1.000	0.000	0.015	0.008
175.000	-0.175	1.000	0.000	0.017	0.008
176.000	-0.176	1.000	0.000	0.000	0.008
177.000	-0.177	1.000	0.000	-0.014	0.008
178.000	-0.178	1.000	0.000	0.013	0.008
179.000	-0.179	1.000	0.000	0.011	0.008
180.000	-0.180	1.000	0.000	0.004	0.008
181.000	-0.181	1.000	0.000	-0.012	0.008
182.000	-0.182	1.000	0.000	0.027	0.008
183.000	-0.183	1.000	0.000	0.028	0.008
184.000	-0.184	1.000	0.000	0.004	0.008
185.000	-0.185	1.000	0.000	0.011	0.008
186.000	-0.186	1.000	0.000	-0.015	0.008
187.000	-0.187	1.000	0.000	-0.012	0.008
188.000	-0.188	1.000	0.000	0.010	0.008
189.000	-0.189	1.000	0.000	0.001	0.008
190.000	-0.190	1.000	0.000	0.042	0.008
191.000	-0.191	1.000	0.000	-0.005	0.008
192.000	-0.192	1.000	0.000	-0.007	0.008
193.000	-0.193	1.000	0.000	-0.000	0.008
194.000	-0.194	1.000	0.000	0.003	0.008
195.000	-0.195	1.000	0.000	0.019	0.008
196.000	-0.196	1.000	0.000	0.022	0.008
197.000	-0.197	1.000	0.000	0.014	0.008
198.000	-0.198	1.000	0.000	0.005	0.008
199.000	-0.199	1.000	0.000	0.028	0.008
200.000	-0.200	1.000	0.000	-0.007	0.008
201.000	-0.201	1.000	0.000	0.004	0.008
202.000	-0.202	1.000	0.000	-0.005	0.008
203.000	-0.203	1.000	0.000	0.025	0.008
204.000	-0.204	1.000	0.000	-0.015	0.008
205.000	-0.205	1.000	0.000	0.024	0.008
206.000	-0.206	1.000	0.000	0.000	0.008
207.000	-0.207	1.000	0.000	0.015	0.008
208.000	-0.208	1.000	0.000	-0.010	0.008
209.000	-0.209	1.000	0.000	-0.005	0.008
210.000	-0.210	1.000	0.000	0.022	0.008
211.000	-0.211	1.000	0.000	0.011	0.008
212.000	-0.212	1.000	0.000	0.004	0.008
213.000	-0.213	1.000	0.000	0.012	0.008
214.000	-0.214	1.000	0.000	0.024	0.008
215.000	-0.215	1.000	0.000	-0.013	0.008
216.000	-0.216	1.000	0.000	-0.008	0.008
217.000	-0.217	1.000	0.000	0.010	0.008
218.000	-0.218	1.000	0.000	0.006	0.008
219.000	-0.219	1.000	0.000	0.005	0.008
220.000	-0.220	1.000	0.000	0.006	0.008
221.000	-0.221	1.000	0.000	0.013	0.008
222.000	-0.222	1.000	0.000	0.021	0.008
223.000	-0.223	1.000	0.000	0.006	0.008
224.000	-0.224	1.000	0.000	-0.008	0.008
225.000	-0.225	1.000	0.000	0.038	0.008
226.000	-0.226	1.000	0.000	-0.004	0.008
227.000	-0.227	1.000	0.000	0.024	0.008
228.000	-0.228	1.000	0.000	-0.019	0.008
229.000	-0.229	1.000	0.000	0.002	0.008
230.000	-0.230	1.000	0.000	0.009	0.008
231.000	-0.231	1.000	0.000	-0.011	0.008
232.000	-0.232	1.000	0.000	0.006	0.008
233.000	-0.233	1.000	0.000	0.042	0.008
234.000	-0.234	1.000	0.000	0.021	0.008
235.000	-0.235	1.000	0.000	-0.014	0.008
236.000	-0.236	1.000	0.000	0.011	0.008
237.000	-0.237	1.000	0.000	0.001	0.008
238.000	-0.238	1.000	0.000	0.023	0.008
239.000	-0.239	1.000	0.000	-0.007	0.008
240.000	-0.240	1.000	0.000	0.024	0.008
241.000	-0.241	1.000	0.000	-0.002	0.008
242.000	-0.242	1.000	0.000	-0.023	0.008
243.000	-0.243	1.000	0.000	-0.002	0.008
244.000	-0.244	1.000	0.000	0.009	0.008
245.000	-0.245	1.000	0.000	0.013	0.008
246.000	-0.246	1.000	0.000	-0.011	0.008
247.000	-0.247	1.000	0.000	-0.020	0.008
248.000	-0.248	1.000	0.000	0.012	0.008
249.000	-0.249	1.000	0.000	0.006	0.008
250.000	-0.250	1.000	0.000	-0.002	0.008
251.000	-0.251	1.000	0.000	0.008	0.008
252.000	-0.252	1.000	0.000	0.008	0.008
253.000	-0.253	1.000	0.000	-0.006	0.008
254.000	-0.254	1.000	0.000	-0.007	0.008
255.000	-0.255	1.000	0.000	-0.008	0.008
256.000	-0.256	1.000	0.000	0.013	0.008
257.000	-0.257	1.000	0.000	0.002	0.008
258.000	-0.258	1.000	0.000	0.017	0.008
259.000	-0.259	1.000	0.000	0.005	0.008
260.000	-0.260	1.000	0.000	0.003	0.008
261.000	-0.261	1.000	0.000	0.027	0.008
262.000	-0.262	1.000	0.000	0.020	0.008
263.000	-0.263	1.000	0.000	0.015	0.008
264.000	-0.264	1.000	0.000	-0.017	0.008
265.000	-0.265	1.000	0.000	0.010	0.008
266.000	-0.266	1.000	0.000	0.027	0.008
267.000	-0.267	1.000	0.000	0.009	0.008
268.000	-0.268	1.000	0.000	-0.005	0.008
269.000	-0.269	1.000	0.000	0.005	0.008
270.000	-0.270	1.000	0.000	0.024	0.008
271.000	-0.271	1.000	0.000	0.015	0.008
272.000	-0.272	1.000	0.000	0.024	0.008
273.000	-0.273	1.000	0.000	-0.006	0.008
274.000	-0.274	1.000	0.000	0.003	0.008
275.000	-0.275	1.000	0.000	0.014	0.008
276.000	-0.276	1.000	0.000	0.000	0.008
277.000	-0.277	1.000	0.000	-0.002	0.008
278.000	-0.278	1.000	0.000	0.005	0.008
279.000	-0.279	1.000	0.000	0.017	0.008
280.000	-0.280	1.000	0.000	-0.005	0.008
281.000	-0.281	1.000	0.000	0.016	0.008
282.000	-0.282	1.000	0.000	-0.009	0.008
283.000	-0.283	1.000	0.000	0.029	0.008
284.000	-0.284	1.000	0.000	0.035	0.008
285.000	-0.285	1.000	0.000	0.020	0.008
286.000	-0.286	1.000	0.000	0.015	0.008
287.000	-0.287	1.000	0.000	0.048	0.008
288.000	-0.288	1.000	0.000	-0.012	0.008
289.000	-0.289	1.000	0.000	-0.001	0.008
290.000	-0.290	1.000	0.000	0.002	0.008
291.000	-0.291	1.000	0.000	0.003	0.008
292.000	-0.292	1.000	0.000	0.014	0.008
293.000	-0.293	1.000	0.000	0.005	0.008
294.000	-0.294	1.000	0.000	-0.006	0.008
295.000	-0.295	1.000	0.000	0.020	0.008
296.000	-0.296	1.000	0.000	0.000	0.008
297.000	-0.297	1.000	0.000	0.008	0.008
298.000	-0.298	1.000	0.000	-0.026	0.008
299.000	-0.299	1.000	0.000	0.003	0.008
300.000	-0.300	1.000	0.000	0.001	0.008
301.000	-0.301	1.000	0.000	0.004	0.008
302.000	-0.302	1.000	0.000	-0.006	0.008
303.000	-0.303	1.000	0.000	-0.004	0.008
304.000	-0.304	1.000	0.000	0.009	0.008
305.000	-0.305	1.000	0.000	-0.006	0.008
306.000	-0.306	1.000	0.000	-0.008	0.008
307.000	-0.307	1.000	0.000	0.003	0.008
308.000	-0.308	1.000	0.000	0.017	0.008
309.000	-0.309	1.000	0.000	0.003	0.008
310.000	-0.310	1.000	0.000	0.007	0.008
311.000	-0.311	1.000	0.000	0.005	0.008
312.000	-0.312	1.000	0.000	0.019	0.008
313.000	-0.313	1.000	0.000	0.007	0.008
314.000	-0.314	1.000	0.000	0.010	0.008
315.000	-0.315	1.000	0.000	-0.004	0.008
316.000	-0.316	1.000	0.000	0.039	0.008
317.000	-0.317	1.000	0.000	0.034	0.008
318.000	-0.318	1.000	0.000	0.008	0.008
319.000	-0.319	1.000	0.000	0.002	0.008
320.000	-0.320	1.000	0.000	0.022	0.008
321.000	-0.321	1.000	0.000	0.019	0.008
322.000	-0.322	1.000	0.000	0.006	0.008
323.000	-0.323	1.000	0.000	0.007	0.008
324.000	-0.324	1.000	0.000	0.022	0.008
325.000	-0.325	1.000	0.000	0.019	0.008
326.000	-0.326	1.000	0.000	0.012	0.008
327.000	-0.327	1.000	0.000	-0.020	0.008
328.000	-0.328	1.000	0.000	0.007	0.008
329.000	-0.329	1.000	0.000	0.035	0.008
330.000	-0.330	1.000	0.000	-0.019	0.008
331.000	-0.331	1.000	0.000	0.019	0.008
332.000	-0.332	1.000	0.000	-0.014	0.008
333.000	-0.333	1.000	0.000	0.009	0.008
334.000	-0.334	1.000	0.000	0.020	0.008
335.000	-0.335	1.000	0.000	0.005	0.008
336.000	-0.336	1.000	0.000	0.009	0.008
337.000	-0.337	1.000	0.000	0.014	0.008
338.000	-0.338	1.000	0.000	0.020	0.008
339.000	-0.339	1.000	0.000	0.003	0.008
340.000	-0.340	1.000	0.000	0.014	0.008
341.000	-0.341	1.000	0.000	-0.002	0.008
342.000	-0.342	1.000	0.000	0.017	0.008
343.000	-0.343	1.000	0.000	0.010	0.008
344.000	-0.344	1.000	0.000	-0.024	0.008
345.000	-0.345	1.000	0.000	0.011	0.008
346.000	-0.346	1.000	0.000	0.026	0.008
347.000	-0.347	1.000	0.000	0.017	0.008
348.000	-0.348	1.000	0.000	-0.015	0.008
349.000	-0.349	1.000	0.000	0.005	0.008
350.000	-0.350	1.000	0.000	-0.008	0.008
351.000	-0.351	1.000	0.000	0.009	0.008
352.000	-0.352	1.000	0.000	0.003	0.008
353.000	-0.353	1.000	0.000	0.016	0.008
354.000	-0.354	1.000	0.000	0.007	0.008
355.000	-0.355	1.000	0.000	-0.019	0.008
356.000	-0.356	1.000	0.000	0.017	0.008
357.000	-0.357	1.000	0.000	-0.003	0.008
358.000	-0.358	1.000	0.000	0.022	0.008
359.000	-0.359	1.000	0.000	-0.004	0.008
360.000	-0.360	1.000	0.000	0.005	0.008
361.000	-0.361	1.000	0.000	-0.009	0.008
362.000	-0.362	1.000	0.000	0.005	0.008
363.000	-0.363	1.000	0.000	0.010	0.008
364.000	-0.364	1.000	0.000	0.020	0.008
365.000	-0.365	1.000	0.000	-0.013	0.008
366.000	-0.366	1.000	0.000	0.018	0.008
367.000	-0.367	1.000	0.000	-0.018	0.008
368.000	-0.368	1.000	0.000	0.008	0.008
369.000	-0.369	1.000	0.000	0.013	0.008
370.000	-0.370	1.000	0.000	0.028	0.008
371.000	-0.371	1.000	0.000	-0.017	0.008
372.000	-0.372	1.000	0.000	0.011	0.008
373.000	-0.373	1.000	0.000	0.007	0.008
374.000	-0.374	1.000	0.000	0.007	0.008
375.000	-0.375	1.000	0.000	0.010	0.008
376.000	-0.376	1.000	0.000	0.013	0.008
377.000	-0.377	1.000	0.000	0.035	0.008
378.000	-0.378	1.000	0.000	-0.003	0.008
379.000	-0.379	1.000	0.000	0.009	0.008
380.000	-0.380	1.000	0.000	-0.012	0.008
381.000	-0.381	1.000	0.000	0.003	0.008
382.000	-0.382	1.000	0.000	-0.004	0.008
383.000	-0.383	1.000	0.000	-0.006	0.008
384.000	-0.384	1.000	0.000	-0.002	0.008
385.000	-0.385	1.000	0.000	-0.001	0.008
386.000	-0.386	1.000	0.000	0.030	0.008
387.000	-0.387	1.000	0.000	0.035	0.008
388.000	-0.388	1.000	0.000	0.021	0.008
389.000	-0.389	1.000	0.000	0.012	0.008
390.000	-0.390	1.000	0.000	0.022	0.008
391.000	-0.391	1.000	0.000	0.008	0.008
392.000	-0.392	1.000	0.000	0.032	0.008
393.000	-0.393	1.000	0.000	0.008	0.008
394.000	-0.394	1.000	0.000	0.023	0.008
395.000	-0.395	1.000	0.000	0.017	0.008
396.000	-0.396	1.000	0.000	0.004	0.008
397.000	-0.397	1.000	0.000	0.029	0.008
398.000	-0.398	1.000	0.000	0.034	0.008
399.000	-0.399	1.000	0.000	0.032	0.008
400.000	-0.400	1.000	0.000	-0.009	0.008
401.000	-0.401	1.000	0.000	-0.001	0.008
402.000	-0.402	1.000	0.000	-0.012	0.008
403.000	-0.403	1.000	0.000	-0.003	0.008
404.000	-0.404	1.000	0.000	0.017	0.008
405.000	-0.405	1.000	0.000	0.013	0.008
406.000	-0.406	1.000	0.000	0.001	0.008
407.000	-0.407	1.000	0.000	0.011	0.008
408.000	-0.408	1.000	0.000	0.012	0.008
409.000	-0.409	1.000	0.000	-0.014	0.008
410.000	-0.410	1.000	0.000	-0.016	0.008
411.000	-0.411	1.000	0.000	0.015	0.008
412.000	-0.412	1.000	0.000	-0.000	0.008
413.000	-0.413	1.000	0.000	0.007	0.008
414.000	-0.414	1.000	0.000	-0.002	0.008
415.000	-0.415	1.000	0.000	-0.016	0.008
416.000	-0.416	1.000	0.000	0.001	0.008
417.000	-0.417	1.000	0.000	0.040	0.008
418.000	-0.418	1.000	0.000	-0.000	0.008
419.000	-0.419	1.000	0.000	0.008	0.008
420.000	-0.420	1.000	0.000	0.004	0.008
421.000	-0.421	1.000	0.000	-0.013	0.008
422.000	-0.422	1.000	0.000	0.015	0.008
423.000	-0.423	1.000	0.000	0.008	0.008
424.000	-0.424	1.000	0.000	0.028	0.008
425.000	-0.425	1.000	0.000	-0.001	0.008
426.000	-0.426	1.000	0.000	0.018	0.008
427.000	-0.427	1.000	0.000	0.007	0.008
428.000	-0.428	1.000	0.000	-0.002	0.008
429.000	-0.429	1.000	0.000	0.008	0.008
430.000	-0.430	1.000	0.000	0.029	0.008
431.000	-0.431	1.000	0.000	0.037	0.008
432.000	-0.432	1.000	0.000	0.012	0.008
433.000	-0.433	1.000	0.000	0.034	0.008
434.000	-0.434	1.000	0.000	0.017	0.008
435.000	-0.435	1.000	0.000	0.001	0.008
436.000	-0.436	1.000	0.000	0.002	0.008
437.000	-0.437	1.000	0.000	0.019	0.008
438.000	-0.438	1.000	0.000	0.022	0.008
439.000	-0.439	1.000	0.000	-0.007	0.008
440.000	-0.440	1.000	0.000	-0.010	0.008
441.000	-0.441	1.000	0.000	0.010	0.008
442.000	-0.442	1.000	0.000	-0.003	0.008
443.000	-0.443	1.000	0.000	0.009	0.008
444.000	-0.444	1.000	0.000	-0.001	0.008
445.000	-0.445	1.000	0.000	0.005	0.008
446.000	-0.446	1.000	0.000	0.015	0.008
447.000	-0.447	1.000	0.000	0.026	0.008
448.000	-0.448	1.000	0.000	0.028	0.008
449.000	-0.449	1.000	0.000	-0.014	0.008
450.000	-0.450	1.000	0.000	0.015	0.008
451.000	-0.451	1.000	0.000	0.005	0.008
452.000	-0.452	1.000	0.000	0.023	0.008
453.000	-0.453	1.000	0.000	0.013	0.008
454.000	-0.454	1.000	0.000	0.009	0.008
455.000	-0.455	1.000	0.000	0.007	0.008
456.000	-0.456	1.000	0.000	-0.001	0.008
457.000	-0.457	1.000	0.000	0.019	0.008
458.000	-0.458	1.000	0.000	-0.006	0.008
459.000	-0.459	1.000	0.000	0.012	0.008
460.000	-0.460	1.000	0.000	-0.002	0.008
461.000	-0.461	1.000	0.000	0.010	0.008
462.000	-0.462	1.000	0.000	0.033	0.008
463.000	-0.463	1.000	0.000	0.025	0.008
464.000	-0.464	1.000	0.000	0.011	0.008
465.000	-0.465	1.000	0.000	0.027	0.008
466.000	-0.466	1.000	0.000	-0.010	0.008
467.000	-0.467	1.000	0.000	0.004	0.008
468.000	-0.468	1.000	0.000	0.021	0.008
469.000	-0.469	1.000	0.000	0.033	0.008
470.000	-0.470	1.000	0.000	-0.020	0.008
471.000	-0.471	1.000	0.000	0.002	0.008
472.000	-0.472	1.000	0.000	0.025	0.008
473.000	-0.473	1.000	0.000	-0.003	0.008
474.000	-0.474	1.000	0.000	-0.030	0.008
475.000	-0.475	1.000	0.000	0.003	0.008
476.000	-0.476	1.000	0.000	0.022	0.008
477.000	-0.477	1.000	0.000	0.012	0.008
478.000	-0.478	1.000	0.000	0.007	0.008
479.000	-0.479	1.000	0.000	0.005	0.008
480.000	-0.480	1.000	0.000	-0.000	0.008
481.000	-0.481	1.000	0.000	0.006	0.008
482.000	-0.482	1.000	0.000	0.014	0.008
483.000	-0.483	1.000	0.000	0.015	0.008
484.000	-0.484	1.000	0.000	0.016	0.008
485.000	-0.485	1.000	0.000	-0.008	0.008
486.000	-0.486	1.000	0.000	0.020	0.008
487.000	-0.487	1.000	0.000	0.024	0.008
488.000	-0.488	1.000	0.000	0.038	0.008
489.000	-0.489	1.000	0.000	-0.017	0.008
490.000	-0.490	1.000	0.000	0.001	0.008
491.000	-0.491	1.000	0.000	0.003	0.008
492.000	-0.492	1.000	0.000	0.007	0.008
493.000	-0.493	1.000	0.000	0.007	0.008
494.000	-0.494	1.000	0.000	-0.003	0.008
495.000	-0.495	1.000	0.000	0.013	0.008
496.000	-0.496	1.000	0.000	0.016	0.008
497.000	-0.497	1.000	0.000	-0.004	0.008
498.000	-0.498	1.000	0.000	0.001	0.008
499.000	-0.499	1.000	0.000	0.011	0.008
500.000	-0.500	1.000	0.000	0.006	0.008
501.000	-0.501	1.000	0.000	0.008	0.008
502.000	-0.502	1.000	0.000	0.020	0.008
503.000	-0.503	1.000	0.000	0.004	0.008
504.000	-0.504	1.000	0.000	0.018	0.008
505.000	-0.505	1.000	0.000	0.006	0.008
506.000	-0.506	1.000	0.000	0.026	0.008
507.000	-0.507	1.000	0.000	0.029	0.008
508.000	-0.508	1.000	0.000	-0.002	0.008
509.000	-0.509	1.000	0.000	0.014	0.008
510.000	-0.510	1.000	0.000	0.002	0.008
511.000	-0.511	1.000	0.000	0.005	0.008
512.000	-0.512	1.000	0.000	0.030	0.008
513.000	-0.513	1.000	0.000	0.009	0.008
514.000	-0.514	1.000	0.000	0.007	0.008
515.000	-0.515	1.000	0.000	0.013	0.008
516.000	-0.516	1.000	0.000	0.010	0.008
517.000	-0.517	1.000	0.000	0.007	0.008
518.000	-0.518	1.000	0.000	0.029	0.008
519.000	-0.519	1.000	0.000	-0.005	0.008
520.000	-0.520	1.000	0.000	0.002	0.008
521.000	-0.521	1.000	0.000	0.016	0.008
522.000	-0.522	1.000	0.000	-0.014	0.008
523.000	-0.523	1.000	0.000	0.004	0.008
524.000	-0.524	1.000	0.000	0.030	0.008
525.000	-0.525	1.000	0.000	0.002	0.008
526.000	-0.526	1.000	0.000	0.022	0.008
527.000	-0.527	1.000	0.000	-0.006	0.008
528.000	-0.528	1.000	0.000	0.032	0.008
529.000	-0.529	1.000	0.000	-0.003	0.008
