# Title: Dye Laser Frequency Scan, Depressed Limit
# Note:	Dye laser frequency scan to find the depressed ionization limit. Using HP 214B with a -100V pulse applied to bottom plate.
# Type:	Frequency
# Hittite Freq:	NaN
# Hittite: Power	NaN
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	MAX
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
i	f	n	nb	s	sb
0	95.18	0.00899643	-0.00286479	0.00645286	0.00558144	
1	95.08	0.00899643	-0.00286479	0.00247391	0.00558144	
2	94.98	0.00899643	-0.00286479	0.00303294	0.00558144	
3	94.98	0.00899643	-0.00286479	0.0049402	0.00558144	
4	94.68	0.00899643	-0.00286479	0.00148739	0.00558144	
5	94.68	0.00899643	-0.00286479	0.00411811	0.00558144	
6	94.78	0.00899643	-0.00286479	0.00444694	0.00558144	
7	94.68	0.00899643	-0.00286479	0.00329601	0.00558144	
8	94.38	0.00899643	-0.00286479	0.00477578	0.00558144	
9	94.48	0.00899643	-0.00286479	4.05043E-5	0.00558144	
10	94.38	0.00899643	-0.00286479	0.0016847	0.00558144	
11	94.18	0.00899643	-0.00286479	0.00145451	0.00558144	
12	94.18	0.00899643	-0.00286479	0.00641998	0.00558144	
13	93.98	0.00899643	-0.00286479	0.00513751	0.00558144	
14	93.98	0.00899643	-0.00286479	0.00346043	0.00558144	
15	93.88	0.00899643	-0.00286479	0.0045456	0.00558144	
16	93.78	0.00899643	-0.00286479	0.00201354	0.00558144	
17	93.78	0.00899643	-0.00286479	0.00428252	0.00558144	
18	93.58	0.00899643	-0.00286479	0.000895485	0.00558144	
19	93.88	0.00899643	-0.00286479	-0.000518522	0.00558144	
20	93.38	0.00899643	-0.00286479	0.00365773	0.00558144	
21	93.38	0.00899643	-0.00286479	0.0059596	0.00558144	
22	93.38	0.00899643	-0.00286479	0.00411811	0.00558144	
23	93.28	0.00899643	-0.00286479	0.00540058	0.00558144	
24	93.28	0.00899643	-0.00286479	0.00375638	0.00558144	
25	93.18	0.00899643	-0.00286479	0.00385503	0.00558144	
26	93.08	0.00899643	-0.00286479	0.000237808	0.00558144	
27	92.98	0.00899643	-0.00286479	0.000731066	0.00558144	
28	92.78	0.00899643	-0.00286479	0.0067817	0.00558144	
29	92.58	0.00899643	-0.00286479	0.00142163	0.00558144	
30	92.48	0.00899643	-0.00286479	0.00451271	0.00558144	
31	92.28	0.00899643	-0.00286479	0.00526904	0.00558144	
32	92.28	0.00899643	-0.00286479	0.00457848	0.00558144	
33	92.28	0.00899643	-0.00286479	0.0020793	0.00558144	
34	91.98	0.00899643	-0.00286479	-0.000584289	0.00558144	
35	91.98	0.00899643	-0.00286479	0.00753803	0.00558144	
36	91.88	0.00899643	-0.00286479	0.00421676	0.00558144	
37	91.58	0.00899643	-0.00286479	0.00461136	0.00558144	
38	91.48	0.00899643	-0.00286479	0.00181623	0.00558144	
39	91.38	0.00899643	-0.00286479	0.00273698	0.00558144	
40	91.08	0.00899643	-0.00286479	0.00480867	0.00558144	
41	90.98	0.00899643	-0.00286479	0.00059953	0.00558144	
42	90.78	0.00899643	-0.00286479	0.0039208	0.00558144	
43	90.38	0.00899643	-0.00286479	0.00533481	0.00558144	
44	90.28	0.00899643	-0.00286479	0.0037235	0.00558144	
45	90.18	0.00899643	-0.00286479	0.00323024	0.00558144	
46	89.98	0.00899643	-0.00286479	0.00198065	0.00558144	
47	89.68	0.00899643	-0.00286479	0.00138874	0.00558144	
48	89.48	0.00899643	-0.00286479	0.00323024	0.00558144	
49	89.28	0.00899643	-0.00286479	0.000435111	0.00558144	
50	89.08	0.00899643	-0.00286479	0.00428252	0.00558144	
51	88.88	0.00899643	-0.00286479	0.00546634	0.00558144	
52	88.58	0.00899643	-0.00286479	0.00418387	0.00558144	
53	88.48	0.00899643	-0.00286479	0.00257256	0.00558144	
54	88.38	0.00899643	-0.00286479	0.006979	0.00558144	
55	87.98	0.00899643	-0.00286479	0.000829717	0.00558144	
56	87.68	0.00899643	-0.00286479	0.00221084	0.00558144	
57	87.28	0.00899643	-0.00286479	0.00109279	0.00558144	
58	87.18	0.00899643	-0.00286479	0.00253968	0.00558144	
59	86.98	0.00899643	-0.00286479	0.000829717	0.00558144	
60	86.78	0.00899643	-0.00286479	0.00582807	0.00558144	
61	86.48	0.00899643	-0.00286479	0.000731066	0.00558144	
62	86.38	0.00899643	-0.00286479	0.00520327	0.00558144	
63	86.18	0.00899643	-0.00286479	0.00152028	0.00558144	
64	86.08	0.00899643	-0.00286479	0.00122432	0.00558144	
65	84.98	0.00899643	-0.00286479	0.00224372	0.00558144	
66	85.08	0.00899643	-0.00286479	0.00342754	0.00558144	
67	84.98	0.00899643	-0.00286479	0.000928369	0.00558144	
68	84.58	0.00899643	-0.00286479	0.00283563	0.00558144	
69	84.38	0.00899643	-0.00286479	0.00395369	0.00558144	
70	84.18	0.00899643	-0.00286479	-0.000255451	0.00558144	
71	83.78	0.00899643	-0.00286479	0.00247391	0.00558144	
72	83.68	0.00899643	-0.00286479	0.00286852	0.00558144	
73	83.58	0.00899643	-0.00286479	0.00513751	0.00558144	
74	83.28	0.00899643	-0.00286479	0.000665298	0.00558144	
75	82.78	0.00899643	-0.00286479	0.000435111	0.00558144	
76	82.68	0.00899643	-0.00286479	0.00178335	0.00558144	
77	82.38	0.00899643	-0.00286479	0.00171758	0.00558144	
78	81.78	0.00899643	-0.00286479	0.00240814	0.00558144	
79	82.08	0.00899643	-0.00286479	0.00191489	0.00558144	
80	81.48	0.00899643	-0.00286479	0.000862601	0.00558144	
81	81.18	0.00899643	-0.00286479	0.00129009	0.00558144	
82	81.18	0.00899643	-0.00286479	0.00145451	0.00558144	
83	80.88	0.00899643	-0.00286479	0.00165181	0.00558144	
84	80.68	0.00899643	-0.00286479	0.00306582	0.00558144	
85	80.38	0.00899643	-0.00286479	0.000435111	0.00558144	
86	80.28	0.00899643	-0.00286479	0.000270691	0.00558144	
87	80.18	0.00899643	-0.00286479	-0.00318212	0.00558144	
88	79.78	0.00899643	-0.00286479	0.000895485	0.00558144	
89	79.68	0.00899643	-0.00286479	0.00148739	0.00558144	
90	79.38	0.00899643	-0.00286479	0.000204924	0.00558144	
91	78.88	0.00899643	-0.00286479	0.00142163	0.00558144	
92	78.58	0.00899643	-0.00286479	0.000270691	0.00558144	
93	78.58	0.00899643	-0.00286479	0.00142163	0.00558144	
94	78.38	0.00899643	-0.00286479	0.00138874	0.00558144	
95	77.98	0.00899643	-0.00286479	0.00115856	0.00558144	
96	77.58	0.00899643	-0.00286479	0.00135586	0.00558144	
97	77.08	0.00899643	-0.00286479	-0.000617173	0.00558144	
98	77.08	0.00899643	-0.00286479	0.000237808	0.00558144	
99	76.78	0.00899643	-0.00286479	0.00138874	0.00558144	
100	76.88	0.00899643	-0.00286479	0.00490732	0.00558144	
101	76.08	0.00899643	-0.00286479	0.00336178	0.00558144	
102	75.38	0.00899643	-0.00286479	0.00253968	0.00558144	
103	75.58	0.00899643	-0.00286479	0.00418387	0.00558144	
104	75.08	0.00899643	-0.00286479	0.00336178	0.00558144	
105	74.98	0.00899643	-0.00286479	0.0025068	0.00558144	
106	74.58	0.00899643	-0.00286479	0.00355908	0.00558144	
107	74.28	0.00899643	-0.00286479	0.0039208	0.00558144	
108	73.88	0.00899643	-0.00286479	0.00609114	0.00558144	
109	73.68	0.00899643	-0.00286479	-0.00189964	0.00558144	
110	73.28	0.00899643	-0.00286479	0.00125721	0.00558144	
111	73.18	0.00899643	-0.00286479	-0.000288334	0.00558144	
112	72.68	0.00899643	-0.00286479	0.00132298	0.00558144	
