# Title: Dye Laser Frequency Scan, Depressed Limit
# Note:	Dye laser frequency scan to find the depressed ionization limit. SFIP with 150 VDC (Max before failure). Long (1500 ns) integration gate.
# Type:	Frequency
# Hittite Freq:	NaN
# Hittite: Power	NaN
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	MAX
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
i	f	n	nb	s	sb
0	95.48	0.0202493	-0.00344519	0.052852	0.0106932	
1	95.08	0.0202493	-0.00344519	0.0543647	0.0106932	
2	95.08	0.0202493	-0.00344519	0.0540687	0.0106932	
3	94.88	0.0202493	-0.00344519	0.0577517	0.0106932	
4	94.58	0.0202493	-0.00344519	0.0509776	0.0106932	
5	94.18	0.0202493	-0.00344519	0.0480181	0.0106932	
6	94.08	0.0202493	-0.00344519	0.0514051	0.0106932	
7	93.98	0.0202493	-0.00344519	0.055121	0.0106932	
8	93.78	0.0202493	-0.00344519	0.0503857	0.0106932	
9	93.68	0.0202493	-0.00344519	0.0493663	0.0106932	
10	93.28	0.0202493	-0.00344519	0.0501555	0.0106932	
11	92.78	0.0202493	-0.00344519	0.0501227	0.0106932	
12	92.78	0.0202493	-0.00344519	0.050583	0.0106932	
13	92.48	0.0202493	-0.00344519	0.053707	0.0106932	
14	91.88	0.0202493	-0.00344519	0.0515695	0.0106932	
15	91.78	0.0202493	-0.00344519	0.0495965	0.0106932	
16	91.48	0.0202493	-0.00344519	0.050024	0.0106932	
17	90.88	0.0202493	-0.00344519	0.0497609	0.0106932	
18	90.68	0.0202493	-0.00344519	0.0508461	0.0106932	
19	90.08	0.0202493	-0.00344519	0.0484785	0.0106932	
20	89.68	0.0202493	-0.00344519	0.0464725	0.0106932	
21	89.28	0.0202493	-0.00344519	0.0499254	0.0106932	
22	88.58	0.0202493	-0.00344519	0.0499582	0.0106932	
23	88.08	0.0202493	-0.00344519	0.0486429	0.0106932	
24	87.68	0.0202493	-0.00344519	0.0551539	0.0106932	
25	87.18	0.0202493	-0.00344519	0.0549237	0.0106932	
26	86.58	0.0202493	-0.00344519	0.0509776	0.0106932	
27	86.08	0.0202493	-0.00344519	0.0573242	0.0106932	
28	85.58	0.0202493	-0.00344519	0.0506159	0.0106932	
29	84.98	0.0202493	-0.00344519	0.0473604	0.0106932	
30	84.58	0.0202493	-0.00344519	0.0554827	0.0106932	
31	83.78	0.0202493	-0.00344519	0.0532137	0.0106932	
32	83.08	0.0202493	-0.00344519	0.0526547	0.0106932	
33	82.28	0.0202493	-0.00344519	0.0547922	0.0106932	
34	81.48	0.0202493	-0.00344519	0.0493006	0.0106932	
35	80.28	0.0202493	-0.00344519	0.0553841	0.0106932	
36	79.88	0.0202493	-0.00344519	0.0536412	0.0106932	
37	79.38	0.0202493	-0.00344519	0.0536741	0.0106932	
38	78.68	0.0202493	-0.00344519	0.0530822	0.0106932	
39	77.18	0.0202493	-0.00344519	0.0494321	0.0106932	
40	76.78	0.0202493	-0.00344519	0.0509776	0.0106932	
