# Delay scan
# MW at 19 dB, 18.5132 GHz x2, 18.6 dB
# Laser at 365858 GHz, 0th Resonance.
# PM at 3.0 (28.5 dB)
# 0 mV static
i	d	s	sb	n	nb
6376.000	68116.000	0.135	-0.011	-0.356	0.167
6375.000	68126.000	0.147	-0.011	-0.356	0.167
6374.000	68136.000	0.146	-0.011	-0.356	0.167
6373.000	68146.000	0.124	-0.011	-0.356	0.167
6372.000	68156.000	0.160	-0.011	-0.356	0.167
6371.000	68166.000	0.142	-0.011	-0.356	0.167
6370.000	68176.000	0.149	-0.011	-0.356	0.167
6369.000	68186.000	0.135	-0.011	-0.356	0.167
6368.000	68196.000	0.160	-0.011	-0.356	0.167
6367.000	68206.000	0.177	-0.011	-0.356	0.167
6366.000	68216.000	0.175	-0.011	-0.356	0.167
6365.000	68226.000	0.137	-0.011	-0.356	0.167
6364.000	68236.000	0.139	-0.011	-0.356	0.167
6363.000	68246.000	0.123	-0.011	-0.356	0.167
6362.000	68256.000	0.155	-0.011	-0.356	0.167
6361.000	68266.000	0.135	-0.011	-0.356	0.167
6360.000	68276.000	0.139	-0.011	-0.356	0.167
6359.000	68286.000	0.154	-0.011	-0.356	0.167
6358.000	68296.000	0.145	-0.011	-0.356	0.167
6357.000	68306.000	0.126	-0.011	-0.356	0.167
6356.000	68316.000	0.107	-0.011	-0.356	0.167
6355.000	68326.000	0.127	-0.011	-0.356	0.167
6354.000	68336.000	0.127	-0.011	-0.356	0.167
6353.000	68346.000	0.143	-0.011	-0.356	0.167
6352.000	68356.000	0.143	-0.011	-0.356	0.167
6351.000	68366.000	0.163	-0.011	-0.356	0.167
6350.000	68376.000	0.162	-0.011	-0.356	0.167
6349.000	68386.000	0.170	-0.011	-0.356	0.167
6348.000	68396.000	0.168	-0.011	-0.356	0.167
6347.000	68406.000	0.172	-0.011	-0.356	0.167
6346.000	68416.000	0.172	-0.011	-0.356	0.167
6345.000	68426.000	0.148	-0.011	-0.356	0.167
6344.000	68436.000	0.151	-0.011	-0.356	0.167
6343.000	68446.000	0.187	-0.011	-0.356	0.167
6342.000	68456.000	0.202	-0.011	-0.356	0.167
6341.000	68466.000	0.171	-0.011	-0.356	0.167
6340.000	68476.000	0.155	-0.011	-0.356	0.167
6339.000	68486.000	0.172	-0.011	-0.356	0.167
6338.000	68496.000	0.177	-0.011	-0.356	0.167
6337.000	68506.000	0.160	-0.011	-0.356	0.167
6336.000	68516.000	0.143	-0.011	-0.356	0.167
