# Delay scan
# MW at 19 dB
# Laser at 365854 GHz, 0th Resonance.
# PM at 2.4 (30.5 dB)
# 40 mV static
i	d	s	b
9307.000	54754.000	0.179	-0.019
9306.000	54764.000	0.151	-0.019
9305.000	54774.000	0.093	-0.019
9304.000	54784.000	0.192	-0.019
9303.000	54794.000	0.154	-0.019
9302.000	54804.000	0.151	-0.019
9301.000	54814.000	0.096	-0.019
9300.000	54824.000	0.069	-0.019
9299.000	54834.000	0.177	-0.019
9298.000	54844.000	0.132	-0.019
9297.000	54854.000	0.164	-0.019
9296.000	54864.000	0.150	-0.019
9295.000	54874.000	0.148	-0.019
9294.000	54884.000	0.118	-0.019
9293.000	54894.000	0.174	-0.019
9292.000	54904.000	0.162	-0.019
9291.000	54914.000	0.099	-0.019
9290.000	54924.000	0.126	-0.019
9289.000	54934.000	0.120	-0.019
9288.000	54944.000	0.062	-0.019
9287.000	54954.000	0.141	-0.019
9286.000	54964.000	0.172	-0.019
9285.000	54974.000	0.138	-0.019
9284.000	54984.000	0.145	-0.019
9283.000	54994.000	0.081	-0.019
9282.000	55004.000	0.126	-0.019
9281.000	55014.000	0.128	-0.019
9280.000	55024.000	0.168	-0.019
9279.000	55034.000	0.122	-0.019
9278.000	55044.000	0.134	-0.019
9277.000	55054.000	0.104	-0.019
9276.000	55064.000	0.087	-0.019
9275.000	55074.000	0.207	-0.019
9274.000	55084.000	0.199	-0.019
9273.000	55094.000	0.130	-0.019
9272.000	55104.000	0.096	-0.019
9271.000	55114.000	0.156	-0.019
9270.000	55124.000	0.159	-0.019
9269.000	55134.000	0.150	-0.019
9268.000	55144.000	0.102	-0.019
9267.000	55154.000	0.071	-0.019
9266.000	55164.000	0.075	-0.019
9265.000	55174.000	0.083	-0.019
9264.000	55184.000	0.141	-0.019
9263.000	55194.000	0.076	-0.019
9262.000	55204.000	0.153	-0.019
9261.000	55214.000	0.135	-0.019
9260.000	55224.000	0.179	-0.019
9259.000	55234.000	0.167	-0.019
9258.000	55244.000	0.182	-0.019
9257.000	55254.000	0.114	-0.019
9256.000	55264.000	0.178	-0.019
9255.000	55274.000	0.121	-0.019
9254.000	55284.000	0.125	-0.019
9253.000	55294.000	0.168	-0.019
9252.000	55304.000	0.107	-0.019
9251.000	55314.000	0.120	-0.019
9250.000	55324.000	0.102	-0.019
9249.000	55334.000	0.095	-0.019
9248.000	55344.000	0.123	-0.019
9247.000	55354.000	0.088	-0.019
9246.000	55364.000	0.140	-0.019
9245.000	55374.000	0.098	-0.019
9244.000	55384.000	0.128	-0.019
9243.000	55394.000	0.119	-0.019
9242.000	55404.000	0.210	-0.019
9241.000	55414.000	0.182	-0.019
9240.000	55424.000	0.107	-0.019
9239.000	55434.000	0.129	-0.019
9238.000	55444.000	0.156	-0.019
9237.000	55454.000	0.104	-0.019
9236.000	55464.000	0.114	-0.019
9235.000	55474.000	0.154	-0.019
9234.000	55484.000	0.180	-0.019
9233.000	55494.000	0.129	-0.019
9232.000	55504.000	0.104	-0.019
9231.000	55514.000	0.099	-0.019
9230.000	55524.000	0.116	-0.019
9229.000	55534.000	0.167	-0.019
9228.000	55544.000	0.184	-0.019
9227.000	55554.000	0.213	-0.019
9226.000	55564.000	0.181	-0.019
9225.000	55574.000	0.136	-0.019
9224.000	55584.000	0.152	-0.019
9223.000	55594.000	0.144	-0.019
9222.000	55604.000	0.181	-0.019
9221.000	55614.000	0.169	-0.019
9220.000	55624.000	0.173	-0.019
9219.000	55634.000	0.170	-0.019
9218.000	55644.000	0.115	-0.019
9217.000	55654.000	0.225	-0.019
9216.000	55664.000	0.154	-0.019
9215.000	55674.000	0.169	-0.019
9214.000	55684.000	0.166	-0.019
9213.000	55694.000	0.111	-0.019
9212.000	55704.000	0.140	-0.019
9211.000	55714.000	0.195	-0.019
9210.000	55724.000	0.132	-0.019
9209.000	55734.000	0.112	-0.019
9208.000	55744.000	0.153	-0.019
9207.000	55754.000	0.135	-0.019
9206.000	55764.000	0.158	-0.019
9205.000	55774.000	0.113	-0.019
9204.000	55784.000	0.083	-0.019
9203.000	55794.000	0.146	-0.019
9202.000	55804.000	0.155	-0.019
9201.000	55814.000	0.081	-0.019
9200.000	55824.000	0.103	-0.019
9199.000	55834.000	0.106	-0.019
9198.000	55844.000	0.184	-0.019
9197.000	55854.000	0.177	-0.019
9196.000	55864.000	0.258	-0.019
9195.000	55874.000	0.201	-0.019
9194.000	55884.000	0.153	-0.019
9193.000	55894.000	0.174	-0.019
9192.000	55904.000	0.148	-0.019
9191.000	55914.000	0.184	-0.019
9190.000	55924.000	0.141	-0.019
9189.000	55934.000	0.142	-0.019
9188.000	55944.000	0.194	-0.019
9187.000	55954.000	0.200	-0.019
9186.000	55964.000	0.144	-0.019
9185.000	55974.000	0.168	-0.019
9184.000	55984.000	0.183	-0.019
9183.000	55994.000	0.202	-0.019
9182.000	56004.000	0.183	-0.019
9181.000	56014.000	0.150	-0.019
9180.000	56024.000	0.153	-0.019
9179.000	56034.000	0.187	-0.019
9178.000	56044.000	0.147	-0.019
9177.000	56054.000	0.119	-0.019
9176.000	56064.000	0.134	-0.019
9175.000	56074.000	0.137	-0.019
9174.000	56084.000	0.174	-0.019
9173.000	56094.000	0.211	-0.019
9172.000	56104.000	0.229	-0.019
9171.000	56114.000	0.192	-0.019
9170.000	56124.000	0.120	-0.019
9169.000	56134.000	0.135	-0.019
9168.000	56144.000	0.186	-0.019
9167.000	56154.000	0.159	-0.019
9166.000	56164.000	0.265	-0.019
9165.000	56174.000	0.172	-0.019
9164.000	56184.000	0.136	-0.019
9163.000	56194.000	0.157	-0.019
9162.000	56204.000	0.144	-0.019
9161.000	56214.000	0.182	-0.019
9160.000	56224.000	0.250	-0.019
9159.000	56234.000	0.166	-0.019
9158.000	56244.000	0.158	-0.019
9157.000	56254.000	0.134	-0.019
9156.000	56264.000	0.133	-0.019
9155.000	56274.000	0.114	-0.019
9154.000	56284.000	0.115	-0.019
9153.000	56294.000	0.106	-0.019
9152.000	56304.000	0.168	-0.019
9151.000	56314.000	0.140	-0.019
9150.000	56324.000	0.139	-0.019
9149.000	56334.000	0.146	-0.019
9148.000	56344.000	0.177	-0.019
9147.000	56354.000	0.141	-0.019
9146.000	56364.000	0.138	-0.019
9145.000	56374.000	0.183	-0.019
9144.000	56384.000	0.140	-0.019
9143.000	56394.000	0.123	-0.019
9142.000	56404.000	0.165	-0.019
9141.000	56414.000	0.154	-0.019
9140.000	56424.000	0.171	-0.019
9139.000	56434.000	0.105	-0.019
9138.000	56444.000	0.154	-0.019
9137.000	56454.000	0.121	-0.019
9136.000	56464.000	0.136	-0.019
9135.000	56474.000	0.120	-0.019
9134.000	56484.000	0.172	-0.019
9133.000	56494.000	0.168	-0.019
9132.000	56504.000	0.143	-0.019
9131.000	56514.000	0.156	-0.019
9130.000	56524.000	0.140	-0.019
9129.000	56534.000	0.179	-0.019
9128.000	56544.000	0.211	-0.019
9127.000	56554.000	0.135	-0.019
9126.000	56564.000	0.148	-0.019
9125.000	56574.000	0.179	-0.019
9124.000	56584.000	0.187	-0.019
9123.000	56594.000	0.121	-0.019
9122.000	56604.000	0.145	-0.019
9121.000	56614.000	0.133	-0.019
9120.000	56624.000	0.142	-0.019
9119.000	56634.000	0.168	-0.019
9118.000	56644.000	0.229	-0.019
9117.000	56654.000	0.164	-0.019
9116.000	56664.000	0.156	-0.019
9115.000	56674.000	0.183	-0.019
9114.000	56684.000	0.216	-0.019
9113.000	56694.000	0.169	-0.019
9112.000	56704.000	0.128	-0.019
9111.000	56714.000	0.224	-0.019
9110.000	56724.000	0.138	-0.019
9109.000	56734.000	0.107	-0.019
9108.000	56744.000	0.182	-0.019
9107.000	56754.000	0.161	-0.019
9106.000	56764.000	0.145	-0.019
9105.000	56774.000	0.163	-0.019
9104.000	56784.000	0.122	-0.019
9103.000	56794.000	0.153	-0.019
9102.000	56804.000	0.248	-0.019
9101.000	56814.000	0.166	-0.019
9100.000	56824.000	0.186	-0.019
9099.000	56834.000	0.151	-0.019
9098.000	56844.000	0.182	-0.019
9097.000	56854.000	0.169	-0.019
9096.000	56864.000	0.123	-0.019
9095.000	56874.000	0.143	-0.019
9094.000	56884.000	0.137	-0.019
9093.000	56894.000	0.095	-0.019
9092.000	56904.000	0.087	-0.019
9091.000	56914.000	0.162	-0.019
9090.000	56924.000	0.129	-0.019
9089.000	56934.000	0.208	-0.019
9088.000	56944.000	0.219	-0.019
9087.000	56954.000	0.128	-0.019
9086.000	56964.000	0.103	-0.019
9085.000	56974.000	0.139	-0.019
9084.000	56984.000	0.126	-0.019
9083.000	56994.000	0.195	-0.019
9082.000	57004.000	0.146	-0.019
9081.000	57014.000	0.126	-0.019
9080.000	57024.000	0.169	-0.019
9079.000	57034.000	0.146	-0.019
9078.000	57044.000	0.145	-0.019
9077.000	57054.000	0.154	-0.019
9076.000	57064.000	0.121	-0.019
9075.000	57074.000	0.148	-0.019
9074.000	57084.000	0.146	-0.019
9073.000	57094.000	0.094	-0.019
9072.000	57104.000	0.124	-0.019
9071.000	57114.000	0.170	-0.019
9070.000	57124.000	0.121	-0.019
9069.000	57134.000	0.112	-0.019
9068.000	57144.000	0.180	-0.019
9067.000	57154.000	0.142	-0.019
9066.000	57164.000	0.185	-0.019
9065.000	57174.000	0.151	-0.019
9064.000	57184.000	0.172	-0.019
9063.000	57194.000	0.116	-0.019
9062.000	57204.000	0.200	-0.019
9061.000	57214.000	0.273	-0.019
9060.000	57224.000	0.196	-0.019
9059.000	57234.000	0.170	-0.019
9058.000	57244.000	0.160	-0.019
9057.000	57254.000	0.099	-0.019
9056.000	57264.000	0.152	-0.019
9055.000	57274.000	0.142	-0.019
9054.000	57284.000	0.170	-0.019
9053.000	57294.000	0.142	-0.019
9052.000	57304.000	0.150	-0.019
9051.000	57314.000	0.134	-0.019
9050.000	57324.000	0.157	-0.019
9049.000	57334.000	0.100	-0.019
9048.000	57344.000	0.169	-0.019
9047.000	57354.000	0.101	-0.019
9046.000	57364.000	0.134	-0.019
9045.000	57374.000	0.104	-0.019
9044.000	57384.000	0.190	-0.019
9043.000	57394.000	0.128	-0.019
9042.000	57404.000	0.210	-0.019
9041.000	57414.000	0.224	-0.019
9040.000	57424.000	0.170	-0.019
9039.000	57434.000	0.151	-0.019
9038.000	57444.000	0.170	-0.019
9037.000	57454.000	0.130	-0.019
9036.000	57464.000	0.080	-0.019
9035.000	57474.000	0.116	-0.019
9034.000	57484.000	0.125	-0.019
9033.000	57494.000	0.199	-0.019
9032.000	57504.000	0.217	-0.019
9031.000	57514.000	0.170	-0.019
9030.000	57524.000	0.135	-0.019
9029.000	57534.000	0.169	-0.019
9028.000	57544.000	0.146	-0.019
9027.000	57554.000	0.162	-0.019
9026.000	57564.000	0.094	-0.019
9025.000	57574.000	0.205	-0.019
9024.000	57584.000	0.178	-0.019
9023.000	57594.000	0.153	-0.019
9022.000	57604.000	0.151	-0.019
9021.000	57614.000	0.115	-0.019
9020.000	57624.000	0.248	-0.019
9019.000	57634.000	0.118	-0.019
9018.000	57644.000	0.116	-0.019
9017.000	57654.000	0.147	-0.019
9016.000	57664.000	0.148	-0.019
9015.000	57674.000	0.124	-0.019
9014.000	57684.000	0.112	-0.019
9013.000	57694.000	0.080	-0.019
9012.000	57704.000	0.169	-0.019
9011.000	57714.000	0.134	-0.019
9010.000	57724.000	0.104	-0.019
9009.000	57734.000	0.221	-0.019
9008.000	57744.000	0.143	-0.019
9007.000	57754.000	0.130	-0.019
9006.000	57764.000	0.176	-0.019
9005.000	57774.000	0.155	-0.019
9004.000	57784.000	0.185	-0.019
9003.000	57794.000	0.157	-0.019
9002.000	57804.000	0.148	-0.019
9001.000	57814.000	0.103	-0.019
9000.000	57824.000	0.214	-0.019
8999.000	57834.000	0.153	-0.019
8998.000	57844.000	0.161	-0.019
8997.000	57854.000	0.176	-0.019
8996.000	57864.000	0.165	-0.019
8995.000	57874.000	0.120	-0.019
8994.000	57884.000	0.134	-0.019
8993.000	57894.000	0.124	-0.019
8992.000	57904.000	0.080	-0.019
8991.000	57914.000	0.155	-0.019
8990.000	57924.000	0.160	-0.019
8989.000	57934.000	0.176	-0.019
8988.000	57944.000	0.181	-0.019
8987.000	57954.000	0.138	-0.019
8986.000	57964.000	0.125	-0.019
8985.000	57974.000	0.090	-0.019
8984.000	57984.000	0.168	-0.019
8983.000	57994.000	0.146	-0.019
8982.000	58004.000	0.099	-0.019
8981.000	58014.000	0.192	-0.019
8980.000	58024.000	0.187	-0.019
8979.000	58034.000	0.156	-0.019
8978.000	58044.000	0.155	-0.019
8977.000	58054.000	0.185	-0.019
8976.000	58064.000	0.140	-0.019
8975.000	58074.000	0.144	-0.019
8974.000	58084.000	0.247	-0.019
8973.000	58094.000	0.174	-0.019
8972.000	58104.000	0.138	-0.019
8971.000	58114.000	0.119	-0.019
8970.000	58124.000	0.096	-0.019
8969.000	58134.000	0.163	-0.019
8968.000	58144.000	0.144	-0.019
8967.000	58154.000	0.128	-0.019
8966.000	58164.000	0.167	-0.019
8965.000	58174.000	0.184	-0.019
8964.000	58184.000	0.142	-0.019
8963.000	58194.000	0.065	-0.019
8962.000	58204.000	0.123	-0.019
8961.000	58214.000	0.176	-0.019
8960.000	58224.000	0.172	-0.019
8959.000	58234.000	0.193	-0.019
8958.000	58244.000	0.172	-0.019
8957.000	58254.000	0.136	-0.019
8956.000	58264.000	0.167	-0.019
8955.000	58274.000	0.209	-0.019
8954.000	58284.000	0.164	-0.019
8953.000	58294.000	0.195	-0.019
8952.000	58304.000	0.100	-0.019
8951.000	58314.000	0.175	-0.019
8950.000	58324.000	0.179	-0.019
8949.000	58334.000	0.158	-0.019
8948.000	58344.000	0.116	-0.019
8947.000	58354.000	0.105	-0.019
8946.000	58364.000	0.148	-0.019
8945.000	58374.000	0.146	-0.019
8944.000	58384.000	0.140	-0.019
8943.000	58394.000	0.080	-0.019
8942.000	58404.000	0.148	-0.019
8941.000	58414.000	0.185	-0.019
8940.000	58424.000	0.137	-0.019
8939.000	58434.000	0.136	-0.019
8938.000	58444.000	0.107	-0.019
8937.000	58454.000	0.105	-0.019
8936.000	58464.000	0.202	-0.019
8935.000	58474.000	0.143	-0.019
8934.000	58484.000	0.092	-0.019
8933.000	58494.000	0.103	-0.019
8932.000	58504.000	0.132	-0.019
8931.000	58514.000	0.133	-0.019
8930.000	58524.000	0.127	-0.019
8929.000	58534.000	0.231	-0.019
8928.000	58544.000	0.173	-0.019
8927.000	58554.000	0.191	-0.019
8926.000	58564.000	0.153	-0.019
8925.000	58574.000	0.167	-0.019
8924.000	58584.000	0.165	-0.019
8923.000	58594.000	0.123	-0.019
8922.000	58604.000	0.129	-0.019
8921.000	58614.000	0.104	-0.019
8920.000	58624.000	0.091	-0.019
8919.000	58634.000	0.185	-0.019
8918.000	58644.000	0.083	-0.019
8917.000	58654.000	0.147	-0.019
8916.000	58664.000	0.145	-0.019
8915.000	58674.000	0.125	-0.019
8914.000	58684.000	0.083	-0.019
8913.000	58694.000	0.116	-0.019
8912.000	58704.000	0.054	-0.019
8911.000	58714.000	0.138	-0.019
8910.000	58724.000	0.088	-0.019
8909.000	58734.000	0.076	-0.019
8908.000	58744.000	0.158	-0.019
8907.000	58754.000	0.084	-0.019
8906.000	58764.000	0.144	-0.019
8905.000	58774.000	0.139	-0.019
8904.000	58784.000	0.183	-0.019
8903.000	58794.000	0.128	-0.019
8902.000	58804.000	0.102	-0.019
8901.000	58814.000	0.094	-0.019
8900.000	58824.000	0.150	-0.019
8899.000	58834.000	0.155	-0.019
8898.000	58844.000	0.112	-0.019
8897.000	58854.000	0.094	-0.019
8896.000	58864.000	0.149	-0.019
8895.000	58874.000	0.143	-0.019
8894.000	58884.000	0.176	-0.019
8893.000	58894.000	0.165	-0.019
8892.000	58904.000	0.073	-0.019
8891.000	58914.000	0.096	-0.019
8890.000	58924.000	0.198	-0.019
8889.000	58934.000	0.167	-0.019
8888.000	58944.000	0.165	-0.019
8887.000	58954.000	0.160	-0.019
8886.000	58964.000	0.125	-0.019
8885.000	58974.000	0.102	-0.019
8884.000	58984.000	0.202	-0.019
8883.000	58994.000	0.180	-0.019
8882.000	59004.000	0.158	-0.019
8881.000	59014.000	0.182	-0.019
8880.000	59024.000	0.107	-0.019
8879.000	59034.000	0.111	-0.019
8878.000	59044.000	0.156	-0.019
8877.000	59054.000	0.161	-0.019
8876.000	59064.000	0.082	-0.019
8875.000	59074.000	0.114	-0.019
8874.000	59084.000	0.144	-0.019
8873.000	59094.000	0.105	-0.019
8872.000	59104.000	0.134	-0.019
8871.000	59114.000	0.099	-0.019
8870.000	59124.000	0.102	-0.019
8869.000	59134.000	0.140	-0.019
8868.000	59144.000	0.141	-0.019
8867.000	59154.000	0.137	-0.019
8866.000	59164.000	0.126	-0.019
8865.000	59174.000	0.131	-0.019
8864.000	59184.000	0.093	-0.019
8863.000	59194.000	0.087	-0.019
8862.000	59204.000	0.078	-0.019
8861.000	59214.000	0.056	-0.019
8860.000	59224.000	0.074	-0.019
8859.000	59234.000	0.139	-0.019
8858.000	59244.000	0.094	-0.019
8857.000	59254.000	0.111	-0.019
8856.000	59264.000	0.099	-0.019
8855.000	59274.000	0.086	-0.019
8854.000	59284.000	0.101	-0.019
8853.000	59294.000	0.148	-0.019
8852.000	59304.000	0.148	-0.019
8851.000	59314.000	0.186	-0.019
8850.000	59324.000	0.149	-0.019
8849.000	59334.000	0.101	-0.019
8848.000	59344.000	0.176	-0.019
8847.000	59354.000	0.150	-0.019
8846.000	59364.000	0.176	-0.019
8845.000	59374.000	0.105	-0.019
8844.000	59384.000	0.156	-0.019
8843.000	59394.000	0.205	-0.019
8842.000	59404.000	0.108	-0.019
8841.000	59414.000	0.085	-0.019
8840.000	59424.000	0.118	-0.019
8839.000	59434.000	0.119	-0.019
8838.000	59444.000	0.072	-0.019
8837.000	59454.000	0.120	-0.019
