# Delay scan
# MW at 19 dB, 18.5132 GHz x2, 18.6 dB
# Laser at 365858 GHz, 0th Resonance.
# PM at 2.4 (30.5 dB)
# 0 mV static
i	d	s	sb	n	nb
6376.000	68116.000	0.130	-0.006	-0.335	0.161
6375.000	68126.000	0.125	-0.006	-0.335	0.161
6374.000	68136.000	0.126	-0.006	-0.335	0.161
6373.000	68146.000	0.135	-0.006	-0.335	0.161
6372.000	68156.000	0.146	-0.006	-0.335	0.161
6371.000	68166.000	0.163	-0.006	-0.335	0.161
6370.000	68176.000	0.155	-0.006	-0.335	0.161
6369.000	68186.000	0.157	-0.006	-0.335	0.161
6368.000	68196.000	0.184	-0.006	-0.335	0.161
6367.000	68206.000	0.159	-0.006	-0.335	0.161
6366.000	68216.000	0.182	-0.006	-0.335	0.161
6365.000	68226.000	0.153	-0.006	-0.335	0.161
6364.000	68236.000	0.152	-0.006	-0.335	0.161
6363.000	68246.000	0.176	-0.006	-0.335	0.161
6362.000	68256.000	0.164	-0.006	-0.335	0.161
6361.000	68266.000	0.174	-0.006	-0.335	0.161
6360.000	68276.000	0.169	-0.006	-0.335	0.161
6359.000	68286.000	0.146	-0.006	-0.335	0.161
6358.000	68296.000	0.145	-0.006	-0.335	0.161
6357.000	68306.000	0.118	-0.006	-0.335	0.161
6356.000	68316.000	0.134	-0.006	-0.335	0.161
6355.000	68326.000	0.153	-0.006	-0.335	0.161
6354.000	68336.000	0.161	-0.006	-0.335	0.161
6353.000	68346.000	0.150	-0.006	-0.335	0.161
6352.000	68356.000	0.143	-0.006	-0.335	0.161
6351.000	68366.000	0.143	-0.006	-0.335	0.161
6350.000	68376.000	0.122	-0.006	-0.335	0.161
6349.000	68386.000	0.165	-0.006	-0.335	0.161
6348.000	68396.000	0.116	-0.006	-0.335	0.161
6347.000	68406.000	0.156	-0.006	-0.335	0.161
6346.000	68416.000	0.163	-0.006	-0.335	0.161
6345.000	68426.000	0.144	-0.006	-0.335	0.161
6344.000	68436.000	0.132	-0.006	-0.335	0.161
6343.000	68446.000	0.150	-0.006	-0.335	0.161
6342.000	68456.000	0.137	-0.006	-0.335	0.161
6341.000	68466.000	0.140	-0.006	-0.335	0.161
6340.000	68476.000	0.121	-0.006	-0.335	0.161
6339.000	68486.000	0.139	-0.006	-0.335	0.161
6338.000	68496.000	0.125	-0.006	-0.335	0.161
6337.000	68506.000	0.110	-0.006	-0.335	0.161
6336.000	68516.000	0.148	-0.006	-0.335	0.161
6335.000	68526.000	0.164	-0.006	-0.335	0.161
6334.000	68536.000	0.153	-0.006	-0.335	0.161
6333.000	68546.000	0.168	-0.006	-0.335	0.161
6332.000	68556.000	0.149	-0.006	-0.335	0.161
6331.000	68566.000	0.135	-0.006	-0.335	0.161
6330.000	68576.000	0.165	-0.006	-0.335	0.161
6329.000	68586.000	0.164	-0.006	-0.335	0.161
6328.000	68596.000	0.155	-0.006	-0.335	0.161
6327.000	68606.000	0.167	-0.006	-0.335	0.161
6326.000	68616.000	0.162	-0.006	-0.335	0.161
6325.000	68626.000	0.168	-0.006	-0.335	0.161
6324.000	68636.000	0.150	-0.006	-0.335	0.161
6323.000	68646.000	0.168	-0.006	-0.335	0.161
6322.000	68656.000	0.154	-0.006	-0.335	0.161
6321.000	68666.000	0.151	-0.006	-0.335	0.161
6320.000	68676.000	0.132	-0.006	-0.335	0.161
6319.000	68686.000	0.156	-0.006	-0.335	0.161
6318.000	68696.000	0.155	-0.006	-0.335	0.161
6317.000	68706.000	0.142	-0.006	-0.335	0.161
6316.000	68716.000	0.139	-0.006	-0.335	0.161
6315.000	68726.000	0.130	-0.006	-0.335	0.161
6314.000	68736.000	0.124	-0.006	-0.335	0.161
6313.000	68746.000	0.118	-0.006	-0.335	0.161
6312.000	68756.000	0.115	-0.006	-0.335	0.161
6311.000	68766.000	0.131	-0.006	-0.335	0.161
6310.000	68776.000	0.143	-0.006	-0.335	0.161
6309.000	68786.000	0.165	-0.006	-0.335	0.161
6308.000	68796.000	0.165	-0.006	-0.335	0.161
6307.000	68806.000	0.142	-0.006	-0.335	0.161
6306.000	68816.000	0.158	-0.006	-0.335	0.161
6305.000	68826.000	0.135	-0.006	-0.335	0.161
6304.000	68836.000	0.115	-0.006	-0.335	0.161
6303.000	68846.000	0.138	-0.006	-0.335	0.161
6302.000	68856.000	0.146	-0.006	-0.335	0.161
6301.000	68866.000	0.137	-0.006	-0.335	0.161
6300.000	68876.000	0.171	-0.006	-0.335	0.161
6299.000	68886.000	0.160	-0.006	-0.335	0.161
6298.000	68896.000	0.144	-0.006	-0.335	0.161
