# Delay scan
# MW at 19 dB
# Laser at 365902 GHz, +1st Resonance.
# PM at 1.4 (35 dB)
# No Static
i	d	s	b
9428.000	53536.000	0.117	-0.023
9427.000	53546.000	0.122	-0.023
9426.000	53556.000	0.083	-0.023
9425.000	53566.000	0.087	-0.023
9424.000	53576.000	0.092	-0.023
9423.000	53586.000	0.098	-0.023
9422.000	53596.000	0.104	-0.023
9421.000	53606.000	0.131	-0.023
9420.000	53616.000	0.114	-0.023
9419.000	53626.000	0.083	-0.023
9418.000	53636.000	0.119	-0.023
9417.000	53646.000	0.121	-0.023
9416.000	53656.000	0.110	-0.023
9415.000	53666.000	0.090	-0.023
9414.000	53676.000	0.100	-0.023
9413.000	53686.000	0.093	-0.023
9412.000	53696.000	0.096	-0.023
9411.000	53706.000	0.096	-0.023
9410.000	53716.000	0.094	-0.023
9409.000	53726.000	0.126	-0.023
9408.000	53736.000	0.085	-0.023
9407.000	53746.000	0.071	-0.023
9406.000	53756.000	0.131	-0.023
9405.000	53766.000	0.150	-0.023
9404.000	53776.000	0.121	-0.023
9403.000	53786.000	0.125	-0.023
9402.000	53796.000	0.098	-0.023
9401.000	53806.000	0.092	-0.023
9400.000	53816.000	0.125	-0.023
9399.000	53826.000	0.071	-0.023
9398.000	53836.000	0.097	-0.023
9397.000	53846.000	0.084	-0.023
9396.000	53856.000	0.074	-0.023
9395.000	53866.000	0.108	-0.023
9394.000	53876.000	0.129	-0.023
9393.000	53886.000	0.092	-0.023
9392.000	53896.000	0.109	-0.023
9391.000	53906.000	0.083	-0.023
9390.000	53916.000	0.117	-0.023
9389.000	53926.000	0.134	-0.023
9388.000	53936.000	0.086	-0.023
9387.000	53946.000	0.090	-0.023
9386.000	53956.000	0.085	-0.023
9385.000	53966.000	0.101	-0.023
9384.000	53976.000	0.131	-0.023
9383.000	53986.000	0.123	-0.023
9382.000	53996.000	0.113	-0.023
9381.000	54006.000	0.133	-0.023
9380.000	54016.000	0.117	-0.023
9379.000	54026.000	0.093	-0.023
9378.000	54036.000	0.123	-0.023
9377.000	54046.000	0.139	-0.023
9376.000	54056.000	0.107	-0.023
9375.000	54066.000	0.099	-0.023
9374.000	54076.000	0.086	-0.023
9373.000	54086.000	0.067	-0.023
9372.000	54096.000	0.107	-0.023
9371.000	54106.000	0.084	-0.023
9370.000	54116.000	0.092	-0.023
9369.000	54126.000	0.137	-0.023
9368.000	54136.000	0.103	-0.023
9367.000	54146.000	0.110	-0.023
9366.000	54156.000	0.150	-0.023
9365.000	54166.000	0.137	-0.023
9364.000	54176.000	0.090	-0.023
9363.000	54186.000	0.108	-0.023
9362.000	54196.000	0.064	-0.023
9361.000	54206.000	0.097	-0.023
9360.000	54216.000	0.121	-0.023
9359.000	54226.000	0.071	-0.023
9358.000	54236.000	0.089	-0.023
9357.000	54246.000	0.084	-0.023
9356.000	54256.000	0.077	-0.023
9355.000	54266.000	0.079	-0.023
9354.000	54276.000	0.090	-0.023
9353.000	54286.000	0.077	-0.023
9352.000	54296.000	0.099	-0.023
9351.000	54306.000	0.092	-0.023
9350.000	54316.000	0.097	-0.023
9349.000	54326.000	0.106	-0.023
9348.000	54336.000	0.160	-0.023
9347.000	54346.000	0.081	-0.023
9346.000	54356.000	0.100	-0.023
9345.000	54366.000	0.103	-0.023
9344.000	54376.000	0.096	-0.023
9343.000	54386.000	0.073	-0.023
9342.000	54396.000	0.084	-0.023
9341.000	54406.000	0.075	-0.023
9340.000	54416.000	0.070	-0.023
9339.000	54426.000	0.114	-0.023
9338.000	54436.000	0.097	-0.023
9337.000	54446.000	0.086	-0.023
9336.000	54456.000	0.179	-0.023
9335.000	54466.000	0.099	-0.023
9334.000	54476.000	0.085	-0.023
9333.000	54486.000	0.103	-0.023
9332.000	54496.000	0.105	-0.023
9331.000	54506.000	0.107	-0.023
9330.000	54516.000	0.091	-0.023
9329.000	54526.000	0.085	-0.023
9328.000	54536.000	0.108	-0.023
9327.000	54546.000	0.106	-0.023
9326.000	54556.000	0.096	-0.023
9325.000	54566.000	0.068	-0.023
9324.000	54576.000	0.088	-0.023
9323.000	54586.000	0.092	-0.023
9322.000	54596.000	0.088	-0.023
9321.000	54606.000	0.102	-0.023
9320.000	54616.000	0.112	-0.023
9319.000	54626.000	0.077	-0.023
9318.000	54636.000	0.083	-0.023
9317.000	54646.000	0.088	-0.023
9316.000	54656.000	0.133	-0.023
9315.000	54666.000	0.121	-0.023
9314.000	54676.000	0.052	-0.023
9313.000	54686.000	0.098	-0.023
9312.000	54696.000	0.103	-0.023
9311.000	54706.000	0.111	-0.023
9310.000	54716.000	0.114	-0.023
9309.000	54726.000	0.098	-0.023
9308.000	54736.000	0.079	-0.023
9307.000	54746.000	0.121	-0.023
9306.000	54756.000	0.116	-0.023
9305.000	54766.000	0.131	-0.023
9304.000	54776.000	0.116	-0.023
9303.000	54786.000	0.114	-0.023
9302.000	54796.000	0.143	-0.023
9301.000	54806.000	0.127	-0.023
9300.000	54816.000	0.076	-0.023
9299.000	54826.000	0.067	-0.023
9298.000	54836.000	0.073	-0.023
9297.000	54846.000	0.094	-0.023
9296.000	54856.000	0.085	-0.023
9295.000	54866.000	0.073	-0.023
9294.000	54876.000	0.100	-0.023
9293.000	54886.000	0.053	-0.023
9292.000	54896.000	0.068	-0.023
9291.000	54906.000	0.127	-0.023
9290.000	54916.000	0.091	-0.023
9289.000	54926.000	0.085	-0.023
9288.000	54936.000	0.108	-0.023
9287.000	54946.000	0.099	-0.023
9286.000	54956.000	0.090	-0.023
9285.000	54966.000	0.072	-0.023
9284.000	54976.000	0.078	-0.023
9283.000	54986.000	0.052	-0.023
9282.000	54996.000	0.086	-0.023
9281.000	55006.000	0.099	-0.023
9280.000	55016.000	0.126	-0.023
9279.000	55026.000	0.134	-0.023
9278.000	55036.000	0.086	-0.023
9277.000	55046.000	0.080	-0.023
9276.000	55056.000	0.093	-0.023
9275.000	55066.000	0.122	-0.023
9274.000	55076.000	0.117	-0.023
9273.000	55086.000	0.098	-0.023
9272.000	55096.000	0.065	-0.023
9271.000	55106.000	0.081	-0.023
9270.000	55116.000	0.089	-0.023
9269.000	55126.000	0.104	-0.023
9268.000	55136.000	0.105	-0.023
9267.000	55146.000	0.102	-0.023
9266.000	55156.000	0.071	-0.023
9265.000	55166.000	0.093	-0.023
9264.000	55176.000	0.093	-0.023
9263.000	55186.000	0.101	-0.023
9262.000	55196.000	0.093	-0.023
9261.000	55206.000	0.090	-0.023
9260.000	55216.000	0.082	-0.023
9259.000	55226.000	0.134	-0.023
9258.000	55236.000	0.085	-0.023
9257.000	55246.000	0.144	-0.023
9256.000	55256.000	0.068	-0.023
9255.000	55266.000	0.084	-0.023
9254.000	55276.000	0.099	-0.023
9253.000	55286.000	0.083	-0.023
9252.000	55296.000	0.095	-0.023
9251.000	55306.000	0.089	-0.023
9250.000	55316.000	0.092	-0.023
9249.000	55326.000	0.124	-0.023
9248.000	55336.000	0.092	-0.023
9247.000	55346.000	0.108	-0.023
9246.000	55356.000	0.100	-0.023
9245.000	55366.000	0.085	-0.023
9244.000	55376.000	0.079	-0.023
9243.000	55386.000	0.105	-0.023
9242.000	55396.000	0.133	-0.023
9241.000	55406.000	0.098	-0.023
9240.000	55416.000	0.075	-0.023
9239.000	55426.000	0.068	-0.023
9238.000	55436.000	0.075	-0.023
9237.000	55446.000	0.061	-0.023
9236.000	55456.000	0.099	-0.023
9235.000	55466.000	0.079	-0.023
9234.000	55476.000	0.082	-0.023
9233.000	55486.000	0.098	-0.023
9232.000	55496.000	0.112	-0.023
9231.000	55506.000	0.123	-0.023
9230.000	55516.000	0.106	-0.023
9229.000	55526.000	0.094	-0.023
9228.000	55536.000	0.092	-0.023
9227.000	55546.000	0.064	-0.023
9226.000	55556.000	0.102	-0.023
9225.000	55566.000	0.092	-0.023
9224.000	55576.000	0.076	-0.023
9223.000	55586.000	0.102	-0.023
9222.000	55596.000	0.070	-0.023
9221.000	55606.000	0.078	-0.023
9220.000	55616.000	0.114	-0.023
9219.000	55626.000	0.126	-0.023
9218.000	55636.000	0.097	-0.023
9217.000	55646.000	0.084	-0.023
9216.000	55656.000	0.091	-0.023
9215.000	55666.000	0.103	-0.023
9214.000	55676.000	0.087	-0.023
9213.000	55686.000	0.089	-0.023
9212.000	55696.000	0.089	-0.023
9211.000	55706.000	0.097	-0.023
9210.000	55716.000	0.070	-0.023
9209.000	55726.000	0.083	-0.023
9208.000	55736.000	0.093	-0.023
9207.000	55746.000	0.096	-0.023
9206.000	55756.000	0.080	-0.023
9205.000	55766.000	0.078	-0.023
9204.000	55776.000	0.074	-0.023
9203.000	55786.000	0.096	-0.023
9202.000	55796.000	0.098	-0.023
9201.000	55806.000	0.069	-0.023
9200.000	55816.000	0.100	-0.023
9199.000	55826.000	0.080	-0.023
9198.000	55836.000	0.075	-0.023
9197.000	55846.000	0.080	-0.023
9196.000	55856.000	0.043	-0.023
9195.000	55866.000	0.062	-0.023
9194.000	55876.000	0.077	-0.023
9193.000	55886.000	0.081	-0.023
9192.000	55896.000	0.080	-0.023
9191.000	55906.000	0.093	-0.023
9190.000	55916.000	0.082	-0.023
9189.000	55926.000	0.057	-0.023
9188.000	55936.000	0.094	-0.023
9187.000	55946.000	0.092	-0.023
9186.000	55956.000	0.076	-0.023
9185.000	55966.000	0.073	-0.023
9184.000	55976.000	0.088	-0.023
9183.000	55986.000	0.058	-0.023
9182.000	55996.000	0.064	-0.023
9181.000	56006.000	0.076	-0.023
9180.000	56016.000	0.057	-0.023
9179.000	56026.000	0.094	-0.023
9178.000	56036.000	0.080	-0.023
9177.000	56046.000	0.101	-0.023
9176.000	56056.000	0.077	-0.023
9175.000	56066.000	0.104	-0.023
9174.000	56076.000	0.070	-0.023
9173.000	56086.000	0.057	-0.023
9172.000	56096.000	0.098	-0.023
9171.000	56106.000	0.118	-0.023
9170.000	56116.000	0.083	-0.023
9169.000	56126.000	0.081	-0.023
9168.000	56136.000	0.086	-0.023
9167.000	56146.000	0.075	-0.023
9166.000	56156.000	0.075	-0.023
9165.000	56166.000	0.087	-0.023
9164.000	56176.000	0.100	-0.023
9163.000	56186.000	0.080	-0.023
9162.000	56196.000	0.065	-0.023
9161.000	56206.000	0.082	-0.023
9160.000	56216.000	0.054	-0.023
9159.000	56226.000	0.062	-0.023
9158.000	56236.000	0.095	-0.023
9157.000	56246.000	0.098	-0.023
9156.000	56256.000	0.072	-0.023
9155.000	56266.000	0.070	-0.023
9154.000	56276.000	0.110	-0.023
9153.000	56286.000	0.046	-0.023
9152.000	56296.000	0.080	-0.023
9151.000	56306.000	0.080	-0.023
9150.000	56316.000	0.065	-0.023
9149.000	56326.000	0.073	-0.023
9148.000	56336.000	0.091	-0.023
9147.000	56346.000	0.086	-0.023
9146.000	56356.000	0.082	-0.023
9145.000	56366.000	0.069	-0.023
9144.000	56376.000	0.053	-0.023
9143.000	56386.000	0.083	-0.023
9142.000	56396.000	0.063	-0.023
9141.000	56406.000	0.060	-0.023
9140.000	56416.000	0.042	-0.023
9139.000	56426.000	0.081	-0.023
9138.000	56436.000	0.079	-0.023
9137.000	56446.000	0.073	-0.023
9136.000	56456.000	0.069	-0.023
9135.000	56466.000	0.103	-0.023
9134.000	56476.000	0.067	-0.023
9133.000	56486.000	0.058	-0.023
9132.000	56496.000	0.116	-0.023
9131.000	56506.000	0.092	-0.023
9130.000	56516.000	0.053	-0.023
9129.000	56526.000	0.086	-0.023
9128.000	56536.000	0.101	-0.023
9127.000	56546.000	0.093	-0.023
9126.000	56556.000	0.085	-0.023
9125.000	56566.000	0.065	-0.023
9124.000	56576.000	0.060	-0.023
9123.000	56586.000	0.072	-0.023
9122.000	56596.000	0.077	-0.023
9121.000	56606.000	0.075	-0.023
9120.000	56616.000	0.081	-0.023
9119.000	56626.000	0.091	-0.023
9118.000	56636.000	0.094	-0.023
9117.000	56646.000	0.078	-0.023
9116.000	56656.000	0.070	-0.023
9115.000	56666.000	0.080	-0.023
9114.000	56676.000	0.086	-0.023
9113.000	56686.000	0.071	-0.023
9112.000	56696.000	0.083	-0.023
9111.000	56706.000	0.135	-0.023
9110.000	56716.000	0.098	-0.023
9109.000	56726.000	0.058	-0.023
9108.000	56736.000	0.100	-0.023
9107.000	56746.000	0.087	-0.023
9106.000	56756.000	0.078	-0.023
9105.000	56766.000	0.096	-0.023
9104.000	56776.000	0.091	-0.023
9103.000	56786.000	0.098	-0.023
9102.000	56796.000	0.088	-0.023
9101.000	56806.000	0.064	-0.023
9100.000	56816.000	0.075	-0.023
9099.000	56826.000	0.072	-0.023
9098.000	56836.000	0.081	-0.023
9097.000	56846.000	0.084	-0.023
9096.000	56856.000	0.090	-0.023
9095.000	56866.000	0.083	-0.023
9094.000	56876.000	0.065	-0.023
9093.000	56886.000	0.072	-0.023
9092.000	56896.000	0.079	-0.023
9091.000	56906.000	0.091	-0.023
9090.000	56916.000	0.076	-0.023
9089.000	56926.000	0.074	-0.023
9088.000	56936.000	0.086	-0.023
9087.000	56946.000	0.073	-0.023
9086.000	56956.000	0.098	-0.023
9085.000	56966.000	0.092	-0.023
9084.000	56976.000	0.064	-0.023
9083.000	56986.000	0.067	-0.023
9082.000	56996.000	0.079	-0.023
9081.000	57006.000	0.087	-0.023
9080.000	57016.000	0.082	-0.023
9079.000	57026.000	0.089	-0.023
9078.000	57036.000	0.087	-0.023
9077.000	57046.000	0.086	-0.023
9076.000	57056.000	0.075	-0.023
9075.000	57066.000	0.081	-0.023
9074.000	57076.000	0.079	-0.023
9073.000	57086.000	0.062	-0.023
9072.000	57096.000	0.108	-0.023
9071.000	57106.000	0.081	-0.023
9070.000	57116.000	0.070	-0.023
9069.000	57126.000	0.076	-0.023
9068.000	57136.000	0.069	-0.023
9067.000	57146.000	0.077	-0.023
9066.000	57156.000	0.124	-0.023
9065.000	57166.000	0.070	-0.023
9064.000	57176.000	0.075	-0.023
9063.000	57186.000	0.060	-0.023
9062.000	57196.000	0.098	-0.023
9061.000	57206.000	0.103	-0.023
9060.000	57216.000	0.071	-0.023
9059.000	57226.000	0.102	-0.023
9058.000	57236.000	0.088	-0.023
9057.000	57246.000	0.118	-0.023
9056.000	57256.000	0.108	-0.023
9055.000	57266.000	0.099	-0.023
9054.000	57276.000	0.086	-0.023
9053.000	57286.000	0.075	-0.023
9052.000	57296.000	0.085	-0.023
9051.000	57306.000	0.085	-0.023
9050.000	57316.000	0.091	-0.023
9049.000	57326.000	0.095	-0.023
9048.000	57336.000	0.116	-0.023
9047.000	57346.000	0.101	-0.023
9046.000	57356.000	0.083	-0.023
9045.000	57366.000	0.106	-0.023
9044.000	57376.000	0.090	-0.023
9043.000	57386.000	0.070	-0.023
9042.000	57396.000	0.089	-0.023
9041.000	57406.000	0.099	-0.023
9040.000	57416.000	0.109	-0.023
9039.000	57426.000	0.081	-0.023
9038.000	57436.000	0.069	-0.023
9037.000	57446.000	0.061	-0.023
9036.000	57456.000	0.071	-0.023
9035.000	57466.000	0.093	-0.023
9034.000	57476.000	0.075	-0.023
9033.000	57486.000	0.130	-0.023
9032.000	57496.000	0.076	-0.023
9031.000	57506.000	0.108	-0.023
9030.000	57516.000	0.112	-0.023
9029.000	57526.000	0.138	-0.023
9028.000	57536.000	0.060	-0.023
9027.000	57546.000	0.078	-0.023
9026.000	57556.000	0.119	-0.023
9025.000	57566.000	0.080	-0.023
9024.000	57576.000	0.075	-0.023
9023.000	57586.000	0.085	-0.023
9022.000	57596.000	0.068	-0.023
9021.000	57606.000	0.071	-0.023
9020.000	57616.000	0.067	-0.023
9019.000	57626.000	0.109	-0.023
9018.000	57636.000	0.107	-0.023
9017.000	57646.000	0.072	-0.023
9016.000	57656.000	0.088	-0.023
9015.000	57666.000	0.076	-0.023
9014.000	57676.000	0.081	-0.023
9013.000	57686.000	0.059	-0.023
9012.000	57696.000	0.095	-0.023
9011.000	57706.000	0.080	-0.023
9010.000	57716.000	0.074	-0.023
9009.000	57726.000	0.066	-0.023
9008.000	57736.000	0.089	-0.023
9007.000	57746.000	0.086	-0.023
9006.000	57756.000	0.122	-0.023
9005.000	57766.000	0.105	-0.023
9004.000	57776.000	0.069	-0.023
9003.000	57786.000	0.074	-0.023
9002.000	57796.000	0.090	-0.023
9001.000	57806.000	0.117	-0.023
9000.000	57816.000	0.095	-0.023
8999.000	57826.000	0.085	-0.023
8998.000	57836.000	0.074	-0.023
8997.000	57846.000	0.090	-0.023
8996.000	57856.000	0.097	-0.023
8995.000	57866.000	0.117	-0.023
8994.000	57876.000	0.077	-0.023
8993.000	57886.000	0.097	-0.023
8992.000	57896.000	0.053	-0.023
8991.000	57906.000	0.088	-0.023
8990.000	57916.000	0.096	-0.023
8989.000	57926.000	0.096	-0.023
8988.000	57936.000	0.109	-0.023
8987.000	57946.000	0.114	-0.023
8986.000	57956.000	0.088	-0.023
8985.000	57966.000	0.116	-0.023
8984.000	57976.000	0.121	-0.023
8983.000	57986.000	0.117	-0.023
8982.000	57996.000	0.096	-0.023
8981.000	58006.000	0.107	-0.023
8980.000	58016.000	0.081	-0.023
8979.000	58026.000	0.100	-0.023
8978.000	58036.000	0.049	-0.023
8977.000	58046.000	0.085	-0.023
8976.000	58056.000	0.077	-0.023
8975.000	58066.000	0.060	-0.023
8974.000	58076.000	0.080	-0.023
8973.000	58086.000	0.094	-0.023
8972.000	58096.000	0.070	-0.023
8971.000	58106.000	0.082	-0.023
8970.000	58116.000	0.059	-0.023
8969.000	58126.000	0.129	-0.023
8968.000	58136.000	0.072	-0.023
8967.000	58146.000	0.090	-0.023
8966.000	58156.000	0.127	-0.023
8965.000	58166.000	0.089	-0.023
8964.000	58176.000	0.116	-0.023
8963.000	58186.000	0.089	-0.023
8962.000	58196.000	0.099	-0.023
8961.000	58206.000	0.119	-0.023
8960.000	58216.000	0.069	-0.023
8959.000	58226.000	0.140	-0.023
8958.000	58236.000	0.115	-0.023
8957.000	58246.000	0.152	-0.023
8956.000	58256.000	0.092	-0.023
8955.000	58266.000	0.089	-0.023
8954.000	58276.000	0.098	-0.023
8953.000	58286.000	0.085	-0.023
8952.000	58296.000	0.115	-0.023
8951.000	58306.000	0.108	-0.023
8950.000	58316.000	0.091	-0.023
8949.000	58326.000	0.086	-0.023
8948.000	58336.000	0.105	-0.023
8947.000	58346.000	0.091	-0.023
8946.000	58356.000	0.093	-0.023
8945.000	58366.000	0.125	-0.023
8944.000	58376.000	0.078	-0.023
8943.000	58386.000	0.109	-0.023
8942.000	58396.000	0.064	-0.023
8941.000	58406.000	0.089	-0.023
8940.000	58416.000	0.074	-0.023
8939.000	58426.000	0.093	-0.023
8938.000	58436.000	0.107	-0.023
8937.000	58446.000	0.104	-0.023
8936.000	58456.000	0.069	-0.023
8935.000	58466.000	0.083	-0.023
8934.000	58476.000	0.105	-0.023
8933.000	58486.000	0.109	-0.023
8932.000	58496.000	0.091	-0.023
8931.000	58506.000	0.106	-0.023
8930.000	58516.000	0.078	-0.023
8929.000	58526.000	0.103	-0.023
8928.000	58536.000	0.120	-0.023
8927.000	58546.000	0.102	-0.023
8926.000	58556.000	0.133	-0.023
8925.000	58566.000	0.085	-0.023
8924.000	58576.000	0.119	-0.023
8923.000	58586.000	0.086	-0.023
8922.000	58596.000	0.106	-0.023
8921.000	58606.000	0.100	-0.023
8920.000	58616.000	0.092	-0.023
8919.000	58626.000	0.114	-0.023
8918.000	58636.000	0.097	-0.023
8917.000	58646.000	0.067	-0.023
8916.000	58656.000	0.076	-0.023
8915.000	58666.000	0.123	-0.023
8914.000	58676.000	0.095	-0.023
8913.000	58686.000	0.104	-0.023
8912.000	58696.000	0.080	-0.023
8911.000	58706.000	0.096	-0.023
8910.000	58716.000	0.115	-0.023
8909.000	58726.000	0.111	-0.023
8908.000	58736.000	0.076	-0.023
8907.000	58746.000	0.109	-0.023
8906.000	58756.000	0.083	-0.023
8905.000	58766.000	0.102	-0.023
8904.000	58776.000	0.111	-0.023
8903.000	58786.000	0.101	-0.023
8902.000	58796.000	0.100	-0.023
8901.000	58806.000	0.093	-0.023
8900.000	58816.000	0.086	-0.023
8899.000	58826.000	0.100	-0.023
8898.000	58836.000	0.087	-0.023
8897.000	58846.000	0.102	-0.023
8896.000	58856.000	0.119	-0.023
8895.000	58866.000	0.105	-0.023
8894.000	58876.000	0.096	-0.023
8893.000	58886.000	0.101	-0.023
8892.000	58896.000	0.104	-0.023
8891.000	58906.000	0.098	-0.023
8890.000	58916.000	0.076	-0.023
8889.000	58926.000	0.105	-0.023
8888.000	58936.000	0.107	-0.023
8887.000	58946.000	0.102	-0.023
8886.000	58956.000	0.106	-0.023
8885.000	58966.000	0.122	-0.023
8884.000	58976.000	0.076	-0.023
8883.000	58986.000	0.093	-0.023
8882.000	58996.000	0.089	-0.023
8881.000	59006.000	0.097	-0.023
8880.000	59016.000	0.087	-0.023
8879.000	59026.000	0.061	-0.023
8878.000	59036.000	0.100	-0.023
8877.000	59046.000	0.092	-0.023
8876.000	59056.000	0.101	-0.023
8875.000	59066.000	0.121	-0.023
8874.000	59076.000	0.111	-0.023
8873.000	59086.000	0.105	-0.023
8872.000	59096.000	0.102	-0.023
8871.000	59106.000	0.084	-0.023
8870.000	59116.000	0.109	-0.023
8869.000	59126.000	0.112	-0.023
8868.000	59136.000	0.089	-0.023
8867.000	59146.000	0.109	-0.023
8866.000	59156.000	0.146	-0.023
8865.000	59166.000	0.096	-0.023
8864.000	59176.000	0.092	-0.023
8863.000	59186.000	0.105	-0.023
8862.000	59196.000	0.120	-0.023
8861.000	59206.000	0.109	-0.023
8860.000	59216.000	0.113	-0.023
8859.000	59226.000	0.071	-0.023
8858.000	59236.000	0.133	-0.023
8857.000	59246.000	0.122	-0.023
8856.000	59256.000	0.110	-0.023
8855.000	59266.000	0.092	-0.023
8854.000	59276.000	0.124	-0.023
8853.000	59286.000	0.113	-0.023
8852.000	59296.000	0.141	-0.023
8851.000	59306.000	0.098	-0.023
8850.000	59316.000	0.096	-0.023
8849.000	59326.000	0.117	-0.023
8848.000	59336.000	0.088	-0.023
8847.000	59346.000	0.122	-0.023
8846.000	59356.000	0.110	-0.023
8845.000	59366.000	0.156	-0.023
8844.000	59376.000	0.154	-0.023
8843.000	59386.000	0.091	-0.023
8842.000	59396.000	0.098	-0.023
8841.000	59406.000	0.095	-0.023
8840.000	59416.000	0.119	-0.023
8839.000	59426.000	0.144	-0.023
8838.000	59436.000	0.111	-0.023
8837.000	59446.000	0.104	-0.023
8836.000	59456.000	0.100	-0.023
