# Delay scan
# MW at 19 dB, 18.5112 GHz x2, 18.6 dB
# Laser at 365897 GHz, 1st Resonance.
# PM at 2.4 (30.5 dB)
# 80 mV static
i	d	s	sb	n	nb
4782.000	76087.000	0.036	-0.039	-0.212	0.141
4781.000	76097.000	0.035	-0.039	-0.212	0.141
4780.000	76107.000	0.038	-0.039	-0.212	0.141
4779.000	76117.000	0.053	-0.039	-0.212	0.141
4778.000	76127.000	0.037	-0.039	-0.212	0.141
4777.000	76137.000	0.039	-0.039	-0.212	0.141
4776.000	76147.000	0.031	-0.039	-0.212	0.141
4775.000	76157.000	0.046	-0.039	-0.212	0.141
4774.000	76167.000	0.050	-0.039	-0.212	0.141
4773.000	76177.000	0.044	-0.039	-0.212	0.141
4772.000	76187.000	0.055	-0.039	-0.212	0.141
4771.000	76197.000	0.055	-0.039	-0.212	0.141
4770.000	76207.000	0.052	-0.039	-0.212	0.141
4769.000	76217.000	0.052	-0.039	-0.212	0.141
4768.000	76227.000	0.053	-0.039	-0.212	0.141
4767.000	76237.000	0.027	-0.039	-0.212	0.141
4766.000	76247.000	0.040	-0.039	-0.212	0.141
4765.000	76257.000	0.052	-0.039	-0.212	0.141
4764.000	76267.000	0.053	-0.039	-0.212	0.141
4763.000	76277.000	0.066	-0.039	-0.212	0.141
4762.000	76287.000	0.063	-0.039	-0.212	0.141
4761.000	76297.000	0.060	-0.039	-0.212	0.141
4760.000	76307.000	0.049	-0.039	-0.212	0.141
4759.000	76317.000	0.054	-0.039	-0.212	0.141
4758.000	76327.000	0.050	-0.039	-0.212	0.141
4757.000	76337.000	0.042	-0.039	-0.212	0.141
4756.000	76347.000	0.030	-0.039	-0.212	0.141
4755.000	76357.000	0.025	-0.039	-0.212	0.141
4754.000	76367.000	0.023	-0.039	-0.212	0.141
4753.000	76377.000	0.042	-0.039	-0.212	0.141
4752.000	76387.000	0.049	-0.039	-0.212	0.141
4751.000	76397.000	0.057	-0.039	-0.212	0.141
4750.000	76407.000	0.065	-0.039	-0.212	0.141
4749.000	76417.000	0.047	-0.039	-0.212	0.141
4748.000	76427.000	0.044	-0.039	-0.212	0.141
4747.000	76437.000	0.041	-0.039	-0.212	0.141
4746.000	76447.000	0.043	-0.039	-0.212	0.141
4745.000	76457.000	0.029	-0.039	-0.212	0.141
4744.000	76467.000	0.038	-0.039	-0.212	0.141
4743.000	76477.000	0.040	-0.039	-0.212	0.141
4742.000	76487.000	0.039	-0.039	-0.212	0.141
4741.000	76497.000	0.047	-0.039	-0.212	0.141
4740.000	76507.000	0.050	-0.039	-0.212	0.141
4739.000	76517.000	0.052	-0.039	-0.212	0.141
4738.000	76527.000	0.045	-0.039	-0.212	0.141
4737.000	76537.000	0.048	-0.039	-0.212	0.141
4736.000	76547.000	0.054	-0.039	-0.212	0.141
4735.000	76557.000	0.047	-0.039	-0.212	0.141
4734.000	76567.000	0.042	-0.039	-0.212	0.141
4733.000	76577.000	0.042	-0.039	-0.212	0.141
4732.000	76587.000	0.039	-0.039	-0.212	0.141
4731.000	76597.000	0.035	-0.039	-0.212	0.141
4730.000	76607.000	0.046	-0.039	-0.212	0.141
4729.000	76617.000	0.037	-0.039	-0.212	0.141
4728.000	76627.000	0.058	-0.039	-0.212	0.141
4727.000	76637.000	0.045	-0.039	-0.212	0.141
4726.000	76647.000	0.051	-0.039	-0.212	0.141
4725.000	76657.000	0.054	-0.039	-0.212	0.141
4724.000	76667.000	0.052	-0.039	-0.212	0.141
4723.000	76677.000	0.050	-0.039	-0.212	0.141
4722.000	76687.000	0.050	-0.039	-0.212	0.141
4721.000	76697.000	0.039	-0.039	-0.212	0.141
4720.000	76707.000	0.036	-0.039	-0.212	0.141
4719.000	76717.000	0.040	-0.039	-0.212	0.141
4718.000	76727.000	0.050	-0.039	-0.212	0.141
4717.000	76737.000	0.048	-0.039	-0.212	0.141
4716.000	76747.000	0.049	-0.039	-0.212	0.141
4715.000	76757.000	0.057	-0.039	-0.212	0.141
4714.000	76767.000	0.057	-0.039	-0.212	0.141
4713.000	76777.000	0.049	-0.039	-0.212	0.141
4712.000	76787.000	0.058	-0.039	-0.212	0.141
4711.000	76797.000	0.040	-0.039	-0.212	0.141
4710.000	76807.000	0.048	-0.039	-0.212	0.141
4709.000	76817.000	0.043	-0.039	-0.212	0.141
4708.000	76827.000	0.036	-0.039	-0.212	0.141
4707.000	76837.000	0.052	-0.039	-0.212	0.141
4706.000	76847.000	0.041	-0.039	-0.212	0.141
4705.000	76857.000	0.048	-0.039	-0.212	0.141
4704.000	76867.000	0.051	-0.039	-0.212	0.141
4703.000	76877.000	0.069	-0.039	-0.212	0.141
4702.000	76887.000	0.054	-0.039	-0.212	0.141
4701.000	76897.000	0.055	-0.039	-0.212	0.141
4700.000	76907.000	0.058	-0.039	-0.212	0.141
4699.000	76917.000	0.055	-0.039	-0.212	0.141
4698.000	76927.000	0.046	-0.039	-0.212	0.141
4697.000	76937.000	0.059	-0.039	-0.212	0.141
4696.000	76947.000	0.053	-0.039	-0.212	0.141
4695.000	76957.000	0.048	-0.039	-0.212	0.141
4694.000	76967.000	0.047	-0.039	-0.212	0.141
4693.000	76977.000	0.036	-0.039	-0.212	0.141
4692.000	76987.000	0.031	-0.039	-0.212	0.141
4691.000	76997.000	0.028	-0.039	-0.212	0.141
4690.000	77007.000	0.027	-0.039	-0.212	0.141
4689.000	77017.000	0.028	-0.039	-0.212	0.141
4688.000	77027.000	0.031	-0.039	-0.212	0.141
4687.000	77037.000	0.042	-0.039	-0.212	0.141
4686.000	77047.000	0.051	-0.039	-0.212	0.141
4685.000	77057.000	0.048	-0.039	-0.212	0.141
4684.000	77067.000	0.043	-0.039	-0.212	0.141
4683.000	77077.000	0.052	-0.039	-0.212	0.141
4682.000	77087.000	0.050	-0.039	-0.212	0.141
4681.000	77097.000	0.063	-0.039	-0.212	0.141
4680.000	77107.000	0.060	-0.039	-0.212	0.141
4679.000	77117.000	0.058	-0.039	-0.212	0.141
4678.000	77127.000	0.041	-0.039	-0.212	0.141
4677.000	77137.000	0.041	-0.039	-0.212	0.141
4676.000	77147.000	0.037	-0.039	-0.212	0.141
4675.000	77157.000	0.050	-0.039	-0.212	0.141
4674.000	77167.000	0.080	-0.039	-0.212	0.141
4673.000	77177.000	0.081	-0.039	-0.212	0.141
4672.000	77187.000	0.064	-0.039	-0.212	0.141
4671.000	77197.000	0.041	-0.039	-0.212	0.141
4670.000	77207.000	0.043	-0.039	-0.212	0.141
4669.000	77217.000	0.047	-0.039	-0.212	0.141
4668.000	77227.000	0.046	-0.039	-0.212	0.141
