# Delay scan
# MW at 19 dB, 18.5132 GHz x2, 18.6 dB
# Laser at 365858 GHz, 0th Resonance.
# PM at 0.4 (44.0 dB)
# 0 mV static
i	d	s	sb	n	nb
43.000	68556.000	0.180	-0.019	-0.372	0.146
44.000	68566.000	0.206	-0.019	-0.372	0.146
45.000	68576.000	0.163	-0.019	-0.372	0.146
46.000	68586.000	0.183	-0.019	-0.372	0.146
47.000	68596.000	0.247	-0.019	-0.372	0.146
48.000	68606.000	0.220	-0.019	-0.372	0.146
49.000	68616.000	0.261	-0.019	-0.372	0.146
50.000	68626.000	0.236	-0.019	-0.372	0.146
51.000	68636.000	0.196	-0.019	-0.372	0.146
52.000	68646.000	0.211	-0.019	-0.372	0.146
53.000	68656.000	0.186	-0.019	-0.372	0.146
54.000	68666.000	0.159	-0.019	-0.372	0.146
55.000	68676.000	0.187	-0.019	-0.372	0.146
56.000	68686.000	0.219	-0.019	-0.372	0.146
57.000	68696.000	0.175	-0.019	-0.372	0.146
58.000	68706.000	0.209	-0.019	-0.372	0.146
59.000	68716.000	0.226	-0.019	-0.372	0.146
60.000	68726.000	0.217	-0.019	-0.372	0.146
61.000	68736.000	0.220	-0.019	-0.372	0.146
62.000	68746.000	0.227	-0.019	-0.372	0.146
63.000	68756.000	0.235	-0.019	-0.372	0.146
64.000	68766.000	0.222	-0.019	-0.372	0.146
65.000	68776.000	0.184	-0.019	-0.372	0.146
66.000	68786.000	0.194	-0.019	-0.372	0.146
67.000	68796.000	0.208	-0.019	-0.372	0.146
68.000	68806.000	0.218	-0.019	-0.372	0.146
69.000	68816.000	0.216	-0.019	-0.372	0.146
70.000	68826.000	0.157	-0.019	-0.372	0.146
71.000	68836.000	0.154	-0.019	-0.372	0.146
72.000	68846.000	0.134	-0.019	-0.372	0.146
73.000	68856.000	0.184	-0.019	-0.372	0.146
74.000	68866.000	0.188	-0.019	-0.372	0.146
75.000	68876.000	0.191	-0.019	-0.372	0.146
76.000	68886.000	0.172	-0.019	-0.372	0.146
77.000	68896.000	0.135	-0.019	-0.372	0.146
78.000	68906.000	0.169	-0.019	-0.372	0.146
79.000	68916.000	0.210	-0.019	-0.372	0.146
80.000	68926.000	0.201	-0.019	-0.372	0.146
81.000	68936.000	0.209	-0.019	-0.372	0.146
82.000	68946.000	0.253	-0.019	-0.372	0.146
83.000	68956.000	0.194	-0.019	-0.372	0.146
84.000	68966.000	0.182	-0.019	-0.372	0.146
85.000	68976.000	0.168	-0.019	-0.372	0.146
86.000	68986.000	0.135	-0.019	-0.372	0.146
87.000	68996.000	0.165	-0.019	-0.372	0.146
88.000	69006.000	0.200	-0.019	-0.372	0.146
89.000	69016.000	0.164	-0.019	-0.372	0.146
90.000	69026.000	0.175	-0.019	-0.372	0.146
91.000	69036.000	0.181	-0.019	-0.372	0.146
92.000	69046.000	0.156	-0.019	-0.372	0.146
93.000	69056.000	0.166	-0.019	-0.372	0.146
94.000	69066.000	0.137	-0.019	-0.372	0.146
95.000	69076.000	0.137	-0.019	-0.372	0.146
96.000	69086.000	0.156	-0.019	-0.372	0.146
97.000	69096.000	0.162	-0.019	-0.372	0.146
98.000	69106.000	0.156	-0.019	-0.372	0.146
99.000	69116.000	0.148	-0.019	-0.372	0.146
100.000	69126.000	0.183	-0.019	-0.372	0.146
101.000	69136.000	0.155	-0.019	-0.372	0.146
102.000	69146.000	0.127	-0.019	-0.372	0.146
103.000	69156.000	0.154	-0.019	-0.372	0.146
104.000	69166.000	0.123	-0.019	-0.372	0.146
105.000	69176.000	0.121	-0.019	-0.372	0.146
106.000	69186.000	0.159	-0.019	-0.372	0.146
107.000	69196.000	0.160	-0.019	-0.372	0.146
108.000	69206.000	0.243	-0.019	-0.372	0.146
109.000	69216.000	0.206	-0.019	-0.372	0.146
110.000	69226.000	0.228	-0.019	-0.372	0.146
111.000	69236.000	0.197	-0.019	-0.372	0.146
112.000	69246.000	0.223	-0.019	-0.372	0.146
113.000	69256.000	0.209	-0.019	-0.372	0.146
114.000	69266.000	0.193	-0.019	-0.372	0.146
115.000	69276.000	0.164	-0.019	-0.372	0.146
116.000	69286.000	0.148	-0.019	-0.372	0.146
117.000	69296.000	0.227	-0.019	-0.372	0.146
118.000	69306.000	0.220	-0.019	-0.372	0.146
119.000	69316.000	0.173	-0.019	-0.372	0.146
120.000	69326.000	0.214	-0.019	-0.372	0.146
121.000	69336.000	0.211	-0.019	-0.372	0.146
122.000	69346.000	0.184	-0.019	-0.372	0.146
123.000	69356.000	0.187	-0.019	-0.372	0.146
124.000	69366.000	0.176	-0.019	-0.372	0.146
125.000	69376.000	0.203	-0.019	-0.372	0.146
126.000	69386.000	0.182	-0.019	-0.372	0.146
127.000	69396.000	0.199	-0.019	-0.372	0.146
128.000	69406.000	0.208	-0.019	-0.372	0.146
129.000	69416.000	0.239	-0.019	-0.372	0.146
130.000	69426.000	0.272	-0.019	-0.372	0.146
131.000	69436.000	0.226	-0.019	-0.372	0.146
132.000	69446.000	0.186	-0.019	-0.372	0.146
133.000	69456.000	0.172	-0.019	-0.372	0.146
134.000	69466.000	0.172	-0.019	-0.372	0.146
135.000	69476.000	0.146	-0.019	-0.372	0.146
136.000	69486.000	0.140	-0.019	-0.372	0.146
137.000	69496.000	0.173	-0.019	-0.372	0.146
138.000	69506.000	0.156	-0.019	-0.372	0.146
139.000	69516.000	0.131	-0.019	-0.372	0.146
140.000	69526.000	0.154	-0.019	-0.372	0.146
141.000	69536.000	0.176	-0.019	-0.372	0.146
142.000	69546.000	0.167	-0.019	-0.372	0.146
143.000	69556.000	0.145	-0.019	-0.372	0.146
144.000	69566.000	0.180	-0.019	-0.372	0.146
145.000	69576.000	0.256	-0.019	-0.372	0.146
146.000	69586.000	0.205	-0.019	-0.372	0.146
147.000	69596.000	0.176	-0.019	-0.372	0.146
148.000	69606.000	0.188	-0.019	-0.372	0.146
149.000	69616.000	0.176	-0.019	-0.372	0.146
150.000	69626.000	0.162	-0.019	-0.372	0.146
151.000	69636.000	0.188	-0.019	-0.372	0.146
152.000	69646.000	0.149	-0.019	-0.372	0.146
153.000	69656.000	0.204	-0.019	-0.372	0.146
154.000	69666.000	0.137	-0.019	-0.372	0.146
155.000	69676.000	0.177	-0.019	-0.372	0.146
156.000	69686.000	0.146	-0.019	-0.372	0.146
157.000	69696.000	0.160	-0.019	-0.372	0.146
158.000	69706.000	0.189	-0.019	-0.372	0.146
159.000	69716.000	0.254	-0.019	-0.372	0.146
160.000	69726.000	0.244	-0.019	-0.372	0.146
161.000	69736.000	0.177	-0.019	-0.372	0.146
162.000	69746.000	0.127	-0.019	-0.372	0.146
163.000	69756.000	0.142	-0.019	-0.372	0.146
164.000	69766.000	0.167	-0.019	-0.372	0.146
165.000	69776.000	0.187	-0.019	-0.372	0.146
166.000	69786.000	0.174	-0.019	-0.372	0.146
167.000	69796.000	0.168	-0.019	-0.372	0.146
168.000	69806.000	0.183	-0.019	-0.372	0.146
169.000	69816.000	0.246	-0.019	-0.372	0.146
170.000	69826.000	0.213	-0.019	-0.372	0.146
171.000	69836.000	0.202	-0.019	-0.372	0.146
172.000	69846.000	0.175	-0.019	-0.372	0.146
173.000	69856.000	0.213	-0.019	-0.372	0.146
174.000	69866.000	0.188	-0.019	-0.372	0.146
175.000	69876.000	0.249	-0.019	-0.372	0.146
176.000	69886.000	0.203	-0.019	-0.372	0.146
177.000	69896.000	0.159	-0.019	-0.372	0.146
178.000	69906.000	0.160	-0.019	-0.372	0.146
179.000	69916.000	0.249	-0.019	-0.372	0.146
180.000	69926.000	0.213	-0.019	-0.372	0.146
181.000	69936.000	0.205	-0.019	-0.372	0.146
182.000	69946.000	0.199	-0.019	-0.372	0.146
183.000	69956.000	0.229	-0.019	-0.372	0.146
184.000	69966.000	0.237	-0.019	-0.372	0.146
185.000	69976.000	0.231	-0.019	-0.372	0.146
186.000	69986.000	0.219	-0.019	-0.372	0.146
187.000	69996.000	0.193	-0.019	-0.372	0.146
188.000	70006.000	0.183	-0.019	-0.372	0.146
189.000	70016.000	0.152	-0.019	-0.372	0.146
190.000	70026.000	0.210	-0.019	-0.372	0.146
191.000	70036.000	0.259	-0.019	-0.372	0.146
192.000	70046.000	0.248	-0.019	-0.372	0.146
193.000	70056.000	0.178	-0.019	-0.372	0.146
194.000	70066.000	0.148	-0.019	-0.372	0.146
195.000	70076.000	0.162	-0.019	-0.372	0.146
196.000	70086.000	0.189	-0.019	-0.372	0.146
197.000	70096.000	0.182	-0.019	-0.372	0.146
198.000	70106.000	0.163	-0.019	-0.372	0.146
199.000	70116.000	0.167	-0.019	-0.372	0.146
200.000	70126.000	0.187	-0.019	-0.372	0.146
201.000	70136.000	0.172	-0.019	-0.372	0.146
202.000	70146.000	0.153	-0.019	-0.372	0.146
203.000	70156.000	0.132	-0.019	-0.372	0.146
204.000	70166.000	0.156	-0.019	-0.372	0.146
205.000	70176.000	0.210	-0.019	-0.372	0.146
206.000	70186.000	0.225	-0.019	-0.372	0.146
207.000	70196.000	0.246	-0.019	-0.372	0.146
208.000	70206.000	0.219	-0.019	-0.372	0.146
209.000	70216.000	0.183	-0.019	-0.372	0.146
210.000	70226.000	0.197	-0.019	-0.372	0.146
211.000	70236.000	0.150	-0.019	-0.372	0.146
212.000	70246.000	0.196	-0.019	-0.372	0.146
213.000	70256.000	0.215	-0.019	-0.372	0.146
214.000	70266.000	0.172	-0.019	-0.372	0.146
215.000	70276.000	0.159	-0.019	-0.372	0.146
216.000	70286.000	0.179	-0.019	-0.372	0.146
217.000	70296.000	0.200	-0.019	-0.372	0.146
218.000	70306.000	0.270	-0.019	-0.372	0.146
219.000	70316.000	0.227	-0.019	-0.372	0.146
220.000	70326.000	0.182	-0.019	-0.372	0.146
221.000	70336.000	0.176	-0.019	-0.372	0.146
222.000	70346.000	0.165	-0.019	-0.372	0.146
223.000	70356.000	0.173	-0.019	-0.372	0.146
224.000	70366.000	0.173	-0.019	-0.372	0.146
225.000	70376.000	0.195	-0.019	-0.372	0.146
226.000	70386.000	0.176	-0.019	-0.372	0.146
227.000	70396.000	0.207	-0.019	-0.372	0.146
228.000	70406.000	0.177	-0.019	-0.372	0.146
229.000	70416.000	0.142	-0.019	-0.372	0.146
230.000	70426.000	0.199	-0.019	-0.372	0.146
231.000	70436.000	0.206	-0.019	-0.372	0.146
232.000	70446.000	0.182	-0.019	-0.372	0.146
233.000	70456.000	0.166	-0.019	-0.372	0.146
234.000	70466.000	0.166	-0.019	-0.372	0.146
235.000	70476.000	0.211	-0.019	-0.372	0.146
236.000	70486.000	0.200	-0.019	-0.372	0.146
237.000	70496.000	0.170	-0.019	-0.372	0.146
238.000	70506.000	0.144	-0.019	-0.372	0.146
239.000	70516.000	0.157	-0.019	-0.372	0.146
240.000	70526.000	0.134	-0.019	-0.372	0.146
241.000	70536.000	0.168	-0.019	-0.372	0.146
242.000	70546.000	0.208	-0.019	-0.372	0.146
243.000	70556.000	0.201	-0.019	-0.372	0.146
244.000	70566.000	0.224	-0.019	-0.372	0.146
245.000	70576.000	0.221	-0.019	-0.372	0.146
246.000	70586.000	0.274	-0.019	-0.372	0.146
247.000	70596.000	0.211	-0.019	-0.372	0.146
248.000	70606.000	0.219	-0.019	-0.372	0.146
249.000	70616.000	0.226	-0.019	-0.372	0.146
250.000	70626.000	0.167	-0.019	-0.372	0.146
251.000	70636.000	0.165	-0.019	-0.372	0.146
252.000	70646.000	0.145	-0.019	-0.372	0.146
253.000	70656.000	0.181	-0.019	-0.372	0.146
254.000	70666.000	0.186	-0.019	-0.372	0.146
255.000	70676.000	0.194	-0.019	-0.372	0.146
256.000	70686.000	0.194	-0.019	-0.372	0.146
257.000	70696.000	0.180	-0.019	-0.372	0.146
258.000	70706.000	0.164	-0.019	-0.372	0.146
259.000	70716.000	0.232	-0.019	-0.372	0.146
260.000	70726.000	0.245	-0.019	-0.372	0.146
261.000	70736.000	0.252	-0.019	-0.372	0.146
262.000	70746.000	0.247	-0.019	-0.372	0.146
263.000	70756.000	0.238	-0.019	-0.372	0.146
264.000	70766.000	0.213	-0.019	-0.372	0.146
265.000	70776.000	0.215	-0.019	-0.372	0.146
266.000	70786.000	0.231	-0.019	-0.372	0.146
267.000	70796.000	0.202	-0.019	-0.372	0.146
268.000	70806.000	0.179	-0.019	-0.372	0.146
269.000	70816.000	0.140	-0.019	-0.372	0.146
270.000	70826.000	0.209	-0.019	-0.372	0.146
271.000	70836.000	0.169	-0.019	-0.372	0.146
272.000	70846.000	0.155	-0.019	-0.372	0.146
273.000	70856.000	0.142	-0.019	-0.372	0.146
274.000	70866.000	0.166	-0.019	-0.372	0.146
275.000	70876.000	0.193	-0.019	-0.372	0.146
276.000	70886.000	0.177	-0.019	-0.372	0.146
277.000	70896.000	0.205	-0.019	-0.372	0.146
278.000	70906.000	0.176	-0.019	-0.372	0.146
279.000	70916.000	0.208	-0.019	-0.372	0.146
280.000	70926.000	0.232	-0.019	-0.372	0.146
281.000	70936.000	0.227	-0.019	-0.372	0.146
282.000	70946.000	0.210	-0.019	-0.372	0.146
283.000	70956.000	0.255	-0.019	-0.372	0.146
284.000	70966.000	0.221	-0.019	-0.372	0.146
285.000	70976.000	0.216	-0.019	-0.372	0.146
286.000	70986.000	0.197	-0.019	-0.372	0.146
287.000	70996.000	0.180	-0.019	-0.372	0.146
288.000	71006.000	0.177	-0.019	-0.372	0.146
289.000	71016.000	0.150	-0.019	-0.372	0.146
290.000	71026.000	0.157	-0.019	-0.372	0.146
291.000	71036.000	0.222	-0.019	-0.372	0.146
292.000	71046.000	0.165	-0.019	-0.372	0.146
293.000	71056.000	0.155	-0.019	-0.372	0.146
294.000	71066.000	0.183	-0.019	-0.372	0.146
295.000	71076.000	0.154	-0.019	-0.372	0.146
296.000	71086.000	0.165	-0.019	-0.372	0.146
297.000	71096.000	0.175	-0.019	-0.372	0.146
298.000	71106.000	0.164	-0.019	-0.372	0.146
299.000	71116.000	0.224	-0.019	-0.372	0.146
300.000	71126.000	0.186	-0.019	-0.372	0.146
301.000	71136.000	0.180	-0.019	-0.372	0.146
302.000	71146.000	0.181	-0.019	-0.372	0.146
303.000	71156.000	0.195	-0.019	-0.372	0.146
304.000	71166.000	0.182	-0.019	-0.372	0.146
305.000	71176.000	0.172	-0.019	-0.372	0.146
306.000	71186.000	0.166	-0.019	-0.372	0.146
307.000	71196.000	0.169	-0.019	-0.372	0.146
308.000	71206.000	0.194	-0.019	-0.372	0.146
309.000	71216.000	0.184	-0.019	-0.372	0.146
310.000	71226.000	0.214	-0.019	-0.372	0.146
311.000	71236.000	0.195	-0.019	-0.372	0.146
312.000	71246.000	0.170	-0.019	-0.372	0.146
313.000	71256.000	0.179	-0.019	-0.372	0.146
314.000	71266.000	0.170	-0.019	-0.372	0.146
315.000	71276.000	0.173	-0.019	-0.372	0.146
316.000	71286.000	0.169	-0.019	-0.372	0.146
317.000	71296.000	0.175	-0.019	-0.372	0.146
318.000	71306.000	0.170	-0.019	-0.372	0.146
319.000	71316.000	0.184	-0.019	-0.372	0.146
320.000	71326.000	0.180	-0.019	-0.372	0.146
321.000	71336.000	0.169	-0.019	-0.372	0.146
322.000	71346.000	0.221	-0.019	-0.372	0.146
323.000	71356.000	0.189	-0.019	-0.372	0.146
324.000	71366.000	0.223	-0.019	-0.372	0.146
325.000	71376.000	0.192	-0.019	-0.372	0.146
326.000	71386.000	0.165	-0.019	-0.372	0.146
327.000	71396.000	0.153	-0.019	-0.372	0.146
328.000	71406.000	0.167	-0.019	-0.372	0.146
329.000	71416.000	0.238	-0.019	-0.372	0.146
330.000	71426.000	0.249	-0.019	-0.372	0.146
331.000	71436.000	0.184	-0.019	-0.372	0.146
332.000	71446.000	0.226	-0.019	-0.372	0.146
333.000	71456.000	0.274	-0.019	-0.372	0.146
334.000	71466.000	0.214	-0.019	-0.372	0.146
335.000	71476.000	0.205	-0.019	-0.372	0.146
336.000	71486.000	0.190	-0.019	-0.372	0.146
337.000	71496.000	0.238	-0.019	-0.372	0.146
338.000	71506.000	0.185	-0.019	-0.372	0.146
339.000	71516.000	0.211	-0.019	-0.372	0.146
340.000	71526.000	0.196	-0.019	-0.372	0.146
341.000	71536.000	0.164	-0.019	-0.372	0.146
342.000	71546.000	0.150	-0.019	-0.372	0.146
343.000	71556.000	0.188	-0.019	-0.372	0.146
344.000	71566.000	0.200	-0.019	-0.372	0.146
345.000	71576.000	0.166	-0.019	-0.372	0.146
346.000	71586.000	0.193	-0.019	-0.372	0.146
347.000	71596.000	0.182	-0.019	-0.372	0.146
348.000	71606.000	0.221	-0.019	-0.372	0.146
349.000	71616.000	0.186	-0.019	-0.372	0.146
350.000	71626.000	0.183	-0.019	-0.372	0.146
351.000	71636.000	0.252	-0.019	-0.372	0.146
352.000	71646.000	0.281	-0.019	-0.372	0.146
353.000	71656.000	0.284	-0.019	-0.372	0.146
354.000	71666.000	0.250	-0.019	-0.372	0.146
355.000	71676.000	0.218	-0.019	-0.372	0.146
356.000	71686.000	0.232	-0.019	-0.372	0.146
357.000	71696.000	0.216	-0.019	-0.372	0.146
358.000	71706.000	0.213	-0.019	-0.372	0.146
359.000	71716.000	0.310	-0.019	-0.372	0.146
360.000	71726.000	0.257	-0.019	-0.372	0.146
361.000	71736.000	0.221	-0.019	-0.372	0.146
362.000	71746.000	0.237	-0.019	-0.372	0.146
363.000	71756.000	0.174	-0.019	-0.372	0.146
364.000	71766.000	0.160	-0.019	-0.372	0.146
365.000	71776.000	0.171	-0.019	-0.372	0.146
366.000	71786.000	0.222	-0.019	-0.372	0.146
367.000	71796.000	0.194	-0.019	-0.372	0.146
368.000	71806.000	0.193	-0.019	-0.372	0.146
369.000	71816.000	0.162	-0.019	-0.372	0.146
370.000	71826.000	0.166	-0.019	-0.372	0.146
371.000	71836.000	0.212	-0.019	-0.372	0.146
372.000	71846.000	0.203	-0.019	-0.372	0.146
373.000	71856.000	0.180	-0.019	-0.372	0.146
374.000	71866.000	0.191	-0.019	-0.372	0.146
375.000	71876.000	0.247	-0.019	-0.372	0.146
376.000	71886.000	0.201	-0.019	-0.372	0.146
377.000	71896.000	0.192	-0.019	-0.372	0.146
378.000	71906.000	0.184	-0.019	-0.372	0.146
379.000	71916.000	0.197	-0.019	-0.372	0.146
380.000	71926.000	0.232	-0.019	-0.372	0.146
381.000	71936.000	0.212	-0.019	-0.372	0.146
382.000	71946.000	0.174	-0.019	-0.372	0.146
383.000	71956.000	0.201	-0.019	-0.372	0.146
384.000	71966.000	0.196	-0.019	-0.372	0.146
385.000	71976.000	0.216	-0.019	-0.372	0.146
386.000	71986.000	0.221	-0.019	-0.372	0.146
387.000	71996.000	0.199	-0.019	-0.372	0.146
388.000	72006.000	0.188	-0.019	-0.372	0.146
389.000	72016.000	0.208	-0.019	-0.372	0.146
390.000	72026.000	0.212	-0.019	-0.372	0.146
391.000	72036.000	0.205	-0.019	-0.372	0.146
392.000	72046.000	0.183	-0.019	-0.372	0.146
393.000	72056.000	0.283	-0.019	-0.372	0.146
394.000	72066.000	0.268	-0.019	-0.372	0.146
395.000	72076.000	0.303	-0.019	-0.372	0.146
396.000	72086.000	0.231	-0.019	-0.372	0.146
397.000	72096.000	0.268	-0.019	-0.372	0.146
398.000	72106.000	0.229	-0.019	-0.372	0.146
399.000	72116.000	0.235	-0.019	-0.372	0.146
400.000	72126.000	0.207	-0.019	-0.372	0.146
401.000	72136.000	0.179	-0.019	-0.372	0.146
402.000	72146.000	0.216	-0.019	-0.372	0.146
403.000	72156.000	0.197	-0.019	-0.372	0.146
404.000	72166.000	0.242	-0.019	-0.372	0.146
405.000	72176.000	0.220	-0.019	-0.372	0.146
406.000	72186.000	0.188	-0.019	-0.372	0.146
407.000	72196.000	0.214	-0.019	-0.372	0.146
408.000	72206.000	0.240	-0.019	-0.372	0.146
409.000	72216.000	0.288	-0.019	-0.372	0.146
410.000	72226.000	0.216	-0.019	-0.372	0.146
411.000	72236.000	0.188	-0.019	-0.372	0.146
412.000	72246.000	0.192	-0.019	-0.372	0.146
413.000	72256.000	0.166	-0.019	-0.372	0.146
414.000	72266.000	0.181	-0.019	-0.372	0.146
415.000	72276.000	0.203	-0.019	-0.372	0.146
416.000	72286.000	0.220	-0.019	-0.372	0.146
417.000	72296.000	0.187	-0.019	-0.372	0.146
418.000	72306.000	0.184	-0.019	-0.372	0.146
419.000	72316.000	0.203	-0.019	-0.372	0.146
420.000	72326.000	0.205	-0.019	-0.372	0.146
421.000	72336.000	0.161	-0.019	-0.372	0.146
422.000	72346.000	0.171	-0.019	-0.372	0.146
423.000	72356.000	0.167	-0.019	-0.372	0.146
424.000	72366.000	0.166	-0.019	-0.372	0.146
425.000	72376.000	0.177	-0.019	-0.372	0.146
426.000	72386.000	0.202	-0.019	-0.372	0.146
427.000	72396.000	0.216	-0.019	-0.372	0.146
428.000	72406.000	0.192	-0.019	-0.372	0.146
429.000	72416.000	0.194	-0.019	-0.372	0.146
430.000	72426.000	0.197	-0.019	-0.372	0.146
431.000	72436.000	0.200	-0.019	-0.372	0.146
432.000	72446.000	0.204	-0.019	-0.372	0.146
433.000	72456.000	0.214	-0.019	-0.372	0.146
434.000	72466.000	0.194	-0.019	-0.372	0.146
435.000	72476.000	0.163	-0.019	-0.372	0.146
436.000	72486.000	0.200	-0.019	-0.372	0.146
437.000	72496.000	0.245	-0.019	-0.372	0.146
438.000	72506.000	0.271	-0.019	-0.372	0.146
439.000	72516.000	0.212	-0.019	-0.372	0.146
440.000	72526.000	0.205	-0.019	-0.372	0.146
441.000	72536.000	0.196	-0.019	-0.372	0.146
442.000	72546.000	0.166	-0.019	-0.372	0.146
443.000	72556.000	0.205	-0.019	-0.372	0.146
444.000	72566.000	0.211	-0.019	-0.372	0.146
445.000	72576.000	0.223	-0.019	-0.372	0.146
446.000	72586.000	0.220	-0.019	-0.372	0.146
447.000	72596.000	0.214	-0.019	-0.372	0.146
448.000	72606.000	0.235	-0.019	-0.372	0.146
449.000	72616.000	0.218	-0.019	-0.372	0.146
450.000	72626.000	0.227	-0.019	-0.372	0.146
451.000	72636.000	0.225	-0.019	-0.372	0.146
452.000	72646.000	0.170	-0.019	-0.372	0.146
453.000	72656.000	0.207	-0.019	-0.372	0.146
454.000	72666.000	0.198	-0.019	-0.372	0.146
455.000	72676.000	0.178	-0.019	-0.372	0.146
456.000	72686.000	0.176	-0.019	-0.372	0.146
457.000	72696.000	0.248	-0.019	-0.372	0.146
458.000	72706.000	0.177	-0.019	-0.372	0.146
459.000	72716.000	0.193	-0.019	-0.372	0.146
460.000	72726.000	0.174	-0.019	-0.372	0.146
461.000	72736.000	0.133	-0.019	-0.372	0.146
462.000	72746.000	0.169	-0.019	-0.372	0.146
463.000	72756.000	0.181	-0.019	-0.372	0.146
464.000	72766.000	0.165	-0.019	-0.372	0.146
465.000	72776.000	0.170	-0.019	-0.372	0.146
466.000	72786.000	0.174	-0.019	-0.372	0.146
467.000	72796.000	0.143	-0.019	-0.372	0.146
468.000	72806.000	0.205	-0.019	-0.372	0.146
469.000	72816.000	0.227	-0.019	-0.372	0.146
470.000	72826.000	0.157	-0.019	-0.372	0.146
471.000	72836.000	0.207	-0.019	-0.372	0.146
472.000	72846.000	0.176	-0.019	-0.372	0.146
473.000	72856.000	0.199	-0.019	-0.372	0.146
474.000	72866.000	0.198	-0.019	-0.372	0.146
475.000	72876.000	0.195	-0.019	-0.372	0.146
476.000	72886.000	0.210	-0.019	-0.372	0.146
477.000	72896.000	0.198	-0.019	-0.372	0.146
478.000	72906.000	0.169	-0.019	-0.372	0.146
479.000	72916.000	0.221	-0.019	-0.372	0.146
480.000	72926.000	0.180	-0.019	-0.372	0.146
481.000	72936.000	0.192	-0.019	-0.372	0.146
482.000	72946.000	0.226	-0.019	-0.372	0.146
483.000	72956.000	0.192	-0.019	-0.372	0.146
484.000	72966.000	0.180	-0.019	-0.372	0.146
485.000	72976.000	0.260	-0.019	-0.372	0.146
486.000	72986.000	0.226	-0.019	-0.372	0.146
487.000	72996.000	0.242	-0.019	-0.372	0.146
488.000	73006.000	0.243	-0.019	-0.372	0.146
489.000	73016.000	0.227	-0.019	-0.372	0.146
490.000	73026.000	0.164	-0.019	-0.372	0.146
491.000	73036.000	0.176	-0.019	-0.372	0.146
492.000	73046.000	0.203	-0.019	-0.372	0.146
493.000	73056.000	0.176	-0.019	-0.372	0.146
494.000	73066.000	0.192	-0.019	-0.372	0.146
495.000	73076.000	0.169	-0.019	-0.372	0.146
496.000	73086.000	0.175	-0.019	-0.372	0.146
497.000	73096.000	0.197	-0.019	-0.372	0.146
498.000	73106.000	0.158	-0.019	-0.372	0.146
499.000	73116.000	0.153	-0.019	-0.372	0.146
500.000	73126.000	0.181	-0.019	-0.372	0.146
501.000	73136.000	0.254	-0.019	-0.372	0.146
502.000	73146.000	0.191	-0.019	-0.372	0.146
503.000	73156.000	0.167	-0.019	-0.372	0.146
504.000	73166.000	0.162	-0.019	-0.372	0.146
505.000	73176.000	0.178	-0.019	-0.372	0.146
506.000	73186.000	0.227	-0.019	-0.372	0.146
507.000	73196.000	0.229	-0.019	-0.372	0.146
508.000	73206.000	0.202	-0.019	-0.372	0.146
509.000	73216.000	0.246	-0.019	-0.372	0.146
510.000	73226.000	0.225	-0.019	-0.372	0.146
