# Delay scan
# MW at 19 dB, 18.5117 GHz x2, 18.6 dB
# Laser at 365858 GHz, 0th Resonance.
# PM at 1.0 (38 dB)
# 40 mV static
i	d	s	sb	n	nb
4782.000	76087.000	0.124	-0.023	-0.298	0.187
4781.000	76097.000	0.129	-0.023	-0.298	0.187
4780.000	76107.000	0.121	-0.023	-0.298	0.187
4779.000	76117.000	0.120	-0.023	-0.298	0.187
4778.000	76127.000	0.141	-0.023	-0.298	0.187
4777.000	76137.000	0.131	-0.023	-0.298	0.187
4776.000	76147.000	0.120	-0.023	-0.298	0.187
4775.000	76157.000	0.097	-0.023	-0.298	0.187
4774.000	76167.000	0.135	-0.023	-0.298	0.187
4773.000	76177.000	0.127	-0.023	-0.298	0.187
4772.000	76187.000	0.105	-0.023	-0.298	0.187
4771.000	76197.000	0.090	-0.023	-0.298	0.187
4770.000	76207.000	0.105	-0.023	-0.298	0.187
4769.000	76217.000	0.114	-0.023	-0.298	0.187
4768.000	76227.000	0.143	-0.023	-0.298	0.187
4767.000	76237.000	0.129	-0.023	-0.298	0.187
4766.000	76247.000	0.148	-0.023	-0.298	0.187
4765.000	76257.000	0.163	-0.023	-0.298	0.187
4764.000	76267.000	0.123	-0.023	-0.298	0.187
4763.000	76277.000	0.125	-0.023	-0.298	0.187
4762.000	76287.000	0.128	-0.023	-0.298	0.187
4761.000	76297.000	0.128	-0.023	-0.298	0.187
4760.000	76307.000	0.110	-0.023	-0.298	0.187
4759.000	76317.000	0.136	-0.023	-0.298	0.187
4758.000	76327.000	0.112	-0.023	-0.298	0.187
4757.000	76337.000	0.106	-0.023	-0.298	0.187
4756.000	76347.000	0.103	-0.023	-0.298	0.187
4755.000	76357.000	0.108	-0.023	-0.298	0.187
4754.000	76367.000	0.121	-0.023	-0.298	0.187
4753.000	76377.000	0.130	-0.023	-0.298	0.187
4752.000	76387.000	0.116	-0.023	-0.298	0.187
4751.000	76397.000	0.136	-0.023	-0.298	0.187
4750.000	76407.000	0.137	-0.023	-0.298	0.187
4749.000	76417.000	0.099	-0.023	-0.298	0.187
4748.000	76427.000	0.110	-0.023	-0.298	0.187
4747.000	76437.000	0.096	-0.023	-0.298	0.187
4746.000	76447.000	0.087	-0.023	-0.298	0.187
4745.000	76457.000	0.107	-0.023	-0.298	0.187
4744.000	76467.000	0.094	-0.023	-0.298	0.187
4743.000	76477.000	0.132	-0.023	-0.298	0.187
4742.000	76487.000	0.137	-0.023	-0.298	0.187
4741.000	76497.000	0.119	-0.023	-0.298	0.187
4740.000	76507.000	0.141	-0.023	-0.298	0.187
4739.000	76517.000	0.126	-0.023	-0.298	0.187
4738.000	76527.000	0.095	-0.023	-0.298	0.187
4737.000	76537.000	0.105	-0.023	-0.298	0.187
4736.000	76547.000	0.116	-0.023	-0.298	0.187
4735.000	76557.000	0.126	-0.023	-0.298	0.187
4734.000	76567.000	0.132	-0.023	-0.298	0.187
4733.000	76577.000	0.154	-0.023	-0.298	0.187
4732.000	76587.000	0.161	-0.023	-0.298	0.187
4731.000	76597.000	0.151	-0.023	-0.298	0.187
4730.000	76607.000	0.123	-0.023	-0.298	0.187
4729.000	76617.000	0.123	-0.023	-0.298	0.187
4728.000	76627.000	0.154	-0.023	-0.298	0.187
4727.000	76637.000	0.125	-0.023	-0.298	0.187
4726.000	76647.000	0.111	-0.023	-0.298	0.187
4725.000	76657.000	0.117	-0.023	-0.298	0.187
4724.000	76667.000	0.110	-0.023	-0.298	0.187
4723.000	76677.000	0.116	-0.023	-0.298	0.187
4722.000	76687.000	0.129	-0.023	-0.298	0.187
4721.000	76697.000	0.122	-0.023	-0.298	0.187
4720.000	76707.000	0.136	-0.023	-0.298	0.187
4719.000	76717.000	0.142	-0.023	-0.298	0.187
4718.000	76727.000	0.127	-0.023	-0.298	0.187
4717.000	76737.000	0.110	-0.023	-0.298	0.187
4716.000	76747.000	0.094	-0.023	-0.298	0.187
4715.000	76757.000	0.107	-0.023	-0.298	0.187
4714.000	76767.000	0.112	-0.023	-0.298	0.187
4713.000	76777.000	0.112	-0.023	-0.298	0.187
4712.000	76787.000	0.102	-0.023	-0.298	0.187
4711.000	76797.000	0.121	-0.023	-0.298	0.187
4710.000	76807.000	0.132	-0.023	-0.298	0.187
4709.000	76817.000	0.110	-0.023	-0.298	0.187
4708.000	76827.000	0.107	-0.023	-0.298	0.187
4707.000	76837.000	0.094	-0.023	-0.298	0.187
4706.000	76847.000	0.089	-0.023	-0.298	0.187
4705.000	76857.000	0.105	-0.023	-0.298	0.187
4704.000	76867.000	0.113	-0.023	-0.298	0.187
4703.000	76877.000	0.118	-0.023	-0.298	0.187
4702.000	76887.000	0.129	-0.023	-0.298	0.187
4701.000	76897.000	0.104	-0.023	-0.298	0.187
4700.000	76907.000	0.125	-0.023	-0.298	0.187
4699.000	76917.000	0.106	-0.023	-0.298	0.187
4698.000	76927.000	0.108	-0.023	-0.298	0.187
4697.000	76937.000	0.130	-0.023	-0.298	0.187
4696.000	76947.000	0.138	-0.023	-0.298	0.187
4695.000	76957.000	0.119	-0.023	-0.298	0.187
4694.000	76967.000	0.103	-0.023	-0.298	0.187
4693.000	76977.000	0.115	-0.023	-0.298	0.187
4692.000	76987.000	0.122	-0.023	-0.298	0.187
4691.000	76997.000	0.119	-0.023	-0.298	0.187
4690.000	77007.000	0.095	-0.023	-0.298	0.187
4689.000	77017.000	0.094	-0.023	-0.298	0.187
4688.000	77027.000	0.097	-0.023	-0.298	0.187
4687.000	77037.000	0.091	-0.023	-0.298	0.187
4686.000	77047.000	0.090	-0.023	-0.298	0.187
4685.000	77057.000	0.095	-0.023	-0.298	0.187
4684.000	77067.000	0.118	-0.023	-0.298	0.187
4683.000	77077.000	0.097	-0.023	-0.298	0.187
4682.000	77087.000	0.102	-0.023	-0.298	0.187
4681.000	77097.000	0.094	-0.023	-0.298	0.187
4680.000	77107.000	0.095	-0.023	-0.298	0.187
4679.000	77117.000	0.121	-0.023	-0.298	0.187
4678.000	77127.000	0.126	-0.023	-0.298	0.187
4677.000	77137.000	0.126	-0.023	-0.298	0.187
4676.000	77147.000	0.101	-0.023	-0.298	0.187
4675.000	77157.000	0.082	-0.023	-0.298	0.187
4674.000	77167.000	0.093	-0.023	-0.298	0.187
4673.000	77177.000	0.089	-0.023	-0.298	0.187
4672.000	77187.000	0.111	-0.023	-0.298	0.187
4671.000	77197.000	0.120	-0.023	-0.298	0.187
4670.000	77207.000	0.132	-0.023	-0.298	0.187
4669.000	77217.000	0.136	-0.023	-0.298	0.187
4668.000	77227.000	0.120	-0.023	-0.298	0.187
4667.000	77237.000	0.130	-0.023	-0.298	0.187
4666.000	77247.000	0.123	-0.023	-0.298	0.187
4665.000	77257.000	0.122	-0.023	-0.298	0.187
4664.000	77267.000	0.139	-0.023	-0.298	0.187
4663.000	77277.000	0.129	-0.023	-0.298	0.187
4662.000	77287.000	0.133	-0.023	-0.298	0.187
4661.000	77297.000	0.127	-0.023	-0.298	0.187
4660.000	77307.000	0.115	-0.023	-0.298	0.187
4659.000	77317.000	0.099	-0.023	-0.298	0.187
4658.000	77327.000	0.107	-0.023	-0.298	0.187
4657.000	77337.000	0.100	-0.023	-0.298	0.187
4656.000	77347.000	0.114	-0.023	-0.298	0.187
4655.000	77357.000	0.100	-0.023	-0.298	0.187
4654.000	77367.000	0.091	-0.023	-0.298	0.187
4653.000	77377.000	0.116	-0.023	-0.298	0.187
4652.000	77387.000	0.123	-0.023	-0.298	0.187
