# Filename	C:\Users\labuser\Documents\Data\2018-11-05\2_fscan.txt
# Date	2018-11-5-20:6
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	18.60
# Note	Hittite HMC-T2100 at 18.6 dBm connected to Splitter to -2 dB to Mixer to Doubler to -20 dB to Amp to Var Attn to Cavity. Var Attn at 19 dB. Laser at -100 GHz with -4 GHz Limit. MW Pulse from Laser -270 ns to +30 ns. Looking for MW Ionization.
# Frequency (Hz)	Background (V)	Voltage (V)	Reference (V)
18500000000.000	0.093	0.135	0.177
18501000000.000	0.093	0.144	0.149
18502000000.000	0.093	0.113	0.184
18503000000.000	0.093	0.109	0.165
18504000000.000	0.093	0.095	0.176
18505000000.000	0.093	0.138	0.160
18506000000.000	0.093	0.108	0.159
18507000000.000	0.093	0.130	0.156
18508000000.000	0.093	0.111	0.149
18509000000.000	0.093	0.109	0.155
18510000000.000	0.093	0.138	0.133
18511000000.000	0.093	0.078	0.126
18512000000.000	0.093	0.099	0.128
18513000000.000	0.093	0.059	0.137
18514000000.000	0.093	0.087	0.132
18515000000.000	0.093	0.135	0.155
18516000000.000	0.093	0.096	0.160
18517000000.000	0.093	0.125	0.152
18518000000.000	0.093	0.105	0.164
18519000000.000	0.093	0.128	0.129
18520000000.000	0.093	0.168	0.132
18500100000.000	0.093	0.110	0.152
18501100000.000	0.093	0.165	0.150
18502100000.000	0.093	0.123	0.195
18503100000.000	0.093	0.137	0.125
18504100000.000	0.093	0.142	0.144
18505100000.000	0.093	0.135	0.162
18506100000.000	0.093	0.122	0.128
18507100000.000	0.093	0.109	0.154
18508100000.000	0.093	0.101	0.145
18509100000.000	0.093	0.080	0.147
18510100000.000	0.093	0.087	0.159
18511100000.000	0.093	0.109	0.189
18512100000.000	0.093	0.090	0.184
18513100000.000	0.093	0.084	0.145
18514100000.000	0.093	0.102	0.130
18515100000.000	0.093	0.116	0.148
18516100000.000	0.093	0.129	0.142
18517100000.000	0.093	0.126	0.171
18518100000.000	0.093	0.101	0.187
18519100000.000	0.093	0.140	0.134
18500200000.000	0.093	0.117	0.137
18501200000.000	0.093	0.118	0.140
18502200000.000	0.093	0.115	0.156
18503200000.000	0.093	0.094	0.120
18504200000.000	0.093	0.130	0.142
18505200000.000	0.093	0.109	0.137
18506200000.000	0.093	0.104	0.120
18507200000.000	0.093	0.114	0.164
18508200000.000	0.093	0.115	0.146
18509200000.000	0.093	0.082	0.176
18510200000.000	0.093	0.104	0.158
18511200000.000	0.093	0.082	0.172
18512200000.000	0.093	0.069	0.178
18513200000.000	0.093	0.100	0.136
18514200000.000	0.093	0.108	0.127
18515200000.000	0.093	0.096	0.182
18516200000.000	0.093	0.118	0.192
18517200000.000	0.093	0.092	0.179
18518200000.000	0.093	0.105	0.106
18519200000.000	0.093	0.136	0.173
18500300000.000	0.093	0.172	0.167
18501300000.000	0.093	0.138	0.162
18502300000.000	0.093	0.115	0.152
18503300000.000	0.093	0.156	0.152
18504300000.000	0.093	0.128	0.125
18505300000.000	0.093	0.126	0.162
18506300000.000	0.093	0.121	0.131
18507300000.000	0.093	0.108	0.159
18508300000.000	0.093	0.111	0.132
18509300000.000	0.093	0.097	0.142
18510300000.000	0.093	0.090	0.120
18511300000.000	0.093	0.092	0.148
18512300000.000	0.093	0.098	0.131
18513300000.000	0.093	0.087	0.141
18514300000.000	0.093	0.114	0.218
18515300000.000	0.093	0.100	0.181
18516300000.000	0.093	0.109	0.127
18517300000.000	0.093	0.125	0.174
18518300000.000	0.093	0.103	0.145
18519300000.000	0.093	0.098	0.171
18500400000.000	0.093	0.141	0.126
18501400000.000	0.093	0.141	0.144
18502400000.000	0.093	0.179	0.158
18503400000.000	0.093	0.092	0.176
18504400000.000	0.093	0.129	0.140
18505400000.000	0.093	0.088	0.186
18506400000.000	0.093	0.113	0.131
18507400000.000	0.093	0.125	0.156
18508400000.000	0.093	0.099	0.108
18509400000.000	0.093	0.091	0.155
18510400000.000	0.093	0.074	0.156
18511400000.000	0.093	0.074	0.115
18512400000.000	0.093	0.065	0.144
18513400000.000	0.093	0.078	0.129
18514400000.000	0.093	0.081	0.139
18515400000.000	0.093	0.086	0.162
18516400000.000	0.093	0.112	0.149
18517400000.000	0.093	0.124	0.174
18518400000.000	0.093	0.127	0.181
18519400000.000	0.093	0.138	0.115
18500500000.000	0.093	0.145	0.146
18501500000.000	0.093	0.146	0.134
18502500000.000	0.093	0.127	0.163
18503500000.000	0.093	0.118	0.136
18504500000.000	0.093	0.144	0.190
18505500000.000	0.093	0.133	0.134
18506500000.000	0.093	0.128	0.152
18507500000.000	0.093	0.095	0.121
18508500000.000	0.093	0.122	0.138
18509500000.000	0.093	0.105	0.156
18510500000.000	0.093	0.087	0.157
18511500000.000	0.093	0.089	0.143
18512500000.000	0.093	0.088	0.119
18513500000.000	0.093	0.094	0.153
18514500000.000	0.093	0.125	0.174
18515500000.000	0.093	0.086	0.143
18516500000.000	0.093	0.134	0.159
18517500000.000	0.093	0.102	0.126
18518500000.000	0.093	0.114	0.139
18519500000.000	0.093	0.132	0.152
18500600000.000	0.093	0.119	0.162
18501600000.000	0.093	0.163	0.142
18502600000.000	0.093	0.121	0.151
18503600000.000	0.093	0.137	0.145
18504600000.000	0.093	0.131	0.162
18505600000.000	0.093	0.096	0.162
18506600000.000	0.093	0.120	0.177
18507600000.000	0.093	0.128	0.157
18508600000.000	0.093	0.123	0.138
18509600000.000	0.093	0.084	0.136
18510600000.000	0.093	0.077	0.162
18511600000.000	0.093	0.089	0.138
18512600000.000	0.093	0.081	0.130
18513600000.000	0.093	0.107	0.153
18514600000.000	0.093	0.103	0.164
18515600000.000	0.093	0.102	0.148
18516600000.000	0.093	0.125	0.112
18517600000.000	0.093	0.108	0.124
18518600000.000	0.093	0.124	0.139
18519600000.000	0.093	0.155	0.136
18500700000.000	0.093	0.147	0.144
18501700000.000	0.093	0.114	0.120
18502700000.000	0.093	0.129	0.151
18503700000.000	0.093	0.136	0.130
18504700000.000	0.093	0.110	0.117
18505700000.000	0.093	0.131	0.158
18506700000.000	0.093	0.130	0.158
18507700000.000	0.093	0.102	0.141
18508700000.000	0.093	0.087	0.163
18509700000.000	0.093	0.094	0.159
18510700000.000	0.093	0.067	0.117
18511700000.000	0.093	0.104	0.120
18512700000.000	0.093	0.089	0.133
18513700000.000	0.093	0.109	0.144
18514700000.000	0.093	0.093	0.119
18515700000.000	0.093	0.104	0.157
18516700000.000	0.093	0.090	0.132
18517700000.000	0.093	0.089	0.109
18518700000.000	0.093	0.104	0.164
