# Delay scan
# MW at 19 dB, 18.5112 GHz x2, 18.6 dB
# Laser at 365858 GHz, 0th Resonance.
# PM at 2.4 (30.5 dB)
# 80 mV static
i	d	s	sb	n	nb
4782.000	76087.000	0.067	-0.030	-0.230	0.131
4781.000	76097.000	0.063	-0.030	-0.230	0.131
4780.000	76107.000	0.054	-0.030	-0.230	0.131
4779.000	76117.000	0.076	-0.030	-0.230	0.131
4778.000	76127.000	0.088	-0.030	-0.230	0.131
4777.000	76137.000	0.098	-0.030	-0.230	0.131
4776.000	76147.000	0.088	-0.030	-0.230	0.131
4775.000	76157.000	0.076	-0.030	-0.230	0.131
4774.000	76167.000	0.079	-0.030	-0.230	0.131
4773.000	76177.000	0.071	-0.030	-0.230	0.131
4772.000	76187.000	0.063	-0.030	-0.230	0.131
4771.000	76197.000	0.083	-0.030	-0.230	0.131
4770.000	76207.000	0.097	-0.030	-0.230	0.131
4769.000	76217.000	0.088	-0.030	-0.230	0.131
4768.000	76227.000	0.067	-0.030	-0.230	0.131
4767.000	76237.000	0.064	-0.030	-0.230	0.131
4766.000	76247.000	0.073	-0.030	-0.230	0.131
4765.000	76257.000	0.068	-0.030	-0.230	0.131
4764.000	76267.000	0.076	-0.030	-0.230	0.131
4763.000	76277.000	0.068	-0.030	-0.230	0.131
4762.000	76287.000	0.067	-0.030	-0.230	0.131
4761.000	76297.000	0.060	-0.030	-0.230	0.131
4760.000	76307.000	0.063	-0.030	-0.230	0.131
4759.000	76317.000	0.055	-0.030	-0.230	0.131
4758.000	76327.000	0.055	-0.030	-0.230	0.131
4757.000	76337.000	0.065	-0.030	-0.230	0.131
4756.000	76347.000	0.087	-0.030	-0.230	0.131
4755.000	76357.000	0.073	-0.030	-0.230	0.131
4754.000	76367.000	0.063	-0.030	-0.230	0.131
4753.000	76377.000	0.079	-0.030	-0.230	0.131
4752.000	76387.000	0.092	-0.030	-0.230	0.131
4751.000	76397.000	0.101	-0.030	-0.230	0.131
4750.000	76407.000	0.081	-0.030	-0.230	0.131
4749.000	76417.000	0.077	-0.030	-0.230	0.131
4748.000	76427.000	0.080	-0.030	-0.230	0.131
4747.000	76437.000	0.066	-0.030	-0.230	0.131
4746.000	76447.000	0.078	-0.030	-0.230	0.131
4745.000	76457.000	0.102	-0.030	-0.230	0.131
4744.000	76467.000	0.104	-0.030	-0.230	0.131
4743.000	76477.000	0.084	-0.030	-0.230	0.131
4742.000	76487.000	0.074	-0.030	-0.230	0.131
4741.000	76497.000	0.067	-0.030	-0.230	0.131
4740.000	76507.000	0.063	-0.030	-0.230	0.131
4739.000	76517.000	0.077	-0.030	-0.230	0.131
4738.000	76527.000	0.074	-0.030	-0.230	0.131
4737.000	76537.000	0.092	-0.030	-0.230	0.131
4736.000	76547.000	0.087	-0.030	-0.230	0.131
4735.000	76557.000	0.098	-0.030	-0.230	0.131
4734.000	76567.000	0.078	-0.030	-0.230	0.131
4733.000	76577.000	0.064	-0.030	-0.230	0.131
4732.000	76587.000	0.057	-0.030	-0.230	0.131
4731.000	76597.000	0.066	-0.030	-0.230	0.131
4730.000	76607.000	0.039	-0.030	-0.230	0.131
