# Delay scan
# MW at 19 dB, 18.5112 GHz x2, 18.6 dB
# Laser at 365858 GHz, 0th Resonance.
# PM at 2.4 (30.5 dB)
# 80 mV static
i	d	s	sb	n	nb
4782.000	76087.000	0.101	-0.030	-0.165	0.145
4781.000	76097.000	0.079	-0.030	-0.165	0.145
4780.000	76107.000	0.058	-0.030	-0.165	0.145
4779.000	76117.000	0.068	-0.030	-0.165	0.145
4778.000	76127.000	0.054	-0.030	-0.165	0.145
4777.000	76137.000	0.070	-0.030	-0.165	0.145
4776.000	76147.000	0.058	-0.030	-0.165	0.145
4775.000	76157.000	0.062	-0.030	-0.165	0.145
4774.000	76167.000	0.064	-0.030	-0.165	0.145
4773.000	76177.000	0.063	-0.030	-0.165	0.145
4772.000	76187.000	0.062	-0.030	-0.165	0.145
4771.000	76197.000	0.075	-0.030	-0.165	0.145
4770.000	76207.000	0.081	-0.030	-0.165	0.145
4769.000	76217.000	0.063	-0.030	-0.165	0.145
4768.000	76227.000	0.079	-0.030	-0.165	0.145
4767.000	76237.000	0.091	-0.030	-0.165	0.145
4766.000	76247.000	0.095	-0.030	-0.165	0.145
4765.000	76257.000	0.107	-0.030	-0.165	0.145
4764.000	76267.000	0.080	-0.030	-0.165	0.145
4763.000	76277.000	0.081	-0.030	-0.165	0.145
4762.000	76287.000	0.093	-0.030	-0.165	0.145
4761.000	76297.000	0.069	-0.030	-0.165	0.145
4760.000	76307.000	0.081	-0.030	-0.165	0.145
4759.000	76317.000	0.089	-0.030	-0.165	0.145
4758.000	76327.000	0.078	-0.030	-0.165	0.145
4757.000	76337.000	0.077	-0.030	-0.165	0.145
4756.000	76347.000	0.080	-0.030	-0.165	0.145
4755.000	76357.000	0.080	-0.030	-0.165	0.145
4754.000	76367.000	0.088	-0.030	-0.165	0.145
4753.000	76377.000	0.088	-0.030	-0.165	0.145
4752.000	76387.000	0.091	-0.030	-0.165	0.145
4751.000	76397.000	0.085	-0.030	-0.165	0.145
4750.000	76407.000	0.093	-0.030	-0.165	0.145
4749.000	76417.000	0.090	-0.030	-0.165	0.145
4748.000	76427.000	0.097	-0.030	-0.165	0.145
4747.000	76437.000	0.080	-0.030	-0.165	0.145
4746.000	76447.000	0.085	-0.030	-0.165	0.145
4745.000	76457.000	0.061	-0.030	-0.165	0.145
4744.000	76467.000	0.051	-0.030	-0.165	0.145
4743.000	76477.000	0.051	-0.030	-0.165	0.145
4742.000	76487.000	0.058	-0.030	-0.165	0.145
4741.000	76497.000	0.088	-0.030	-0.165	0.145
4740.000	76507.000	0.086	-0.030	-0.165	0.145
4739.000	76517.000	0.066	-0.030	-0.165	0.145
4738.000	76527.000	0.077	-0.030	-0.165	0.145
4737.000	76537.000	0.075	-0.030	-0.165	0.145
4736.000	76547.000	0.090	-0.030	-0.165	0.145
4735.000	76557.000	0.104	-0.030	-0.165	0.145
4734.000	76567.000	0.091	-0.030	-0.165	0.145
4733.000	76577.000	0.085	-0.030	-0.165	0.145
4732.000	76587.000	0.091	-0.030	-0.165	0.145
4731.000	76597.000	0.112	-0.030	-0.165	0.145
4730.000	76607.000	0.085	-0.030	-0.165	0.145
4729.000	76617.000	0.086	-0.030	-0.165	0.145
4728.000	76627.000	0.110	-0.030	-0.165	0.145
4727.000	76637.000	0.085	-0.030	-0.165	0.145
4726.000	76647.000	0.085	-0.030	-0.165	0.145
4725.000	76657.000	0.087	-0.030	-0.165	0.145
4724.000	76667.000	0.084	-0.030	-0.165	0.145
4723.000	76677.000	0.071	-0.030	-0.165	0.145
4722.000	76687.000	0.083	-0.030	-0.165	0.145
4721.000	76697.000	0.086	-0.030	-0.165	0.145
4720.000	76707.000	0.096	-0.030	-0.165	0.145
4719.000	76717.000	0.096	-0.030	-0.165	0.145
4718.000	76727.000	0.106	-0.030	-0.165	0.145
4717.000	76737.000	0.117	-0.030	-0.165	0.145
4716.000	76747.000	0.113	-0.030	-0.165	0.145
4715.000	76757.000	0.098	-0.030	-0.165	0.145
4714.000	76767.000	0.093	-0.030	-0.165	0.145
4713.000	76777.000	0.103	-0.030	-0.165	0.145
4712.000	76787.000	0.095	-0.030	-0.165	0.145
4711.000	76797.000	0.073	-0.030	-0.165	0.145
4710.000	76807.000	0.070	-0.030	-0.165	0.145
4709.000	76817.000	0.086	-0.030	-0.165	0.145
4708.000	76827.000	0.068	-0.030	-0.165	0.145
4707.000	76837.000	0.069	-0.030	-0.165	0.145
4706.000	76847.000	0.065	-0.030	-0.165	0.145
4705.000	76857.000	0.071	-0.030	-0.165	0.145
4704.000	76867.000	0.085	-0.030	-0.165	0.145
4703.000	76877.000	0.096	-0.030	-0.165	0.145
4702.000	76887.000	0.090	-0.030	-0.165	0.145
4701.000	76897.000	0.097	-0.030	-0.165	0.145
4700.000	76907.000	0.105	-0.030	-0.165	0.145
4699.000	76917.000	0.083	-0.030	-0.165	0.145
4698.000	76927.000	0.089	-0.030	-0.165	0.145
4697.000	76937.000	0.090	-0.030	-0.165	0.145
4696.000	76947.000	0.102	-0.030	-0.165	0.145
4695.000	76957.000	0.107	-0.030	-0.165	0.145
4694.000	76967.000	0.090	-0.030	-0.165	0.145
4693.000	76977.000	0.084	-0.030	-0.165	0.145
4692.000	76987.000	0.078	-0.030	-0.165	0.145
4691.000	76997.000	0.077	-0.030	-0.165	0.145
4690.000	77007.000	0.085	-0.030	-0.165	0.145
4689.000	77017.000	0.095	-0.030	-0.165	0.145
4688.000	77027.000	0.069	-0.030	-0.165	0.145
4687.000	77037.000	0.065	-0.030	-0.165	0.145
4686.000	77047.000	0.077	-0.030	-0.165	0.145
