# Delay scan
# MW at 19 dB, 18.5112 GHz x2, 18.6 dB
# Laser at 365858 GHz, 0th Resonance.
# PM at 2.0 (32 dB)
# 80 mV static
i	d	s	sb	n	nb
4782.000	76087.000	0.049	-0.019	-0.234	0.143
4781.000	76097.000	0.046	-0.019	-0.234	0.143
4780.000	76107.000	0.056	-0.019	-0.234	0.143
4779.000	76117.000	0.063	-0.019	-0.234	0.143
4778.000	76127.000	0.060	-0.019	-0.234	0.143
4777.000	76137.000	0.049	-0.019	-0.234	0.143
4776.000	76147.000	0.058	-0.019	-0.234	0.143
4775.000	76157.000	0.064	-0.019	-0.234	0.143
4774.000	76167.000	0.058	-0.019	-0.234	0.143
4773.000	76177.000	0.056	-0.019	-0.234	0.143
4772.000	76187.000	0.069	-0.019	-0.234	0.143
4771.000	76197.000	0.065	-0.019	-0.234	0.143
4770.000	76207.000	0.069	-0.019	-0.234	0.143
4769.000	76217.000	0.070	-0.019	-0.234	0.143
4768.000	76227.000	0.066	-0.019	-0.234	0.143
4767.000	76237.000	0.082	-0.019	-0.234	0.143
4766.000	76247.000	0.077	-0.019	-0.234	0.143
4765.000	76257.000	0.070	-0.019	-0.234	0.143
4764.000	76267.000	0.074	-0.019	-0.234	0.143
4763.000	76277.000	0.075	-0.019	-0.234	0.143
4762.000	76287.000	0.092	-0.019	-0.234	0.143
4761.000	76297.000	0.091	-0.019	-0.234	0.143
4760.000	76307.000	0.080	-0.019	-0.234	0.143
4759.000	76317.000	0.096	-0.019	-0.234	0.143
4758.000	76327.000	0.079	-0.019	-0.234	0.143
4757.000	76337.000	0.080	-0.019	-0.234	0.143
4756.000	76347.000	0.082	-0.019	-0.234	0.143
4755.000	76357.000	0.058	-0.019	-0.234	0.143
4754.000	76367.000	0.056	-0.019	-0.234	0.143
4753.000	76377.000	0.059	-0.019	-0.234	0.143
4752.000	76387.000	0.043	-0.019	-0.234	0.143
4751.000	76397.000	0.053	-0.019	-0.234	0.143
4750.000	76407.000	0.055	-0.019	-0.234	0.143
