# Delay scan
# MW at 19 dB, 18.5132 GHz x2, 18.6 dB
# Laser at 365858 GHz, 0th Resonance.
# PM at 2.0 (23 dB)
# 0 mV static
i	d	s	sb	n	nb
6376.000	68116.000	0.207	-0.043	-0.332	0.141
6375.000	68126.000	0.183	-0.043	-0.332	0.141
6374.000	68136.000	0.170	-0.043	-0.332	0.141
6373.000	68146.000	0.167	-0.043	-0.332	0.141
6372.000	68156.000	0.192	-0.043	-0.332	0.141
6371.000	68166.000	0.229	-0.043	-0.332	0.141
6370.000	68176.000	0.185	-0.043	-0.332	0.141
6369.000	68186.000	0.176	-0.043	-0.332	0.141
6368.000	68196.000	0.177	-0.043	-0.332	0.141
6367.000	68206.000	0.185	-0.043	-0.332	0.141
6366.000	68216.000	0.172	-0.043	-0.332	0.141
6365.000	68226.000	0.174	-0.043	-0.332	0.141
6364.000	68236.000	0.184	-0.043	-0.332	0.141
6363.000	68246.000	0.161	-0.043	-0.332	0.141
6362.000	68256.000	0.168	-0.043	-0.332	0.141
6361.000	68266.000	0.181	-0.043	-0.332	0.141
6360.000	68276.000	0.201	-0.043	-0.332	0.141
6359.000	68286.000	0.170	-0.043	-0.332	0.141
6358.000	68296.000	0.132	-0.043	-0.332	0.141
6357.000	68306.000	0.146	-0.043	-0.332	0.141
6356.000	68316.000	0.160	-0.043	-0.332	0.141
6355.000	68326.000	0.184	-0.043	-0.332	0.141
6354.000	68336.000	0.161	-0.043	-0.332	0.141
6353.000	68346.000	0.168	-0.043	-0.332	0.141
6352.000	68356.000	0.167	-0.043	-0.332	0.141
6351.000	68366.000	0.175	-0.043	-0.332	0.141
6350.000	68376.000	0.176	-0.043	-0.332	0.141
6349.000	68386.000	0.166	-0.043	-0.332	0.141
6348.000	68396.000	0.142	-0.043	-0.332	0.141
6347.000	68406.000	0.170	-0.043	-0.332	0.141
6346.000	68416.000	0.170	-0.043	-0.332	0.141
6345.000	68426.000	0.167	-0.043	-0.332	0.141
6344.000	68436.000	0.146	-0.043	-0.332	0.141
6343.000	68446.000	0.128	-0.043	-0.332	0.141
6342.000	68456.000	0.142	-0.043	-0.332	0.141
6341.000	68466.000	0.177	-0.043	-0.332	0.141
6340.000	68476.000	0.198	-0.043	-0.332	0.141
6339.000	68486.000	0.178	-0.043	-0.332	0.141
6338.000	68496.000	0.139	-0.043	-0.332	0.141
6337.000	68506.000	0.151	-0.043	-0.332	0.141
6336.000	68516.000	0.164	-0.043	-0.332	0.141
6335.000	68526.000	0.161	-0.043	-0.332	0.141
6334.000	68536.000	0.160	-0.043	-0.332	0.141
6333.000	68546.000	0.152	-0.043	-0.332	0.141
6332.000	68556.000	0.176	-0.043	-0.332	0.141
6331.000	68566.000	0.166	-0.043	-0.332	0.141
6330.000	68576.000	0.178	-0.043	-0.332	0.141
6329.000	68586.000	0.170	-0.043	-0.332	0.141
6328.000	68596.000	0.154	-0.043	-0.332	0.141
6327.000	68606.000	0.136	-0.043	-0.332	0.141
6326.000	68616.000	0.144	-0.043	-0.332	0.141
6325.000	68626.000	0.159	-0.043	-0.332	0.141
6324.000	68636.000	0.147	-0.043	-0.332	0.141
6323.000	68646.000	0.162	-0.043	-0.332	0.141
6322.000	68656.000	0.138	-0.043	-0.332	0.141
6321.000	68666.000	0.151	-0.043	-0.332	0.141
6320.000	68676.000	0.188	-0.043	-0.332	0.141
6319.000	68686.000	0.153	-0.043	-0.332	0.141
6318.000	68696.000	0.130	-0.043	-0.332	0.141
6317.000	68706.000	0.145	-0.043	-0.332	0.141
6316.000	68716.000	0.157	-0.043	-0.332	0.141
6315.000	68726.000	0.129	-0.043	-0.332	0.141
6314.000	68736.000	0.156	-0.043	-0.332	0.141
6313.000	68746.000	0.157	-0.043	-0.332	0.141
6312.000	68756.000	0.162	-0.043	-0.332	0.141
6311.000	68766.000	0.159	-0.043	-0.332	0.141
6310.000	68776.000	0.162	-0.043	-0.332	0.141
6309.000	68786.000	0.158	-0.043	-0.332	0.141
6308.000	68796.000	0.168	-0.043	-0.332	0.141
6307.000	68806.000	0.155	-0.043	-0.332	0.141
6306.000	68816.000	0.171	-0.043	-0.332	0.141
6305.000	68826.000	0.181	-0.043	-0.332	0.141
6304.000	68836.000	0.164	-0.043	-0.332	0.141
6303.000	68846.000	0.161	-0.043	-0.332	0.141
6302.000	68856.000	0.167	-0.043	-0.332	0.141
6301.000	68866.000	0.154	-0.043	-0.332	0.141
6300.000	68876.000	0.153	-0.043	-0.332	0.141
6299.000	68886.000	0.141	-0.043	-0.332	0.141
6298.000	68896.000	0.141	-0.043	-0.332	0.141
6297.000	68906.000	0.145	-0.043	-0.332	0.141
6296.000	68916.000	0.158	-0.043	-0.332	0.141
6295.000	68926.000	0.132	-0.043	-0.332	0.141
6294.000	68936.000	0.145	-0.043	-0.332	0.141
6293.000	68946.000	0.121	-0.043	-0.332	0.141
6292.000	68956.000	0.138	-0.043	-0.332	0.141
6291.000	68966.000	0.147	-0.043	-0.332	0.141
6290.000	68976.000	0.135	-0.043	-0.332	0.141
6289.000	68986.000	0.154	-0.043	-0.332	0.141
6288.000	68996.000	0.153	-0.043	-0.332	0.141
6287.000	69006.000	0.173	-0.043	-0.332	0.141
6286.000	69016.000	0.163	-0.043	-0.332	0.141
6285.000	69026.000	0.156	-0.043	-0.332	0.141
6284.000	69036.000	0.156	-0.043	-0.332	0.141
6283.000	69046.000	0.159	-0.043	-0.332	0.141
6282.000	69056.000	0.155	-0.043	-0.332	0.141
6281.000	69066.000	0.166	-0.043	-0.332	0.141
6280.000	69076.000	0.143	-0.043	-0.332	0.141
6279.000	69086.000	0.164	-0.043	-0.332	0.141
6278.000	69096.000	0.178	-0.043	-0.332	0.141
6277.000	69106.000	0.148	-0.043	-0.332	0.141
6276.000	69116.000	0.115	-0.043	-0.332	0.141
6275.000	69126.000	0.158	-0.043	-0.332	0.141
6274.000	69136.000	0.198	-0.043	-0.332	0.141
6273.000	69146.000	0.170	-0.043	-0.332	0.141
6272.000	69156.000	0.159	-0.043	-0.332	0.141
6271.000	69166.000	0.168	-0.043	-0.332	0.141
6270.000	69176.000	0.150	-0.043	-0.332	0.141
6269.000	69186.000	0.138	-0.043	-0.332	0.141
6268.000	69196.000	0.156	-0.043	-0.332	0.141
6267.000	69206.000	0.165	-0.043	-0.332	0.141
6266.000	69216.000	0.175	-0.043	-0.332	0.141
6265.000	69226.000	0.166	-0.043	-0.332	0.141
6264.000	69236.000	0.166	-0.043	-0.332	0.141
6263.000	69246.000	0.161	-0.043	-0.332	0.141
6262.000	69256.000	0.163	-0.043	-0.332	0.141
6261.000	69266.000	0.161	-0.043	-0.332	0.141
6260.000	69276.000	0.165	-0.043	-0.332	0.141
6259.000	69286.000	0.143	-0.043	-0.332	0.141
6258.000	69296.000	0.174	-0.043	-0.332	0.141
6257.000	69306.000	0.159	-0.043	-0.332	0.141
6256.000	69316.000	0.157	-0.043	-0.332	0.141
6255.000	69326.000	0.151	-0.043	-0.332	0.141
6254.000	69336.000	0.137	-0.043	-0.332	0.141
6253.000	69346.000	0.154	-0.043	-0.332	0.141
6252.000	69356.000	0.151	-0.043	-0.332	0.141
6251.000	69366.000	0.139	-0.043	-0.332	0.141
6250.000	69376.000	0.161	-0.043	-0.332	0.141
6249.000	69386.000	0.152	-0.043	-0.332	0.141
6248.000	69396.000	0.153	-0.043	-0.332	0.141
6247.000	69406.000	0.138	-0.043	-0.332	0.141
6246.000	69416.000	0.148	-0.043	-0.332	0.141
6245.000	69426.000	0.136	-0.043	-0.332	0.141
6244.000	69436.000	0.142	-0.043	-0.332	0.141
6243.000	69446.000	0.160	-0.043	-0.332	0.141
6242.000	69456.000	0.173	-0.043	-0.332	0.141
6241.000	69466.000	0.165	-0.043	-0.332	0.141
6240.000	69476.000	0.174	-0.043	-0.332	0.141
6239.000	69486.000	0.166	-0.043	-0.332	0.141
6238.000	69496.000	0.167	-0.043	-0.332	0.141
6237.000	69506.000	0.160	-0.043	-0.332	0.141
6236.000	69516.000	0.160	-0.043	-0.332	0.141
6235.000	69526.000	0.156	-0.043	-0.332	0.141
6234.000	69536.000	0.159	-0.043	-0.332	0.141
6233.000	69546.000	0.163	-0.043	-0.332	0.141
6232.000	69556.000	0.168	-0.043	-0.332	0.141
6231.000	69566.000	0.188	-0.043	-0.332	0.141
6230.000	69576.000	0.181	-0.043	-0.332	0.141
6229.000	69586.000	0.167	-0.043	-0.332	0.141
6228.000	69596.000	0.128	-0.043	-0.332	0.141
6227.000	69606.000	0.137	-0.043	-0.332	0.141
6226.000	69616.000	0.157	-0.043	-0.332	0.141
6225.000	69626.000	0.162	-0.043	-0.332	0.141
6224.000	69636.000	0.156	-0.043	-0.332	0.141
6223.000	69646.000	0.152	-0.043	-0.332	0.141
6222.000	69656.000	0.170	-0.043	-0.332	0.141
6221.000	69666.000	0.180	-0.043	-0.332	0.141
6220.000	69676.000	0.189	-0.043	-0.332	0.141
6219.000	69686.000	0.191	-0.043	-0.332	0.141
6218.000	69696.000	0.191	-0.043	-0.332	0.141
6217.000	69706.000	0.197	-0.043	-0.332	0.141
6216.000	69716.000	0.170	-0.043	-0.332	0.141
6215.000	69726.000	0.157	-0.043	-0.332	0.141
6214.000	69736.000	0.141	-0.043	-0.332	0.141
6213.000	69746.000	0.135	-0.043	-0.332	0.141
6212.000	69756.000	0.140	-0.043	-0.332	0.141
6211.000	69766.000	0.170	-0.043	-0.332	0.141
6210.000	69776.000	0.199	-0.043	-0.332	0.141
6209.000	69786.000	0.185	-0.043	-0.332	0.141
6208.000	69796.000	0.180	-0.043	-0.332	0.141
6207.000	69806.000	0.158	-0.043	-0.332	0.141
6206.000	69816.000	0.139	-0.043	-0.332	0.141
6205.000	69826.000	0.133	-0.043	-0.332	0.141
6204.000	69836.000	0.159	-0.043	-0.332	0.141
6203.000	69846.000	0.117	-0.043	-0.332	0.141
6202.000	69856.000	0.127	-0.043	-0.332	0.141
6201.000	69866.000	0.169	-0.043	-0.332	0.141
6200.000	69876.000	0.174	-0.043	-0.332	0.141
6199.000	69886.000	0.187	-0.043	-0.332	0.141
6198.000	69896.000	0.197	-0.043	-0.332	0.141
6197.000	69906.000	0.149	-0.043	-0.332	0.141
6196.000	69916.000	0.172	-0.043	-0.332	0.141
6195.000	69926.000	0.170	-0.043	-0.332	0.141
6194.000	69936.000	0.168	-0.043	-0.332	0.141
6193.000	69946.000	0.152	-0.043	-0.332	0.141
6192.000	69956.000	0.174	-0.043	-0.332	0.141
6191.000	69966.000	0.174	-0.043	-0.332	0.141
6190.000	69976.000	0.181	-0.043	-0.332	0.141
6189.000	69986.000	0.197	-0.043	-0.332	0.141
6188.000	69996.000	0.177	-0.043	-0.332	0.141
6187.000	70006.000	0.126	-0.043	-0.332	0.141
6186.000	70016.000	0.144	-0.043	-0.332	0.141
6185.000	70026.000	0.133	-0.043	-0.332	0.141
6184.000	70036.000	0.123	-0.043	-0.332	0.141
6183.000	70046.000	0.141	-0.043	-0.332	0.141
6182.000	70056.000	0.131	-0.043	-0.332	0.141
6181.000	70066.000	0.145	-0.043	-0.332	0.141
6180.000	70076.000	0.157	-0.043	-0.332	0.141
6179.000	70086.000	0.165	-0.043	-0.332	0.141
6178.000	70096.000	0.196	-0.043	-0.332	0.141
6177.000	70106.000	0.192	-0.043	-0.332	0.141
6176.000	70116.000	0.164	-0.043	-0.332	0.141
6175.000	70126.000	0.168	-0.043	-0.332	0.141
6174.000	70136.000	0.173	-0.043	-0.332	0.141
6173.000	70146.000	0.164	-0.043	-0.332	0.141
6172.000	70156.000	0.146	-0.043	-0.332	0.141
6171.000	70166.000	0.168	-0.043	-0.332	0.141
6170.000	70176.000	0.182	-0.043	-0.332	0.141
6169.000	70186.000	0.170	-0.043	-0.332	0.141
6168.000	70196.000	0.163	-0.043	-0.332	0.141
6167.000	70206.000	0.161	-0.043	-0.332	0.141
6166.000	70216.000	0.160	-0.043	-0.332	0.141
6165.000	70226.000	0.170	-0.043	-0.332	0.141
6164.000	70236.000	0.171	-0.043	-0.332	0.141
6163.000	70246.000	0.188	-0.043	-0.332	0.141
6162.000	70256.000	0.190	-0.043	-0.332	0.141
6161.000	70266.000	0.192	-0.043	-0.332	0.141
6160.000	70276.000	0.168	-0.043	-0.332	0.141
6159.000	70286.000	0.156	-0.043	-0.332	0.141
6158.000	70296.000	0.165	-0.043	-0.332	0.141
6157.000	70306.000	0.145	-0.043	-0.332	0.141
6156.000	70316.000	0.148	-0.043	-0.332	0.141
6155.000	70326.000	0.204	-0.043	-0.332	0.141
6154.000	70336.000	0.232	-0.043	-0.332	0.141
6153.000	70346.000	0.211	-0.043	-0.332	0.141
6152.000	70356.000	0.203	-0.043	-0.332	0.141
6151.000	70366.000	0.161	-0.043	-0.332	0.141
6150.000	70376.000	0.160	-0.043	-0.332	0.141
6149.000	70386.000	0.140	-0.043	-0.332	0.141
6148.000	70396.000	0.158	-0.043	-0.332	0.141
6147.000	70406.000	0.193	-0.043	-0.332	0.141
6146.000	70416.000	0.170	-0.043	-0.332	0.141
6145.000	70426.000	0.165	-0.043	-0.332	0.141
6144.000	70436.000	0.166	-0.043	-0.332	0.141
6143.000	70446.000	0.161	-0.043	-0.332	0.141
6142.000	70456.000	0.181	-0.043	-0.332	0.141
6141.000	70466.000	0.148	-0.043	-0.332	0.141
6140.000	70476.000	0.164	-0.043	-0.332	0.141
6139.000	70486.000	0.167	-0.043	-0.332	0.141
6138.000	70496.000	0.156	-0.043	-0.332	0.141
6137.000	70506.000	0.167	-0.043	-0.332	0.141
6136.000	70516.000	0.198	-0.043	-0.332	0.141
6135.000	70526.000	0.200	-0.043	-0.332	0.141
6134.000	70536.000	0.231	-0.043	-0.332	0.141
6133.000	70546.000	0.180	-0.043	-0.332	0.141
6132.000	70556.000	0.201	-0.043	-0.332	0.141
6131.000	70566.000	0.191	-0.043	-0.332	0.141
6130.000	70576.000	0.221	-0.043	-0.332	0.141
6129.000	70586.000	0.182	-0.043	-0.332	0.141
6128.000	70596.000	0.175	-0.043	-0.332	0.141
6127.000	70606.000	0.171	-0.043	-0.332	0.141
6126.000	70616.000	0.159	-0.043	-0.332	0.141
6125.000	70626.000	0.187	-0.043	-0.332	0.141
6124.000	70636.000	0.197	-0.043	-0.332	0.141
6123.000	70646.000	0.184	-0.043	-0.332	0.141
6122.000	70656.000	0.184	-0.043	-0.332	0.141
6121.000	70666.000	0.207	-0.043	-0.332	0.141
6120.000	70676.000	0.169	-0.043	-0.332	0.141
6119.000	70686.000	0.176	-0.043	-0.332	0.141
6118.000	70696.000	0.193	-0.043	-0.332	0.141
6117.000	70706.000	0.162	-0.043	-0.332	0.141
6116.000	70716.000	0.159	-0.043	-0.332	0.141
6115.000	70726.000	0.155	-0.043	-0.332	0.141
6114.000	70736.000	0.191	-0.043	-0.332	0.141
6113.000	70746.000	0.220	-0.043	-0.332	0.141
6112.000	70756.000	0.182	-0.043	-0.332	0.141
6111.000	70766.000	0.197	-0.043	-0.332	0.141
6110.000	70776.000	0.190	-0.043	-0.332	0.141
6109.000	70786.000	0.157	-0.043	-0.332	0.141
6108.000	70796.000	0.178	-0.043	-0.332	0.141
6107.000	70806.000	0.185	-0.043	-0.332	0.141
6106.000	70816.000	0.198	-0.043	-0.332	0.141
6105.000	70826.000	0.163	-0.043	-0.332	0.141
6104.000	70836.000	0.154	-0.043	-0.332	0.141
6103.000	70846.000	0.162	-0.043	-0.332	0.141
6102.000	70856.000	0.144	-0.043	-0.332	0.141
6101.000	70866.000	0.162	-0.043	-0.332	0.141
6100.000	70876.000	0.184	-0.043	-0.332	0.141
6099.000	70886.000	0.206	-0.043	-0.332	0.141
6098.000	70896.000	0.252	-0.043	-0.332	0.141
6097.000	70906.000	0.212	-0.043	-0.332	0.141
6096.000	70916.000	0.195	-0.043	-0.332	0.141
6095.000	70926.000	0.173	-0.043	-0.332	0.141
6094.000	70936.000	0.203	-0.043	-0.332	0.141
6093.000	70946.000	0.178	-0.043	-0.332	0.141
6092.000	70956.000	0.171	-0.043	-0.332	0.141
6091.000	70966.000	0.216	-0.043	-0.332	0.141
6090.000	70976.000	0.211	-0.043	-0.332	0.141
6089.000	70986.000	0.188	-0.043	-0.332	0.141
6088.000	70996.000	0.179	-0.043	-0.332	0.141
6087.000	71006.000	0.199	-0.043	-0.332	0.141
6086.000	71016.000	0.178	-0.043	-0.332	0.141
6085.000	71026.000	0.178	-0.043	-0.332	0.141
6084.000	71036.000	0.203	-0.043	-0.332	0.141
6083.000	71046.000	0.179	-0.043	-0.332	0.141
6082.000	71056.000	0.189	-0.043	-0.332	0.141
6081.000	71066.000	0.213	-0.043	-0.332	0.141
6080.000	71076.000	0.180	-0.043	-0.332	0.141
6079.000	71086.000	0.174	-0.043	-0.332	0.141
6078.000	71096.000	0.234	-0.043	-0.332	0.141
6077.000	71106.000	0.197	-0.043	-0.332	0.141
6076.000	71116.000	0.203	-0.043	-0.332	0.141
6075.000	71126.000	0.225	-0.043	-0.332	0.141
6074.000	71136.000	0.190	-0.043	-0.332	0.141
6073.000	71146.000	0.173	-0.043	-0.332	0.141
6072.000	71156.000	0.193	-0.043	-0.332	0.141
6071.000	71166.000	0.190	-0.043	-0.332	0.141
6070.000	71176.000	0.168	-0.043	-0.332	0.141
6069.000	71186.000	0.179	-0.043	-0.332	0.141
6068.000	71196.000	0.166	-0.043	-0.332	0.141
6067.000	71206.000	0.207	-0.043	-0.332	0.141
6066.000	71216.000	0.231	-0.043	-0.332	0.141
6065.000	71226.000	0.212	-0.043	-0.332	0.141
6064.000	71236.000	0.232	-0.043	-0.332	0.141
6063.000	71246.000	0.228	-0.043	-0.332	0.141
6062.000	71256.000	0.199	-0.043	-0.332	0.141
6061.000	71266.000	0.215	-0.043	-0.332	0.141
6060.000	71276.000	0.201	-0.043	-0.332	0.141
6059.000	71286.000	0.209	-0.043	-0.332	0.141
6058.000	71296.000	0.226	-0.043	-0.332	0.141
6057.000	71306.000	0.240	-0.043	-0.332	0.141
6056.000	71316.000	0.185	-0.043	-0.332	0.141
6055.000	71326.000	0.212	-0.043	-0.332	0.141
6054.000	71336.000	0.197	-0.043	-0.332	0.141
6053.000	71346.000	0.192	-0.043	-0.332	0.141
6052.000	71356.000	0.201	-0.043	-0.332	0.141
6051.000	71366.000	0.188	-0.043	-0.332	0.141
6050.000	71376.000	0.242	-0.043	-0.332	0.141
6049.000	71386.000	0.208	-0.043	-0.332	0.141
6048.000	71396.000	0.192	-0.043	-0.332	0.141
6047.000	71406.000	0.175	-0.043	-0.332	0.141
6046.000	71416.000	0.173	-0.043	-0.332	0.141
6045.000	71426.000	0.176	-0.043	-0.332	0.141
6044.000	71436.000	0.178	-0.043	-0.332	0.141
6043.000	71446.000	0.197	-0.043	-0.332	0.141
6042.000	71456.000	0.178	-0.043	-0.332	0.141
6041.000	71466.000	0.185	-0.043	-0.332	0.141
6040.000	71476.000	0.173	-0.043	-0.332	0.141
6039.000	71486.000	0.168	-0.043	-0.332	0.141
6038.000	71496.000	0.185	-0.043	-0.332	0.141
6037.000	71506.000	0.174	-0.043	-0.332	0.141
6036.000	71516.000	0.186	-0.043	-0.332	0.141
6035.000	71526.000	0.198	-0.043	-0.332	0.141
6034.000	71536.000	0.165	-0.043	-0.332	0.141
6033.000	71546.000	0.165	-0.043	-0.332	0.141
6032.000	71556.000	0.174	-0.043	-0.332	0.141
6031.000	71566.000	0.195	-0.043	-0.332	0.141
6030.000	71576.000	0.195	-0.043	-0.332	0.141
6029.000	71586.000	0.205	-0.043	-0.332	0.141
6028.000	71596.000	0.224	-0.043	-0.332	0.141
6027.000	71606.000	0.192	-0.043	-0.332	0.141
6026.000	71616.000	0.188	-0.043	-0.332	0.141
6025.000	71626.000	0.196	-0.043	-0.332	0.141
6024.000	71636.000	0.170	-0.043	-0.332	0.141
6023.000	71646.000	0.201	-0.043	-0.332	0.141
6022.000	71656.000	0.215	-0.043	-0.332	0.141
6021.000	71666.000	0.227	-0.043	-0.332	0.141
6020.000	71676.000	0.226	-0.043	-0.332	0.141
6019.000	71686.000	0.226	-0.043	-0.332	0.141
6018.000	71696.000	0.211	-0.043	-0.332	0.141
6017.000	71706.000	0.191	-0.043	-0.332	0.141
6016.000	71716.000	0.222	-0.043	-0.332	0.141
6015.000	71726.000	0.215	-0.043	-0.332	0.141
6014.000	71736.000	0.217	-0.043	-0.332	0.141
6013.000	71746.000	0.175	-0.043	-0.332	0.141
6012.000	71756.000	0.168	-0.043	-0.332	0.141
6011.000	71766.000	0.158	-0.043	-0.332	0.141
6010.000	71776.000	0.183	-0.043	-0.332	0.141
6009.000	71786.000	0.210	-0.043	-0.332	0.141
6008.000	71796.000	0.196	-0.043	-0.332	0.141
6007.000	71806.000	0.191	-0.043	-0.332	0.141
6006.000	71816.000	0.195	-0.043	-0.332	0.141
6005.000	71826.000	0.220	-0.043	-0.332	0.141
6004.000	71836.000	0.230	-0.043	-0.332	0.141
6003.000	71846.000	0.234	-0.043	-0.332	0.141
6002.000	71856.000	0.212	-0.043	-0.332	0.141
6001.000	71866.000	0.252	-0.043	-0.332	0.141
6000.000	71876.000	0.225	-0.043	-0.332	0.141
5999.000	71886.000	0.184	-0.043	-0.332	0.141
5998.000	71896.000	0.205	-0.043	-0.332	0.141
5997.000	71906.000	0.205	-0.043	-0.332	0.141
5996.000	71916.000	0.183	-0.043	-0.332	0.141
5995.000	71926.000	0.198	-0.043	-0.332	0.141
5994.000	71936.000	0.188	-0.043	-0.332	0.141
5993.000	71946.000	0.194	-0.043	-0.332	0.141
5992.000	71956.000	0.177	-0.043	-0.332	0.141
5991.000	71966.000	0.208	-0.043	-0.332	0.141
5990.000	71976.000	0.228	-0.043	-0.332	0.141
5989.000	71986.000	0.185	-0.043	-0.332	0.141
5988.000	71996.000	0.172	-0.043	-0.332	0.141
5987.000	72006.000	0.178	-0.043	-0.332	0.141
5986.000	72016.000	0.193	-0.043	-0.332	0.141
5985.000	72026.000	0.170	-0.043	-0.332	0.141
5984.000	72036.000	0.181	-0.043	-0.332	0.141
5983.000	72046.000	0.195	-0.043	-0.332	0.141
5982.000	72056.000	0.187	-0.043	-0.332	0.141
5981.000	72066.000	0.194	-0.043	-0.332	0.141
5980.000	72076.000	0.178	-0.043	-0.332	0.141
5979.000	72086.000	0.212	-0.043	-0.332	0.141
5978.000	72096.000	0.204	-0.043	-0.332	0.141
5977.000	72106.000	0.197	-0.043	-0.332	0.141
5976.000	72116.000	0.198	-0.043	-0.332	0.141
5975.000	72126.000	0.206	-0.043	-0.332	0.141
