# Filename	C:\Users\labuser\Documents\Data\2018-11-05\34_fscan.txt
# Date	2018-11-6-14:52
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	18.60
# Note	Hittite HMC-T2100 at 18.6 dBm connected to Splitter to -2 dB to Mixer to Doubler to -20 dB to Amp to Var Attn to Cavity. Var Attn at 19 dB. Laser at -10 GHz with -10 GHz Limit. MW Pulse from Laser -270 ns to +30 ns. Looking for MW Ionization.
# Frequency (Hz)	Background (V)	Voltage (V)	Reference (V)
18480000000.000	0.203	0.266	0.266
18485000000.000	0.203	0.267	0.264
18490000000.000	0.203	0.276	0.249
18495000000.000	0.203	0.261	0.289
18500000000.000	0.203	0.232	0.271
18505000000.000	0.203	0.217	0.300
18510000000.000	0.203	0.206	0.269
18515000000.000	0.203	0.206	0.271
18520000000.000	0.203	0.235	0.265
18525000000.000	0.203	0.252	0.240
18530000000.000	0.203	0.257	0.265
18535000000.000	0.203	0.251	0.296
18540000000.000	0.203	0.256	0.280
18480500000.000	0.203	0.251	0.280
18485500000.000	0.203	0.275	0.285
18490500000.000	0.203	0.274	0.284
18495500000.000	0.203	0.265	0.255
18500500000.000	0.203	0.247	0.239
18505500000.000	0.203	0.232	0.279
18510500000.000	0.203	0.215	0.258
18515500000.000	0.203	0.181	0.277
18520500000.000	0.203	0.254	0.271
18525500000.000	0.203	0.256	0.270
18530500000.000	0.203	0.248	0.281
18535500000.000	0.203	0.255	0.260
18481000000.000	0.203	0.276	0.271
18486000000.000	0.203	0.240	0.265
18491000000.000	0.203	0.269	0.259
18496000000.000	0.203	0.258	0.264
18501000000.000	0.203	0.245	0.253
18506000000.000	0.203	0.228	0.248
18511000000.000	0.203	0.190	0.276
18516000000.000	0.203	0.208	0.258
18521000000.000	0.203	0.262	0.248
18526000000.000	0.203	0.247	0.276
18531000000.000	0.203	0.248	0.281
18536000000.000	0.203	0.260	0.275
18481500000.000	0.203	0.283	0.258
18486500000.000	0.203	0.272	0.269
18491500000.000	0.203	0.271	0.290
18496500000.000	0.203	0.236	0.274
18501500000.000	0.203	0.283	0.284
18506500000.000	0.203	0.233	0.283
18511500000.000	0.203	0.221	0.271
18516500000.000	0.203	0.225	0.264
18521500000.000	0.203	0.232	0.287
18526500000.000	0.203	0.231	0.265
18531500000.000	0.203	0.258	0.273
18536500000.000	0.203	0.259	0.273
18482000000.000	0.203	0.277	0.287
18487000000.000	0.203	0.273	0.278
18492000000.000	0.203	0.273	0.257
18497000000.000	0.203	0.261	0.240
18502000000.000	0.203	0.267	0.299
18507000000.000	0.203	0.232	0.275
18512000000.000	0.203	0.212	0.263
18517000000.000	0.203	0.222	0.261
18522000000.000	0.203	0.253	0.256
18527000000.000	0.203	0.243	0.248
18532000000.000	0.203	0.241	0.271
18537000000.000	0.203	0.253	0.227
18482500000.000	0.203	0.251	0.249
18487500000.000	0.203	0.274	0.259
18492500000.000	0.203	0.284	0.269
18497500000.000	0.203	0.257	0.249
18502500000.000	0.203	0.262	0.276
18507500000.000	0.203	0.230	0.266
18512500000.000	0.203	0.220	0.277
18517500000.000	0.203	0.236	0.278
18522500000.000	0.203	0.268	0.284
18527500000.000	0.203	0.262	0.277
18532500000.000	0.203	0.254	0.265
18537500000.000	0.203	0.275	0.275
18483000000.000	0.203	0.252	0.240
18488000000.000	0.203	0.288	0.266
18493000000.000	0.203	0.237	0.277
18498000000.000	0.203	0.258	0.272
18503000000.000	0.203	0.236	0.269
18508000000.000	0.203	0.230	0.269
18513000000.000	0.203	0.215	0.274
18518000000.000	0.203	0.230	0.277
18523000000.000	0.203	0.251	0.262
18528000000.000	0.203	0.270	0.270
18533000000.000	0.203	0.264	0.262
18538000000.000	0.203	0.261	0.258
18483500000.000	0.203	0.264	0.255
18488500000.000	0.203	0.276	0.288
18493500000.000	0.203	0.244	0.249
18498500000.000	0.203	0.258	0.269
18503500000.000	0.203	0.240	0.260
18508500000.000	0.203	0.231	0.266
18513500000.000	0.203	0.194	0.271
18518500000.000	0.203	0.235	0.245
18523500000.000	0.203	0.253	0.251
18528500000.000	0.203	0.259	0.248
18533500000.000	0.203	0.245	0.281
18538500000.000	0.203	0.250	0.247
18484000000.000	0.203	0.266	0.275
18489000000.000	0.203	0.275	0.273
18494000000.000	0.203	0.273	0.261
18499000000.000	0.203	0.266	0.260
18504000000.000	0.203	0.240	0.272
18509000000.000	0.203	0.211	0.249
18514000000.000	0.203	0.225	0.304
18519000000.000	0.203	0.239	0.240
18524000000.000	0.203	0.264	0.269
18529000000.000	0.203	0.254	0.276
18534000000.000	0.203	0.249	0.298
18539000000.000	0.203	0.247	0.252
18484500000.000	0.203	0.265	0.258
18489500000.000	0.203	0.261	0.236
18494500000.000	0.203	0.260	0.247
18499500000.000	0.203	0.245	0.244
18504500000.000	0.203	0.241	0.270
18509500000.000	0.203	0.218	0.251
18514500000.000	0.203	0.217	0.277
18519500000.000	0.203	0.241	0.259
18524500000.000	0.203	0.272	0.262
18529500000.000	0.203	0.248	0.276
18534500000.000	0.203	0.285	0.273
18539500000.000	0.203	0.268	0.267
