# Delay scan
# MW at 19 dB, 18.5140 GHz x2, 18.6 dB
# Laser at 365858 GHz, 0th Resonance.
# PM at 1.4 (35 dB)
# 0 mV static
# Norm:	-0.321996
# NB:	
i	d	s	b
4801.000	83866.000	0.148	-0.031
4800.000	83876.000	0.145	-0.031
4799.000	83886.000	0.111	-0.031
4798.000	83896.000	0.117	-0.031
4797.000	83906.000	0.118	-0.031
4796.000	83916.000	0.141	-0.031
4795.000	83926.000	0.166	-0.031
4794.000	83936.000	0.146	-0.031
4793.000	83946.000	0.158	-0.031
4792.000	83956.000	0.132	-0.031
4791.000	83966.000	0.133	-0.031
4790.000	83976.000	0.138	-0.031
4789.000	83986.000	0.136	-0.031
4788.000	83996.000	0.151	-0.031
4787.000	84006.000	0.137	-0.031
4786.000	84016.000	0.145	-0.031
4785.000	84026.000	0.162	-0.031
4784.000	84036.000	0.098	-0.031
4783.000	84046.000	0.117	-0.031
4782.000	84056.000	0.108	-0.031
4781.000	84066.000	0.141	-0.031
4780.000	84076.000	0.144	-0.031
4779.000	84086.000	0.164	-0.031
4778.000	84096.000	0.156	-0.031
4777.000	84106.000	0.179	-0.031
4776.000	84116.000	0.153	-0.031
4775.000	84126.000	0.150	-0.031
4774.000	84136.000	0.139	-0.031
4773.000	84146.000	0.113	-0.031
4772.000	84156.000	0.134	-0.031
4771.000	84166.000	0.131	-0.031
4770.000	84176.000	0.143	-0.031
4769.000	84186.000	0.161	-0.031
4768.000	84196.000	0.121	-0.031
4767.000	84206.000	0.115	-0.031
4766.000	84216.000	0.149	-0.031
4765.000	84226.000	0.152	-0.031
4764.000	84236.000	0.137	-0.031
4763.000	84246.000	0.147	-0.031
4762.000	84256.000	0.142	-0.031
4761.000	84266.000	0.147	-0.031
4760.000	84276.000	0.174	-0.031
4759.000	84286.000	0.173	-0.031
4758.000	84296.000	0.177	-0.031
4757.000	84306.000	0.212	-0.031
4756.000	84316.000	0.187	-0.031
4755.000	84326.000	0.175	-0.031
4754.000	84336.000	0.162	-0.031
4753.000	84346.000	0.161	-0.031
4752.000	84356.000	0.135	-0.031
4751.000	84366.000	0.134	-0.031
4750.000	84376.000	0.152	-0.031
4749.000	84386.000	0.147	-0.031
4748.000	84396.000	0.158	-0.031
4747.000	84406.000	0.173	-0.031
4746.000	84416.000	0.151	-0.031
4745.000	84426.000	0.160	-0.031
4744.000	84436.000	0.167	-0.031
4743.000	84446.000	0.167	-0.031
4742.000	84456.000	0.179	-0.031
4741.000	84466.000	0.180	-0.031
4740.000	84476.000	0.179	-0.031
4739.000	84486.000	0.141	-0.031
4738.000	84496.000	0.122	-0.031
4737.000	84506.000	0.128	-0.031
4736.000	84516.000	0.150	-0.031
4735.000	84526.000	0.188	-0.031
4734.000	84536.000	0.175	-0.031
4733.000	84546.000	0.155	-0.031
4732.000	84556.000	0.138	-0.031
4731.000	84566.000	0.126	-0.031
4730.000	84576.000	0.124	-0.031
4729.000	84586.000	0.128	-0.031
4728.000	84596.000	0.115	-0.031
4727.000	84606.000	0.117	-0.031
4726.000	84616.000	0.129	-0.031
4725.000	84626.000	0.117	-0.031
4724.000	84636.000	0.098	-0.031
4723.000	84646.000	0.110	-0.031
4722.000	84656.000	0.113	-0.031
4721.000	84666.000	0.129	-0.031
4720.000	84676.000	0.119	-0.031
4719.000	84686.000	0.111	-0.031
4718.000	84696.000	0.116	-0.031
4717.000	84706.000	0.121	-0.031
4716.000	84716.000	0.120	-0.031
4715.000	84726.000	0.132	-0.031
4714.000	84736.000	0.148	-0.031
4713.000	84746.000	0.149	-0.031
4712.000	84756.000	0.135	-0.031
4711.000	84766.000	0.121	-0.031
4710.000	84776.000	0.126	-0.031
4709.000	84786.000	0.126	-0.031
4708.000	84796.000	0.136	-0.031
4707.000	84806.000	0.134	-0.031
4706.000	84816.000	0.143	-0.031
4705.000	84826.000	0.131	-0.031
4704.000	84836.000	0.109	-0.031
4703.000	84846.000	0.092	-0.031
4702.000	84856.000	0.114	-0.031
4701.000	84866.000	0.138	-0.031
4700.000	84876.000	0.127	-0.031
4699.000	84886.000	0.118	-0.031
4698.000	84896.000	0.130	-0.031
4697.000	84906.000	0.110	-0.031
4696.000	84916.000	0.102	-0.031
4695.000	84926.000	0.129	-0.031
4694.000	84936.000	0.146	-0.031
4693.000	84946.000	0.141	-0.031
4692.000	84956.000	0.135	-0.031
4691.000	84966.000	0.133	-0.031
4690.000	84976.000	0.118	-0.031
4689.000	84986.000	0.114	-0.031
4688.000	84996.000	0.137	-0.031
4687.000	85006.000	0.145	-0.031
4686.000	85016.000	0.140	-0.031
4685.000	85026.000	0.134	-0.031
4684.000	85036.000	0.135	-0.031
4683.000	85046.000	0.141	-0.031
4682.000	85056.000	0.114	-0.031
4681.000	85066.000	0.121	-0.031
4680.000	85076.000	0.130	-0.031
4679.000	85086.000	0.113	-0.031
4678.000	85096.000	0.115	-0.031
4677.000	85106.000	0.088	-0.031
4676.000	85116.000	0.112	-0.031
4675.000	85126.000	0.114	-0.031
4674.000	85136.000	0.105	-0.031
4673.000	85146.000	0.122	-0.031
4672.000	85156.000	0.117	-0.031
4671.000	85166.000	0.148	-0.031
4670.000	85176.000	0.115	-0.031
4669.000	85186.000	0.128	-0.031
4668.000	85196.000	0.105	-0.031
4667.000	85206.000	0.106	-0.031
4666.000	85216.000	0.093	-0.031
4665.000	85226.000	0.113	-0.031
4664.000	85236.000	0.101	-0.031
4663.000	85246.000	0.081	-0.031
4662.000	85256.000	0.107	-0.031
4661.000	85266.000	0.145	-0.031
4660.000	85276.000	0.148	-0.031
4659.000	85286.000	0.150	-0.031
4658.000	85296.000	0.101	-0.031
4657.000	85306.000	0.130	-0.031
4656.000	85316.000	0.115	-0.031
4655.000	85326.000	0.119	-0.031
4654.000	85336.000	0.117	-0.031
4653.000	85346.000	0.116	-0.031
4652.000	85356.000	0.106	-0.031
4651.000	85366.000	0.123	-0.031
4650.000	85376.000	0.122	-0.031
4649.000	85386.000	0.112	-0.031
4648.000	85396.000	0.119	-0.031
4647.000	85406.000	0.108	-0.031
4646.000	85416.000	0.125	-0.031
4645.000	85426.000	0.148	-0.031
4644.000	85436.000	0.160	-0.031
4643.000	85446.000	0.121	-0.031
4642.000	85456.000	0.136	-0.031
4641.000	85466.000	0.107	-0.031
4640.000	85476.000	0.128	-0.031
4639.000	85486.000	0.129	-0.031
4638.000	85496.000	0.134	-0.031
4637.000	85506.000	0.128	-0.031
4636.000	85516.000	0.091	-0.031
4635.000	85526.000	0.100	-0.031
4634.000	85536.000	0.123	-0.031
4633.000	85546.000	0.112	-0.031
4632.000	85556.000	0.122	-0.031
4631.000	85566.000	0.157	-0.031
4630.000	85576.000	0.135	-0.031
4629.000	85586.000	0.137	-0.031
4628.000	85596.000	0.104	-0.031
4627.000	85606.000	0.134	-0.031
4626.000	85616.000	0.121	-0.031
4625.000	85626.000	0.139	-0.031
4624.000	85636.000	0.131	-0.031
4623.000	85646.000	0.120	-0.031
4622.000	85656.000	0.119	-0.031
4621.000	85666.000	0.129	-0.031
4620.000	85676.000	0.104	-0.031
4619.000	85686.000	0.127	-0.031
4618.000	85696.000	0.109	-0.031
4617.000	85706.000	0.135	-0.031
4616.000	85716.000	0.159	-0.031
4615.000	85726.000	0.152	-0.031
4614.000	85736.000	0.158	-0.031
4613.000	85746.000	0.137	-0.031
4612.000	85756.000	0.122	-0.031
4611.000	85766.000	0.120	-0.031
4610.000	85776.000	0.133	-0.031
4609.000	85786.000	0.133	-0.031
4608.000	85796.000	0.122	-0.031
4607.000	85806.000	0.103	-0.031
4606.000	85816.000	0.100	-0.031
4605.000	85826.000	0.112	-0.031
4604.000	85836.000	0.122	-0.031
4603.000	85846.000	0.107	-0.031
4602.000	85856.000	0.110	-0.031
4601.000	85866.000	0.113	-0.031
4600.000	85876.000	0.111	-0.031
4599.000	85886.000	0.129	-0.031
4598.000	85896.000	0.125	-0.031
4597.000	85906.000	0.147	-0.031
4596.000	85916.000	0.114	-0.031
4595.000	85926.000	0.139	-0.031
4594.000	85936.000	0.151	-0.031
4593.000	85946.000	0.099	-0.031
4592.000	85956.000	0.097	-0.031
4591.000	85966.000	0.095	-0.031
4590.000	85976.000	0.123	-0.031
4589.000	85986.000	0.123	-0.031
4588.000	85996.000	0.123	-0.031
4587.000	86006.000	0.106	-0.031
4586.000	86016.000	0.112	-0.031
4585.000	86026.000	0.133	-0.031
4584.000	86036.000	0.125	-0.031
4583.000	86046.000	0.134	-0.031
4582.000	86056.000	0.141	-0.031
4581.000	86066.000	0.120	-0.031
4580.000	86076.000	0.117	-0.031
4579.000	86086.000	0.141	-0.031
4578.000	86096.000	0.108	-0.031
4577.000	86106.000	0.113	-0.031
4576.000	86116.000	0.130	-0.031
4575.000	86126.000	0.145	-0.031
4574.000	86136.000	0.130	-0.031
4573.000	86146.000	0.136	-0.031
4572.000	86156.000	0.120	-0.031
4571.000	86166.000	0.106	-0.031
4570.000	86176.000	0.122	-0.031
4569.000	86186.000	0.124	-0.031
4568.000	86196.000	0.143	-0.031
4567.000	86206.000	0.123	-0.031
4566.000	86216.000	0.108	-0.031
4565.000	86226.000	0.117	-0.031
4564.000	86236.000	0.113	-0.031
4563.000	86246.000	0.119	-0.031
4562.000	86256.000	0.113	-0.031
4561.000	86266.000	0.146	-0.031
4560.000	86276.000	0.126	-0.031
4559.000	86286.000	0.119	-0.031
4558.000	86296.000	0.114	-0.031
4557.000	86306.000	0.108	-0.031
4556.000	86316.000	0.115	-0.031
4555.000	86326.000	0.109	-0.031
4554.000	86336.000	0.109	-0.031
4553.000	86346.000	0.102	-0.031
4552.000	86356.000	0.097	-0.031
4551.000	86366.000	0.118	-0.031
4550.000	86376.000	0.089	-0.031
4549.000	86386.000	0.088	-0.031
4548.000	86396.000	0.110	-0.031
4547.000	86406.000	0.152	-0.031
4546.000	86416.000	0.163	-0.031
4545.000	86426.000	0.153	-0.031
4544.000	86436.000	0.130	-0.031
4543.000	86446.000	0.128	-0.031
4542.000	86456.000	0.097	-0.031
4541.000	86466.000	0.098	-0.031
4540.000	86476.000	0.098	-0.031
4539.000	86486.000	0.111	-0.031
4538.000	86496.000	0.121	-0.031
4537.000	86506.000	0.133	-0.031
4536.000	86516.000	0.106	-0.031
4535.000	86526.000	0.102	-0.031
4534.000	86536.000	0.136	-0.031
4533.000	86546.000	0.135	-0.031
4532.000	86556.000	0.106	-0.031
4531.000	86566.000	0.143	-0.031
4530.000	86576.000	0.164	-0.031
4529.000	86586.000	0.168	-0.031
4528.000	86596.000	0.127	-0.031
4527.000	86606.000	0.137	-0.031
4526.000	86616.000	0.146	-0.031
4525.000	86626.000	0.125	-0.031
4524.000	86636.000	0.103	-0.031
4523.000	86646.000	0.129	-0.031
4522.000	86656.000	0.132	-0.031
4521.000	86666.000	0.138	-0.031
4520.000	86676.000	0.124	-0.031
4519.000	86686.000	0.103	-0.031
4518.000	86696.000	0.104	-0.031
4517.000	86706.000	0.138	-0.031
4516.000	86716.000	0.119	-0.031
4515.000	86726.000	0.140	-0.031
4514.000	86736.000	0.150	-0.031
4513.000	86746.000	0.132	-0.031
4512.000	86756.000	0.121	-0.031
4511.000	86766.000	0.117	-0.031
4510.000	86776.000	0.144	-0.031
4509.000	86786.000	0.121	-0.031
4508.000	86796.000	0.127	-0.031
4507.000	86806.000	0.159	-0.031
4506.000	86816.000	0.155	-0.031
4505.000	86826.000	0.160	-0.031
4504.000	86836.000	0.140	-0.031
4503.000	86846.000	0.117	-0.031
4502.000	86856.000	0.089	-0.031
4501.000	86866.000	0.104	-0.031
4500.000	86876.000	0.115	-0.031
4499.000	86886.000	0.136	-0.031
4498.000	86896.000	0.112	-0.031
4497.000	86906.000	0.117	-0.031
4496.000	86916.000	0.100	-0.031
4495.000	86926.000	0.118	-0.031
4494.000	86936.000	0.124	-0.031
4493.000	86946.000	0.139	-0.031
4492.000	86956.000	0.107	-0.031
4491.000	86966.000	0.101	-0.031
4490.000	86976.000	0.124	-0.031
4489.000	86986.000	0.104	-0.031
4488.000	86996.000	0.126	-0.031
4487.000	87006.000	0.144	-0.031
4486.000	87016.000	0.129	-0.031
4485.000	87026.000	0.122	-0.031
4484.000	87036.000	0.141	-0.031
4483.000	87046.000	0.138	-0.031
4482.000	87056.000	0.106	-0.031
4481.000	87066.000	0.105	-0.031
4480.000	87076.000	0.098	-0.031
4479.000	87086.000	0.131	-0.031
4478.000	87096.000	0.146	-0.031
4477.000	87106.000	0.150	-0.031
4476.000	87116.000	0.150	-0.031
4475.000	87126.000	0.121	-0.031
4474.000	87136.000	0.128	-0.031
4473.000	87146.000	0.132	-0.031
4472.000	87156.000	0.158	-0.031
4471.000	87166.000	0.150	-0.031
4470.000	87176.000	0.160	-0.031
4469.000	87186.000	0.154	-0.031
4468.000	87196.000	0.135	-0.031
4467.000	87206.000	0.112	-0.031
4466.000	87216.000	0.113	-0.031
4465.000	87226.000	0.113	-0.031
4464.000	87236.000	0.125	-0.031
4463.000	87246.000	0.139	-0.031
4462.000	87256.000	0.125	-0.031
4461.000	87266.000	0.165	-0.031
4460.000	87276.000	0.173	-0.031
4459.000	87286.000	0.151	-0.031
4458.000	87296.000	0.140	-0.031
4457.000	87306.000	0.133	-0.031
4456.000	87316.000	0.150	-0.031
4455.000	87326.000	0.116	-0.031
4454.000	87336.000	0.117	-0.031
4453.000	87346.000	0.145	-0.031
4452.000	87356.000	0.136	-0.031
4451.000	87366.000	0.112	-0.031
4450.000	87376.000	0.152	-0.031
4449.000	87386.000	0.165	-0.031
4448.000	87396.000	0.129	-0.031
4447.000	87406.000	0.151	-0.031
4446.000	87416.000	0.124	-0.031
4445.000	87426.000	0.160	-0.031
4444.000	87436.000	0.133	-0.031
4443.000	87446.000	0.128	-0.031
4442.000	87456.000	0.133	-0.031
4441.000	87466.000	0.148	-0.031
4440.000	87476.000	0.158	-0.031
4439.000	87486.000	0.152	-0.031
4438.000	87496.000	0.170	-0.031
4437.000	87506.000	0.185	-0.031
4436.000	87516.000	0.161	-0.031
4435.000	87526.000	0.141	-0.031
4434.000	87536.000	0.138	-0.031
4433.000	87546.000	0.142	-0.031
4432.000	87556.000	0.109	-0.031
4431.000	87566.000	0.131	-0.031
4430.000	87576.000	0.126	-0.031
4429.000	87586.000	0.112	-0.031
4428.000	87596.000	0.129	-0.031
4427.000	87606.000	0.132	-0.031
4426.000	87616.000	0.143	-0.031
4425.000	87626.000	0.151	-0.031
4424.000	87636.000	0.154	-0.031
4423.000	87646.000	0.181	-0.031
4422.000	87656.000	0.159	-0.031
4421.000	87666.000	0.162	-0.031
4420.000	87676.000	0.160	-0.031
4419.000	87686.000	0.141	-0.031
4418.000	87696.000	0.139	-0.031
4417.000	87706.000	0.141	-0.031
4416.000	87716.000	0.142	-0.031
4415.000	87726.000	0.142	-0.031
4414.000	87736.000	0.134	-0.031
4413.000	87746.000	0.139	-0.031
4412.000	87756.000	0.149	-0.031
4411.000	87766.000	0.154	-0.031
4410.000	87776.000	0.146	-0.031
4409.000	87786.000	0.117	-0.031
4408.000	87796.000	0.125	-0.031
4407.000	87806.000	0.143	-0.031
4406.000	87816.000	0.120	-0.031
4405.000	87826.000	0.139	-0.031
4404.000	87836.000	0.131	-0.031
4403.000	87846.000	0.118	-0.031
4402.000	87856.000	0.118	-0.031
4401.000	87866.000	0.122	-0.031
4400.000	87876.000	0.130	-0.031
4399.000	87886.000	0.148	-0.031
4398.000	87896.000	0.145	-0.031
4397.000	87906.000	0.164	-0.031
4396.000	87916.000	0.142	-0.031
4395.000	87926.000	0.136	-0.031
4394.000	87936.000	0.141	-0.031
4393.000	87946.000	0.149	-0.031
4392.000	87956.000	0.166	-0.031
4391.000	87966.000	0.140	-0.031
4390.000	87976.000	0.124	-0.031
4389.000	87986.000	0.135	-0.031
4388.000	87996.000	0.148	-0.031
4387.000	88006.000	0.157	-0.031
4386.000	88016.000	0.149	-0.031
4385.000	88026.000	0.149	-0.031
4384.000	88036.000	0.171	-0.031
4383.000	88046.000	0.150	-0.031
4382.000	88056.000	0.154	-0.031
4381.000	88066.000	0.141	-0.031
4380.000	88076.000	0.144	-0.031
4379.000	88086.000	0.143	-0.031
4378.000	88096.000	0.107	-0.031
4377.000	88106.000	0.117	-0.031
4376.000	88116.000	0.145	-0.031
4375.000	88126.000	0.160	-0.031
4374.000	88136.000	0.169	-0.031
4373.000	88146.000	0.137	-0.031
4372.000	88156.000	0.138	-0.031
4371.000	88166.000	0.125	-0.031
4370.000	88176.000	0.123	-0.031
4369.000	88186.000	0.157	-0.031
4368.000	88196.000	0.164	-0.031
4367.000	88206.000	0.129	-0.031
4366.000	88216.000	0.174	-0.031
4365.000	88226.000	0.141	-0.031
4364.000	88236.000	0.165	-0.031
4363.000	88246.000	0.157	-0.031
4362.000	88256.000	0.134	-0.031
4361.000	88266.000	0.148	-0.031
4360.000	88276.000	0.134	-0.031
4359.000	88286.000	0.146	-0.031
4358.000	88296.000	0.147	-0.031
4357.000	88306.000	0.147	-0.031
4356.000	88316.000	0.141	-0.031
4355.000	88326.000	0.135	-0.031
4354.000	88336.000	0.136	-0.031
4353.000	88346.000	0.112	-0.031
4352.000	88356.000	0.142	-0.031
4351.000	88366.000	0.141	-0.031
4350.000	88376.000	0.178	-0.031
4349.000	88386.000	0.192	-0.031
4348.000	88396.000	0.167	-0.031
4347.000	88406.000	0.151	-0.031
4346.000	88416.000	0.159	-0.031
4345.000	88426.000	0.165	-0.031
4344.000	88436.000	0.197	-0.031
4343.000	88446.000	0.182	-0.031
4342.000	88456.000	0.166	-0.031
4341.000	88466.000	0.165	-0.031
4340.000	88476.000	0.168	-0.031
4339.000	88486.000	0.178	-0.031
4338.000	88496.000	0.188	-0.031
4337.000	88506.000	0.163	-0.031
4336.000	88516.000	0.171	-0.031
4335.000	88526.000	0.159	-0.031
4334.000	88536.000	0.122	-0.031
4333.000	88546.000	0.130	-0.031
4332.000	88556.000	0.121	-0.031
4331.000	88566.000	0.148	-0.031
4330.000	88576.000	0.148	-0.031
4329.000	88586.000	0.164	-0.031
4328.000	88596.000	0.152	-0.031
4327.000	88606.000	0.154	-0.031
4326.000	88616.000	0.140	-0.031
4325.000	88626.000	0.134	-0.031
4324.000	88636.000	0.166	-0.031
4323.000	88646.000	0.156	-0.031
4322.000	88656.000	0.135	-0.031
4321.000	88666.000	0.168	-0.031
4320.000	88676.000	0.167	-0.031
4319.000	88686.000	0.153	-0.031
4318.000	88696.000	0.157	-0.031
4317.000	88706.000	0.156	-0.031
4316.000	88716.000	0.141	-0.031
4315.000	88726.000	0.135	-0.031
4314.000	88736.000	0.142	-0.031
4313.000	88746.000	0.153	-0.031
4312.000	88756.000	0.153	-0.031
4311.000	88766.000	0.155	-0.031
4310.000	88776.000	0.140	-0.031
4309.000	88786.000	0.167	-0.031
4308.000	88796.000	0.160	-0.031
4307.000	88806.000	0.142	-0.031
4306.000	88816.000	0.158	-0.031
4305.000	88826.000	0.173	-0.031
4304.000	88836.000	0.169	-0.031
4303.000	88846.000	0.172	-0.031
4302.000	88856.000	0.142	-0.031
4301.000	88866.000	0.165	-0.031
4300.000	88876.000	0.207	-0.031
4299.000	88886.000	0.194	-0.031
4298.000	88896.000	0.148	-0.031
4297.000	88906.000	0.130	-0.031
4296.000	88916.000	0.132	-0.031
4295.000	88926.000	0.145	-0.031
4294.000	88936.000	0.176	-0.031
4293.000	88946.000	0.213	-0.031
4292.000	88956.000	0.216	-0.031
4291.000	88966.000	0.200	-0.031
4290.000	88976.000	0.182	-0.031
4289.000	88986.000	0.193	-0.031
4288.000	88996.000	0.176	-0.031
4287.000	89006.000	0.148	-0.031
4286.000	89016.000	0.168	-0.031
4285.000	89026.000	0.167	-0.031
4284.000	89036.000	0.191	-0.031
4283.000	89046.000	0.186	-0.031
4282.000	89056.000	0.179	-0.031
4281.000	89066.000	0.128	-0.031
4280.000	89076.000	0.156	-0.031
4279.000	89086.000	0.158	-0.031
4278.000	89096.000	0.180	-0.031
4277.000	89106.000	0.153	-0.031
4276.000	89116.000	0.170	-0.031
4275.000	89126.000	0.186	-0.031
4274.000	89136.000	0.207	-0.031
4273.000	89146.000	0.181	-0.031
4272.000	89156.000	0.156	-0.031
4271.000	89166.000	0.166	-0.031
4270.000	89176.000	0.179	-0.031
4269.000	89186.000	0.164	-0.031
4268.000	89196.000	0.140	-0.031
4267.000	89206.000	0.136	-0.031
4266.000	89216.000	0.145	-0.031
4265.000	89226.000	0.152	-0.031
4264.000	89236.000	0.163	-0.031
4263.000	89246.000	0.144	-0.031
4262.000	89256.000	0.138	-0.031
4261.000	89266.000	0.158	-0.031
4260.000	89276.000	0.195	-0.031
4259.000	89286.000	0.194	-0.031
4258.000	89296.000	0.163	-0.031
4257.000	89306.000	0.202	-0.031
4256.000	89316.000	0.151	-0.031
4255.000	89326.000	0.103	-0.031
4254.000	89336.000	0.121	-0.031
4253.000	89346.000	0.127	-0.031
4252.000	89356.000	0.125	-0.031
4251.000	89366.000	0.155	-0.031
4250.000	89376.000	0.177	-0.031
4249.000	89386.000	0.141	-0.031
4248.000	89396.000	0.157	-0.031
4247.000	89406.000	0.163	-0.031
4246.000	89416.000	0.168	-0.031
4245.000	89426.000	0.155	-0.031
4244.000	89436.000	0.150	-0.031
4243.000	89446.000	0.148	-0.031
4242.000	89456.000	0.134	-0.031
4241.000	89466.000	0.151	-0.031
4240.000	89476.000	0.168	-0.031
4239.000	89486.000	0.163	-0.031
4238.000	89496.000	0.194	-0.031
4237.000	89506.000	0.165	-0.031
4236.000	89516.000	0.160	-0.031
4235.000	89526.000	0.182	-0.031
4234.000	89536.000	0.204	-0.031
4233.000	89546.000	0.184	-0.031
4232.000	89556.000	0.161	-0.031
4231.000	89566.000	0.137	-0.031
4230.000	89576.000	0.144	-0.031
4229.000	89586.000	0.174	-0.031
4228.000	89596.000	0.180	-0.031
4227.000	89606.000	0.191	-0.031
4226.000	89616.000	0.170	-0.031
4225.000	89626.000	0.177	-0.031
4224.000	89636.000	0.189	-0.031
4223.000	89646.000	0.200	-0.031
4222.000	89656.000	0.165	-0.031
4221.000	89666.000	0.175	-0.031
4220.000	89676.000	0.152	-0.031
4219.000	89686.000	0.159	-0.031
4218.000	89696.000	0.174	-0.031
4217.000	89706.000	0.147	-0.031
4216.000	89716.000	0.143	-0.031
4215.000	89726.000	0.193	-0.031
4214.000	89736.000	0.177	-0.031
4213.000	89746.000	0.180	-0.031
4212.000	89756.000	0.193	-0.031
4211.000	89766.000	0.174	-0.031
4210.000	89776.000	0.152	-0.031
4209.000	89786.000	0.128	-0.031
4208.000	89796.000	0.119	-0.031
4207.000	89806.000	0.172	-0.031
4206.000	89816.000	0.174	-0.031
4205.000	89826.000	0.177	-0.031
4204.000	89836.000	0.172	-0.031
4203.000	89846.000	0.159	-0.031
4202.000	89856.000	0.150	-0.031
4201.000	89866.000	0.165	-0.031
4200.000	89876.000	0.149	-0.031
4199.000	89886.000	0.154	-0.031
4198.000	89896.000	0.127	-0.031
4197.000	89906.000	0.152	-0.031
4196.000	89916.000	0.173	-0.031
4195.000	89926.000	0.182	-0.031
4194.000	89936.000	0.122	-0.031
4193.000	89946.000	0.159	-0.031
4192.000	89956.000	0.151	-0.031
4191.000	89966.000	0.166	-0.031
4190.000	89976.000	0.154	-0.031
4189.000	89986.000	0.140	-0.031
4188.000	89996.000	0.147	-0.031
4187.000	90006.000	0.130	-0.031
4186.000	90016.000	0.159	-0.031
4185.000	90026.000	0.136	-0.031
4184.000	90036.000	0.163	-0.031
4183.000	90046.000	0.161	-0.031
4182.000	90056.000	0.169	-0.031
4181.000	90066.000	0.183	-0.031
4180.000	90076.000	0.154	-0.031
4179.000	90086.000	0.144	-0.031
4178.000	90096.000	0.155	-0.031
4177.000	90106.000	0.150	-0.031
4176.000	90116.000	0.158	-0.031
4175.000	90126.000	0.170	-0.031
4174.000	90136.000	0.200	-0.031
4173.000	90146.000	0.167	-0.031
4172.000	90156.000	0.148	-0.031
4171.000	90166.000	0.159	-0.031
4170.000	90176.000	0.165	-0.031
4169.000	90186.000	0.147	-0.031
4168.000	90196.000	0.169	-0.031
4167.000	90206.000	0.142	-0.031
4166.000	90216.000	0.137	-0.031
4165.000	90226.000	0.144	-0.031
4164.000	90236.000	0.152	-0.031
4163.000	90246.000	0.158	-0.031
4162.000	90256.000	0.116	-0.031
4161.000	90266.000	0.123	-0.031
4160.000	90276.000	0.149	-0.031
4159.000	90286.000	0.141	-0.031
4158.000	90296.000	0.133	-0.031
4157.000	90306.000	0.110	-0.031
4156.000	90316.000	0.102	-0.031
4155.000	90326.000	0.107	-0.031
4154.000	90336.000	0.090	-0.031
4153.000	90346.000	0.123	-0.031
4152.000	90356.000	0.142	-0.031
4151.000	90366.000	0.164	-0.031
4150.000	90376.000	0.158	-0.031
4149.000	90386.000	0.140	-0.031
4148.000	90396.000	0.123	-0.031
4147.000	90406.000	0.125	-0.031
4146.000	90416.000	0.140	-0.031
4145.000	90426.000	0.122	-0.031
4144.000	90436.000	0.158	-0.031
4143.000	90446.000	0.158	-0.031
4142.000	90456.000	0.142	-0.031
4141.000	90466.000	0.158	-0.031
4140.000	90476.000	0.181	-0.031
4139.000	90486.000	0.169	-0.031
4138.000	90496.000	0.135	-0.031
4137.000	90506.000	0.152	-0.031
4136.000	90516.000	0.131	-0.031
4135.000	90526.000	0.160	-0.031
4134.000	90536.000	0.161	-0.031
4133.000	90546.000	0.150	-0.031
4132.000	90556.000	0.191	-0.031
4131.000	90566.000	0.186	-0.031
4130.000	90576.000	0.180	-0.031
4129.000	90586.000	0.159	-0.031
4128.000	90596.000	0.166	-0.031
4127.000	90606.000	0.157	-0.031
4126.000	90616.000	0.148	-0.031
4125.000	90626.000	0.168	-0.031
4124.000	90636.000	0.175	-0.031
4123.000	90646.000	0.151	-0.031
4122.000	90656.000	0.132	-0.031
4121.000	90666.000	0.153	-0.031
4120.000	90676.000	0.157	-0.031
4119.000	90686.000	0.161	-0.031
4118.000	90696.000	0.182	-0.031
4117.000	90706.000	0.184	-0.031
4116.000	90716.000	0.165	-0.031
4115.000	90726.000	0.177	-0.031
4114.000	90736.000	0.166	-0.031
4113.000	90746.000	0.181	-0.031
4112.000	90756.000	0.160	-0.031
4111.000	90766.000	0.179	-0.031
4110.000	90776.000	0.147	-0.031
4109.000	90786.000	0.174	-0.031
4108.000	90796.000	0.155	-0.031
4107.000	90806.000	0.153	-0.031
4106.000	90816.000	0.151	-0.031
4105.000	90826.000	0.170	-0.031
4104.000	90836.000	0.140	-0.031
4103.000	90846.000	0.130	-0.031
4102.000	90856.000	0.127	-0.031
4101.000	90866.000	0.152	-0.031
4100.000	90876.000	0.162	-0.031
4099.000	90886.000	0.180	-0.031
4098.000	90896.000	0.136	-0.031
4097.000	90906.000	0.143	-0.031
4096.000	90916.000	0.162	-0.031
4095.000	90926.000	0.138	-0.031
4094.000	90936.000	0.151	-0.031
4093.000	90946.000	0.129	-0.031
4092.000	90956.000	0.150	-0.031
4091.000	90966.000	0.172	-0.031
4090.000	90976.000	0.164	-0.031
4089.000	90986.000	0.161	-0.031
4088.000	90996.000	0.177	-0.031
4087.000	91006.000	0.170	-0.031
4086.000	91016.000	0.167	-0.031
4085.000	91026.000	0.164	-0.031
4084.000	91036.000	0.178	-0.031
4083.000	91046.000	0.183	-0.031
4082.000	91056.000	0.161	-0.031
4081.000	91066.000	0.191	-0.031
4080.000	91076.000	0.145	-0.031
4079.000	91086.000	0.169	-0.031
4078.000	91096.000	0.144	-0.031
4077.000	91106.000	0.104	-0.031
4076.000	91116.000	0.130	-0.031
4075.000	91126.000	0.183	-0.031
4074.000	91136.000	0.169	-0.031
4073.000	91146.000	0.157	-0.031
4072.000	91156.000	0.158	-0.031
4071.000	91166.000	0.177	-0.031
