# Filename	C:\Users\labuser\Documents\Data\2018-09-29\3_fscan.txt
# Date	2018-9-30-0:10
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	14.00
# Note	# Note Cavity Resonance Scan using MW ionization at -180 GHz. Hittite HMC-T2100 at 14 dB connected to splitter, mixer, then doubler, -20 dB, amp, cavity. AWG used to pulse MW field 100 ns after lasers, for 300 ns. Variable attenuation at -19 dB.
# Frequency (Hz)	Background (V)	Voltage (V)	Reference (V)
18536000000.000	0.003	0.110	0.115
18537000000.000	0.003	0.107	0.097
18538000000.000	0.003	0.102	0.113
18539000000.000	0.003	0.099	0.111
18540000000.000	0.003	0.099	0.102
18480100000.000	0.003	0.098	0.114
18481100000.000	0.003	0.116	0.104
18482100000.000	0.003	0.100	0.105
18483100000.000	0.003	0.124	0.102
18484100000.000	0.003	0.117	0.118
18485100000.000	0.003	0.098	0.118
18486100000.000	0.003	0.116	0.102
18487100000.000	0.003	0.117	0.107
18488100000.000	0.003	0.105	0.113
18489100000.000	0.003	0.121	0.124
18490100000.000	0.003	0.117	0.114
18491100000.000	0.003	0.121	0.118
18492100000.000	0.003	0.122	0.125
18493100000.000	0.003	0.122	0.125
18494100000.000	0.003	0.117	0.123
18495100000.000	0.003	0.119	0.117
18496100000.000	0.003	0.100	0.104
18497100000.000	0.003	0.115	0.113
18498100000.000	0.003	0.112	0.115
18499100000.000	0.003	0.107	0.123
18500100000.000	0.003	0.106	0.116
18501100000.000	0.003	0.096	0.109
18502100000.000	0.003	0.086	0.109
18503100000.000	0.003	0.086	0.104
18504100000.000	0.003	0.084	0.105
18505100000.000	0.003	0.092	0.102
18506100000.000	0.003	0.076	0.106
18507100000.000	0.003	0.066	0.092
18508100000.000	0.003	0.068	0.098
18509100000.000	0.003	0.063	0.101
18510100000.000	0.003	0.058	0.107
18511100000.000	0.003	0.053	0.117
18512100000.000	0.003	0.064	0.113
18513100000.000	0.003	0.068	0.122
18514100000.000	0.003	0.075	0.101
18515100000.000	0.003	0.078	0.116
18516100000.000	0.003	0.089	0.116
18517100000.000	0.003	0.089	0.117
18518100000.000	0.003	0.086	0.111
18519100000.000	0.003	0.090	0.111
18520100000.000	0.003	0.099	0.115
18521100000.000	0.003	0.096	0.105
18522100000.000	0.003	0.093	0.116
18523100000.000	0.003	0.086	0.098
18524100000.000	0.003	0.097	0.104
18525100000.000	0.003	0.103	0.105
18526100000.000	0.003	0.097	0.108
18527100000.000	0.003	0.106	0.102
18528100000.000	0.003	0.096	0.103
18529100000.000	0.003	0.102	0.105
18530100000.000	0.003	0.101	0.109
18531100000.000	0.003	0.109	0.110
18532100000.000	0.003	0.117	0.101
18533100000.000	0.003	0.099	0.107
18534100000.000	0.003	0.102	0.102
18535100000.000	0.003	0.122	0.113
18536100000.000	0.003	0.105	0.107
18537100000.000	0.003	0.103	0.111
18538100000.000	0.003	0.108	0.104
18539100000.000	0.003	0.120	0.106
18480200000.000	0.003	0.106	0.116
18481200000.000	0.003	0.113	0.117
18482200000.000	0.003	0.126	0.116
18483200000.000	0.003	0.112	0.104
18484200000.000	0.003	0.100	0.107
18485200000.000	0.003	0.118	0.101
18486200000.000	0.003	0.110	0.109
18487200000.000	0.003	0.102	0.108
18488200000.000	0.003	0.112	0.120
18489200000.000	0.003	0.116	0.107
18490200000.000	0.003	0.101	0.102
18491200000.000	0.003	0.121	0.112
18492200000.000	0.003	0.102	0.110
18493200000.000	0.003	0.094	0.113
18494200000.000	0.003	0.112	0.107
18495200000.000	0.003	0.112	0.116
18496200000.000	0.003	0.103	0.121
18497200000.000	0.003	0.112	0.104
18498200000.000	0.003	0.100	0.108
18499200000.000	0.003	0.103	0.107
18500200000.000	0.003	0.102	0.099
18501200000.000	0.003	0.100	0.121
18502200000.000	0.003	0.080	0.105
18503200000.000	0.003	0.088	0.112
18504200000.000	0.003	0.090	0.108
18505200000.000	0.003	0.076	0.116
18506200000.000	0.003	0.081	0.106
18507200000.000	0.003	0.073	0.116
18508200000.000	0.003	0.064	0.098
18509200000.000	0.003	0.060	0.104
18510200000.000	0.003	0.066	0.123
18511200000.000	0.003	0.055	0.108
18512200000.000	0.003	0.070	0.100
18513200000.000	0.003	0.055	0.105
18514200000.000	0.003	0.072	0.110
18515200000.000	0.003	0.077	0.113
18516200000.000	0.003	0.081	0.104
18517200000.000	0.003	0.085	0.114
18518200000.000	0.003	0.093	0.113
18519200000.000	0.003	0.095	0.119
18520200000.000	0.003	0.096	0.112
18521200000.000	0.003	0.094	0.102
18522200000.000	0.003	0.094	0.120
18523200000.000	0.003	0.101	0.108
18524200000.000	0.003	0.105	0.107
18525200000.000	0.003	0.100	0.110
18526200000.000	0.003	0.095	0.117
18527200000.000	0.003	0.105	0.108
18528200000.000	0.003	0.108	0.111
18529200000.000	0.003	0.107	0.107
18530200000.000	0.003	0.103	0.100
18531200000.000	0.003	0.111	0.103
18532200000.000	0.003	0.105	0.119
18533200000.000	0.003	0.106	0.121
18534200000.000	0.003	0.110	0.123
18535200000.000	0.003	0.112	0.108
18536200000.000	0.003	0.105	0.115
18537200000.000	0.003	0.118	0.111
18538200000.000	0.003	0.112	0.119
18539200000.000	0.003	0.117	0.122
18480300000.000	0.003	0.121	0.122
18481300000.000	0.003	0.111	0.113
18482300000.000	0.003	0.117	0.119
18483300000.000	0.003	0.119	0.108
18484300000.000	0.003	0.116	0.117
18485300000.000	0.003	0.117	0.115
18486300000.000	0.003	0.119	0.125
18487300000.000	0.003	0.113	0.111
18488300000.000	0.003	0.123	0.116
18489300000.000	0.003	0.111	0.125
18490300000.000	0.003	0.130	0.120
18491300000.000	0.003	0.113	0.115
18492300000.000	0.003	0.123	0.125
18493300000.000	0.003	0.128	0.130
18494300000.000	0.003	0.124	0.110
18495300000.000	0.003	0.130	0.130
18496300000.000	0.003	0.125	0.128
18497300000.000	0.003	0.121	0.128
18498300000.000	0.003	0.114	0.141
18499300000.000	0.003	0.115	0.128
18500300000.000	0.003	0.128	0.116
18501300000.000	0.003	0.119	0.138
18502300000.000	0.003	0.107	0.119
18503300000.000	0.003	0.101	0.117
18504300000.000	0.003	0.093	0.127
18505300000.000	0.003	0.092	0.110
18506300000.000	0.003	0.092	0.119
18507300000.000	0.003	0.078	0.117
18508300000.000	0.003	0.081	0.134
18509300000.000	0.003	0.069	0.124
18510300000.000	0.003	0.071	0.113
18511300000.000	0.003	0.071	0.119
18512300000.000	0.003	0.069	0.116
18513300000.000	0.003	0.061	0.117
18514300000.000	0.003	0.076	0.118
18515300000.000	0.003	0.070	0.102
18516300000.000	0.003	0.084	0.108
18517300000.000	0.003	0.079	0.100
18518300000.000	0.003	0.086	0.112
18519300000.000	0.003	0.093	0.113
18520300000.000	0.003	0.107	0.122
18521300000.000	0.003	0.109	0.113
18522300000.000	0.003	0.104	0.121
18523300000.000	0.003	0.114	0.125
18524300000.000	0.003	0.111	0.115
18525300000.000	0.003	0.124	0.112
18526300000.000	0.003	0.107	0.116
18527300000.000	0.003	0.108	0.114
18528300000.000	0.003	0.110	0.112
18529300000.000	0.003	0.099	0.127
18530300000.000	0.003	0.107	0.110
18531300000.000	0.003	0.097	0.102
18532300000.000	0.003	0.108	0.100
18533300000.000	0.003	0.101	0.095
18534300000.000	0.003	0.108	0.103
18535300000.000	0.003	0.098	0.106
18536300000.000	0.003	0.099	0.106
18537300000.000	0.003	0.106	0.105
18538300000.000	0.003	0.099	0.103
18539300000.000	0.003	0.102	0.107
18480400000.000	0.003	0.125	0.103
18481400000.000	0.003	0.111	0.112
18482400000.000	0.003	0.112	0.114
18483400000.000	0.003	0.111	0.106
18484400000.000	0.003	0.110	0.116
18485400000.000	0.003	0.117	0.125
18486400000.000	0.003	0.117	0.118
18487400000.000	0.003	0.112	0.113
18488400000.000	0.003	0.119	0.122
18489400000.000	0.003	0.112	0.118
18490400000.000	0.003	0.120	0.123
18491400000.000	0.003	0.127	0.115
18492400000.000	0.003	0.108	0.106
18493400000.000	0.003	0.119	0.116
18494400000.000	0.003	0.105	0.130
18495400000.000	0.003	0.116	0.114
18496400000.000	0.003	0.099	0.109
18497400000.000	0.003	0.107	0.124
18498400000.000	0.003	0.106	0.116
18499400000.000	0.003	0.108	0.119
18500400000.000	0.003	0.102	0.113
18501400000.000	0.003	0.093	0.111
18502400000.000	0.003	0.105	0.113
18503400000.000	0.003	0.092	0.116
18504400000.000	0.003	0.097	0.130
18505400000.000	0.003	0.086	0.122
18506400000.000	0.003	0.066	0.122
18507400000.000	0.003	0.074	0.117
18508400000.000	0.003	0.074	0.112
18509400000.000	0.003	0.069	0.116
18510400000.000	0.003	0.064	0.117
18511400000.000	0.003	0.071	0.117
18512400000.000	0.003	0.060	0.115
18513400000.000	0.003	0.069	0.112
18514400000.000	0.003	0.068	0.097
18515400000.000	0.003	0.058	0.108
18516400000.000	0.003	0.078	0.116
18517400000.000	0.003	0.076	0.101
18518400000.000	0.003	0.085	0.106
18519400000.000	0.003	0.082	0.105
18520400000.000	0.003	0.090	0.105
18521400000.000	0.003	0.093	0.099
18522400000.000	0.003	0.106	0.100
18523400000.000	0.003	0.109	0.118
18524400000.000	0.003	0.091	0.097
18525400000.000	0.003	0.101	0.093
18526400000.000	0.003	0.110	0.105
18527400000.000	0.003	0.108	0.104
18528400000.000	0.003	0.106	0.109
18529400000.000	0.003	0.125	0.119
18530400000.000	0.003	0.110	0.113
18531400000.000	0.003	0.113	0.108
18532400000.000	0.003	0.112	0.116
18533400000.000	0.003	0.108	0.103
18534400000.000	0.003	0.110	0.109
18535400000.000	0.003	0.110	0.111
18536400000.000	0.003	0.114	0.114
18537400000.000	0.003	0.113	0.115
18538400000.000	0.003	0.106	0.116
18539400000.000	0.003	0.117	0.116
18480500000.000	0.003	0.113	0.110
18481500000.000	0.003	0.108	0.108
18482500000.000	0.003	0.111	0.115
18483500000.000	0.003	0.118	0.113
18484500000.000	0.003	0.095	0.107
18485500000.000	0.003	0.111	0.113
18486500000.000	0.003	0.111	0.105
18487500000.000	0.003	0.114	0.111
18488500000.000	0.003	0.109	0.105
18489500000.000	0.003	0.111	0.111
18490500000.000	0.003	0.115	0.110
18491500000.000	0.003	0.110	0.107
18492500000.000	0.003	0.112	0.112
18493500000.000	0.003	0.120	0.104
18494500000.000	0.003	0.122	0.111
18495500000.000	0.003	0.106	0.112
18496500000.000	0.003	0.118	0.109
18497500000.000	0.003	0.113	0.120
18498500000.000	0.003	0.101	0.117
18499500000.000	0.003	0.107	0.112
18500500000.000	0.003	0.099	0.102
18501500000.000	0.003	0.099	0.108
18502500000.000	0.003	0.087	0.113
18503500000.000	0.003	0.086	0.107
18504500000.000	0.003	0.086	0.100
18505500000.000	0.003	0.073	0.098
18506500000.000	0.003	0.066	0.101
18507500000.000	0.003	0.064	0.097
18508500000.000	0.003	0.061	0.114
18509500000.000	0.003	0.061	0.109
18510500000.000	0.003	0.055	0.110
18511500000.000	0.003	0.047	0.089
18512500000.000	0.003	0.064	0.087
18513500000.000	0.003	0.056	0.100
18514500000.000	0.003	0.066	0.103
18515500000.000	0.003	0.073	0.119
18516500000.000	0.003	0.076	0.108
18517500000.000	0.003	0.088	0.107
18518500000.000	0.003	0.084	0.102
18519500000.000	0.003	0.075	0.101
18520500000.000	0.003	0.090	0.094
18521500000.000	0.003	0.084	0.100
18522500000.000	0.003	0.084	0.102
18523500000.000	0.003	0.096	0.104
18524500000.000	0.003	0.087	0.092
18525500000.000	0.003	0.098	0.092
18526500000.000	0.003	0.080	0.088
18527500000.000	0.003	0.090	0.096
18528500000.000	0.003	0.095	0.097
18529500000.000	0.003	0.093	0.083
18530500000.000	0.003	0.103	0.099
18531500000.000	0.003	0.099	0.102
18532500000.000	0.003	0.100	0.099
18533500000.000	0.003	0.103	0.102
18534500000.000	0.003	0.106	0.115
18535500000.000	0.003	0.106	0.104
18536500000.000	0.003	0.099	0.111
18537500000.000	0.003	0.103	0.112
18538500000.000	0.003	0.117	0.105
18539500000.000	0.003	0.100	0.093
18480600000.000	0.003	0.104	0.099
18481600000.000	0.003	0.095	0.102
18482600000.000	0.003	0.112	0.119
18483600000.000	0.003	0.106	0.105
18484600000.000	0.003	0.124	0.109
18485600000.000	0.003	0.107	0.113
18486600000.000	0.003	0.108	0.102
18487600000.000	0.003	0.113	0.120
18488600000.000	0.003	0.103	0.113
18489600000.000	0.003	0.100	0.099
18490600000.000	0.003	0.118	0.100
18491600000.000	0.003	0.112	0.117
18492600000.000	0.003	0.112	0.104
18493600000.000	0.003	0.106	0.109
18494600000.000	0.003	0.108	0.105
18495600000.000	0.003	0.118	0.114
18496600000.000	0.003	0.105	0.113
18497600000.000	0.003	0.109	0.118
18498600000.000	0.003	0.104	0.122
18499600000.000	0.003	0.093	0.109
18500600000.000	0.003	0.096	0.111
18501600000.000	0.003	0.086	0.112
18502600000.000	0.003	0.090	0.108
18503600000.000	0.003	0.092	0.106
18504600000.000	0.003	0.082	0.102
18505600000.000	0.003	0.086	0.107
18506600000.000	0.003	0.067	0.106
18507600000.000	0.003	0.061	0.101
18508600000.000	0.003	0.068	0.098
18509600000.000	0.003	0.061	0.105
18510600000.000	0.003	0.073	0.122
18511600000.000	0.003	0.061	0.106
18512600000.000	0.003	0.064	0.108
18513600000.000	0.003	0.076	0.111
18514600000.000	0.003	0.068	0.109
18515600000.000	0.003	0.072	0.109
18516600000.000	0.003	0.082	0.106
18517600000.000	0.003	0.078	0.105
18518600000.000	0.003	0.080	0.107
18519600000.000	0.003	0.090	0.097
18520600000.000	0.003	0.091	0.100
18521600000.000	0.003	0.102	0.101
18522600000.000	0.003	0.092	0.101
18523600000.000	0.003	0.086	0.100
18524600000.000	0.003	0.114	0.106
18525600000.000	0.003	0.104	0.113
18526600000.000	0.003	0.117	0.117
18527600000.000	0.003	0.115	0.114
18528600000.000	0.003	0.111	0.104
18529600000.000	0.003	0.107	0.109
18530600000.000	0.003	0.116	0.126
18531600000.000	0.003	0.107	0.106
18532600000.000	0.003	0.115	0.105
18533600000.000	0.003	0.091	0.113
18534600000.000	0.003	0.110	0.109
18535600000.000	0.003	0.096	0.097
18536600000.000	0.003	0.099	0.099
18537600000.000	0.003	0.094	0.096
18538600000.000	0.003	0.100	0.107
18539600000.000	0.003	0.093	0.109
18480700000.000	0.003	0.111	0.115
18481700000.000	0.003	0.110	0.102
18482700000.000	0.003	0.105	0.105
18483700000.000	0.003	0.110	0.111
18484700000.000	0.003	0.106	0.099
18485700000.000	0.003	0.110	0.104
18486700000.000	0.003	0.099	0.105
18487700000.000	0.003	0.103	0.107
18488700000.000	0.003	0.098	0.102
18489700000.000	0.003	0.099	0.100
18490700000.000	0.003	0.104	0.096
18491700000.000	0.003	0.100	0.099
18492700000.000	0.003	0.108	0.095
18493700000.000	0.003	0.096	0.103
18494700000.000	0.003	0.095	0.105
18495700000.000	0.003	0.100	0.096
18496700000.000	0.003	0.097	0.095
18497700000.000	0.003	0.097	0.113
18498700000.000	0.003	0.099	0.104
18499700000.000	0.003	0.098	0.114
18500700000.000	0.003	0.090	0.097
18501700000.000	0.003	0.090	0.104
18502700000.000	0.003	0.100	0.099
18503700000.000	0.003	0.078	0.102
18504700000.000	0.003	0.084	0.096
18505700000.000	0.003	0.071	0.109
18506700000.000	0.003	0.074	0.107
18507700000.000	0.003	0.059	0.097
18508700000.000	0.003	0.053	0.105
18509700000.000	0.003	0.053	0.098
18510700000.000	0.003	0.054	0.098
18511700000.000	0.003	0.054	0.104
18512700000.000	0.003	0.047	0.105
18513700000.000	0.003	0.060	0.098
18514700000.000	0.003	0.060	0.105
18515700000.000	0.003	0.081	0.108
18516700000.000	0.003	0.062	0.102
18517700000.000	0.003	0.075	0.102
18518700000.000	0.003	0.079	0.104
18519700000.000	0.003	0.103	0.095
18520700000.000	0.003	0.097	0.099
18521700000.000	0.003	0.088	0.101
18522700000.000	0.003	0.098	0.102
18523700000.000	0.003	0.099	0.106
18524700000.000	0.003	0.109	0.103
18525700000.000	0.003	0.096	0.096
18526700000.000	0.003	0.101	0.102
18527700000.000	0.003	0.091	0.117
18528700000.000	0.003	0.105	0.101
18529700000.000	0.003	0.103	0.096
18530700000.000	0.003	0.094	0.101
18531700000.000	0.003	0.101	0.098
18532700000.000	0.003	0.116	0.113
18533700000.000	0.003	0.097	0.108
18534700000.000	0.003	0.097	0.104
18535700000.000	0.003	0.097	0.105
18536700000.000	0.003	0.108	0.112
18537700000.000	0.003	0.111	0.108
18538700000.000	0.003	0.095	0.108
18539700000.000	0.003	0.107	0.114
18480800000.000	0.003	0.110	0.115
18481800000.000	0.003	0.120	0.125
18482800000.000	0.003	0.107	0.120
18483800000.000	0.003	0.127	0.113
18484800000.000	0.003	0.123	0.116
18485800000.000	0.003	0.117	0.124
18486800000.000	0.003	0.117	0.120
18487800000.000	0.003	0.124	0.129
18488800000.000	0.003	0.131	0.122
18489800000.000	0.003	0.125	0.136
18490800000.000	0.003	0.141	0.127
18491800000.000	0.003	0.123	0.120
18492800000.000	0.003	0.129	0.120
18493800000.000	0.003	0.136	0.141
18494800000.000	0.003	0.128	0.132
18495800000.000	0.003	0.125	0.117
18496800000.000	0.003	0.126	0.134
18497800000.000	0.003	0.130	0.133
18498800000.000	0.003	0.122	0.133
18499800000.000	0.003	0.122	0.122
18500800000.000	0.003	0.117	0.119
18501800000.000	0.003	0.112	0.131
18502800000.000	0.003	0.126	0.134
18503800000.000	0.003	0.110	0.126
18504800000.000	0.003	0.111	0.123
18505800000.000	0.003	0.108	0.122
18506800000.000	0.003	0.093	0.128
18507800000.000	0.003	0.068	0.115
18508800000.000	0.003	0.075	0.112
18509800000.000	0.003	0.058	0.118
18510800000.000	0.003	0.063	0.115
18511800000.000	0.003	0.066	0.108
18512800000.000	0.003	0.075	0.106
18513800000.000	0.003	0.067	0.103
18514800000.000	0.003	0.068	0.113
18515800000.000	0.003	0.071	0.111
18516800000.000	0.003	0.081	0.112
18517800000.000	0.003	0.075	0.096
18518800000.000	0.003	0.094	0.111
18519800000.000	0.003	0.088	0.103
18520800000.000	0.003	0.097	0.106
18521800000.000	0.003	0.097	0.108
18522800000.000	0.003	0.105	0.106
18523800000.000	0.003	0.107	0.103
18524800000.000	0.003	0.108	0.110
18525800000.000	0.003	0.103	0.116
18526800000.000	0.003	0.112	0.114
18527800000.000	0.003	0.105	0.109
18528800000.000	0.003	0.112	0.117
18529800000.000	0.003	0.111	0.108
18530800000.000	0.003	0.099	0.109
18531800000.000	0.003	0.113	0.105
18532800000.000	0.003	0.123	0.096
18533800000.000	0.003	0.097	0.110
18534800000.000	0.003	0.099	0.094
18535800000.000	0.003	0.099	0.109
18536800000.000	0.003	0.098	0.109
18537800000.000	0.003	0.107	0.121
18538800000.000	0.003	0.111	0.116
18539800000.000	0.003	0.113	0.109
18480900000.000	0.003	0.118	0.107
18481900000.000	0.003	0.107	0.119
18482900000.000	0.003	0.120	0.117
18483900000.000	0.003	0.119	0.112
18484900000.000	0.003	0.131	0.114
18485900000.000	0.003	0.111	0.104
18486900000.000	0.003	0.116	0.112
18487900000.000	0.003	0.123	0.122
18488900000.000	0.003	0.115	0.124
18489900000.000	0.003	0.118	0.127
18490900000.000	0.003	0.109	0.116
18491900000.000	0.003	0.108	0.116
18492900000.000	0.003	0.118	0.120
18493900000.000	0.003	0.106	0.120
18494900000.000	0.003	0.112	0.118
18495900000.000	0.003	0.109	0.114
18496900000.000	0.003	0.112	0.104
18497900000.000	0.003	0.109	0.108
18498900000.000	0.003	0.118	0.122
18499900000.000	0.003	0.108	0.119
18500900000.000	0.003	0.114	0.111
18501900000.000	0.003	0.099	0.107
18502900000.000	0.003	0.098	0.124
18503900000.000	0.003	0.096	0.123
18504900000.000	0.003	0.087	0.118
18505900000.000	0.003	0.079	0.122
18506900000.000	0.003	0.082	0.118
18507900000.000	0.003	0.070	0.124
18508900000.000	0.003	0.067	0.113
18509900000.000	0.003	0.062	0.109
18510900000.000	0.003	0.056	0.104
18511900000.000	0.003	0.050	0.112
18512900000.000	0.003	0.058	0.110
18513900000.000	0.003	0.063	0.095
18514900000.000	0.003	0.060	0.104
18515900000.000	0.003	0.067	0.111
18516900000.000	0.003	0.085	0.104
18517900000.000	0.003	0.084	0.094
18518900000.000	0.003	0.079	0.107
18519900000.000	0.003	0.093	0.099
18520900000.000	0.003	0.098	0.101
18521900000.000	0.003	0.094	0.107
18522900000.000	0.003	0.093	0.105
18523900000.000	0.003	0.092	0.112
18524900000.000	0.003	0.106	0.112
18525900000.000	0.003	0.120	0.102
18526900000.000	0.003	0.101	0.098
18527900000.000	0.003	0.107	0.100
18528900000.000	0.003	0.100	0.109
18529900000.000	0.003	0.095	0.120
18530900000.000	0.003	0.094	0.107
18531900000.000	0.003	0.104	0.096
18532900000.000	0.003	0.103	0.105
18533900000.000	0.003	0.105	0.099
18534900000.000	0.003	0.094	0.093
18535900000.000	0.003	0.092	0.106
18536900000.000	0.003	0.096	0.106
18537900000.000	0.003	0.095	0.102
18538900000.000	0.003	0.110	0.101
18539900000.000	0.003	0.099	0.107
