# Title: Diode Laser Delay Scan, 9 dB MW, Short Scan.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 40.0 dB PM, 40 V Top to Bot, n=27 l=3. Short scan with small modulation to find min and max phases.
# Type:	Delay
# Hittite Freq:	18511.9 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361351.5 GHz
# Target:	27f in 40 V
# Laser Mod:	0th: 0.53, 1st: 0.45
# Laser Mod Attn:	40.0 dB
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	-0.0010 V
# Static:	+40 V
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	89705.000	1.000	0.000	0.203	-0.005
1.000	90774.000	1.000	0.000	0.201	-0.005
2.000	91844.000	1.000	0.000	0.203	-0.005
3.000	92914.000	1.000	0.000	0.175	-0.005
4.000	93983.000	1.000	0.000	0.158	-0.005
5.000	95053.000	1.000	0.000	0.138	-0.005
6.000	96123.000	1.000	0.000	0.141	-0.005
7.000	97192.000	1.000	0.000	0.127	-0.005
8.000	98262.000	1.000	0.000	0.129	-0.005
9.000	99331.000	1.000	0.000	0.125	-0.005
10.000	100401.000	1.000	0.000	0.136	-0.005
11.000	101471.000	1.000	0.000	0.138	-0.005
12.000	102540.000	1.000	0.000	0.164	-0.005
13.000	103610.000	1.000	0.000	0.171	-0.005
14.000	104680.000	1.000	0.000	0.188	-0.005
15.000	105749.000	1.000	0.000	0.202	-0.005
16.000	106819.000	1.000	0.000	0.191	-0.005
17.000	107889.000	1.000	0.000	0.204	-0.005
18.000	108958.000	1.000	0.000	0.197	-0.005
19.000	110028.000	1.000	0.000	0.175	-0.005
20.000	110295.000	1.000	0.000	0.174	-0.005
21.000	109226.000	1.000	0.000	0.160	-0.005
22.000	108156.000	1.000	0.000	0.180	-0.005
23.000	107086.000	1.000	0.000	0.194	-0.005
24.000	106017.000	1.000	0.000	0.189	-0.005
25.000	104947.000	1.000	0.000	0.191	-0.005
26.000	103877.000	1.000	0.000	0.184	-0.005
27.000	102808.000	1.000	0.000	0.160	-0.005
28.000	101738.000	1.000	0.000	0.144	-0.005
29.000	100669.000	1.000	0.000	0.136	-0.005
30.000	99599.000	1.000	0.000	0.117	-0.005
31.000	98529.000	1.000	0.000	0.118	-0.005
32.000	97460.000	1.000	0.000	0.126	-0.005
33.000	96390.000	1.000	0.000	0.133	-0.005
34.000	95320.000	1.000	0.000	0.147	-0.005
35.000	94251.000	1.000	0.000	0.163	-0.005
36.000	93181.000	1.000	0.000	0.170	-0.005
37.000	92111.000	1.000	0.000	0.187	-0.005
38.000	91042.000	1.000	0.000	0.201	-0.005
39.000	89972.000	1.000	0.000	0.203	-0.005
40.000	90240.000	1.000	0.000	0.198	-0.005
41.000	91309.000	1.000	0.000	0.207	-0.005
42.000	92379.000	1.000	0.000	0.194	-0.005
43.000	93448.000	1.000	0.000	0.180	-0.005
44.000	94518.000	1.000	0.000	0.160	-0.005
45.000	95588.000	1.000	0.000	0.143	-0.005
46.000	96657.000	1.000	0.000	0.126	-0.005
47.000	97727.000	1.000	0.000	0.122	-0.005
48.000	98797.000	1.000	0.000	0.110	-0.005
49.000	99866.000	1.000	0.000	0.127	-0.005
50.000	100936.000	1.000	0.000	0.132	-0.005
51.000	102006.000	1.000	0.000	0.159	-0.005
52.000	103075.000	1.000	0.000	0.163	-0.005
53.000	104145.000	1.000	0.000	0.180	-0.005
54.000	105214.000	1.000	0.000	0.209	-0.005
55.000	106284.000	1.000	0.000	0.194	-0.005
56.000	107354.000	1.000	0.000	0.212	-0.005
57.000	108423.000	1.000	0.000	0.198	-0.005
58.000	109493.000	1.000	0.000	0.184	-0.005
59.000	109760.000	1.000	0.000	0.167	-0.005
60.000	108691.000	1.000	0.000	0.193	-0.005
61.000	107621.000	1.000	0.000	0.203	-0.005
62.000	106552.000	1.000	0.000	0.214	-0.005
63.000	105482.000	1.000	0.000	0.205	-0.005
64.000	104412.000	1.000	0.000	0.179	-0.005
65.000	103343.000	1.000	0.000	0.177	-0.005
66.000	102273.000	1.000	0.000	0.167	-0.005
67.000	101203.000	1.000	0.000	0.140	-0.005
68.000	100134.000	1.000	0.000	0.120	-0.005
69.000	99064.000	1.000	0.000	0.133	-0.005
70.000	97994.000	1.000	0.000	0.130	-0.005
71.000	96925.000	1.000	0.000	0.134	-0.005
72.000	95855.000	1.000	0.000	0.149	-0.005
73.000	94786.000	1.000	0.000	0.169	-0.005
74.000	93716.000	1.000	0.000	0.195	-0.005
75.000	92646.000	1.000	0.000	0.194	-0.005
76.000	91577.000	1.000	0.000	0.211	-0.005
77.000	90507.000	1.000	0.000	0.212	-0.005
