# Title: MWBlink QuickScan
# Note:	Scan of 27f in +40 V (6.6 V/cm) and no PM, with MW ON (s) at +18.6 dBm and OFF (r) at -20 dBm on Hittite.
# Type:	DL-Pro Frequency Scan at 1000 samples/s
# Hittite Freq:	18510.5 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361351.8 GHz (Start, scans Red-ward)
# Target:	27f in 40 V
# Laser Mod:	NaN
# Laser Mod Attn:	MAX
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	-0.0010 V
# Static:	+40 V
# Static Off:	NaN
b	r	s
0.004	-0.270	-0.038
0.001	-0.257	-0.064
0.006	-0.301	-0.062
-0.001	-0.284	-0.062
0.012	-0.255	-0.062
0.003	-0.281	-0.047
0.002	-0.268	-0.025
0.010	-0.280	-0.038
0.009	-0.340	-0.067
0.008	-0.277	-0.042
0.012	-0.244	-0.061
0.014	-0.268	-0.055
0.011	-0.273	-0.063
0.005	-0.278	-0.042
0.011	-0.269	-0.071
0.020	-0.270	-0.052
0.010	-0.304	-0.057
0.014	-0.311	-0.032
0.005	-0.244	-0.049
0.006	-0.258	-0.074
-0.003	-0.204	-0.063
0.009	-0.282	-0.079
0.013	-0.266	-0.051
0.008	-0.312	-0.064
0.011	-0.272	-0.060
0.014	-0.238	-0.051
0.010	-0.284	-0.040
0.008	-0.311	-0.050
0.007	-0.296	-0.042
0.011	-0.277	-0.062
0.010	-0.254	-0.037
0.012	-0.286	-0.027
0.012	-0.223	-0.061
-0.003	-0.291	-0.067
-0.003	-0.291	-0.069
0.012	-0.319	-0.074
0.005	-0.271	-0.057
0.001	-0.275	-0.052
0.005	-0.317	-0.059
0.011	-0.285	-0.044
0.011	-0.247	-0.064
0.011	-0.274	-0.058
0.004	-0.274	-0.058
-0.003	-0.236	-0.087
-0.000	-0.258	-0.064
0.006	-0.268	-0.047
0.004	-0.264	-0.070
0.011	-0.250	-0.045
0.017	-0.286	-0.039
0.011	-0.267	-0.070
0.008	-0.223	-0.070
0.001	-0.243	-0.063
0.010	-0.293	-0.047
-0.001	-0.293	-0.046
0.009	-0.262	-0.040
0.008	-0.303	-0.072
0.002	-0.270	-0.048
0.014	-0.263	-0.043
0.011	-0.281	-0.052
0.009	-0.265	-0.043
0.005	-0.309	-0.042
0.012	-0.279	-0.065
0.011	-0.286	-0.083
0.010	-0.270	-0.032
0.009	-0.322	-0.044
0.019	-0.259	-0.064
0.013	-0.282	-0.053
0.011	-0.304	-0.068
0.006	-0.260	-0.086
0.010	-0.284	-0.065
0.002	-0.276	-0.028
0.007	-0.316	-0.048
0.011	-0.296	-0.046
0.004	-0.283	-0.052
0.019	-0.250	-0.056
0.013	-0.283	-0.038
0.011	-0.299	-0.057
0.012	-0.236	-0.070
0.004	-0.263	-0.061
0.014	-0.300	-0.056
0.011	-0.246	-0.058
0.011	-0.244	-0.059
0.012	-0.274	-0.075
-0.003	-0.252	-0.054
-0.001	-0.301	-0.047
0.006	-0.275	-0.079
0.014	-0.297	-0.077
0.009	-0.308	-0.064
0.003	-0.259	-0.066
0.014	-0.296	-0.054
0.009	-0.317	-0.069
0.016	-0.336	-0.067
0.006	-0.279	-0.041
0.009	-0.290	-0.080
0.007	-0.272	-0.077
0.003	-0.277	-0.049
0.004	-0.257	-0.045
0.005	-0.278	-0.072
0.013	-0.268	-0.067
0.003	-0.237	-0.056
0.006	-0.270	-0.061
0.002	-0.251	-0.067
0.013	-0.261	-0.058
-0.004	-0.268	-0.086
0.005	-0.293	-0.063
0.013	-0.274	-0.052
0.006	-0.327	-0.050
0.012	-0.260	-0.044
0.013	-0.292	-0.078
0.007	-0.301	-0.079
0.009	-0.284	-0.066
0.017	-0.299	-0.074
0.015	-0.297	-0.051
0.013	-0.341	-0.053
0.013	-0.349	-0.052
0.019	-0.285	-0.078
0.016	-0.288	-0.055
0.014	-0.309	-0.046
0.008	-0.294	-0.066
0.009	-0.292	-0.062
0.001	-0.283	-0.053
0.003	-0.296	-0.072
0.008	-0.303	-0.076
0.007	-0.304	-0.104
0.014	-0.273	-0.052
0.014	-0.322	-0.044
0.014	-0.273	-0.021
0.010	-0.321	-0.062
0.003	-0.351	-0.053
0.014	-0.350	-0.059
0.009	-0.311	-0.064
0.012	-0.302	-0.061
0.019	-0.355	-0.054
0.004	-0.307	-0.048
0.002	-0.302	-0.053
0.014	-0.305	-0.064
0.012	-0.295	-0.040
0.012	-0.270	-0.051
0.007	-0.328	-0.050
0.015	-0.334	-0.060
0.005	-0.342	-0.063
0.010	-0.354	-0.049
-0.001	-0.325	-0.053
0.003	-0.289	-0.042
0.006	-0.272	-0.049
0.007	-0.353	-0.066
0.004	-0.322	-0.062
0.009	-0.349	-0.054
0.017	-0.278	-0.044
0.010	-0.247	-0.040
0.006	-0.295	-0.052
0.003	-0.342	-0.064
0.004	-0.333	-0.063
-0.004	-0.271	-0.073
0.006	-0.378	-0.083
0.002	-0.322	-0.096
0.003	-0.305	-0.075
0.014	-0.318	-0.085
0.009	-0.336	-0.094
0.006	-0.335	-0.071
0.009	-0.368	-0.089
0.018	-0.341	-0.082
0.018	-0.321	-0.073
0.011	-0.336	-0.049
0.013	-0.291	-0.060
0.021	-0.325	-0.044
0.012	-0.288	-0.051
0.015	-0.329	-0.077
0.009	-0.308	-0.069
0.008	-0.355	-0.073
-0.001	-0.296	-0.066
0.005	-0.313	-0.051
0.012	-0.270	-0.099
0.017	-0.307	-0.089
0.017	-0.302	-0.078
0.011	-0.289	-0.070
0.015	-0.300	-0.058
0.012	-0.319	-0.050
0.005	-0.345	-0.071
0.014	-0.335	-0.061
0.010	-0.340	-0.069
0.016	-0.319	-0.046
0.012	-0.318	-0.044
0.001	-0.372	-0.062
0.003	-0.347	-0.078
0.011	-0.336	-0.085
0.003	-0.323	-0.053
0.006	-0.390	-0.068
-0.002	-0.395	-0.090
0.005	-0.360	-0.088
0.005	-0.293	-0.071
0.016	-0.301	-0.106
0.003	-0.326	-0.075
0.012	-0.310	-0.075
0.014	-0.327	-0.065
0.008	-0.358	-0.083
0.010	-0.312	-0.075
0.013	-0.343	-0.104
0.014	-0.353	-0.079
0.014	-0.319	-0.069
0.010	-0.342	-0.078
-0.001	-0.320	-0.095
0.008	-0.269	-0.076
-0.007	-0.346	-0.062
0.008	-0.345	-0.076
0.014	-0.298	-0.051
0.013	-0.324	-0.052
0.017	-0.324	-0.060
0.015	-0.320	-0.101
0.015	-0.323	-0.093
0.007	-0.368	-0.093
0.019	-0.382	-0.060
0.020	-0.367	-0.067
0.012	-0.327	-0.077
0.012	-0.314	-0.096
0.016	-0.308	-0.074
0.007	-0.275	-0.094
0.015	-0.299	-0.073
0.007	-0.268	-0.058
0.009	-0.310	-0.099
0.005	-0.337	-0.084
0.007	-0.300	-0.080
0.004	-0.297	-0.069
0.006	-0.317	-0.087
0.017	-0.301	-0.067
0.008	-0.344	-0.060
0.017	-0.286	-0.052
0.012	-0.282	-0.063
0.007	-0.294	-0.069
0.020	-0.307	-0.067
0.018	-0.258	-0.077
0.012	-0.317	-0.060
0.013	-0.331	-0.071
0.000	-0.304	-0.077
0.001	-0.365	-0.046
0.014	-0.353	-0.091
0.006	-0.311	-0.099
0.008	-0.372	-0.081
0.003	-0.343	-0.066
0.010	-0.316	-0.078
0.013	-0.296	-0.066
0.017	-0.298	-0.071
0.006	-0.307	-0.084
0.006	-0.245	-0.079
0.011	-0.234	-0.129
0.008	-0.273	-0.085
0.004	-0.258	-0.100
0.016	-0.284	-0.080
0.022	-0.341	-0.064
0.011	-0.271	-0.095
0.004	-0.254	-0.075
0.003	-0.292	-0.107
0.012	-0.254	-0.080
-0.003	-0.359	-0.093
0.007	-0.324	-0.107
0.006	-0.292	-0.101
0.003	-0.325	-0.095
0.009	-0.283	-0.065
0.007	-0.258	-0.082
0.008	-0.276	-0.081
0.010	-0.302	-0.099
0.015	-0.327	-0.107
0.010	-0.332	-0.099
0.010	-0.338	-0.087
0.007	-0.292	-0.066
0.005	-0.291	-0.078
0.005	-0.299	-0.138
0.007	-0.290	-0.115
-0.001	-0.221	-0.088
0.012	-0.268	-0.075
0.004	-0.263	-0.079
0.004	-0.252	-0.089
0.007	-0.299	-0.075
0.004	-0.334	-0.094
0.007	-0.294	-0.077
0.006	-0.270	-0.083
0.013	-0.333	-0.069
0.011	-0.248	-0.080
0.008	-0.246	-0.075
0.017	-0.269	-0.062
0.008	-0.246	-0.109
0.014	-0.304	-0.113
0.015	-0.280	-0.126
0.006	-0.308	-0.115
0.004	-0.301	-0.107
0.015	-0.331	-0.118
0.008	-0.271	-0.105
0.010	-0.244	-0.082
0.004	-0.269	-0.103
0.009	-0.303	-0.104
0.004	-0.264	-0.075
0.014	-0.265	-0.075
0.005	-0.232	-0.099
0.005	-0.242	-0.117
0.006	-0.217	-0.078
0.012	-0.254	-0.080
0.006	-0.232	-0.088
0.011	-0.235	-0.085
0.009	-0.230	-0.081
0.013	-0.230	-0.107
0.005	-0.225	-0.105
0.004	-0.302	-0.106
0.014	-0.224	-0.087
0.003	-0.251	-0.088
0.008	-0.260	-0.150
0.010	-0.256	-0.125
0.006	-0.230	-0.102
0.012	-0.258	-0.089
0.009	-0.242	-0.110
0.012	-0.212	-0.112
0.012	-0.254	-0.102
0.024	-0.222	-0.097
0.017	-0.225	-0.093
0.017	-0.191	-0.081
0.007	-0.231	-0.118
0.014	-0.250	-0.127
0.008	-0.226	-0.125
0.014	-0.213	-0.146
0.000	-0.186	-0.133
0.005	-0.215	-0.116
0.001	-0.192	-0.094
0.005	-0.207	-0.126
0.006	-0.256	-0.079
-0.000	-0.256	-0.097
0.010	-0.230	-0.070
0.009	-0.231	-0.102
0.009	-0.221	-0.118
0.014	-0.232	-0.103
0.013	-0.244	-0.129
0.011	-0.215	-0.080
0.009	-0.211	-0.131
0.008	-0.201	-0.125
0.002	-0.165	-0.127
-0.001	-0.188	-0.099
0.006	-0.224	-0.101
0.010	-0.203	-0.126
0.003	-0.222	-0.129
0.002	-0.175	-0.116
0.000	-0.185	-0.123
0.007	-0.173	-0.115
0.011	-0.175	-0.123
0.012	-0.220	-0.090
-0.005	-0.163	-0.088
0.005	-0.176	-0.137
0.008	-0.219	-0.120
0.013	-0.206	-0.139
0.009	-0.196	-0.109
0.011	-0.176	-0.126
0.013	-0.181	-0.130
0.016	-0.195	-0.112
0.006	-0.206	-0.120
0.006	-0.247	-0.106
0.009	-0.225	-0.141
0.002	-0.196	-0.156
0.008	-0.196	-0.161
0.011	-0.195	-0.147
0.007	-0.236	-0.128
0.012	-0.229	-0.103
0.014	-0.193	-0.127
0.007	-0.171	-0.098
0.008	-0.155	-0.102
0.015	-0.146	-0.130
0.010	-0.165	-0.118
0.012	-0.169	-0.124
0.012	-0.157	-0.154
0.015	-0.150	-0.134
0.009	-0.175	-0.178
0.009	-0.163	-0.131
0.016	-0.159	-0.105
0.017	-0.150	-0.105
0.003	-0.142	-0.122
0.000	-0.173	-0.132
0.001	-0.142	-0.103
0.004	-0.146	-0.096
0.012	-0.158	-0.145
0.006	-0.136	-0.155
0.016	-0.161	-0.199
0.006	-0.165	-0.142
0.005	-0.162	-0.149
0.016	-0.170	-0.156
0.009	-0.167	-0.127
0.017	-0.136	-0.103
0.016	-0.197	-0.120
0.008	-0.175	-0.134
0.000	-0.151	-0.140
0.011	-0.169	-0.127
0.008	-0.192	-0.149
0.014	-0.173	-0.107
0.003	-0.190	-0.164
0.005	-0.140	-0.140
0.003	-0.172	-0.139
0.014	-0.180	-0.142
0.002	-0.178	-0.123
-0.000	-0.189	-0.141
0.011	-0.217	-0.179
0.008	-0.170	-0.141
0.006	-0.163	-0.151
0.012	-0.124	-0.157
0.020	-0.132	-0.106
0.012	-0.157	-0.175
0.010	-0.178	-0.163
0.002	-0.157	-0.178
0.008	-0.114	-0.137
0.000	-0.122	-0.134
0.001	-0.133	-0.120
0.004	-0.146	-0.130
0.005	-0.126	-0.133
0.010	-0.115	-0.191
0.009	-0.171	-0.209
0.012	-0.132	-0.191
0.009	-0.130	-0.172
0.017	-0.118	-0.166
0.009	-0.118	-0.168
0.016	-0.086	-0.145
0.008	-0.191	-0.143
0.013	-0.155	-0.190
0.004	-0.154	-0.196
0.014	-0.147	-0.202
0.012	-0.143	-0.151
0.011	-0.154	-0.167
-0.000	-0.144	-0.156
0.007	-0.147	-0.180
0.002	-0.140	-0.157
0.011	-0.109	-0.148
0.019	-0.147	-0.152
0.005	-0.150	-0.176
0.015	-0.134	-0.166
0.013	-0.185	-0.174
0.011	-0.160	-0.210
0.013	-0.152	-0.192
0.014	-0.129	-0.186
0.017	-0.156	-0.195
0.012	-0.146	-0.166
0.004	-0.133	-0.134
0.004	-0.133	-0.190
0.009	-0.166	-0.156
0.006	-0.142	-0.213
0.005	-0.138	-0.186
-0.005	-0.110	-0.178
0.003	-0.104	-0.203
0.010	-0.129	-0.197
0.008	-0.108	-0.159
-0.002	-0.127	-0.163
0.003	-0.117	-0.195
0.008	-0.165	-0.184
0.005	-0.162	-0.246
0.007	-0.139	-0.221
0.011	-0.131	-0.187
0.018	-0.121	-0.194
0.012	-0.124	-0.178
0.010	-0.136	-0.193
0.005	-0.114	-0.200
0.010	-0.067	-0.196
-0.001	-0.116	-0.185
0.005	-0.109	-0.175
0.002	-0.090	-0.186
0.002	-0.133	-0.173
0.015	-0.117	-0.172
0.012	-0.110	-0.224
0.003	-0.107	-0.187
0.007	-0.129	-0.152
0.013	-0.157	-0.162
0.010	-0.109	-0.195
0.009	-0.107	-0.195
0.007	-0.113	-0.243
0.013	-0.136	-0.237
0.007	-0.133	-0.217
0.013	-0.127	-0.220
0.008	-0.120	-0.213
0.014	-0.077	-0.176
0.007	-0.128	-0.244
0.005	-0.104	-0.206
-0.000	-0.096	-0.167
0.006	-0.082	-0.183
0.017	-0.094	-0.192
0.005	-0.102	-0.231
0.013	-0.125	-0.248
0.006	-0.097	-0.259
0.003	-0.105	-0.253
0.016	-0.102	-0.221
0.013	-0.099	-0.231
0.007	-0.062	-0.207
0.005	-0.090	-0.234
-0.001	-0.126	-0.232
0.004	-0.114	-0.226
0.011	-0.104	-0.230
0.008	-0.135	-0.204
0.017	-0.101	-0.194
0.001	-0.114	-0.215
0.004	-0.165	-0.235
0.007	-0.150	-0.256
0.014	-0.108	-0.243
-0.002	-0.072	-0.202
0.005	-0.065	-0.233
0.004	-0.067	-0.228
0.000	-0.092	-0.213
0.004	-0.119	-0.240
0.014	-0.122	-0.257
0.017	-0.099	-0.275
0.005	-0.074	-0.244
0.017	-0.087	-0.217
0.008	-0.091	-0.248
0.015	-0.066	-0.237
0.005	-0.095	-0.200
0.005	-0.068	-0.203
0.003	-0.100	-0.202
0.002	-0.119	-0.190
0.016	-0.147	-0.225
0.014	-0.097	-0.224
0.010	-0.095	-0.226
0.009	-0.105	-0.223
0.016	-0.086	-0.249
0.009	-0.089	-0.251
0.007	-0.107	-0.262
0.003	-0.090	-0.269
0.011	-0.099	-0.236
-0.001	-0.101	-0.250
0.007	-0.083	-0.225
0.007	-0.098	-0.278
0.015	-0.082	-0.260
0.004	-0.096	-0.254
-0.002	-0.120	-0.253
0.004	-0.096	-0.263
0.009	-0.094	-0.245
0.010	-0.089	-0.265
-0.001	-0.066	-0.272
0.009	-0.084	-0.253
0.005	-0.130	-0.255
0.010	-0.112	-0.270
0.015	-0.119	-0.291
0.014	-0.112	-0.294
0.014	-0.105	-0.262
0.014	-0.088	-0.221
0.006	-0.093	-0.226
0.007	-0.095	-0.284
0.013	-0.108	-0.310
0.008	-0.087	-0.307
0.007	-0.136	-0.296
0.001	-0.107	-0.297
0.002	-0.096	-0.258
0.005	-0.070	-0.276
0.015	-0.117	-0.287
0.004	-0.121	-0.278
0.008	-0.114	-0.258
0.005	-0.127	-0.229
0.007	-0.112	-0.224
0.007	-0.101	-0.280
0.017	-0.092	-0.306
0.016	-0.124	-0.259
0.016	-0.079	-0.273
0.008	-0.109	-0.260
0.007	-0.065	-0.262
0.012	-0.092	-0.245
0.001	-0.080	-0.272
0.005	-0.107	-0.315
0.012	-0.101	-0.279
0.011	-0.115	-0.277
0.012	-0.104	-0.267
0.010	-0.144	-0.237
0.008	-0.096	-0.268
0.007	-0.134	-0.259
0.009	-0.104	-0.273
0.006	-0.123	-0.277
0.005	-0.108	-0.296
0.011	-0.107	-0.326
0.017	-0.101	-0.308
0.006	-0.112	-0.244
0.014	-0.091	-0.241
0.012	-0.065	-0.194
0.013	-0.045	-0.237
0.010	-0.062	-0.285
0.005	-0.061	-0.248
0.002	-0.083	-0.253
0.006	-0.055	-0.259
0.011	-0.082	-0.270
-0.000	-0.079	-0.286
0.014	-0.100	-0.287
0.017	-0.097	-0.273
0.005	-0.077	-0.319
0.008	-0.102	-0.294
0.012	-0.096	-0.320
0.009	-0.077	-0.280
0.010	-0.070	-0.274
0.003	-0.083	-0.234
0.006	-0.088	-0.245
0.014	-0.105	-0.234
0.016	-0.099	-0.220
0.013	-0.073	-0.235
0.007	-0.071	-0.222
0.014	-0.074	-0.285
0.008	-0.075	-0.279
0.013	-0.086	-0.256
0.005	-0.083	-0.265
0.009	-0.081	-0.291
0.006	-0.079	-0.238
0.007	-0.063	-0.275
0.011	-0.057	-0.253
0.017	-0.060	-0.286
0.019	-0.061	-0.247
0.009	-0.076	-0.341
-0.001	-0.071	-0.278
-0.001	-0.091	-0.245
0.009	-0.089	-0.297
-0.003	-0.094	-0.331
0.004	-0.072	-0.284
0.001	-0.083	-0.244
0.005	-0.119	-0.281
0.012	-0.103	-0.308
0.018	-0.099	-0.253
0.010	-0.068	-0.270
0.008	-0.121	-0.251
0.015	-0.090	-0.287
0.014	-0.091	-0.261
0.010	-0.096	-0.235
0.004	-0.087	-0.267
0.015	-0.076	-0.263
0.011	-0.094	-0.284
0.012	-0.096	-0.313
0.010	-0.062	-0.293
0.018	-0.046	-0.293
0.010	-0.060	-0.274
0.008	-0.087	-0.292
0.004	-0.084	-0.288
0.011	-0.067	-0.293
0.011	-0.082	-0.340
0.007	-0.060	-0.300
0.017	-0.073	-0.302
0.011	-0.095	-0.291
0.010	-0.090	-0.313
0.017	-0.080	-0.296
0.011	-0.098	-0.242
0.010	-0.092	-0.251
0.014	-0.091	-0.283
0.000	-0.074	-0.276
0.007	-0.082	-0.291
0.014	-0.068	-0.361
0.003	-0.099	-0.303
0.006	-0.085	-0.298
0.007	-0.078	-0.255
0.008	-0.085	-0.314
0.005	-0.071	-0.358
0.011	-0.101	-0.347
0.006	-0.101	-0.332
0.007	-0.088	-0.306
0.017	-0.096	-0.273
0.012	-0.076	-0.250
0.010	-0.097	-0.334
0.023	-0.087	-0.336
0.013	-0.102	-0.303
0.014	-0.109	-0.283
0.006	-0.112	-0.292
0.001	-0.083	-0.279
0.006	-0.093	-0.264
0.005	-0.084	-0.270
0.011	-0.072	-0.331
0.010	-0.059	-0.355
0.008	-0.080	-0.286
0.011	-0.077	-0.332
0.009	-0.099	-0.304
0.009	-0.081	-0.330
0.008	-0.093	-0.307
0.015	-0.083	-0.285
0.016	-0.094	-0.274
0.004	-0.085	-0.307
0.012	-0.059	-0.321
0.013	-0.075	-0.311
0.004	-0.069	-0.295
0.011	-0.066	-0.307
0.010	-0.064	-0.251
0.014	-0.079	-0.325
0.013	-0.065	-0.341
0.010	-0.069	-0.335
0.009	-0.071	-0.319
0.008	-0.063	-0.288
0.012	-0.056	-0.300
-0.002	-0.063	-0.292
0.012	-0.112	-0.262
0.015	-0.080	-0.333
0.005	-0.086	-0.315
0.016	-0.081	-0.294
0.011	-0.100	-0.318
0.014	-0.073	-0.299
0.012	-0.064	-0.352
0.002	-0.082	-0.347
0.002	-0.060	-0.287
0.011	-0.071	-0.269
0.004	-0.080	-0.281
0.014	-0.084	-0.297
0.004	-0.082	-0.280
0.011	-0.082	-0.294
-0.000	-0.054	-0.382
0.009	-0.077	-0.364
-0.001	-0.068	-0.295
-0.003	-0.053	-0.286
0.006	-0.055	-0.298
0.007	-0.083	-0.283
0.009	-0.076	-0.311
0.015	-0.089	-0.332
0.016	-0.091	-0.311
0.012	-0.094	-0.303
0.008	-0.097	-0.366
0.003	-0.096	-0.334
0.010	-0.089	-0.274
0.005	-0.075	-0.358
0.013	-0.091	-0.338
0.007	-0.074	-0.275
0.000	-0.095	-0.304
0.016	-0.081	-0.318
0.013	-0.072	-0.382
0.004	-0.065	-0.240
0.006	-0.087	-0.261
0.018	-0.081	-0.304
0.018	-0.053	-0.322
0.010	-0.052	-0.381
0.012	-0.041	-0.366
0.013	-0.063	-0.379
0.017	-0.057	-0.326
0.013	-0.060	-0.340
0.006	-0.075	-0.335
0.015	-0.103	-0.332
0.009	-0.110	-0.304
0.005	-0.086	-0.329
0.008	-0.087	-0.282
0.012	-0.051	-0.316
0.017	-0.097	-0.348
-0.004	-0.093	-0.344
0.012	-0.092	-0.417
0.008	-0.106	-0.301
0.011	-0.097	-0.314
0.014	-0.079	-0.316
0.012	-0.088	-0.316
0.017	-0.071	-0.332
0.019	-0.056	-0.294
0.010	-0.072	-0.295
0.005	-0.045	-0.313
0.009	-0.041	-0.318
0.005	-0.049	-0.319
0.010	-0.076	-0.356
0.010	-0.099	-0.290
0.010	-0.100	-0.268
0.003	-0.111	-0.314
0.014	-0.110	-0.334
-0.002	-0.104	-0.388
-0.004	-0.075	-0.377
0.011	-0.070	-0.340
0.012	-0.065	-0.309
0.005	-0.072	-0.318
0.017	-0.101	-0.334
0.015	-0.068	-0.258
0.012	-0.068	-0.287
0.005	-0.059	-0.299
0.005	-0.055	-0.346
0.008	-0.072	-0.322
0.002	-0.075	-0.329
0.006	-0.063	-0.296
0.006	-0.076	-0.236
0.005	-0.095	-0.228
0.013	-0.092	-0.302
0.017	-0.086	-0.305
0.009	-0.065	-0.312
0.005	-0.045	-0.312
0.006	-0.063	-0.282
0.007	-0.034	-0.262
0.000	-0.039	-0.264
0.009	-0.066	-0.287
0.011	-0.056	-0.285
0.005	-0.061	-0.335
0.011	-0.093	-0.319
0.015	-0.098	-0.309
0.013	-0.103	-0.296
0.014	-0.079	-0.337
0.012	-0.070	-0.280
0.008	-0.075	-0.309
0.003	-0.054	-0.310
0.022	-0.050	-0.253
0.004	-0.070	-0.266
0.012	-0.074	-0.349
0.006	-0.089	-0.312
0.003	-0.078	-0.301
0.012	-0.090	-0.313
0.011	-0.075	-0.326
0.014	-0.054	-0.290
0.008	-0.066	-0.337
0.006	-0.071	-0.296
0.001	-0.080	-0.292
0.012	-0.066	-0.277
0.006	-0.069	-0.258
0.014	-0.067	-0.330
-0.004	-0.042	-0.330
0.008	-0.053	-0.296
0.006	-0.045	-0.281
0.013	-0.036	-0.269
0.008	-0.064	-0.330
0.005	-0.089	-0.269
0.008	-0.072	-0.309
0.005	-0.064	-0.299
0.005	-0.083	-0.299
0.016	-0.084	-0.322
0.014	-0.081	-0.293
0.009	-0.066	-0.287
0.003	-0.083	-0.287
0.003	-0.067	-0.305
0.011	-0.042	-0.281
0.002	-0.055	-0.288
0.008	-0.056	-0.293
0.008	-0.060	-0.310
0.011	-0.082	-0.301
0.015	-0.083	-0.326
0.018	-0.074	-0.305
0.007	-0.077	-0.294
0.010	-0.061	-0.297
0.016	-0.044	-0.317
0.006	-0.042	-0.316
0.007	-0.046	-0.258
0.009	-0.049	-0.303
0.014	-0.041	-0.312
0.001	-0.048	-0.254
0.009	-0.080	-0.321
0.009	-0.072	-0.260
0.011	-0.057	-0.252
0.009	-0.057	-0.237
0.009	-0.063	-0.297
0.012	-0.072	-0.274
0.010	-0.045	-0.255
0.017	-0.053	-0.294
0.001	-0.089	-0.317
0.007	-0.059	-0.275
0.005	-0.087	-0.256
0.012	-0.065	-0.261
0.012	-0.055	-0.255
0.009	-0.053	-0.256
0.009	-0.071	-0.344
0.017	-0.058	-0.291
0.007	-0.064	-0.281
0.004	-0.064	-0.206
0.013	-0.060	-0.266
0.005	-0.072	-0.257
0.012	-0.065	-0.266
0.007	-0.037	-0.312
0.009	-0.065	-0.247
0.011	-0.055	-0.241
0.016	-0.055	-0.224
0.008	-0.080	-0.225
0.003	-0.074	-0.211
0.003	-0.059	-0.188
0.004	-0.069	-0.280
0.005	-0.055	-0.291
0.020	-0.049	-0.267
0.017	-0.039	-0.278
0.007	-0.058	-0.297
0.002	-0.068	-0.277
0.008	-0.040	-0.267
0.008	-0.064	-0.241
0.004	-0.070	-0.294
0.010	-0.062	-0.269
0.010	-0.067	-0.295
0.006	-0.071	-0.265
0.013	-0.054	-0.241
0.020	-0.060	-0.281
0.011	-0.064	-0.249
0.010	-0.047	-0.236
0.020	-0.046	-0.202
0.018	-0.084	-0.247
0.011	-0.080	-0.277
0.005	-0.046	-0.281
0.007	-0.078	-0.213
0.006	-0.051	-0.215
0.008	-0.063	-0.196
0.015	-0.045	-0.211
0.013	-0.064	-0.239
0.010	-0.064	-0.257
0.006	-0.082	-0.244
0.016	-0.057	-0.202
0.008	-0.060	-0.215
0.019	-0.082	-0.258
0.005	-0.070	-0.229
0.011	-0.085	-0.280
0.010	-0.105	-0.225
0.014	-0.078	-0.199
0.017	-0.049	-0.200
0.013	-0.069	-0.255
0.014	-0.054	-0.232
0.014	-0.062	-0.236
0.008	-0.049	-0.238
0.007	-0.040	-0.228
0.007	-0.062	-0.201
-0.001	-0.052	-0.248
0.012	-0.030	-0.203
-0.000	-0.045	-0.196
0.007	-0.044	-0.158
0.008	-0.040	-0.172
0.010	-0.039	-0.159
0.001	-0.057	-0.216
0.014	-0.067	-0.243
0.008	-0.045	-0.237
0.009	-0.063	-0.234
0.009	-0.061	-0.186
0.013	-0.038	-0.230
0.016	-0.054	-0.220
0.010	-0.057	-0.204
0.003	-0.067	-0.186
-0.003	-0.058	-0.225
0.009	-0.044	-0.212
0.006	-0.055	-0.216
0.009	-0.036	-0.223
0.007	-0.054	-0.210
0.007	-0.069	-0.170
0.011	-0.092	-0.188
0.015	-0.070	-0.238
0.007	-0.056	-0.218
0.002	-0.056	-0.213
0.011	-0.055	-0.231
0.008	-0.055	-0.218
0.003	-0.047	-0.168
0.009	-0.019	-0.188
0.009	-0.035	-0.210
0.005	-0.054	-0.185
0.008	-0.075	-0.171
0.006	-0.046	-0.161
0.021	-0.061	-0.156
0.013	-0.058	-0.175
0.005	-0.038	-0.218
0.011	-0.050	-0.191
0.005	-0.048	-0.182
0.011	-0.051	-0.187
0.001	-0.071	-0.184
0.010	-0.063	-0.188
0.008	-0.072	-0.222
0.012	-0.058	-0.192
0.010	-0.055	-0.193
0.017	-0.064	-0.162
0.010	-0.042	-0.174
0.012	-0.036	-0.173
0.004	-0.038	-0.162
-0.000	-0.078	-0.143
0.011	-0.062	-0.161
0.006	-0.049	-0.138
0.005	-0.072	-0.144
0.000	-0.066	-0.159
0.008	-0.055	-0.174
0.013	-0.057	-0.175
0.022	-0.061	-0.180
0.006	-0.069	-0.146
0.008	-0.112	-0.197
0.008	-0.092	-0.189
-0.001	-0.074	-0.204
0.007	-0.049	-0.170
0.011	-0.047	-0.198
0.018	-0.065	-0.188
0.009	-0.057	-0.169
0.012	-0.054	-0.123
0.007	-0.058	-0.155
0.007	-0.041	-0.157
-0.004	-0.055	-0.122
0.004	-0.055	-0.150
0.005	-0.051	-0.157
0.008	-0.083	-0.169
0.012	-0.101	-0.176
0.020	-0.103	-0.178
0.005	-0.080	-0.184
0.009	-0.050	-0.144
0.014	-0.043	-0.182
0.014	-0.061	-0.185
0.007	-0.073	-0.144
0.003	-0.050	-0.141
0.009	-0.072	-0.120
-0.002	-0.063	-0.115
0.006	-0.069	-0.161
0.012	-0.066	-0.158
0.013	-0.055	-0.145
0.007	-0.097	-0.142
0.007	-0.064	-0.139
0.014	-0.043	-0.186
0.007	-0.073	-0.147
