# Title: MWBlink QuickScan
# Note:	Scan of 27f in +40 V (6.6 V/cm) and no PM, with MW ON (s) at +18.6 dBm and OFF (r) at -20 dBm on Hittite.
# Type:	DL-Pro Frequency Scan at 1000 samples/s
# Hittite Freq:	18510.5 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361351.8 GHz (Start, scans Red-ward)
# Target:	27f in 40 V
# Laser Mod:	NaN
# Laser Mod Attn:	MAX
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	-0.0010 V
# Static:	+40 V
# Static Off:	NaN
b	r	s
0.016	-0.095	-0.157
0.001	-0.091	-0.163
0.013	-0.055	-0.125
0.006	-0.083	-0.120
0.008	-0.059	-0.124
0.008	-0.074	-0.162
0.004	-0.045	-0.167
0.016	-0.061	-0.154
0.010	-0.066	-0.168
0.003	-0.057	-0.137
0.003	-0.062	-0.130
0.007	-0.072	-0.098
0.007	-0.080	-0.115
0.009	-0.055	-0.129
0.003	-0.024	-0.116
0.010	-0.053	-0.095
0.005	-0.067	-0.117
0.015	-0.072	-0.100
0.005	-0.054	-0.140
0.008	-0.046	-0.108
0.009	-0.059	-0.122
0.007	-0.053	-0.121
0.013	-0.077	-0.131
0.009	-0.087	-0.127
0.021	-0.069	-0.103
0.017	-0.051	-0.114
0.018	-0.065	-0.102
0.004	-0.064	-0.082
0.009	-0.049	-0.113
0.002	-0.040	-0.100
0.012	-0.051	-0.102
0.008	-0.053	-0.100
0.008	-0.069	-0.100
0.012	-0.074	-0.129
0.022	-0.051	-0.117
0.011	-0.069	-0.101
0.011	-0.069	-0.131
0.013	-0.056	-0.101
0.010	-0.077	-0.121
0.006	-0.070	-0.159
0.006	-0.049	-0.155
0.012	-0.077	-0.111
0.001	-0.062	-0.096
0.011	-0.052	-0.099
0.010	-0.049	-0.085
0.014	-0.065	-0.099
0.013	-0.080	-0.079
0.005	-0.057	-0.108
0.011	-0.088	-0.090
0.008	-0.069	-0.099
0.018	-0.064	-0.131
0.003	-0.080	-0.126
0.010	-0.061	-0.105
0.005	-0.071	-0.112
0.008	-0.082	-0.117
0.005	-0.105	-0.122
0.002	-0.049	-0.107
0.011	-0.055	-0.094
0.017	-0.047	-0.128
0.006	-0.053	-0.127
0.006	-0.089	-0.113
0.012	-0.053	-0.102
0.011	-0.047	-0.091
0.010	-0.042	-0.086
0.004	-0.058	-0.069
0.008	-0.046	-0.060
0.003	-0.038	-0.105
0.012	-0.057	-0.089
0.004	-0.074	-0.104
0.011	-0.083	-0.084
0.008	-0.074	-0.084
0.002	-0.058	-0.106
0.009	-0.058	-0.098
0.015	-0.062	-0.085
0.018	-0.073	-0.073
0.006	-0.066	-0.076
0.006	-0.059	-0.063
-0.003	-0.033	-0.113
0.005	-0.030	-0.080
-0.000	-0.059	-0.083
0.004	-0.042	-0.103
0.007	-0.066	-0.119
0.002	-0.055	-0.084
0.007	-0.082	-0.068
0.013	-0.086	-0.101
0.010	-0.077	-0.068
0.013	-0.070	-0.087
0.016	-0.086	-0.076
0.010	-0.068	-0.076
0.009	-0.048	-0.074
0.012	-0.049	-0.077
0.013	-0.071	-0.111
0.005	-0.058	-0.093
0.003	-0.058	-0.078
0.008	-0.049	-0.083
0.012	-0.041	-0.081
0.002	-0.049	-0.078
0.001	-0.049	-0.061
0.010	-0.045	-0.064
0.005	-0.048	-0.059
0.018	-0.049	-0.093
0.003	-0.057	-0.112
0.009	-0.065	-0.100
0.013	-0.059	-0.068
0.015	-0.057	-0.088
0.010	-0.068	-0.063
0.004	-0.071	-0.042
0.008	-0.066	-0.063
0.005	-0.067	-0.054
0.003	-0.073	-0.060
0.002	-0.057	-0.059
0.006	-0.051	-0.098
0.002	-0.073	-0.110
0.009	-0.057	-0.083
0.002	-0.027	-0.080
0.011	-0.057	-0.086
0.010	-0.061	-0.090
0.013	-0.088	-0.086
0.002	-0.070	-0.109
0.009	-0.085	-0.085
0.009	-0.073	-0.083
-0.001	-0.055	-0.064
0.005	-0.073	-0.099
0.010	-0.046	-0.077
0.025	-0.058	-0.054
0.008	-0.031	-0.089
0.012	-0.071	-0.062
0.007	-0.090	-0.066
0.013	-0.064	-0.054
-0.002	-0.050	-0.061
0.007	-0.047	-0.075
0.012	-0.060	-0.095
0.005	-0.067	-0.054
0.017	-0.054	-0.065
0.021	-0.046	-0.059
0.015	-0.060	-0.059
0.001	-0.065	-0.074
0.010	-0.073	-0.091
0.014	-0.060	-0.081
0.012	-0.072	-0.077
0.005	-0.061	-0.073
0.012	-0.074	-0.079
0.007	-0.100	-0.106
0.012	-0.072	-0.089
0.013	-0.081	-0.096
0.014	-0.065	-0.088
0.011	-0.058	-0.094
0.006	-0.089	-0.064
0.012	-0.083	-0.072
0.010	-0.081	-0.048
0.013	-0.067	-0.061
-0.000	-0.056	-0.060
0.010	-0.065	-0.094
0.009	-0.063	-0.083
0.012	-0.063	-0.069
0.004	-0.085	-0.060
0.012	-0.074	-0.039
0.016	-0.050	-0.069
0.017	-0.065	-0.044
0.006	-0.069	-0.077
0.006	-0.077	-0.090
0.012	-0.054	-0.076
0.005	-0.085	-0.080
0.006	-0.058	-0.052
-0.000	-0.038	-0.061
0.003	-0.048	-0.086
0.010	-0.023	-0.075
0.009	-0.076	-0.077
-0.000	-0.070	-0.073
0.005	-0.059	-0.049
0.007	-0.073	-0.034
0.004	-0.064	-0.082
0.007	-0.042	-0.076
0.011	-0.051	-0.052
0.018	-0.060	-0.047
0.008	-0.067	-0.081
0.013	-0.082	-0.093
0.010	-0.066	-0.128
0.011	-0.069	-0.076
0.000	-0.079	-0.041
0.009	-0.080	-0.061
0.008	-0.064	-0.063
0.011	-0.114	-0.073
0.018	-0.097	-0.073
0.015	-0.111	-0.053
0.007	-0.085	-0.045
0.012	-0.057	-0.052
0.012	-0.062	-0.064
0.010	-0.055	-0.057
0.007	-0.067	-0.033
0.013	-0.077	-0.096
0.013	-0.070	-0.078
0.013	-0.073	-0.093
0.018	-0.077	-0.077
0.023	-0.045	-0.068
0.013	-0.069	-0.054
0.001	-0.062	-0.063
0.002	-0.077	-0.058
0.014	-0.075	-0.030
0.010	-0.071	-0.048
0.012	-0.056	-0.059
0.006	-0.102	-0.064
0.014	-0.077	-0.062
0.010	-0.097	-0.063
0.010	-0.095	-0.071
0.007	-0.078	-0.080
0.008	-0.067	-0.084
0.017	-0.063	-0.041
0.014	-0.054	-0.046
0.004	-0.056	-0.063
0.001	-0.083	-0.058
0.010	-0.093	-0.057
0.005	-0.078	-0.062
0.008	-0.068	-0.046
-0.004	-0.082	-0.067
0.003	-0.066	-0.054
0.009	-0.086	-0.073
0.009	-0.100	-0.060
0.006	-0.096	-0.039
0.007	-0.096	-0.031
0.012	-0.074	-0.057
0.006	-0.043	-0.095
0.018	-0.052	-0.090
0.007	-0.067	-0.056
0.015	-0.114	-0.041
0.002	-0.097	-0.076
0.005	-0.114	-0.057
0.006	-0.059	-0.052
0.020	-0.078	-0.043
0.006	-0.097	-0.061
0.003	-0.103	-0.071
0.004	-0.063	-0.073
0.010	-0.070	-0.037
0.016	-0.080	-0.042
0.010	-0.097	-0.083
0.007	-0.053	-0.063
0.001	-0.047	-0.069
0.015	-0.085	-0.075
0.016	-0.082	-0.042
0.010	-0.082	-0.040
0.010	-0.097	-0.026
0.020	-0.100	-0.029
0.012	-0.057	-0.048
0.014	-0.058	-0.059
0.016	-0.090	-0.029
0.013	-0.093	-0.047
0.002	-0.077	-0.047
0.009	-0.091	-0.064
0.010	-0.065	-0.065
0.004	-0.078	-0.084
0.012	-0.082	-0.084
-0.003	-0.068	-0.070
0.009	-0.079	-0.052
0.006	-0.088	-0.067
0.008	-0.070	-0.081
0.017	-0.088	-0.077
0.014	-0.069	-0.036
0.011	-0.087	-0.049
0.014	-0.081	-0.049
0.002	-0.069	-0.040
0.003	-0.077	-0.061
0.013	-0.085	-0.099
0.004	-0.072	-0.084
0.008	-0.072	-0.045
0.001	-0.068	-0.064
0.010	-0.094	-0.056
0.009	-0.087	-0.054
0.012	-0.092	-0.052
0.006	-0.084	-0.064
0.014	-0.076	-0.054
0.012	-0.085	-0.054
0.007	-0.098	-0.063
0.008	-0.113	-0.048
0.008	-0.086	-0.051
0.011	-0.075	-0.030
0.004	-0.037	-0.080
0.011	-0.091	-0.066
0.011	-0.097	-0.066
0.016	-0.074	-0.059
0.002	-0.079	-0.058
0.008	-0.092	-0.047
0.012	-0.061	-0.072
0.006	-0.079	-0.083
0.010	-0.096	-0.057
0.007	-0.090	-0.057
0.005	-0.076	-0.059
0.012	-0.099	-0.034
0.012	-0.092	-0.063
0.016	-0.088	-0.048
0.007	-0.106	-0.063
0.012	-0.102	-0.101
0.014	-0.087	-0.085
0.008	-0.098	-0.064
0.020	-0.115	-0.054
0.015	-0.078	-0.044
0.008	-0.074	-0.044
0.014	-0.090	-0.054
0.006	-0.102	-0.056
0.004	-0.079	-0.047
0.000	-0.099	-0.054
0.011	-0.088	-0.042
0.007	-0.094	-0.049
0.012	-0.084	-0.063
0.008	-0.106	-0.056
0.000	-0.105	-0.063
0.010	-0.078	-0.070
0.004	-0.111	-0.047
0.014	-0.088	-0.060
0.012	-0.082	-0.079
0.004	-0.104	-0.070
0.002	-0.146	-0.072
0.010	-0.119	-0.067
0.007	-0.108	-0.058
0.015	-0.130	-0.053
0.004	-0.074	-0.067
0.011	-0.094	-0.051
0.007	-0.095	-0.062
0.011	-0.161	-0.049
0.005	-0.113	-0.059
0.007	-0.101	-0.053
0.010	-0.086	-0.060
0.004	-0.097	-0.061
0.011	-0.147	-0.034
0.006	-0.127	-0.035
0.011	-0.141	-0.048
-0.003	-0.095	-0.053
0.009	-0.108	-0.044
-0.006	-0.096	-0.043
0.010	-0.129	-0.073
-0.002	-0.117	-0.066
0.008	-0.117	-0.057
0.006	-0.137	-0.094
0.009	-0.145	-0.052
0.008	-0.108	-0.051
0.014	-0.147	-0.077
0.009	-0.104	-0.071
0.008	-0.095	-0.062
0.013	-0.110	-0.057
0.012	-0.106	-0.063
0.009	-0.141	-0.046
0.010	-0.101	-0.064
0.015	-0.090	-0.050
0.004	-0.100	-0.044
0.003	-0.103	-0.046
0.006	-0.102	-0.045
0.009	-0.111	-0.072
0.008	-0.137	-0.038
0.007	-0.144	-0.046
0.010	-0.139	-0.053
0.005	-0.111	-0.031
0.016	-0.111	-0.033
0.002	-0.109	-0.044
0.012	-0.151	-0.044
0.018	-0.169	-0.049
0.011	-0.127	-0.058
0.015	-0.104	-0.056
0.012	-0.112	-0.057
0.010	-0.140	-0.084
0.011	-0.153	-0.052
0.006	-0.196	-0.032
0.001	-0.144	-0.054
0.012	-0.102	-0.049
0.012	-0.107	-0.029
0.016	-0.123	-0.042
0.006	-0.074	-0.042
0.011	-0.106	-0.051
0.006	-0.106	-0.109
0.010	-0.122	-0.075
0.010	-0.145	-0.051
0.006	-0.116	-0.065
0.010	-0.121	-0.058
0.009	-0.121	-0.032
0.008	-0.104	-0.084
0.015	-0.123	-0.067
0.016	-0.128	-0.032
0.005	-0.146	-0.039
0.011	-0.122	-0.046
0.005	-0.155	-0.062
0.014	-0.168	-0.061
0.004	-0.124	-0.052
0.003	-0.155	-0.061
0.014	-0.146	-0.054
0.007	-0.160	-0.034
0.013	-0.208	-0.042
0.008	-0.182	-0.071
0.001	-0.162	-0.065
0.011	-0.170	-0.044
0.014	-0.163	-0.051
0.011	-0.155	-0.041
0.006	-0.171	-0.045
0.016	-0.146	-0.045
0.009	-0.100	-0.072
0.011	-0.148	-0.041
0.007	-0.169	-0.035
0.011	-0.139	-0.028
0.012	-0.162	-0.009
0.005	-0.175	-0.024
0.004	-0.139	-0.047
-0.001	-0.127	-0.039
0.010	-0.137	-0.058
0.016	-0.140	-0.043
0.003	-0.183	-0.060
0.011	-0.172	-0.036
0.009	-0.129	-0.050
0.013	-0.173	-0.070
0.016	-0.190	-0.054
0.014	-0.143	-0.052
0.014	-0.166	-0.054
0.011	-0.189	-0.064
-0.000	-0.178	-0.037
0.001	-0.201	-0.033
0.010	-0.207	-0.027
0.001	-0.177	-0.019
0.008	-0.198	-0.040
0.013	-0.228	-0.040
0.012	-0.211	-0.040
0.007	-0.187	-0.057
0.012	-0.161	-0.025
0.002	-0.134	-0.043
0.009	-0.172	-0.062
0.011	-0.171	-0.049
0.001	-0.189	-0.037
0.011	-0.172	-0.029
0.012	-0.185	-0.052
0.013	-0.184	-0.054
0.003	-0.147	-0.061
0.015	-0.169	-0.040
0.000	-0.155	-0.031
0.013	-0.141	-0.041
-0.004	-0.199	-0.043
0.003	-0.207	-0.034
0.005	-0.167	-0.048
0.003	-0.161	-0.044
0.007	-0.209	-0.079
0.011	-0.159	-0.060
0.006	-0.163	-0.061
0.005	-0.181	-0.059
0.013	-0.152	-0.052
0.013	-0.158	-0.024
0.013	-0.180	-0.025
0.014	-0.178	-0.049
0.016	-0.147	-0.031
0.001	-0.198	-0.036
0.007	-0.195	-0.024
0.007	-0.176	-0.063
0.010	-0.153	-0.063
-0.001	-0.201	-0.046
0.002	-0.228	-0.056
0.001	-0.186	-0.052
0.013	-0.198	-0.047
0.020	-0.205	-0.054
0.000	-0.196	-0.022
0.012	-0.166	-0.035
0.014	-0.165	-0.021
0.010	-0.188	-0.027
0.011	-0.160	-0.055
0.010	-0.216	-0.040
0.012	-0.203	-0.067
0.011	-0.196	-0.055
0.010	-0.206	-0.051
0.002	-0.199	-0.019
0.014	-0.168	-0.043
0.009	-0.227	-0.062
0.004	-0.191	-0.048
0.001	-0.186	-0.036
0.004	-0.207	-0.022
0.003	-0.191	-0.071
0.009	-0.186	-0.031
0.001	-0.186	-0.041
0.009	-0.243	-0.046
0.012	-0.212	-0.049
0.015	-0.224	-0.057
0.008	-0.192	-0.029
0.010	-0.216	-0.052
0.017	-0.182	-0.041
0.002	-0.195	-0.064
0.007	-0.211	-0.061
0.010	-0.185	-0.067
0.013	-0.187	-0.045
-0.008	-0.192	-0.053
0.010	-0.227	-0.038
0.012	-0.214	-0.049
0.009	-0.238	-0.068
0.014	-0.225	-0.045
0.015	-0.205	-0.045
0.003	-0.195	-0.020
0.004	-0.178	-0.041
0.014	-0.176	-0.068
0.014	-0.168	-0.041
0.011	-0.161	-0.036
0.016	-0.184	-0.062
0.009	-0.218	-0.059
0.006	-0.264	-0.072
0.006	-0.224	-0.047
0.007	-0.191	-0.055
0.009	-0.176	-0.041
0.003	-0.147	-0.048
0.006	-0.164	-0.043
0.006	-0.216	-0.025
0.007	-0.208	-0.057
0.014	-0.196	-0.040
0.010	-0.191	-0.032
0.015	-0.266	-0.043
0.007	-0.185	-0.018
0.004	-0.253	-0.032
0.014	-0.191	-0.034
0.008	-0.161	-0.043
0.019	-0.226	-0.050
0.014	-0.217	-0.086
0.007	-0.188	-0.062
0.012	-0.165	-0.026
0.021	-0.172	-0.054
0.001	-0.186	-0.034
0.008	-0.272	-0.029
-0.002	-0.205	-0.047
0.008	-0.165	-0.037
0.007	-0.198	-0.048
0.009	-0.246	-0.036
-0.000	-0.207	-0.039
0.010	-0.161	-0.012
0.016	-0.201	-0.018
0.007	-0.199	-0.045
0.009	-0.132	-0.038
0.009	-0.172	-0.063
0.013	-0.185	-0.039
-0.002	-0.217	-0.050
0.008	-0.230	-0.056
0.009	-0.194	-0.052
0.013	-0.235	-0.062
0.004	-0.198	-0.045
0.011	-0.195	-0.059
0.003	-0.224	-0.040
0.003	-0.215	-0.029
0.015	-0.214	-0.041
0.011	-0.231	-0.042
0.018	-0.189	-0.040
0.011	-0.179	-0.046
0.018	-0.175	-0.064
0.016	-0.179	-0.066
0.008	-0.193	-0.024
0.010	-0.223	-0.032
0.018	-0.209	-0.024
0.004	-0.204	-0.027
0.005	-0.211	-0.060
0.011	-0.181	-0.055
0.008	-0.237	-0.055
0.001	-0.206	-0.046
0.002	-0.196	-0.017
0.000	-0.198	-0.023
0.003	-0.241	-0.043
0.012	-0.188	-0.029
0.002	-0.258	-0.027
0.009	-0.221	-0.041
0.009	-0.217	-0.035
0.012	-0.221	-0.019
0.003	-0.197	-0.022
0.010	-0.221	-0.014
0.010	-0.209	-0.027
0.011	-0.185	-0.021
0.003	-0.177	-0.040
0.006	-0.246	-0.043
0.012	-0.224	-0.044
0.002	-0.234	-0.034
0.006	-0.184	-0.051
-0.004	-0.182	-0.036
0.006	-0.149	-0.042
0.007	-0.134	-0.049
0.007	-0.135	-0.037
0.006	-0.185	-0.032
0.009	-0.165	-0.031
0.012	-0.170	-0.009
0.012	-0.182	-0.035
0.012	-0.211	-0.015
0.016	-0.232	-0.051
0.020	-0.234	-0.033
0.004	-0.228	-0.030
0.002	-0.226	-0.042
0.002	-0.228	-0.036
0.014	-0.214	-0.045
-0.003	-0.230	-0.035
0.005	-0.258	-0.029
0.012	-0.203	-0.024
0.004	-0.184	-0.010
0.017	-0.231	-0.028
0.018	-0.177	-0.042
0.013	-0.173	-0.028
0.018	-0.177	-0.037
0.016	-0.159	-0.048
0.010	-0.164	-0.071
0.005	-0.228	-0.057
0.021	-0.213	-0.028
0.020	-0.205	-0.047
0.008	-0.211	-0.054
0.005	-0.192	-0.057
0.009	-0.196	-0.040
0.008	-0.204	-0.044
0.013	-0.195	-0.042
0.009	-0.175	-0.040
0.005	-0.170	-0.017
0.009	-0.190	-0.028
0.013	-0.220	-0.010
-0.003	-0.267	-0.017
0.012	-0.209	-0.052
0.005	-0.191	-0.071
0.007	-0.232	-0.051
0.012	-0.218	-0.027
0.004	-0.276	-0.031
0.009	-0.216	-0.038
0.009	-0.212	-0.024
-0.001	-0.202	-0.032
0.001	-0.207	-0.044
0.014	-0.200	-0.039
0.007	-0.220	-0.038
0.009	-0.191	-0.029
0.006	-0.212	-0.025
0.007	-0.213	-0.020
0.007	-0.185	-0.035
0.008	-0.157	-0.030
0.003	-0.185	-0.027
0.015	-0.172	-0.005
0.019	-0.200	-0.004
0.018	-0.225	-0.031
0.014	-0.256	-0.034
0.014	-0.268	-0.046
0.019	-0.214	-0.042
-0.001	-0.224	-0.050
0.008	-0.236	-0.043
0.009	-0.225	-0.032
0.011	-0.196	-0.046
0.009	-0.209	-0.020
0.007	-0.246	-0.020
0.009	-0.204	-0.004
0.012	-0.215	-0.029
0.008	-0.214	-0.028
0.011	-0.206	-0.052
0.009	-0.224	-0.056
0.010	-0.246	-0.028
0.010	-0.200	-0.039
0.012	-0.178	-0.029
0.009	-0.244	-0.023
0.012	-0.267	-0.035
0.017	-0.191	-0.033
0.012	-0.185	-0.046
0.008	-0.251	-0.043
0.003	-0.176	-0.035
0.006	-0.221	-0.035
0.001	-0.204	-0.050
0.007	-0.197	-0.029
0.005	-0.196	-0.027
0.000	-0.237	-0.049
0.016	-0.220	-0.035
0.002	-0.265	-0.009
0.012	-0.252	-0.030
0.008	-0.247	-0.036
0.019	-0.220	-0.026
0.006	-0.246	-0.038
0.001	-0.199	-0.032
0.011	-0.236	-0.059
0.012	-0.172	-0.038
-0.006	-0.184	-0.048
0.005	-0.176	-0.029
0.013	-0.214	-0.044
0.002	-0.216	-0.028
0.007	-0.214	-0.029
-0.002	-0.221	-0.020
0.003	-0.234	-0.028
0.007	-0.166	-0.044
0.010	-0.188	-0.044
0.006	-0.251	-0.051
0.017	-0.221	-0.038
0.012	-0.228	-0.036
0.009	-0.184	-0.024
0.017	-0.178	-0.027
0.013	-0.186	-0.019
0.014	-0.186	-0.020
0.005	-0.211	-0.040
0.014	-0.249	-0.041
0.002	-0.185	-0.044
0.015	-0.201	-0.053
0.005	-0.215	-0.030
0.011	-0.166	-0.036
0.006	-0.148	-0.035
0.008	-0.197	-0.003
0.010	-0.210	-0.037
0.018	-0.195	-0.057
0.004	-0.219	-0.029
0.003	-0.222	-0.041
0.009	-0.218	-0.025
0.011	-0.230	-0.042
0.003	-0.251	-0.032
0.016	-0.209	-0.024
0.018	-0.171	-0.033
0.003	-0.176	-0.038
0.012	-0.210	-0.040
0.016	-0.265	-0.022
0.011	-0.195	-0.050
0.010	-0.188	-0.051
0.011	-0.233	-0.027
0.001	-0.206	-0.027
0.006	-0.196	-0.030
0.018	-0.211	-0.030
0.001	-0.202	-0.042
0.009	-0.192	-0.044
0.017	-0.188	-0.078
0.011	-0.215	-0.066
0.015	-0.200	-0.059
0.010	-0.179	-0.044
0.012	-0.197	-0.047
0.016	-0.215	-0.048
0.003	-0.243	-0.043
-0.001	-0.215	-0.052
0.014	-0.221	-0.066
0.000	-0.209	-0.042
0.004	-0.184	-0.052
0.006	-0.189	-0.035
0.014	-0.191	-0.026
0.008	-0.184	-0.037
0.008	-0.160	-0.037
0.004	-0.157	-0.041
0.006	-0.191	-0.034
0.013	-0.220	-0.032
0.010	-0.215	-0.047
0.007	-0.175	-0.040
0.011	-0.185	-0.040
0.020	-0.172	-0.016
0.002	-0.183	-0.039
0.014	-0.130	-0.064
0.007	-0.178	-0.082
0.007	-0.172	-0.056
-0.003	-0.198	-0.032
0.006	-0.230	-0.036
0.002	-0.171	-0.032
-0.002	-0.160	-0.023
0.011	-0.197	-0.027
0.009	-0.163	-0.049
0.006	-0.176	-0.044
0.009	-0.155	-0.020
0.010	-0.194	-0.047
0.002	-0.202	-0.021
0.012	-0.218	-0.032
0.008	-0.208	-0.051
0.016	-0.184	-0.033
0.011	-0.189	-0.014
0.008	-0.169	-0.040
0.010	-0.184	-0.048
0.018	-0.181	-0.061
0.006	-0.168	-0.038
0.010	-0.151	-0.047
0.003	-0.149	-0.026
0.007	-0.175	-0.036
0.011	-0.213	-0.043
0.001	-0.207	-0.035
0.006	-0.203	-0.031
0.002	-0.191	-0.059
0.013	-0.149	-0.031
0.009	-0.214	-0.035
0.002	-0.216	-0.037
0.011	-0.178	-0.041
0.011	-0.189	-0.034
0.001	-0.219	-0.034
0.006	-0.202	-0.031
0.017	-0.179	-0.029
0.000	-0.154	-0.040
0.009	-0.127	-0.063
0.003	-0.163	-0.020
0.008	-0.197	-0.029
0.010	-0.167	-0.030
0.014	-0.158	-0.050
0.004	-0.182	-0.071
0.018	-0.157	-0.040
0.017	-0.174	-0.026
0.007	-0.136	-0.018
0.014	-0.183	-0.030
0.011	-0.191	-0.019
0.010	-0.193	-0.034
0.005	-0.162	-0.056
0.006	-0.170	-0.037
0.004	-0.167	-0.050
0.011	-0.157	-0.046
0.005	-0.182	-0.035
0.001	-0.151	-0.046
0.009	-0.133	-0.061
0.001	-0.140	-0.032
0.009	-0.160	-0.033
0.012	-0.155	-0.043
0.003	-0.133	-0.043
0.000	-0.159	-0.046
0.005	-0.146	-0.033
0.010	-0.162	-0.031
0.005	-0.162	-0.052
0.009	-0.164	-0.061
0.007	-0.148	-0.034
0.003	-0.143	-0.032
0.003	-0.140	-0.048
0.003	-0.160	-0.042
0.007	-0.135	-0.049
0.008	-0.130	-0.063
0.010	-0.144	-0.032
-0.001	-0.147	-0.023
0.007	-0.143	-0.057
0.018	-0.141	-0.051
0.005	-0.158	-0.053
0.005	-0.162	-0.063
0.017	-0.181	-0.045
0.012	-0.178	-0.054
0.011	-0.142	-0.052
0.013	-0.163	-0.031
0.015	-0.147	-0.042
0.007	-0.135	-0.046
0.005	-0.085	-0.059
-0.003	-0.142	-0.037
0.010	-0.122	-0.057
0.000	-0.156	-0.044
0.002	-0.147	-0.022
-0.002	-0.148	-0.036
0.017	-0.129	-0.028
0.010	-0.128	-0.050
0.001	-0.137	-0.047
0.003	-0.142	-0.043
0.013	-0.133	-0.028
0.013	-0.113	-0.038
0.015	-0.147	-0.061
0.016	-0.183	-0.058
0.007	-0.161	-0.031
0.018	-0.101	-0.038
0.007	-0.103	-0.058
0.006	-0.119	-0.071
0.012	-0.114	-0.046
0.019	-0.124	-0.060
0.003	-0.169	-0.055
0.008	-0.154	-0.040
-0.000	-0.143	-0.044
-0.001	-0.129	-0.045
0.017	-0.108	-0.043
0.013	-0.118	-0.045
0.004	-0.134	-0.056
0.013	-0.132	-0.040
0.009	-0.109	-0.039
-0.002	-0.143	-0.016
0.008	-0.119	-0.043
0.012	-0.117	-0.037
0.005	-0.100	-0.054
0.006	-0.086	-0.040
0.006	-0.155	-0.034
0.007	-0.130	-0.043
0.014	-0.100	-0.031
0.009	-0.125	-0.016
0.011	-0.104	-0.026
0.003	-0.095	-0.050
0.006	-0.084	-0.034
0.007	-0.079	-0.061
0.005	-0.099	-0.073
0.012	-0.112	-0.045
0.009	-0.136	-0.030
0.013	-0.150	-0.044
0.012	-0.114	-0.050
0.010	-0.125	-0.041
0.017	-0.124	-0.065
0.015	-0.140	-0.054
0.007	-0.103	-0.067
0.000	-0.104	-0.056
0.013	-0.098	-0.070
-0.000	-0.145	-0.054
0.005	-0.129	-0.071
0.001	-0.125	-0.037
0.008	-0.114	-0.038
0.014	-0.098	-0.056
0.009	-0.078	-0.034
0.005	-0.097	-0.056
0.010	-0.085	-0.059
0.012	-0.126	-0.035
0.014	-0.135	-0.044
0.015	-0.100	-0.028
0.008	-0.070	-0.039
0.010	-0.082	-0.050
0.001	-0.082	-0.063
0.012	-0.083	-0.061
0.002	-0.083	-0.059
0.014	-0.084	-0.070
-0.001	-0.109	-0.045
-0.000	-0.105	-0.033
0.003	-0.116	-0.035
0.010	-0.110	-0.033
0.013	-0.115	-0.056
0.010	-0.067	-0.058
0.009	-0.068	-0.066
0.007	-0.091	-0.048
0.006	-0.095	-0.051
0.006	-0.074	-0.050
0.003	-0.078	-0.051
0.007	-0.074	-0.040
0.022	-0.113	-0.046
0.014	-0.121	-0.046
0.014	-0.081	-0.059
0.012	-0.100	-0.061
0.009	-0.090	-0.042
0.005	-0.107	-0.024
0.013	-0.090	-0.067
-0.000	-0.116	-0.069
0.003	-0.093	-0.066
0.011	-0.079	-0.052
0.003	-0.110	-0.041
0.004	-0.114	-0.045
0.010	-0.082	-0.053
0.019	-0.117	-0.048
0.018	-0.094	-0.039
0.014	-0.106	-0.025
0.015	-0.099	-0.034
0.012	-0.103	-0.049
0.005	-0.078	-0.047
0.001	-0.099	-0.024
0.013	-0.115	-0.057
0.007	-0.152	-0.037
0.006	-0.099	-0.071
-0.002	-0.121	-0.048
0.016	-0.109	-0.058
0.009	-0.124	-0.066
0.006	-0.085	-0.062
0.010	-0.071	-0.069
0.018	-0.080	-0.062
0.012	-0.070	-0.080
0.015	-0.079	-0.048
0.012	-0.117	-0.032
0.011	-0.110	-0.034
0.011	-0.070	-0.051
0.002	-0.074	-0.087
0.000	-0.090	-0.068
0.008	-0.093	-0.068
0.011	-0.090	-0.051
-0.005	-0.097	-0.040
0.004	-0.118	-0.043
0.004	-0.084	-0.032
0.002	-0.071	-0.052
0.013	-0.095	-0.037
0.014	-0.106	-0.073
-0.003	-0.073	-0.052
0.005	-0.077	-0.044
0.006	-0.070	-0.032
-0.001	-0.099	-0.047
0.011	-0.095	-0.050
0.014	-0.077	-0.063
0.011	-0.089	-0.058
0.009	-0.080	-0.052
0.017	-0.112	-0.051
0.007	-0.076	-0.047
0.008	-0.083	-0.041
0.014	-0.089	-0.039
0.016	-0.092	-0.042
0.003	-0.095	-0.016
0.011	-0.089	-0.029
0.011	-0.076	-0.049
0.008	-0.067	-0.042
0.005	-0.076	-0.043
0.002	-0.073	-0.052
0.014	-0.137	-0.039
0.014	-0.096	-0.057
0.008	-0.087	-0.061
0.008	-0.095	-0.064
0.008	-0.081	-0.054
0.002	-0.081	-0.077
0.003	-0.090	-0.083
0.019	-0.096	-0.078
0.004	-0.091	-0.054
0.002	-0.110	-0.054
0.004	-0.095	-0.047
0.010	-0.099	-0.052
0.013	-0.070	-0.054
0.012	-0.098	-0.036
0.010	-0.075	-0.041
0.012	-0.065	-0.057
0.016	-0.071	-0.057
0.013	-0.126	-0.050
0.010	-0.094	-0.050
0.014	-0.065	-0.064
