# Filename	C:\Users\labuser\Documents\Data\2018-09-30\2_fscan.txt
# Date	2018-9-30-17:23
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	14.00
# Note	# Note Cavity Resonance Scan using MW ionization at -180 GHz. Hittite HMC-T2100 at 14 dB connected to splitter, mixer, then doubler, -20 dB, amp, cavity. AWG used to pulse MW field 100 ns after lasers, for 300 ns. Variable attenuation at -18 dB.
# Frequency (Hz)	Background (V)	Voltage (V)	Reference (V)
18490400000.000	-0.006	0.076	0.072
18492400000.000	-0.006	0.079	0.082
18494400000.000	-0.006	0.081	0.077
18496400000.000	-0.006	0.078	0.093
18498400000.000	-0.006	0.074	0.080
18500400000.000	-0.006	0.067	0.076
18502400000.000	-0.006	0.071	0.073
18504400000.000	-0.006	0.063	0.087
18506400000.000	-0.006	0.060	0.073
18508400000.000	-0.006	0.053	0.076
18510400000.000	-0.006	0.039	0.072
18512400000.000	-0.006	0.035	0.084
18514400000.000	-0.006	0.047	0.081
18516400000.000	-0.006	0.051	0.074
18518400000.000	-0.006	0.043	0.065
18520400000.000	-0.006	0.048	0.071
18522400000.000	-0.006	0.059	0.072
18524400000.000	-0.006	0.064	0.059
18526400000.000	-0.006	0.074	0.073
18528400000.000	-0.006	0.075	0.066
18530400000.000	-0.006	0.080	0.072
18532400000.000	-0.006	0.070	0.067
18534400000.000	-0.006	0.084	0.067
18536400000.000	-0.006	0.072	0.079
18538400000.000	-0.006	0.065	0.077
18480600000.000	-0.006	0.082	0.091
18482600000.000	-0.006	0.083	0.074
18484600000.000	-0.006	0.084	0.076
18486600000.000	-0.006	0.085	0.091
18488600000.000	-0.006	0.088	0.084
18490600000.000	-0.006	0.087	0.087
18492600000.000	-0.006	0.076	0.087
18494600000.000	-0.006	0.083	0.090
18496600000.000	-0.006	0.079	0.083
18498600000.000	-0.006	0.070	0.093
18500600000.000	-0.006	0.074	0.092
18502600000.000	-0.006	0.076	0.094
18504600000.000	-0.006	0.062	0.091
18506600000.000	-0.006	0.061	0.078
18508600000.000	-0.006	0.051	0.095
18510600000.000	-0.006	0.044	0.075
18512600000.000	-0.006	0.042	0.077
18514600000.000	-0.006	0.037	0.079
18516600000.000	-0.006	0.043	0.085
18518600000.000	-0.006	0.042	0.075
18520600000.000	-0.006	0.064	0.069
18522600000.000	-0.006	0.062	0.077
18524600000.000	-0.006	0.074	0.081
18526600000.000	-0.006	0.069	0.072
18528600000.000	-0.006	0.060	0.085
18530600000.000	-0.006	0.086	0.073
18532600000.000	-0.006	0.071	0.088
18534600000.000	-0.006	0.080	0.075
18536600000.000	-0.006	0.076	0.078
18538600000.000	-0.006	0.077	0.096
18480800000.000	-0.006	0.072	0.075
18482800000.000	-0.006	0.077	0.080
18484800000.000	-0.006	0.094	0.088
18486800000.000	-0.006	0.090	0.081
18488800000.000	-0.006	0.077	0.091
18490800000.000	-0.006	0.085	0.085
18492800000.000	-0.006	0.074	0.084
18494800000.000	-0.006	0.069	0.091
18496800000.000	-0.006	0.078	0.091
18498800000.000	-0.006	0.077	0.095
18500800000.000	-0.006	0.089	0.087
18502800000.000	-0.006	0.063	0.086
18504800000.000	-0.006	0.061	0.080
18506800000.000	-0.006	0.060	0.098
18508800000.000	-0.006	0.058	0.087
18510800000.000	-0.006	0.051	0.086
18512800000.000	-0.006	0.045	0.081
18514800000.000	-0.006	0.050	0.085
18516800000.000	-0.006	0.053	0.097
18518800000.000	-0.006	0.068	0.088
18520800000.000	-0.006	0.066	0.084
18522800000.000	-0.006	0.067	0.083
18524800000.000	-0.006	0.080	0.080
18526800000.000	-0.006	0.071	0.082
18528800000.000	-0.006	0.079	0.081
18530800000.000	-0.006	0.077	0.075
18532800000.000	-0.006	0.069	0.091
18534800000.000	-0.006	0.091	0.074
18536800000.000	-0.006	0.083	0.084
18538800000.000	-0.006	0.076	0.083
18481000000.000	-0.006	0.083	0.081
18483000000.000	-0.006	0.083	0.090
18485000000.000	-0.006	0.072	0.074
18487000000.000	-0.006	0.073	0.076
18489000000.000	-0.006	0.088	0.085
18491000000.000	-0.006	0.076	0.076
18493000000.000	-0.006	0.082	0.078
18495000000.000	-0.006	0.088	0.084
18497000000.000	-0.006	0.067	0.076
18499000000.000	-0.006	0.086	0.086
18501000000.000	-0.006	0.089	0.075
18503000000.000	-0.006	0.069	0.073
18505000000.000	-0.006	0.056	0.072
18507000000.000	-0.006	0.051	0.075
18509000000.000	-0.006	0.043	0.079
18511000000.000	-0.006	0.036	0.076
18513000000.000	-0.006	0.027	0.069
18515000000.000	-0.006	0.027	0.066
18517000000.000	-0.006	0.040	0.075
18519000000.000	-0.006	0.044	0.062
18521000000.000	-0.006	0.050	0.045
18523000000.000	-0.006	0.050	0.059
18525000000.000	-0.006	0.043	0.054
18527000000.000	-0.006	0.056	0.055
18529000000.000	-0.006	0.052	0.054
18531000000.000	-0.006	0.051	0.059
18533000000.000	-0.006	0.054	0.057
18535000000.000	-0.006	0.050	0.057
18537000000.000	-0.006	0.059	0.063
18539000000.000	-0.006	0.059	0.047
18481200000.000	-0.006	0.059	0.051
18483200000.000	-0.006	0.062	0.056
18485200000.000	-0.006	0.068	0.052
18487200000.000	-0.006	0.059	0.071
18489200000.000	-0.006	0.070	0.063
18491200000.000	-0.006	0.072	0.065
18493200000.000	-0.006	0.076	0.061
18495200000.000	-0.006	0.062	0.071
18497200000.000	-0.006	0.064	0.062
18499200000.000	-0.006	0.061	0.070
18501200000.000	-0.006	0.069	0.078
18503200000.000	-0.006	0.057	0.066
18505200000.000	-0.006	0.050	0.078
18507200000.000	-0.006	0.044	0.067
18509200000.000	-0.006	0.035	0.063
18511200000.000	-0.006	0.034	0.073
18513200000.000	-0.006	0.029	0.066
18515200000.000	-0.006	0.040	0.069
18517200000.000	-0.006	0.038	0.061
18519200000.000	-0.006	0.041	0.061
18521200000.000	-0.006	0.039	0.070
18523200000.000	-0.006	0.050	0.062
18525200000.000	-0.006	0.059	0.066
18527200000.000	-0.006	0.060	0.067
18529200000.000	-0.006	0.068	0.066
18531200000.000	-0.006	0.059	0.057
18533200000.000	-0.006	0.063	0.062
18535200000.000	-0.006	0.060	0.068
18537200000.000	-0.006	0.051	0.054
18539200000.000	-0.006	0.056	0.064
18481400000.000	-0.006	0.060	0.046
18483400000.000	-0.006	0.061	0.064
18485400000.000	-0.006	0.051	0.061
18487400000.000	-0.006	0.054	0.054
18489400000.000	-0.006	0.052	0.058
18491400000.000	-0.006	0.062	0.050
18493400000.000	-0.006	0.046	0.064
18495400000.000	-0.006	0.057	0.057
18497400000.000	-0.006	0.052	0.055
18499400000.000	-0.006	0.049	0.054
18501400000.000	-0.006	0.051	0.066
18503400000.000	-0.006	0.044	0.059
18505400000.000	-0.006	0.048	0.068
18507400000.000	-0.006	0.039	0.063
18509400000.000	-0.006	0.036	0.075
18511400000.000	-0.006	0.026	0.070
18513400000.000	-0.006	0.025	0.067
18515400000.000	-0.006	0.024	0.059
18517400000.000	-0.006	0.039	0.068
18519400000.000	-0.006	0.049	0.072
18521400000.000	-0.006	0.063	0.062
18523400000.000	-0.006	0.050	0.051
18525400000.000	-0.006	0.049	0.063
18527400000.000	-0.006	0.056	0.067
18529400000.000	-0.006	0.072	0.081
18531400000.000	-0.006	0.071	0.088
18533400000.000	-0.006	0.073	0.076
18535400000.000	-0.006	0.071	0.076
18537400000.000	-0.006	0.075	0.082
18539400000.000	-0.006	0.089	0.088
18481600000.000	-0.006	0.087	0.077
18483600000.000	-0.006	0.072	0.078
18485600000.000	-0.006	0.078	0.077
18487600000.000	-0.006	0.091	0.079
18489600000.000	-0.006	0.076	0.072
18491600000.000	-0.006	0.087	0.069
18493600000.000	-0.006	0.067	0.075
18495600000.000	-0.006	0.084	0.080
18497600000.000	-0.006	0.086	0.087
18499600000.000	-0.006	0.079	0.081
18501600000.000	-0.006	0.070	0.075
18503600000.000	-0.006	0.072	0.089
18505600000.000	-0.006	0.075	0.087
18507600000.000	-0.006	0.065	0.079
18509600000.000	-0.006	0.056	0.088
18511600000.000	-0.006	0.046	0.107
18513600000.000	-0.006	0.055	0.095
18515600000.000	-0.006	0.054	0.083
18517600000.000	-0.006	0.057	0.082
18519600000.000	-0.006	0.066	0.080
18521600000.000	-0.006	0.077	0.083
18523600000.000	-0.006	0.072	0.076
18525600000.000	-0.006	0.071	0.078
18527600000.000	-0.006	0.073	0.082
18529600000.000	-0.006	0.077	0.080
18531600000.000	-0.006	0.072	0.065
18533600000.000	-0.006	0.077	0.064
18535600000.000	-0.006	0.066	0.081
18537600000.000	-0.006	0.077	0.076
18539600000.000	-0.006	0.071	0.084
18481800000.000	-0.006	0.077	0.068
18483800000.000	-0.006	0.073	0.074
18485800000.000	-0.006	0.078	0.081
18487800000.000	-0.006	0.088	0.087
18489800000.000	-0.006	0.074	0.081
18491800000.000	-0.006	0.086	0.078
18493800000.000	-0.006	0.067	0.069
18495800000.000	-0.006	0.063	0.073
18497800000.000	-0.006	0.067	0.074
18499800000.000	-0.006	0.073	0.062
18501800000.000	-0.006	0.059	0.073
18503800000.000	-0.006	0.060	0.076
18505800000.000	-0.006	0.060	0.082
18507800000.000	-0.006	0.057	0.083
18509800000.000	-0.006	0.038	0.084
18511800000.000	-0.006	0.043	0.075
18513800000.000	-0.006	0.037	0.079
18515800000.000	-0.006	0.043	0.074
18517800000.000	-0.006	0.051	0.071
18519800000.000	-0.006	0.052	0.079
18521800000.000	-0.006	0.068	0.083
18523800000.000	-0.006	0.083	0.089
18525800000.000	-0.006	0.079	0.079
18527800000.000	-0.006	0.074	0.081
18529800000.000	-0.006	0.080	0.091
18531800000.000	-0.006	0.085	0.088
18533800000.000	-0.006	0.096	0.095
18535800000.000	-0.006	0.090	0.095
18537800000.000	-0.006	0.087	0.092
18539800000.000	-0.006	0.095	0.095
