# Filename	C:\Users\labuser\Documents\Data\2018-09-30\2_fscan.txt
# Date	2018-9-30-17:23
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	14.00
# Note	# Note Cavity Resonance Scan using MW ionization at -180 GHz. Hittite HMC-T2100 at 14 dB connected to splitter, mixer, then doubler, -20 dB, amp, cavity. AWG used to pulse MW field 100 ns after lasers, for 300 ns. Variable attenuation at -18 dB.
# Frequency (Hz)	Background (V)	Voltage (V)	Reference (V)
18480000000.000	-0.006	0.086	0.077
18482000000.000	-0.006	0.091	0.077
18484000000.000	-0.006	0.088	0.093
18486000000.000	-0.006	0.085	0.093
18488000000.000	-0.006	0.088	0.095
18490000000.000	-0.006	0.088	0.088
18492000000.000	-0.006	0.079	0.082
18494000000.000	-0.006	0.078	0.088
18496000000.000	-0.006	0.079	0.097
18498000000.000	-0.006	0.080	0.090
18500000000.000	-0.006	0.081	0.080
18502000000.000	-0.006	0.073	0.091
18504000000.000	-0.006	0.071	0.088
18506000000.000	-0.006	0.075	0.091
18508000000.000	-0.006	0.053	0.090
18510000000.000	-0.006	0.053	0.073
18512000000.000	-0.006	0.040	0.079
18514000000.000	-0.006	0.050	0.082
18516000000.000	-0.006	0.045	0.074
18518000000.000	-0.006	0.052	0.091
18520000000.000	-0.006	0.055	0.080
18522000000.000	-0.006	0.068	0.077
18524000000.000	-0.006	0.070	0.082
18526000000.000	-0.006	0.077	0.081
18528000000.000	-0.006	0.067	0.084
18530000000.000	-0.006	0.077	0.084
18532000000.000	-0.006	0.076	0.078
18534000000.000	-0.006	0.081	0.090
18536000000.000	-0.006	0.079	0.077
18538000000.000	-0.006	0.082	0.083
18540000000.000	-0.006	0.090	0.077
18480200000.000	-0.006	0.092	0.080
18482200000.000	-0.006	0.084	0.086
18484200000.000	-0.006	0.082	0.085
18486200000.000	-0.006	0.075	0.086
18488200000.000	-0.006	0.087	0.080
18490200000.000	-0.006	0.081	0.073
18492200000.000	-0.006	0.073	0.070
18494200000.000	-0.006	0.069	0.080
18496200000.000	-0.006	0.075	0.087
18498200000.000	-0.006	0.083	0.083
18500200000.000	-0.006	0.079	0.094
18502200000.000	-0.006	0.080	0.083
18504200000.000	-0.006	0.074	0.077
18506200000.000	-0.006	0.063	0.076
18508200000.000	-0.006	0.060	0.086
18510200000.000	-0.006	0.042	0.071
18512200000.000	-0.006	0.041	0.078
18514200000.000	-0.006	0.040	0.078
18516200000.000	-0.006	0.049	0.077
18518200000.000	-0.006	0.053	0.090
18520200000.000	-0.006	0.054	0.092
18522200000.000	-0.006	0.074	0.093
18524200000.000	-0.006	0.076	0.090
18526200000.000	-0.006	0.075	0.079
18528200000.000	-0.006	0.088	0.087
18530200000.000	-0.006	0.090	0.092
18532200000.000	-0.006	0.087	0.086
18534200000.000	-0.006	0.081	0.077
18536200000.000	-0.006	0.082	0.090
18538200000.000	-0.006	0.081	0.089
18480400000.000	-0.006	0.091	0.092
18482400000.000	-0.006	0.073	0.095
18484400000.000	-0.006	0.080	0.082
18486400000.000	-0.006	0.081	0.085
18488400000.000	-0.006	0.086	0.089
