# Title:	Delay with -18 V static at n=27, 10 dB on MW Attn, AM = 1.4.
# Note:	Delay scan at n=27 with -9 V Bot, +9 V Top applied static field. 10 dB on MW Attn, 31.5 dB on PM Attn, PM = 1.4. High-frequency Stark state of 3d3/2 -> 27f targeted.
# Type:	Delay
# Hittite Freq:	19635.40 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361362.5 GHz
# Laser Mod:	NaN
# Laser Mod Attn:	31.5 dB
# MW Attn:	10.5 dB
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	-90 mV
# Static:	-9 V Bot, +9V Top
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	50000.000	1.000	0.000	0.107	-0.011
1.000	50667.000	1.000	0.000	0.093	-0.011
2.000	51333.000	1.000	0.000	0.096	-0.011
3.000	52000.000	1.000	0.000	0.108	-0.011
4.000	52667.000	1.000	0.000	0.101	-0.011
5.000	53333.000	1.000	0.000	0.097	-0.011
6.000	54000.000	1.000	0.000	0.079	-0.011
7.000	54667.000	1.000	0.000	0.075	-0.011
8.000	55333.000	1.000	0.000	0.087	-0.011
9.000	56000.000	1.000	0.000	0.081	-0.011
10.000	56667.000	1.000	0.000	0.082	-0.011
11.000	57333.000	1.000	0.000	0.089	-0.011
12.000	58000.000	1.000	0.000	0.087	-0.011
13.000	58667.000	1.000	0.000	0.093	-0.011
14.000	59333.000	1.000	0.000	0.104	-0.011
15.000	60000.000	1.000	0.000	0.103	-0.011
16.000	60667.000	1.000	0.000	0.116	-0.011
17.000	61333.000	1.000	0.000	0.116	-0.011
18.000	62000.000	1.000	0.000	0.106	-0.011
19.000	62667.000	1.000	0.000	0.116	-0.011
20.000	63333.000	1.000	0.000	0.111	-0.011
21.000	64000.000	1.000	0.000	0.112	-0.011
22.000	64667.000	1.000	0.000	0.115	-0.011
23.000	65333.000	1.000	0.000	0.099	-0.011
24.000	66000.000	1.000	0.000	0.108	-0.011
25.000	66667.000	1.000	0.000	0.095	-0.011
26.000	67333.000	1.000	0.000	0.098	-0.011
27.000	68000.000	1.000	0.000	0.080	-0.011
28.000	68667.000	1.000	0.000	0.100	-0.011
29.000	69333.000	1.000	0.000	0.083	-0.011
30.000	70000.000	1.000	0.000	0.084	-0.011
31.000	70667.000	1.000	0.000	0.081	-0.011
32.000	71333.000	1.000	0.000	0.085	-0.011
33.000	72000.000	1.000	0.000	0.087	-0.011
34.000	72667.000	1.000	0.000	0.099	-0.011
35.000	73333.000	1.000	0.000	0.098	-0.011
36.000	74000.000	1.000	0.000	0.094	-0.011
37.000	74667.000	1.000	0.000	0.097	-0.011
38.000	75333.000	1.000	0.000	0.107	-0.011
39.000	76000.000	1.000	0.000	0.117	-0.011
40.000	76667.000	1.000	0.000	0.136	-0.011
41.000	77333.000	1.000	0.000	0.126	-0.011
42.000	78000.000	1.000	0.000	0.101	-0.011
43.000	78667.000	1.000	0.000	0.117	-0.011
44.000	79333.000	1.000	0.000	0.099	-0.011
45.000	80000.000	1.000	0.000	0.100	-0.011
46.000	80667.000	1.000	0.000	0.102	-0.011
47.000	81333.000	1.000	0.000	0.101	-0.011
48.000	82000.000	1.000	0.000	0.096	-0.011
49.000	82667.000	1.000	0.000	0.095	-0.011
50.000	83333.000	1.000	0.000	0.086	-0.011
51.000	84000.000	1.000	0.000	0.091	-0.011
52.000	84667.000	1.000	0.000	0.079	-0.011
53.000	85333.000	1.000	0.000	0.085	-0.011
54.000	86000.000	1.000	0.000	0.079	-0.011
55.000	86667.000	1.000	0.000	0.082	-0.011
56.000	87333.000	1.000	0.000	0.084	-0.011
57.000	88000.000	1.000	0.000	0.100	-0.011
58.000	88667.000	1.000	0.000	0.090	-0.011
59.000	89333.000	1.000	0.000	0.102	-0.011
60.000	90000.000	1.000	0.000	0.109	-0.011
61.000	90667.000	1.000	0.000	0.113	-0.011
62.000	91333.000	1.000	0.000	0.108	-0.011
63.000	92000.000	1.000	0.000	0.117	-0.011
64.000	92667.000	1.000	0.000	0.112	-0.011
65.000	93333.000	1.000	0.000	0.110	-0.011
66.000	94000.000	1.000	0.000	0.119	-0.011
67.000	94667.000	1.000	0.000	0.103	-0.011
68.000	95333.000	1.000	0.000	0.092	-0.011
69.000	96000.000	1.000	0.000	0.093	-0.011
70.000	96667.000	1.000	0.000	0.098	-0.011
71.000	97333.000	1.000	0.000	0.090	-0.011
72.000	98000.000	1.000	0.000	0.081	-0.011
73.000	98667.000	1.000	0.000	0.090	-0.011
74.000	99333.000	1.000	0.000	0.086	-0.011
75.000	100000.000	1.000	0.000	0.081	-0.011
76.000	100667.000	1.000	0.000	0.083	-0.011
77.000	101333.000	1.000	0.000	0.087	-0.011
78.000	102000.000	1.000	0.000	0.076	-0.011
79.000	102667.000	1.000	0.000	0.080	-0.011
80.000	103333.000	1.000	0.000	0.090	-0.011
81.000	104000.000	1.000	0.000	0.094	-0.011
82.000	104667.000	1.000	0.000	0.099	-0.011
83.000	105333.000	1.000	0.000	0.109	-0.011
84.000	106000.000	1.000	0.000	0.111	-0.011
85.000	106667.000	1.000	0.000	0.107	-0.011
86.000	107333.000	1.000	0.000	0.117	-0.011
87.000	108000.000	1.000	0.000	0.115	-0.011
88.000	108667.000	1.000	0.000	0.122	-0.011
89.000	109333.000	1.000	0.000	0.099	-0.011
90.000	110000.000	1.000	0.000	0.103	-0.011
91.000	110667.000	1.000	0.000	0.094	-0.011
92.000	111333.000	1.000	0.000	0.090	-0.011
93.000	112000.000	1.000	0.000	0.090	-0.011
94.000	112667.000	1.000	0.000	0.090	-0.011
95.000	113333.000	1.000	0.000	0.076	-0.011
96.000	114000.000	1.000	0.000	0.094	-0.011
97.000	114667.000	1.000	0.000	0.090	-0.011
98.000	115333.000	1.000	0.000	0.086	-0.011
99.000	116000.000	1.000	0.000	0.099	-0.011
100.000	116667.000	1.000	0.000	0.087	-0.011
101.000	117333.000	1.000	0.000	0.096	-0.011
102.000	118000.000	1.000	0.000	0.094	-0.011
103.000	118667.000	1.000	0.000	0.090	-0.011
104.000	119333.000	1.000	0.000	0.085	-0.011
105.000	120000.000	1.000	0.000	0.107	-0.011
106.000	120667.000	1.000	0.000	0.108	-0.011
107.000	121333.000	1.000	0.000	0.115	-0.011
108.000	122000.000	1.000	0.000	0.131	-0.011
109.000	122667.000	1.000	0.000	0.112	-0.011
110.000	123333.000	1.000	0.000	0.115	-0.011
111.000	124000.000	1.000	0.000	0.117	-0.011
112.000	124667.000	1.000	0.000	0.104	-0.011
113.000	125333.000	1.000	0.000	0.102	-0.011
114.000	126000.000	1.000	0.000	0.091	-0.011
115.000	126667.000	1.000	0.000	0.105	-0.011
116.000	127333.000	1.000	0.000	0.098	-0.011
117.000	128000.000	1.000	0.000	0.090	-0.011
118.000	128667.000	1.000	0.000	0.094	-0.011
119.000	129333.000	1.000	0.000	0.089	-0.011
120.000	130000.000	1.000	0.000	0.100	-0.011
121.000	130667.000	1.000	0.000	0.088	-0.011
122.000	131333.000	1.000	0.000	0.090	-0.011
123.000	132000.000	1.000	0.000	0.093	-0.011
124.000	132667.000	1.000	0.000	0.091	-0.011
125.000	133333.000	1.000	0.000	0.099	-0.011
126.000	134000.000	1.000	0.000	0.094	-0.011
127.000	134667.000	1.000	0.000	0.110	-0.011
128.000	135333.000	1.000	0.000	0.099	-0.011
129.000	136000.000	1.000	0.000	0.117	-0.011
130.000	136667.000	1.000	0.000	0.116	-0.011
131.000	137333.000	1.000	0.000	0.115	-0.011
132.000	138000.000	1.000	0.000	0.114	-0.011
133.000	138667.000	1.000	0.000	0.135	-0.011
134.000	139333.000	1.000	0.000	0.115	-0.011
135.000	140000.000	1.000	0.000	0.115	-0.011
136.000	140667.000	1.000	0.000	0.101	-0.011
137.000	141333.000	1.000	0.000	0.100	-0.011
138.000	142000.000	1.000	0.000	0.088	-0.011
139.000	142667.000	1.000	0.000	0.090	-0.011
140.000	143333.000	1.000	0.000	0.078	-0.011
141.000	144000.000	1.000	0.000	0.083	-0.011
142.000	144667.000	1.000	0.000	0.084	-0.011
143.000	145333.000	1.000	0.000	0.082	-0.011
144.000	146000.000	1.000	0.000	0.089	-0.011
145.000	146667.000	1.000	0.000	0.103	-0.011
146.000	147333.000	1.000	0.000	0.092	-0.011
147.000	148000.000	1.000	0.000	0.099	-0.011
148.000	148667.000	1.000	0.000	0.106	-0.011
149.000	149333.000	1.000	0.000	0.118	-0.011
150.000	150000.000	1.000	0.000	0.106	-0.011
151.000	149500.000	1.000	0.000	0.098	-0.011
152.000	148833.000	1.000	0.000	0.101	-0.011
153.000	148167.000	1.000	0.000	0.091	-0.011
154.000	147500.000	1.000	0.000	0.094	-0.011
155.000	146833.000	1.000	0.000	0.081	-0.011
156.000	146167.000	1.000	0.000	0.076	-0.011
157.000	145500.000	1.000	0.000	0.096	-0.011
158.000	144833.000	1.000	0.000	0.075	-0.011
159.000	144167.000	1.000	0.000	0.084	-0.011
160.000	143500.000	1.000	0.000	0.084	-0.011
161.000	142833.000	1.000	0.000	0.082	-0.011
162.000	142167.000	1.000	0.000	0.080	-0.011
163.000	141500.000	1.000	0.000	0.094	-0.011
164.000	140833.000	1.000	0.000	0.089	-0.011
165.000	140167.000	1.000	0.000	0.107	-0.011
166.000	139500.000	1.000	0.000	0.103	-0.011
167.000	138833.000	1.000	0.000	0.116	-0.011
168.000	138167.000	1.000	0.000	0.113	-0.011
169.000	137500.000	1.000	0.000	0.114	-0.011
170.000	136833.000	1.000	0.000	0.117	-0.011
171.000	136167.000	1.000	0.000	0.107	-0.011
172.000	135500.000	1.000	0.000	0.097	-0.011
173.000	134833.000	1.000	0.000	0.096	-0.011
174.000	134167.000	1.000	0.000	0.107	-0.011
175.000	133500.000	1.000	0.000	0.074	-0.011
176.000	132833.000	1.000	0.000	0.087	-0.011
177.000	132167.000	1.000	0.000	0.090	-0.011
178.000	131500.000	1.000	0.000	0.083	-0.011
179.000	130833.000	1.000	0.000	0.092	-0.011
180.000	130167.000	1.000	0.000	0.078	-0.011
181.000	129500.000	1.000	0.000	0.071	-0.011
182.000	128833.000	1.000	0.000	0.083	-0.011
183.000	128167.000	1.000	0.000	0.092	-0.011
184.000	127500.000	1.000	0.000	0.084	-0.011
185.000	126833.000	1.000	0.000	0.075	-0.011
186.000	126167.000	1.000	0.000	0.100	-0.011
187.000	125500.000	1.000	0.000	0.095	-0.011
188.000	124833.000	1.000	0.000	0.098	-0.011
189.000	124167.000	1.000	0.000	0.110	-0.011
190.000	123500.000	1.000	0.000	0.108	-0.011
191.000	122833.000	1.000	0.000	0.121	-0.011
192.000	122167.000	1.000	0.000	0.109	-0.011
193.000	121500.000	1.000	0.000	0.105	-0.011
194.000	120833.000	1.000	0.000	0.088	-0.011
195.000	120167.000	1.000	0.000	0.094	-0.011
196.000	119500.000	1.000	0.000	0.101	-0.011
197.000	118833.000	1.000	0.000	0.087	-0.011
198.000	118167.000	1.000	0.000	0.087	-0.011
199.000	117500.000	1.000	0.000	0.087	-0.011
200.000	116833.000	1.000	0.000	0.090	-0.011
201.000	116167.000	1.000	0.000	0.079	-0.011
202.000	115500.000	1.000	0.000	0.078	-0.011
203.000	114833.000	1.000	0.000	0.071	-0.011
204.000	114167.000	1.000	0.000	0.086	-0.011
205.000	113500.000	1.000	0.000	0.080	-0.011
206.000	112833.000	1.000	0.000	0.079	-0.011
207.000	112167.000	1.000	0.000	0.082	-0.011
