# Title: Dye Laser Frequency Scan, no MW or Modulation, 18 V static, looking for Stark States
# Note:	Frequency Scan at n=27. -9 V on Bot, +9 V on Top, no MW or PM. Looking for stark state transitions of 3d 3/2,5/2 -> 27f
# Type:	Frequency
# Hittite Freq:	19635.40 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	MAX
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	-90 mV
# Static:	-9 V on Bot +9 V on Top
# Static Off:	NaN
i	f	n	nb	s	sb
0	-4522.72	1	0	-0.00268886	-0.00858494	
1	-4522.82	1	0	-0.00528668	-0.00858494	
2	-4522.82	1	0	-0.00571417	-0.00858494	
3	-4522.82	1	0	7.33882E-5	-0.00858494	
4	-4522.82	1	0	-0.00193253	-0.00858494	
5	-4522.82	1	0	-0.00189964	-0.00858494	
6	-4522.82	1	0	-0.00400421	-0.00858494	
7	-4522.72	1	0	-0.00719395	-0.00858494	
8	-4522.72	1	0	0.000336459	-0.00858494	
9	-4522.72	1	0	-0.0052538	-0.00858494	
10	-4522.72	1	0	-0.000386986	-0.00858494	
11	-4522.72	1	0	-0.00166946	-0.00858494	
12	-4522.72	1	0	-0.00206406	-0.00858494	
13	-4522.72	1	0	-0.00653627	-0.00858494	
14	-4522.72	1	0	0.000862601	-0.00858494	
15	-4522.72	1	0	-0.00249155	-0.00858494	
16	-4522.72	1	0	-0.00311635	-0.00858494	
17	-4522.72	1	0	-0.00515515	-0.00858494	
18	-4522.72	1	0	-0.00554975	-0.00858494	
19	-4522.62	1	0	-0.00367537	-0.00858494	
20	-4522.72	1	0	-2.52634E-5	-0.00858494	
21	-4522.62	1	0	-0.000354102	-0.00858494	
22	-4522.62	1	0	-0.00383979	-0.00858494	
23	-4522.62	1	0	-5.81473E-5	-0.00858494	
24	-4522.62	1	0	0.00227661	-0.00858494	
25	-4522.62	1	0	-0.000781593	-0.00858494	
26	-4522.62	1	0	-0.00245867	-0.00858494	
27	-4522.62	1	0	-0.00739125	-0.00858494	
28	-4522.62	1	0	-0.00163657	-0.00858494	
29	-4522.62	1	0	-0.00308346	-0.00858494	
30	-4522.62	1	0	-0.000551405	-0.00858494	
31	-4522.62	1	0	-0.00203118	-0.00858494	
32	-4522.62	1	0	0.00191489	-0.00858494	
33	-4522.52	1	0	-0.00311635	-0.00858494	
34	-4522.52	1	0	0.00283563	-0.00858494	
35	-4522.52	1	0	0.0020793	-0.00858494	
36	-4522.52	1	0	-0.00295193	-0.00858494	
37	-4522.52	1	0	-0.00212983	-0.00858494	
38	-4522.52	1	0	-0.00232713	-0.00858494	
39	-4522.52	1	0	-0.00485919	-0.00858494	
40	-4522.52	1	0	-0.00282039	-0.00858494	
41	-4522.52	1	0	-0.00189964	-0.00858494	
42	-4522.52	1	0	-0.00173523	-0.00858494	
43	-4522.52	1	0	-0.000978896	-0.00858494	
44	-4522.42	1	0	-0.00328077	-0.00858494	
45	-4522.42	1	0	-0.00337942	-0.00858494	
46	-4522.42	1	0	0.00155316	-0.00858494	
47	-4522.42	1	0	-0.00183388	-0.00858494	
48	-4522.42	1	0	-0.00406998	-0.00858494	
49	-4522.42	1	0	0.000862601	-0.00858494	
50	-4522.42	1	0	-0.000354102	-0.00858494	
51	-4522.42	1	0	-0.000584289	-0.00858494	
52	-4522.42	1	0	-0.00140639	-0.00858494	
53	-4522.42	1	0	-0.00413575	-0.00858494	
54	-4522.42	1	0	-0.000288334	-0.00858494	
55	-4522.32	1	0	-0.00318212	-0.00858494	
56	-4522.32	1	0	-0.00357672	-0.00858494	
57	-4522.32	1	0	-0.00212983	-0.00858494	
58	-4522.32	1	0	0.00145451	-0.00858494	
59	-4522.32	1	0	-0.00041987	-0.00858494	
60	-4522.32	1	0	0.00447983	-0.00858494	
61	-4522.32	1	0	-0.00180099	-0.00858494	
62	-4522.32	1	0	-0.00259021	-0.00858494	
63	-4522.32	1	0	-0.000288334	-0.00858494	
64	-4522.22	1	0	-0.00041987	-0.00858494	
65	-4522.22	1	0	0.00349331	-0.00858494	
66	-4522.22	1	0	-0.00189964	-0.00858494	
67	-4522.22	1	0	-0.00459612	-0.00858494	
68	-4522.22	1	0	-0.00114332	-0.00858494	
69	-4522.22	1	0	-0.00189964	-0.00858494	
70	-4522.22	1	0	0.000928369	-0.00858494	
71	-4522.22	1	0	-0.00101178	-0.00858494	
72	-4522.22	1	0	-0.00489208	-0.00858494	
73	-4522.22	1	0	-0.00275463	-0.00858494	
74	-4522.22	1	0	-0.00558264	-0.00858494	
75	-4522.12	1	0	-0.00426728	-0.00858494	
76	-4522.12	1	0	-0.00370826	-0.00858494	
77	-4522.12	1	0	-0.00282039	-0.00858494	
78	-4522.12	1	0	-0.00285328	-0.00858494	
79	-4522.12	1	0	-0.000880244	-0.00858494	
80	-4522.12	1	0	-0.000518522	-0.00858494	
81	-4522.12	1	0	0.00227661	-0.00858494	
82	-4522.12	1	0	-0.00084736	-0.00858494	
83	-4522.12	1	0	-0.00397133	-0.00858494	
84	-4522.12	1	0	0.00293429	-0.00858494	
85	-4522.02	1	0	-0.00380691	-0.00858494	
86	-4522.02	1	0	-0.00466189	-0.00858494	
87	-4522.02	1	0	0.000500879	-0.00858494	
88	-4522.02	1	0	-0.00140639	-0.00858494	
89	-4522.02	1	0	0.00142163	-0.00858494	
90	-4522.02	1	0	-0.000485638	-0.00858494	
91	-4522.02	1	0	-0.000682941	-0.00858494	
92	-4522.02	1	0	-0.00637185	-0.00858494	
93	-4522.02	1	0	-0.0034123	-0.00858494	
94	-4522.02	1	0	0.00253968	-0.00858494	
95	-4522.02	1	0	-0.0070953	-0.00858494	
96	-4522.02	1	0	-0.00166946	-0.00858494	
97	-4521.92	1	0	0.00355908	-0.00858494	
98	-4522.02	1	0	-0.0021956	-0.00858494	
99	-4521.92	1	0	-0.00374114	-0.00858494	
100	-4521.92	1	0	-0.00393844	-0.00858494	
101	-4521.92	1	0	0.00234238	-0.00858494	
102	-4521.92	1	0	0.00211219	-0.00858494	
103	-4521.92	1	0	0.000566646	-0.00858494	
104	-4521.92	1	0	-0.00459612	-0.00858494	
105	-4521.92	1	0	-0.00114332	-0.00858494	
106	-4521.82	1	0	-0.00492496	-0.00858494	
107	-4521.82	1	0	-0.00150504	-0.00858494	
108	-4521.82	1	0	0.00257256	-0.00858494	
109	-4521.82	1	0	-0.00130773	-0.00858494	
110	-4521.82	1	0	0.000139156	-0.00858494	
111	-4521.82	1	0	0.00323024	-0.00858494	
112	-4521.82	1	0	0.000961253	-0.00858494	
113	-4521.82	1	0	0.00244103	-0.00858494	
114	-4521.82	1	0	0.00138874	-0.00858494	
115	-4521.72	1	0	-0.0011762	-0.00858494	
116	-4521.72	1	0	0.0045456	-0.00858494	
117	-4521.72	1	0	0.00171758	-0.00858494	
118	-4521.72	1	0	0.000467995	-0.00858494	
119	-4521.72	1	0	-0.00147215	-0.00858494	
120	-4521.72	1	0	-0.00134062	-0.00858494	
121	-4521.72	1	0	-0.000189683	-0.00858494	
122	-4521.72	1	0	0.000500879	-0.00858494	
