# Title:	Delay with no static at n=27, 10 dB on MW Attn, AM = 1.4.
# Note:	Delay scan at n=27 with no applied static field. 10 dB on MW Attn, 31.5 dB on PM Attn, PM = 1.4. 3d3/2 -> 27f targeted
# Type:	Delay
# Hittite Freq:	19635.40 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361359.1 GHz
# Laser Mod:	NaN
# Laser Mod Attn:	31.5 dB
# MW Attn:	10.5 dB
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	-90 mV
# Static:	0 V
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	50000.000	1.000	0.000	0.149	-0.013
1.000	50667.000	1.000	0.000	0.138	-0.013
2.000	51333.000	1.000	0.000	0.148	-0.013
3.000	52000.000	1.000	0.000	0.150	-0.013
4.000	52667.000	1.000	0.000	0.146	-0.013
5.000	53333.000	1.000	0.000	0.138	-0.013
6.000	54000.000	1.000	0.000	0.150	-0.013
7.000	54667.000	1.000	0.000	0.145	-0.013
8.000	55333.000	1.000	0.000	0.149	-0.013
9.000	56000.000	1.000	0.000	0.164	-0.013
10.000	56667.000	1.000	0.000	0.157	-0.013
11.000	57333.000	1.000	0.000	0.154	-0.013
12.000	58000.000	1.000	0.000	0.156	-0.013
13.000	58667.000	1.000	0.000	0.145	-0.013
14.000	59333.000	1.000	0.000	0.155	-0.013
15.000	60000.000	1.000	0.000	0.139	-0.013
16.000	60667.000	1.000	0.000	0.140	-0.013
17.000	61333.000	1.000	0.000	0.158	-0.013
18.000	62000.000	1.000	0.000	0.152	-0.013
19.000	62667.000	1.000	0.000	0.155	-0.013
20.000	63333.000	1.000	0.000	0.150	-0.013
21.000	64000.000	1.000	0.000	0.168	-0.013
22.000	64667.000	1.000	0.000	0.172	-0.013
23.000	65333.000	1.000	0.000	0.162	-0.013
24.000	66000.000	1.000	0.000	0.154	-0.013
25.000	66667.000	1.000	0.000	0.144	-0.013
26.000	67333.000	1.000	0.000	0.146	-0.013
27.000	68000.000	1.000	0.000	0.150	-0.013
28.000	68667.000	1.000	0.000	0.137	-0.013
29.000	69333.000	1.000	0.000	0.141	-0.013
30.000	70000.000	1.000	0.000	0.145	-0.013
31.000	70667.000	1.000	0.000	0.158	-0.013
32.000	71333.000	1.000	0.000	0.166	-0.013
33.000	72000.000	1.000	0.000	0.151	-0.013
34.000	72667.000	1.000	0.000	0.146	-0.013
35.000	73333.000	1.000	0.000	0.150	-0.013
36.000	74000.000	1.000	0.000	0.159	-0.013
37.000	74667.000	1.000	0.000	0.140	-0.013
38.000	75333.000	1.000	0.000	0.156	-0.013
39.000	76000.000	1.000	0.000	0.153	-0.013
40.000	76667.000	1.000	0.000	0.130	-0.013
41.000	77333.000	1.000	0.000	0.139	-0.013
42.000	78000.000	1.000	0.000	0.152	-0.013
43.000	78667.000	1.000	0.000	0.154	-0.013
44.000	79333.000	1.000	0.000	0.161	-0.013
45.000	80000.000	1.000	0.000	0.156	-0.013
46.000	80667.000	1.000	0.000	0.153	-0.013
47.000	81333.000	1.000	0.000	0.171	-0.013
48.000	82000.000	1.000	0.000	0.141	-0.013
49.000	82667.000	1.000	0.000	0.145	-0.013
50.000	83333.000	1.000	0.000	0.152	-0.013
51.000	84000.000	1.000	0.000	0.151	-0.013
52.000	84667.000	1.000	0.000	0.148	-0.013
53.000	85333.000	1.000	0.000	0.161	-0.013
54.000	86000.000	1.000	0.000	0.164	-0.013
55.000	86667.000	1.000	0.000	0.148	-0.013
56.000	87333.000	1.000	0.000	0.160	-0.013
57.000	88000.000	1.000	0.000	0.160	-0.013
58.000	88667.000	1.000	0.000	0.163	-0.013
59.000	89333.000	1.000	0.000	0.164	-0.013
60.000	90000.000	1.000	0.000	0.163	-0.013
61.000	90667.000	1.000	0.000	0.145	-0.013
62.000	91333.000	1.000	0.000	0.168	-0.013
63.000	92000.000	1.000	0.000	0.138	-0.013
64.000	92667.000	1.000	0.000	0.162	-0.013
65.000	93333.000	1.000	0.000	0.156	-0.013
66.000	94000.000	1.000	0.000	0.174	-0.013
67.000	94667.000	1.000	0.000	0.167	-0.013
68.000	95333.000	1.000	0.000	0.175	-0.013
69.000	96000.000	1.000	0.000	0.172	-0.013
70.000	96667.000	1.000	0.000	0.167	-0.013
71.000	97333.000	1.000	0.000	0.165	-0.013
72.000	98000.000	1.000	0.000	0.154	-0.013
73.000	98667.000	1.000	0.000	0.137	-0.013
74.000	99333.000	1.000	0.000	0.141	-0.013
75.000	100000.000	1.000	0.000	0.153	-0.013
76.000	100667.000	1.000	0.000	0.159	-0.013
77.000	101333.000	1.000	0.000	0.172	-0.013
78.000	102000.000	1.000	0.000	0.160	-0.013
79.000	102667.000	1.000	0.000	0.170	-0.013
80.000	103333.000	1.000	0.000	0.159	-0.013
81.000	104000.000	1.000	0.000	0.164	-0.013
82.000	104667.000	1.000	0.000	0.178	-0.013
83.000	105333.000	1.000	0.000	0.162	-0.013
84.000	106000.000	1.000	0.000	0.141	-0.013
85.000	106667.000	1.000	0.000	0.140	-0.013
86.000	107333.000	1.000	0.000	0.157	-0.013
87.000	108000.000	1.000	0.000	0.165	-0.013
88.000	108667.000	1.000	0.000	0.149	-0.013
89.000	109333.000	1.000	0.000	0.149	-0.013
90.000	110000.000	1.000	0.000	0.160	-0.013
91.000	110667.000	1.000	0.000	0.173	-0.013
92.000	111333.000	1.000	0.000	0.166	-0.013
93.000	112000.000	1.000	0.000	0.162	-0.013
94.000	112667.000	1.000	0.000	0.160	-0.013
95.000	113333.000	1.000	0.000	0.139	-0.013
96.000	114000.000	1.000	0.000	0.147	-0.013
97.000	114667.000	1.000	0.000	0.170	-0.013
98.000	115333.000	1.000	0.000	0.149	-0.013
99.000	116000.000	1.000	0.000	0.154	-0.013
100.000	116667.000	1.000	0.000	0.157	-0.013
101.000	117333.000	1.000	0.000	0.175	-0.013
102.000	118000.000	1.000	0.000	0.177	-0.013
103.000	118667.000	1.000	0.000	0.158	-0.013
104.000	119333.000	1.000	0.000	0.153	-0.013
105.000	120000.000	1.000	0.000	0.164	-0.013
106.000	120667.000	1.000	0.000	0.136	-0.013
107.000	121333.000	1.000	0.000	0.143	-0.013
108.000	122000.000	1.000	0.000	0.148	-0.013
109.000	122667.000	1.000	0.000	0.158	-0.013
110.000	123333.000	1.000	0.000	0.148	-0.013
111.000	124000.000	1.000	0.000	0.151	-0.013
112.000	124667.000	1.000	0.000	0.170	-0.013
113.000	125333.000	1.000	0.000	0.167	-0.013
114.000	126000.000	1.000	0.000	0.168	-0.013
115.000	126667.000	1.000	0.000	0.164	-0.013
116.000	127333.000	1.000	0.000	0.154	-0.013
117.000	128000.000	1.000	0.000	0.149	-0.013
118.000	128667.000	1.000	0.000	0.151	-0.013
119.000	129333.000	1.000	0.000	0.163	-0.013
120.000	130000.000	1.000	0.000	0.159	-0.013
121.000	130667.000	1.000	0.000	0.162	-0.013
122.000	131333.000	1.000	0.000	0.160	-0.013
123.000	132000.000	1.000	0.000	0.169	-0.013
124.000	132667.000	1.000	0.000	0.175	-0.013
125.000	133333.000	1.000	0.000	0.143	-0.013
126.000	134000.000	1.000	0.000	0.160	-0.013
127.000	134667.000	1.000	0.000	0.162	-0.013
128.000	135333.000	1.000	0.000	0.155	-0.013
129.000	136000.000	1.000	0.000	0.149	-0.013
130.000	136667.000	1.000	0.000	0.157	-0.013
131.000	137333.000	1.000	0.000	0.160	-0.013
132.000	138000.000	1.000	0.000	0.147	-0.013
133.000	138667.000	1.000	0.000	0.163	-0.013
134.000	139333.000	1.000	0.000	0.162	-0.013
135.000	140000.000	1.000	0.000	0.165	-0.013
136.000	140667.000	1.000	0.000	0.188	-0.013
137.000	141333.000	1.000	0.000	0.149	-0.013
138.000	142000.000	1.000	0.000	0.164	-0.013
139.000	142667.000	1.000	0.000	0.143	-0.013
140.000	143333.000	1.000	0.000	0.165	-0.013
141.000	144000.000	1.000	0.000	0.161	-0.013
142.000	144667.000	1.000	0.000	0.146	-0.013
143.000	145333.000	1.000	0.000	0.162	-0.013
144.000	146000.000	1.000	0.000	0.159	-0.013
145.000	146667.000	1.000	0.000	0.158	-0.013
146.000	147333.000	1.000	0.000	0.158	-0.013
147.000	148000.000	1.000	0.000	0.157	-0.013
148.000	148667.000	1.000	0.000	0.155	-0.013
149.000	149333.000	1.000	0.000	0.149	-0.013
150.000	150000.000	1.000	0.000	0.176	-0.013
151.000	149500.000	1.000	0.000	0.143	-0.013
152.000	148833.000	1.000	0.000	0.160	-0.013
153.000	148167.000	1.000	0.000	0.155	-0.013
154.000	147500.000	1.000	0.000	0.169	-0.013
155.000	146833.000	1.000	0.000	0.164	-0.013
156.000	146167.000	1.000	0.000	0.159	-0.013
157.000	145500.000	1.000	0.000	0.157	-0.013
158.000	144833.000	1.000	0.000	0.160	-0.013
159.000	144167.000	1.000	0.000	0.148	-0.013
160.000	143500.000	1.000	0.000	0.163	-0.013
161.000	142833.000	1.000	0.000	0.156	-0.013
162.000	142167.000	1.000	0.000	0.152	-0.013
163.000	141500.000	1.000	0.000	0.155	-0.013
164.000	140833.000	1.000	0.000	0.178	-0.013
165.000	140167.000	1.000	0.000	0.178	-0.013
166.000	139500.000	1.000	0.000	0.178	-0.013
167.000	138833.000	1.000	0.000	0.144	-0.013
168.000	138167.000	1.000	0.000	0.162	-0.013
169.000	137500.000	1.000	0.000	0.154	-0.013
170.000	136833.000	1.000	0.000	0.154	-0.013
171.000	136167.000	1.000	0.000	0.158	-0.013
172.000	135500.000	1.000	0.000	0.171	-0.013
173.000	134833.000	1.000	0.000	0.166	-0.013
174.000	134167.000	1.000	0.000	0.179	-0.013
