# Title:	Delay with 18 V static at n=27, 10 dB on MW Attn, AM = 1.4.
# Note:	Delay scan at n=27 with +9 V Bot, -9 V Top applied static field. 10 dB on MW Attn, 31.5 dB on PM Attn, PM = 1.4. High-frequency Stark state of 3d3/2 -> 27f targeted.
# Type:	Delay
# Hittite Freq:	19635.40 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361362.8 GHz
# Laser Mod:	NaN
# Laser Mod Attn:	31.5 dB
# MW Attn:	10.5 dB
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	-90 mV
# Static:	+9 V Bot, -9V Top
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	50000.000	1.000	0.000	0.052	-0.009
1.000	50667.000	1.000	0.000	0.061	-0.009
2.000	51333.000	1.000	0.000	0.062	-0.009
3.000	52000.000	1.000	0.000	0.057	-0.009
4.000	52667.000	1.000	0.000	0.069	-0.009
5.000	53333.000	1.000	0.000	0.065	-0.009
6.000	54000.000	1.000	0.000	0.071	-0.009
7.000	54667.000	1.000	0.000	0.068	-0.009
8.000	55333.000	1.000	0.000	0.078	-0.009
9.000	56000.000	1.000	0.000	0.074	-0.009
10.000	56667.000	1.000	0.000	0.069	-0.009
11.000	57333.000	1.000	0.000	0.068	-0.009
12.000	58000.000	1.000	0.000	0.066	-0.009
13.000	58667.000	1.000	0.000	0.067	-0.009
14.000	59333.000	1.000	0.000	0.054	-0.009
15.000	60000.000	1.000	0.000	0.055	-0.009
16.000	60667.000	1.000	0.000	0.061	-0.009
17.000	61333.000	1.000	0.000	0.061	-0.009
18.000	62000.000	1.000	0.000	0.042	-0.009
19.000	62667.000	1.000	0.000	0.047	-0.009
20.000	63333.000	1.000	0.000	0.048	-0.009
21.000	64000.000	1.000	0.000	0.058	-0.009
22.000	64667.000	1.000	0.000	0.054	-0.009
23.000	65333.000	1.000	0.000	0.058	-0.009
24.000	66000.000	1.000	0.000	0.058	-0.009
25.000	66667.000	1.000	0.000	0.066	-0.009
26.000	67333.000	1.000	0.000	0.075	-0.009
27.000	68000.000	1.000	0.000	0.066	-0.009
28.000	68667.000	1.000	0.000	0.073	-0.009
29.000	69333.000	1.000	0.000	0.079	-0.009
30.000	70000.000	1.000	0.000	0.077	-0.009
31.000	70667.000	1.000	0.000	0.083	-0.009
32.000	71333.000	1.000	0.000	0.071	-0.009
33.000	72000.000	1.000	0.000	0.070	-0.009
34.000	72667.000	1.000	0.000	0.076	-0.009
35.000	73333.000	1.000	0.000	0.069	-0.009
36.000	74000.000	1.000	0.000	0.071	-0.009
37.000	74667.000	1.000	0.000	0.060	-0.009
38.000	75333.000	1.000	0.000	0.054	-0.009
39.000	76000.000	1.000	0.000	0.050	-0.009
40.000	76667.000	1.000	0.000	0.060	-0.009
41.000	77333.000	1.000	0.000	0.065	-0.009
42.000	78000.000	1.000	0.000	0.062	-0.009
43.000	78667.000	1.000	0.000	0.062	-0.009
44.000	79333.000	1.000	0.000	0.059	-0.009
45.000	80000.000	1.000	0.000	0.060	-0.009
46.000	80667.000	1.000	0.000	0.060	-0.009
47.000	81333.000	1.000	0.000	0.067	-0.009
48.000	82000.000	1.000	0.000	0.075	-0.009
49.000	82667.000	1.000	0.000	0.069	-0.009
50.000	83333.000	1.000	0.000	0.063	-0.009
51.000	84000.000	1.000	0.000	0.076	-0.009
52.000	84667.000	1.000	0.000	0.079	-0.009
53.000	85333.000	1.000	0.000	0.082	-0.009
54.000	86000.000	1.000	0.000	0.088	-0.009
55.000	86667.000	1.000	0.000	0.067	-0.009
56.000	87333.000	1.000	0.000	0.080	-0.009
57.000	88000.000	1.000	0.000	0.072	-0.009
58.000	88667.000	1.000	0.000	0.066	-0.009
59.000	89333.000	1.000	0.000	0.065	-0.009
60.000	90000.000	1.000	0.000	0.053	-0.009
61.000	90667.000	1.000	0.000	0.051	-0.009
62.000	91333.000	1.000	0.000	0.053	-0.009
63.000	92000.000	1.000	0.000	0.057	-0.009
64.000	92667.000	1.000	0.000	0.051	-0.009
65.000	93333.000	1.000	0.000	0.060	-0.009
66.000	94000.000	1.000	0.000	0.049	-0.009
67.000	94667.000	1.000	0.000	0.064	-0.009
68.000	95333.000	1.000	0.000	0.057	-0.009
69.000	96000.000	1.000	0.000	0.070	-0.009
70.000	96667.000	1.000	0.000	0.068	-0.009
71.000	97333.000	1.000	0.000	0.076	-0.009
72.000	98000.000	1.000	0.000	0.072	-0.009
73.000	98667.000	1.000	0.000	0.077	-0.009
74.000	99333.000	1.000	0.000	0.069	-0.009
75.000	100000.000	1.000	0.000	0.074	-0.009
76.000	100667.000	1.000	0.000	0.079	-0.009
77.000	101333.000	1.000	0.000	0.077	-0.009
78.000	102000.000	1.000	0.000	0.060	-0.009
79.000	102667.000	1.000	0.000	0.074	-0.009
80.000	103333.000	1.000	0.000	0.075	-0.009
81.000	104000.000	1.000	0.000	0.059	-0.009
82.000	104667.000	1.000	0.000	0.059	-0.009
83.000	105333.000	1.000	0.000	0.044	-0.009
84.000	106000.000	1.000	0.000	0.055	-0.009
85.000	106667.000	1.000	0.000	0.064	-0.009
86.000	107333.000	1.000	0.000	0.057	-0.009
87.000	108000.000	1.000	0.000	0.048	-0.009
88.000	108667.000	1.000	0.000	0.055	-0.009
89.000	109333.000	1.000	0.000	0.057	-0.009
90.000	110000.000	1.000	0.000	0.057	-0.009
91.000	110667.000	1.000	0.000	0.060	-0.009
92.000	111333.000	1.000	0.000	0.056	-0.009
93.000	112000.000	1.000	0.000	0.060	-0.009
94.000	112667.000	1.000	0.000	0.069	-0.009
95.000	113333.000	1.000	0.000	0.069	-0.009
96.000	114000.000	1.000	0.000	0.081	-0.009
97.000	114667.000	1.000	0.000	0.071	-0.009
98.000	115333.000	1.000	0.000	0.079	-0.009
99.000	116000.000	1.000	0.000	0.075	-0.009
100.000	116667.000	1.000	0.000	0.077	-0.009
101.000	117333.000	1.000	0.000	0.059	-0.009
102.000	118000.000	1.000	0.000	0.064	-0.009
103.000	118667.000	1.000	0.000	0.057	-0.009
104.000	119333.000	1.000	0.000	0.044	-0.009
105.000	120000.000	1.000	0.000	0.053	-0.009
106.000	120667.000	1.000	0.000	0.056	-0.009
107.000	121333.000	1.000	0.000	0.062	-0.009
108.000	122000.000	1.000	0.000	0.056	-0.009
109.000	122667.000	1.000	0.000	0.050	-0.009
110.000	123333.000	1.000	0.000	0.053	-0.009
111.000	124000.000	1.000	0.000	0.054	-0.009
112.000	124667.000	1.000	0.000	0.052	-0.009
113.000	125333.000	1.000	0.000	0.056	-0.009
114.000	126000.000	1.000	0.000	0.052	-0.009
115.000	126667.000	1.000	0.000	0.063	-0.009
116.000	127333.000	1.000	0.000	0.076	-0.009
117.000	128000.000	1.000	0.000	0.064	-0.009
118.000	128667.000	1.000	0.000	0.082	-0.009
119.000	129333.000	1.000	0.000	0.079	-0.009
120.000	130000.000	1.000	0.000	0.074	-0.009
121.000	130667.000	1.000	0.000	0.076	-0.009
122.000	131333.000	1.000	0.000	0.083	-0.009
123.000	132000.000	1.000	0.000	0.076	-0.009
124.000	132667.000	1.000	0.000	0.074	-0.009
125.000	133333.000	1.000	0.000	0.062	-0.009
126.000	134000.000	1.000	0.000	0.051	-0.009
127.000	134667.000	1.000	0.000	0.058	-0.009
128.000	135333.000	1.000	0.000	0.059	-0.009
129.000	136000.000	1.000	0.000	0.050	-0.009
130.000	136667.000	1.000	0.000	0.050	-0.009
131.000	137333.000	1.000	0.000	0.060	-0.009
132.000	138000.000	1.000	0.000	0.063	-0.009
133.000	138667.000	1.000	0.000	0.066	-0.009
134.000	139333.000	1.000	0.000	0.053	-0.009
135.000	140000.000	1.000	0.000	0.058	-0.009
136.000	140667.000	1.000	0.000	0.058	-0.009
137.000	141333.000	1.000	0.000	0.063	-0.009
138.000	142000.000	1.000	0.000	0.056	-0.009
139.000	142667.000	1.000	0.000	0.065	-0.009
140.000	143333.000	1.000	0.000	0.070	-0.009
141.000	144000.000	1.000	0.000	0.076	-0.009
142.000	144667.000	1.000	0.000	0.070	-0.009
143.000	145333.000	1.000	0.000	0.073	-0.009
144.000	146000.000	1.000	0.000	0.080	-0.009
145.000	146667.000	1.000	0.000	0.073	-0.009
146.000	147333.000	1.000	0.000	0.073	-0.009
147.000	148000.000	1.000	0.000	0.058	-0.009
148.000	148667.000	1.000	0.000	0.057	-0.009
149.000	149333.000	1.000	0.000	0.057	-0.009
150.000	150000.000	1.000	0.000	0.060	-0.009
151.000	149500.000	1.000	0.000	0.057	-0.009
152.000	148833.000	1.000	0.000	0.056	-0.009
153.000	148167.000	1.000	0.000	0.061	-0.009
154.000	147500.000	1.000	0.000	0.059	-0.009
155.000	146833.000	1.000	0.000	0.082	-0.009
156.000	146167.000	1.000	0.000	0.081	-0.009
157.000	145500.000	1.000	0.000	0.074	-0.009
158.000	144833.000	1.000	0.000	0.085	-0.009
159.000	144167.000	1.000	0.000	0.071	-0.009
160.000	143500.000	1.000	0.000	0.068	-0.009
161.000	142833.000	1.000	0.000	0.070	-0.009
162.000	142167.000	1.000	0.000	0.068	-0.009
163.000	141500.000	1.000	0.000	0.071	-0.009
164.000	140833.000	1.000	0.000	0.058	-0.009
165.000	140167.000	1.000	0.000	0.064	-0.009
166.000	139500.000	1.000	0.000	0.066	-0.009
167.000	138833.000	1.000	0.000	0.052	-0.009
168.000	138167.000	1.000	0.000	0.051	-0.009
169.000	137500.000	1.000	0.000	0.043	-0.009
170.000	136833.000	1.000	0.000	0.058	-0.009
171.000	136167.000	1.000	0.000	0.060	-0.009
172.000	135500.000	1.000	0.000	0.050	-0.009
173.000	134833.000	1.000	0.000	0.060	-0.009
174.000	134167.000	1.000	0.000	0.069	-0.009
175.000	133500.000	1.000	0.000	0.067	-0.009
176.000	132833.000	1.000	0.000	0.062	-0.009
177.000	132167.000	1.000	0.000	0.066	-0.009
178.000	131500.000	1.000	0.000	0.079	-0.009
179.000	130833.000	1.000	0.000	0.074	-0.009
180.000	130167.000	1.000	0.000	0.074	-0.009
181.000	129500.000	1.000	0.000	0.079	-0.009
182.000	128833.000	1.000	0.000	0.082	-0.009
183.000	128167.000	1.000	0.000	0.070	-0.009
184.000	127500.000	1.000	0.000	0.061	-0.009
185.000	126833.000	1.000	0.000	0.063	-0.009
186.000	126167.000	1.000	0.000	0.060	-0.009
187.000	125500.000	1.000	0.000	0.060	-0.009
188.000	124833.000	1.000	0.000	0.057	-0.009
189.000	124167.000	1.000	0.000	0.058	-0.009
190.000	123500.000	1.000	0.000	0.044	-0.009
191.000	122833.000	1.000	0.000	0.052	-0.009
192.000	122167.000	1.000	0.000	0.052	-0.009
193.000	121500.000	1.000	0.000	0.052	-0.009
194.000	120833.000	1.000	0.000	0.049	-0.009
195.000	120167.000	1.000	0.000	0.056	-0.009
196.000	119500.000	1.000	0.000	0.049	-0.009
197.000	118833.000	1.000	0.000	0.052	-0.009
198.000	118167.000	1.000	0.000	0.066	-0.009
199.000	117500.000	1.000	0.000	0.073	-0.009
200.000	116833.000	1.000	0.000	0.069	-0.009
201.000	116167.000	1.000	0.000	0.074	-0.009
202.000	115500.000	1.000	0.000	0.070	-0.009
203.000	114833.000	1.000	0.000	0.068	-0.009
204.000	114167.000	1.000	0.000	0.076	-0.009
205.000	113500.000	1.000	0.000	0.066	-0.009
206.000	112833.000	1.000	0.000	0.062	-0.009
207.000	112167.000	1.000	0.000	0.057	-0.009
208.000	111500.000	1.000	0.000	0.063	-0.009
209.000	110833.000	1.000	0.000	0.051	-0.009
