# Title:	Delay with -18 V static at n=27, 10 dB on MW Attn, AM = 1.4.
# Note:	Delay scan at n=27 with +9 V Bot, -9 V Top applied static field. 10 dB on MW Attn, 31.5 dB on PM Attn, PM = 1.4. Low-frequency Stark state of 3d5/2 -> 27f targeted.
# Type:	Delay
# Hittite Freq:	19635.40 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361354.6 GHz
# Laser Mod:	NaN
# Laser Mod Attn:	31.5 dB
# MW Attn:	10.5 dB
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	-90 mV
# Static:	-9 V Bot, +9 V Top
# Static Off:	NaN
i	d	n	nb	s	sb
0.000	50000.000	1.000	0.000	0.053	-0.005
1.000	50667.000	1.000	0.000	0.054	-0.005
2.000	51333.000	1.000	0.000	0.058	-0.005
3.000	52000.000	1.000	0.000	0.064	-0.005
4.000	52667.000	1.000	0.000	0.063	-0.005
5.000	53333.000	1.000	0.000	0.061	-0.005
6.000	54000.000	1.000	0.000	0.075	-0.005
7.000	54667.000	1.000	0.000	0.066	-0.005
8.000	55333.000	1.000	0.000	0.071	-0.005
9.000	56000.000	1.000	0.000	0.058	-0.005
10.000	56667.000	1.000	0.000	0.067	-0.005
11.000	57333.000	1.000	0.000	0.058	-0.005
12.000	58000.000	1.000	0.000	0.058	-0.005
13.000	58667.000	1.000	0.000	0.053	-0.005
14.000	59333.000	1.000	0.000	0.055	-0.005
15.000	60000.000	1.000	0.000	0.056	-0.005
16.000	60667.000	1.000	0.000	0.056	-0.005
17.000	61333.000	1.000	0.000	0.044	-0.005
18.000	62000.000	1.000	0.000	0.051	-0.005
19.000	62667.000	1.000	0.000	0.052	-0.005
20.000	63333.000	1.000	0.000	0.044	-0.005
21.000	64000.000	1.000	0.000	0.046	-0.005
22.000	64667.000	1.000	0.000	0.056	-0.005
23.000	65333.000	1.000	0.000	0.054	-0.005
24.000	66000.000	1.000	0.000	0.054	-0.005
25.000	66667.000	1.000	0.000	0.059	-0.005
26.000	67333.000	1.000	0.000	0.062	-0.005
27.000	68000.000	1.000	0.000	0.066	-0.005
28.000	68667.000	1.000	0.000	0.069	-0.005
29.000	69333.000	1.000	0.000	0.074	-0.005
30.000	70000.000	1.000	0.000	0.076	-0.005
31.000	70667.000	1.000	0.000	0.068	-0.005
32.000	71333.000	1.000	0.000	0.066	-0.005
33.000	72000.000	1.000	0.000	0.070	-0.005
34.000	72667.000	1.000	0.000	0.061	-0.005
35.000	73333.000	1.000	0.000	0.044	-0.005
36.000	74000.000	1.000	0.000	0.057	-0.005
37.000	74667.000	1.000	0.000	0.043	-0.005
38.000	75333.000	1.000	0.000	0.051	-0.005
39.000	76000.000	1.000	0.000	0.050	-0.005
40.000	76667.000	1.000	0.000	0.046	-0.005
41.000	77333.000	1.000	0.000	0.047	-0.005
42.000	78000.000	1.000	0.000	0.050	-0.005
43.000	78667.000	1.000	0.000	0.046	-0.005
44.000	79333.000	1.000	0.000	0.049	-0.005
45.000	80000.000	1.000	0.000	0.051	-0.005
46.000	80667.000	1.000	0.000	0.050	-0.005
47.000	81333.000	1.000	0.000	0.049	-0.005
48.000	82000.000	1.000	0.000	0.057	-0.005
49.000	82667.000	1.000	0.000	0.056	-0.005
50.000	83333.000	1.000	0.000	0.065	-0.005
51.000	84000.000	1.000	0.000	0.068	-0.005
52.000	84667.000	1.000	0.000	0.055	-0.005
53.000	85333.000	1.000	0.000	0.067	-0.005
54.000	86000.000	1.000	0.000	0.066	-0.005
55.000	86667.000	1.000	0.000	0.066	-0.005
56.000	87333.000	1.000	0.000	0.063	-0.005
