# Title: Dye Laser Frequency Scan, no MW or Modulation, 0 V static, looking for zero field states
# Note:	Frequency Scan at n=27. No static, no MW or PM. Looking for zero field states of 3d 3/2,5/2 -> 27f
# Type:	Frequency
# Hittite Freq:	19635.40 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	MAX
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	222 mV
# Static:	0
# Static Off:	NaN
i	f	n	nb	s	sb
0	-4515.52	1	0	0.0112868	-0.000232432	
1	-4515.72	1	0	0.0101687	-0.000232432	
2	-4515.72	1	0	0.00997144	-0.000232432	
3	-4515.72	1	0	0.0104647	-0.000232432	
4	-4515.72	1	0	0.00875473	-0.000232432	
5	-4515.72	1	0	0.00816282	-0.000232432	
6	-4515.72	1	0	0.00704477	-0.000232432	
7	-4515.72	1	0	0.0088205	-0.000232432	
8	-4515.62	1	0	0.0107606	-0.000232432	
9	-4515.62	1	0	0.00257256	-0.000232432	
10	-4515.62	1	0	0.00720919	-0.000232432	
11	-4515.62	1	0	0.0047429	-0.000232432	
12	-4515.62	1	0	0.00753803	-0.000232432	
13	-4515.62	1	0	0.01178	-0.000232432	
14	-4515.52	1	0	0.010958	-0.000232432	
15	-4515.52	1	0	0.00786687	-0.000232432	
16	-4515.52	1	0	0.0109908	-0.000232432	
17	-4515.52	1	0	0.00691323	-0.000232432	
18	-4515.52	1	0	0.00720919	-0.000232432	
19	-4515.42	1	0	0.0128652	-0.000232432	
20	-4515.42	1	0	0.0105633	-0.000232432	
21	-4515.42	1	0	0.00730784	-0.000232432	
22	-4515.32	1	0	0.00467713	-0.000232432	
23	-4515.32	1	0	0.00951106	-0.000232432	
24	-4515.42	1	0	0.0121418	-0.000232432	
25	-4515.32	1	0	0.0114183	-0.000232432	
26	-4515.32	1	0	0.0140819	-0.000232432	
27	-4515.22	1	0	0.00763668	-0.000232432	
28	-4515.22	1	0	0.0115499	-0.000232432	
29	-4515.22	1	0	0.00970836	-0.000232432	
30	-4515.22	1	0	0.0101687	-0.000232432	
31	-4515.22	1	0	0.00645286	-0.000232432	
32	-4515.22	1	0	0.0090178	-0.000232432	
33	-4515.22	1	0	0.00960971	-0.000232432	
34	-4515.22	1	0	0.0059596	-0.000232432	
35	-4515.22	1	0	0.00517039	-0.000232432	
36	-4515.22	1	0	0.00563076	-0.000232432	
37	-4515.22	1	0	0.00300005	-0.000232432	
38	-4515.22	1	0	0.01178	-0.000232432	
39	-4515.22	1	0	0.0067817	-0.000232432	
40	-4515.22	1	0	0.0114512	-0.000232432	
41	-4515.22	1	0	0.0157261	-0.000232432	
42	-4515.22	1	0	0.00872185	-0.000232432	
43	-4515.22	1	0	0.00388792	-0.000232432	
44	-4515.22	1	0	0.00477578	-0.000232432	
45	-4515.22	1	0	0.00737361	-0.000232432	
46	-4515.22	1	0	0.00928087	-0.000232432	
47	-4515.22	1	0	0.005565	-0.000232432	
48	-4515.22	1	0	0.0107606	-0.000232432	
49	-4515.22	1	0	0.00832724	-0.000232432	
50	-4515.12	1	0	0.00895204	-0.000232432	
51	-4515.12	1	0	0.00855743	-0.000232432	
52	-4515.12	1	0	0.010366	-0.000232432	
53	-4515.12	1	0	0.00819571	-0.000232432	
54	-4515.12	1	0	0.012076	-0.000232432	
55	-4515.02	1	0	0.00941241	-0.000232432	
56	-4515.12	1	0	0.00891915	-0.000232432	
57	-4515.02	1	0	0.00763668	-0.000232432	
58	-4515.02	1	0	0.00563076	-0.000232432	
59	-4514.92	1	0	0.00829436	-0.000232432	
60	-4514.92	1	0	0.0108593	-0.000232432	
61	-4515.02	1	0	0.0143121	-0.000232432	
62	-4514.92	1	0	0.00750514	-0.000232432	
63	-4514.92	1	0	0.00944529	-0.000232432	
64	-4514.92	1	0	0.011221	-0.000232432	
65	-4514.82	1	0	0.00618979	-0.000232432	
66	-4514.92	1	0	0.0150027	-0.000232432	
67	-4514.82	1	0	0.012931	-0.000232432	
68	-4514.82	1	0	0.010366	-0.000232432	
69	-4514.82	1	0	0.0166797	-0.000232432	
