# Title: Dye Laser Frequency Scan, 10 dB on Var Attn, n=27 and sidebands.
# Note:	Frequency Scan at n=27, 10 dB on Var Attn, looking for Sidebands.
# Type:	Frequency
# Hittite Freq:	19635.40 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10.0 dB
# Delay:	1000 ns
# MW Off:	NaN
# Top w/o Static:	-90 mV
# Static:	0 V
# Static Off:	NaN
i	f	n	nb	s	sb
0	-4316.52	-0.075382	-0.0796388	-0.00393844	-0.0102374	
1	-4317.22	-0.075382	-0.0796388	-0.00502361	-0.0102374	
2	-4317.92	-0.075382	-0.0796388	-0.00834488	-0.0102374	
3	-4318.72	-0.075382	-0.0796388	-0.00308346	-0.0102374	
4	-4319.42	-0.075382	-0.0796388	-0.00577994	-0.0102374	
5	-4320.52	-0.075382	-0.0796388	-0.00656916	-0.0102374	
6	-4321.72	-0.075382	-0.0796388	-0.0064705	-0.0102374	
7	-4322.72	-0.075382	-0.0796388	-0.00591148	-0.0102374	
8	-4324.32	-0.075382	-0.0796388	-0.00739125	-0.0102374	
9	-4325.82	-0.075382	-0.0796388	-0.0044317	-0.0102374	
10	-4327.42	-0.075382	-0.0796388	-0.00864084	-0.0102374	
11	-4329.32	-0.075382	-0.0796388	-0.0100877	-0.0102374	
12	-4330.82	-0.075382	-0.0796388	-0.0100548	-0.0102374	
13	-4333.22	-0.075382	-0.0796388	-0.00535245	-0.0102374	
14	-4334.72	-0.075382	-0.0796388	-0.0111729	-0.0102374	
15	-4336.72	-0.075382	-0.0796388	-0.00834488	-0.0102374	
16	-4338.32	-0.075382	-0.0796388	-0.00916698	-0.0102374	
17	-4340.12	-0.075382	-0.0796388	-0.010285	-0.0102374	
18	-4342.02	-0.075382	-0.0796388	-0.0103508	-0.0102374	
19	-4343.32	-0.075382	-0.0796388	-0.0109427	-0.0102374	
20	-4345.32	-0.075382	-0.0796388	-0.00755567	-0.0102374	
21	-4346.72	-0.075382	-0.0796388	-0.0113373	-0.0102374	
22	-4348.72	-0.075382	-0.0796388	-0.00880526	-0.0102374	
23	-4350.42	-0.075382	-0.0796388	-0.00893679	-0.0102374	
