# Delay scan
# PM at 12.4 (31.5 dB)
# MW at 19 dB, 18.5094 GHzs, 18.6 dBm
# 0 Resonance
# Laser at 365859.0 GHz
# Static at 40 mV
i	d	n	nb	s	sb
0.000	48520.000	0.001	0.001	0.042	0.001
1.000	49593.000	0.001	0.001	0.046	0.001
2.000	50665.000	0.001	0.001	0.038	0.001
3.000	51738.000	0.001	0.001	0.029	0.001
4.000	52810.000	0.001	0.001	0.041	0.001
5.000	53883.000	0.001	0.001	0.045	0.001
6.000	54955.000	0.001	0.001	0.041	0.001
7.000	56028.000	0.001	0.001	0.058	0.001
8.000	57100.000	0.001	0.001	0.054	0.001
9.000	58173.000	0.001	0.001	0.047	0.001
10.000	59245.000	0.001	0.001	0.042	0.001
11.000	60318.000	0.001	0.001	0.048	0.001
12.000	61390.000	0.001	0.001	0.054	0.001
13.000	62463.000	0.001	0.001	0.047	0.001
14.000	63535.000	0.001	0.001	0.045	0.001
15.000	64608.000	0.001	0.001	0.049	0.001
16.000	65680.000	0.001	0.001	0.041	0.001
17.000	66753.000	0.001	0.001	0.033	0.001
18.000	67825.000	0.001	0.001	0.033	0.001
19.000	68898.000	0.001	0.001	0.053	0.001
20.000	69970.000	0.001	0.001	0.045	0.001
21.000	71043.000	0.001	0.001	0.052	0.001
22.000	72115.000	0.001	0.001	0.039	0.001
23.000	73188.000	0.001	0.001	0.045	0.001
24.000	74260.000	0.001	0.001	0.039	0.001
25.000	75333.000	0.001	0.001	0.062	0.001
26.000	76405.000	0.001	0.001	0.045	0.001
27.000	77478.000	0.001	0.001	0.048	0.001
28.000	78550.000	0.001	0.001	0.043	0.001
29.000	79623.000	0.001	0.001	0.047	0.001
30.000	80695.000	0.001	0.001	0.052	0.001
31.000	81768.000	0.001	0.001	0.041	0.001
32.000	82840.000	0.001	0.001	0.048	0.001
33.000	83913.000	0.001	0.001	0.040	0.001
34.000	84985.000	0.001	0.001	0.040	0.001
35.000	86058.000	0.001	0.001	0.048	0.001
36.000	87130.000	0.001	0.001	0.056	0.001
37.000	88203.000	0.001	0.001	0.058	0.001
38.000	89275.000	0.001	0.001	0.049	0.001
39.000	90348.000	0.001	0.001	0.049	0.001
40.000	91420.000	0.001	0.001	0.054	0.001
41.000	92493.000	0.001	0.001	0.038	0.001
42.000	93565.000	0.001	0.001	0.059	0.001
43.000	94638.000	0.001	0.001	0.048	0.001
44.000	95710.000	0.001	0.001	0.042	0.001
45.000	96783.000	0.001	0.001	0.044	0.001
46.000	97855.000	0.001	0.001	0.044	0.001
47.000	98928.000	0.001	0.001	0.042	0.001
48.000	100000.000	0.001	0.001	0.033	0.001
49.000	101072.000	0.001	0.001	0.048	0.001
50.000	102145.000	0.001	0.001	0.046	0.001
51.000	103217.000	0.001	0.001	0.047	0.001
52.000	104290.000	0.001	0.001	0.058	0.001
53.000	105362.000	0.001	0.001	0.046	0.001
54.000	106435.000	0.001	0.001	0.039	0.001
55.000	107507.000	0.001	0.001	0.047	0.001
56.000	108580.000	0.001	0.001	0.046	0.001
57.000	109652.000	0.001	0.001	0.051	0.001
58.000	110725.000	0.001	0.001	0.048	0.001
59.000	111797.000	0.001	0.001	0.042	0.001
60.000	112870.000	0.001	0.001	0.041	0.001
61.000	113942.000	0.001	0.001	0.034	0.001
62.000	115015.000	0.001	0.001	0.042	0.001
63.000	116087.000	0.001	0.001	0.042	0.001
64.000	117160.000	0.001	0.001	0.036	0.001
65.000	118232.000	0.001	0.001	0.055	0.001
66.000	119305.000	0.001	0.001	0.048	0.001
67.000	120377.000	0.001	0.001	0.046	0.001
68.000	121450.000	0.001	0.001	0.033	0.001
69.000	122522.000	0.001	0.001	0.045	0.001
70.000	123595.000	0.001	0.001	0.052	0.001
71.000	124667.000	0.001	0.001	0.040	0.001
72.000	125740.000	0.001	0.001	0.035	0.001
73.000	126812.000	0.001	0.001	0.044	0.001
74.000	127885.000	0.001	0.001	0.044	0.001
75.000	128957.000	0.001	0.001	0.040	0.001
76.000	130030.000	0.001	0.001	0.047	0.001
77.000	131102.000	0.001	0.001	0.034	0.001
78.000	132175.000	0.001	0.001	0.034	0.001
79.000	133247.000	0.001	0.001	0.041	0.001
80.000	134320.000	0.001	0.001	0.053	0.001
81.000	135392.000	0.001	0.001	0.054	0.001
82.000	136465.000	0.001	0.001	0.055	0.001
83.000	137537.000	0.001	0.001	0.048	0.001
84.000	138610.000	0.001	0.001	0.038	0.001
85.000	139682.000	0.001	0.001	0.040	0.001
86.000	140755.000	0.001	0.001	0.046	0.001
87.000	141827.000	0.001	0.001	0.045	0.001
88.000	142900.000	0.001	0.001	0.039	0.001
89.000	143972.000	0.001	0.001	0.063	0.001
90.000	145045.000	0.001	0.001	0.033	0.001
91.000	146117.000	0.001	0.001	0.035	0.001
92.000	147190.000	0.001	0.001	0.030	0.001
93.000	148262.000	0.001	0.001	0.038	0.001
94.000	149335.000	0.001	0.001	0.048	0.001
95.000	150407.000	0.001	0.001	0.039	0.001
96.000	151480.000	0.001	0.001	0.050	0.001
97.000	150675.000	0.001	0.001	0.039	0.001
98.000	149603.000	0.001	0.001	0.039	0.001
99.000	148530.000	0.001	0.001	0.031	0.001
100.000	147458.000	0.001	0.001	0.035	0.001
101.000	146385.000	0.001	0.001	0.037	0.001
102.000	145313.000	0.001	0.001	0.034	0.001
103.000	144240.000	0.001	0.001	0.047	0.001
104.000	143168.000	0.001	0.001	0.042	0.001
105.000	142095.000	0.001	0.001	0.046	0.001
106.000	141023.000	0.001	0.001	0.046	0.001
107.000	139950.000	0.001	0.001	0.051	0.001
108.000	138878.000	0.001	0.001	0.040	0.001
109.000	137805.000	0.001	0.001	0.037	0.001
110.000	136733.000	0.001	0.001	0.044	0.001
111.000	135660.000	0.001	0.001	0.049	0.001
112.000	134588.000	0.001	0.001	0.052	0.001
113.000	133515.000	0.001	0.001	0.043	0.001
114.000	132443.000	0.001	0.001	0.032	0.001
115.000	131370.000	0.001	0.001	0.027	0.001
116.000	130298.000	0.001	0.001	0.041	0.001
117.000	129225.000	0.001	0.001	0.029	0.001
118.000	128153.000	0.001	0.001	0.038	0.001
119.000	127080.000	0.001	0.001	0.031	0.001
120.000	126008.000	0.001	0.001	0.036	0.001
121.000	124935.000	0.001	0.001	0.041	0.001
122.000	123863.000	0.001	0.001	0.034	0.001
123.000	122790.000	0.001	0.001	0.041	0.001
124.000	121718.000	0.001	0.001	0.030	0.001
125.000	120645.000	0.001	0.001	0.038	0.001
126.000	119573.000	0.001	0.001	0.052	0.001
127.000	118501.000	0.001	0.001	0.047	0.001
128.000	117428.000	0.001	0.001	0.033	0.001
129.000	116356.000	0.001	0.001	0.040	0.001
130.000	115283.000	0.001	0.001	0.034	0.001
131.000	114211.000	0.001	0.001	0.044	0.001
132.000	113138.000	0.001	0.001	0.035	0.001
133.000	112066.000	0.001	0.001	0.032	0.001
134.000	110993.000	0.001	0.001	0.038	0.001
135.000	109921.000	0.001	0.001	0.045	0.001
136.000	108848.000	0.001	0.001	0.043	0.001
137.000	107776.000	0.001	0.001	0.039	0.001
138.000	106703.000	0.001	0.001	0.038	0.001
139.000	105631.000	0.001	0.001	0.045	0.001
140.000	104558.000	0.001	0.001	0.044	0.001
141.000	103486.000	0.001	0.001	0.057	0.001
142.000	102413.000	0.001	0.001	0.048	0.001
143.000	101341.000	0.001	0.001	0.033	0.001
144.000	100268.000	0.001	0.001	0.040	0.001
145.000	99196.000	0.001	0.001	0.022	0.001
146.000	98123.000	0.001	0.001	0.040	0.001
147.000	97051.000	0.001	0.001	0.028	0.001
148.000	95978.000	0.001	0.001	0.033	0.001
149.000	94906.000	0.001	0.001	0.038	0.001
150.000	93833.000	0.001	0.001	0.035	0.001
151.000	92761.000	0.001	0.001	0.046	0.001
152.000	91688.000	0.001	0.001	0.031	0.001
153.000	90616.000	0.001	0.001	0.050	0.001
154.000	89543.000	0.001	0.001	0.033	0.001
155.000	88471.000	0.001	0.001	0.045	0.001
156.000	87398.000	0.001	0.001	0.041	0.001
157.000	86326.000	0.001	0.001	0.034	0.001
158.000	85253.000	0.001	0.001	0.036	0.001
159.000	84181.000	0.001	0.001	0.027	0.001
160.000	83108.000	0.001	0.001	0.029	0.001
161.000	82036.000	0.001	0.001	0.030	0.001
162.000	80963.000	0.001	0.001	0.031	0.001
163.000	79891.000	0.001	0.001	0.037	0.001
164.000	78818.000	0.001	0.001	0.044	0.001
165.000	77746.000	0.001	0.001	0.039	0.001
166.000	76673.000	0.001	0.001	0.041	0.001
167.000	75601.000	0.001	0.001	0.044	0.001
168.000	74528.000	0.001	0.001	0.036	0.001
169.000	73456.000	0.001	0.001	0.032	0.001
170.000	72383.000	0.001	0.001	0.036	0.001
171.000	71311.000	0.001	0.001	0.031	0.001
172.000	70238.000	0.001	0.001	0.035	0.001
173.000	69166.000	0.001	0.001	0.035	0.001
174.000	68093.000	0.001	0.001	0.033	0.001
175.000	67021.000	0.001	0.001	0.025	0.001
176.000	65948.000	0.001	0.001	0.029	0.001
