# Delay scan
# PM at 2.4 (31.5 dB)
# MW at 19 dB, 18.5094 GHzs, 18.6 dBm
# 0 Resonance
# Laser at 365859.0 GHz
# Static at 0 mV
# No Mod:	0.045223
# No Mod No MW:	0.0919838
i	d	n	nb	s	sb
0.000	46804.000	0.443	-0.058	0.059	-0.000
1.000	47876.000	0.443	-0.058	0.047	-0.000
2.000	48948.000	0.443	-0.058	0.039	-0.000
3.000	50020.000	0.443	-0.058	0.043	-0.000
4.000	51092.000	0.443	-0.058	0.045	-0.000
5.000	52164.000	0.443	-0.058	0.045	-0.000
6.000	53236.000	0.443	-0.058	0.065	-0.000
7.000	54308.000	0.443	-0.058	0.059	-0.000
8.000	55380.000	0.443	-0.058	0.056	-0.000
9.000	56452.000	0.443	-0.058	0.052	-0.000
10.000	57524.000	0.443	-0.058	0.050	-0.000
11.000	58596.000	0.443	-0.058	0.044	-0.000
12.000	59668.000	0.443	-0.058	0.042	-0.000
13.000	60740.000	0.443	-0.058	0.041	-0.000
14.000	61812.000	0.443	-0.058	0.064	-0.000
15.000	62884.000	0.443	-0.058	0.057	-0.000
16.000	63956.000	0.443	-0.058	0.051	-0.000
17.000	65028.000	0.443	-0.058	0.057	-0.000
18.000	66099.000	0.443	-0.058	0.048	-0.000
19.000	67171.000	0.443	-0.058	0.047	-0.000
20.000	68243.000	0.443	-0.058	0.054	-0.000
21.000	69315.000	0.443	-0.058	0.066	-0.000
22.000	70387.000	0.443	-0.058	0.074	-0.000
23.000	71459.000	0.443	-0.058	0.056	-0.000
24.000	72531.000	0.443	-0.058	0.053	-0.000
25.000	73603.000	0.443	-0.058	0.053	-0.000
26.000	74675.000	0.443	-0.058	0.063	-0.000
27.000	75747.000	0.443	-0.058	0.033	-0.000
28.000	76819.000	0.443	-0.058	0.050	-0.000
29.000	77891.000	0.443	-0.058	0.070	-0.000
30.000	78963.000	0.443	-0.058	0.071	-0.000
31.000	80035.000	0.443	-0.058	0.048	-0.000
32.000	81107.000	0.443	-0.058	0.050	-0.000
33.000	82179.000	0.443	-0.058	0.050	-0.000
34.000	83251.000	0.443	-0.058	0.047	-0.000
35.000	84323.000	0.443	-0.058	0.041	-0.000
36.000	85395.000	0.443	-0.058	0.061	-0.000
37.000	86467.000	0.443	-0.058	0.064	-0.000
38.000	87539.000	0.443	-0.058	0.063	-0.000
39.000	88611.000	0.443	-0.058	0.055	-0.000
40.000	89682.000	0.443	-0.058	0.035	-0.000
41.000	90754.000	0.443	-0.058	0.035	-0.000
42.000	91826.000	0.443	-0.058	0.057	-0.000
43.000	92898.000	0.443	-0.058	0.057	-0.000
44.000	93970.000	0.443	-0.058	0.063	-0.000
45.000	95042.000	0.443	-0.058	0.068	-0.000
46.000	96114.000	0.443	-0.058	0.051	-0.000
47.000	97186.000	0.443	-0.058	0.041	-0.000
48.000	98258.000	0.443	-0.058	0.044	-0.000
49.000	99330.000	0.443	-0.058	0.041	-0.000
50.000	100402.000	0.443	-0.058	0.038	-0.000
51.000	101474.000	0.443	-0.058	0.056	-0.000
52.000	102546.000	0.443	-0.058	0.061	-0.000
53.000	103618.000	0.443	-0.058	0.062	-0.000
54.000	104690.000	0.443	-0.058	0.047	-0.000
