# Long Delay scan
# PM at 1.0 (38 dB)
# MW at 19 dB
# - Resonance
# Laser at 365818.6 GHz
# Static at 0 mV
# Norm	0.274391, 0.25157 -> 0.2629805
# Norm Background	0.0772695, -0.0656286 -> 0.00582045
i	d	n	nb	s	sb
0.000	46804.000	1.000	0.000	0.083	-0.037
1.000	47072.000	1.000	0.000	0.071	-0.037
2.000	47341.000	1.000	0.000	0.094	-0.037
3.000	47609.000	1.000	0.000	0.072	-0.037
4.000	47877.000	1.000	0.000	0.051	-0.037
5.000	48145.000	1.000	0.000	0.069	-0.037
6.000	48413.000	1.000	0.000	0.089	-0.037
7.000	48681.000	1.000	0.000	0.099	-0.037
8.000	48950.000	1.000	0.000	0.064	-0.037
9.000	49218.000	1.000	0.000	0.094	-0.037
10.000	49486.000	1.000	0.000	0.093	-0.037
11.000	49754.000	1.000	0.000	0.068	-0.037
12.000	50022.000	1.000	0.000	0.081	-0.037
13.000	50290.000	1.000	0.000	0.086	-0.037
14.000	50559.000	1.000	0.000	0.088	-0.037
15.000	50827.000	1.000	0.000	0.083	-0.037
16.000	51095.000	1.000	0.000	0.096	-0.037
17.000	51363.000	1.000	0.000	0.067	-0.037
18.000	51631.000	1.000	0.000	0.109	-0.037
19.000	51899.000	1.000	0.000	0.100	-0.037
20.000	52167.000	1.000	0.000	0.084	-0.037
21.000	52436.000	1.000	0.000	0.065	-0.037
22.000	52704.000	1.000	0.000	0.111	-0.037
23.000	52972.000	1.000	0.000	0.098	-0.037
24.000	53240.000	1.000	0.000	0.106	-0.037
25.000	53508.000	1.000	0.000	0.074	-0.037
26.000	53776.000	1.000	0.000	0.069	-0.037
27.000	54045.000	1.000	0.000	0.080	-0.037
28.000	54313.000	1.000	0.000	0.095	-0.037
29.000	54581.000	1.000	0.000	0.076	-0.037
30.000	54849.000	1.000	0.000	0.078	-0.037
31.000	55117.000	1.000	0.000	0.072	-0.037
32.000	55385.000	1.000	0.000	0.076	-0.037
33.000	55654.000	1.000	0.000	0.091	-0.037
34.000	55922.000	1.000	0.000	0.053	-0.037
35.000	56190.000	1.000	0.000	0.081	-0.037
36.000	56458.000	1.000	0.000	0.064	-0.037
37.000	56726.000	1.000	0.000	0.073	-0.037
38.000	56994.000	1.000	0.000	0.076	-0.037
