# Delay scan
# PM at 1.4 (35 dB)
# MW at 19 dB, 18.5094 GHzs, 18.6 dBm
# 0 Resonance
# Laser at 365858.6 GHz
# Static at 0 mV
i	d	n	nb	s	sb
0.000	48520.000	0.518	0.005	0.088	0.005
1.000	49593.000	0.518	0.005	0.075	0.005
2.000	50665.000	0.518	0.005	0.061	0.005
3.000	51738.000	0.518	0.005	0.057	0.005
4.000	52810.000	0.518	0.005	0.080	0.005
5.000	53883.000	0.518	0.005	0.090	0.005
6.000	54955.000	0.518	0.005	0.093	0.005
7.000	56028.000	0.518	0.005	0.082	0.005
8.000	57100.000	0.518	0.005	0.070	0.005
9.000	58173.000	0.518	0.005	0.074	0.005
10.000	59245.000	0.518	0.005	0.062	0.005
11.000	60318.000	0.518	0.005	0.062	0.005
12.000	61390.000	0.518	0.005	0.065	0.005
13.000	62463.000	0.518	0.005	0.085	0.005
14.000	63535.000	0.518	0.005	0.095	0.005
15.000	64608.000	0.518	0.005	0.084	0.005
16.000	65680.000	0.518	0.005	0.067	0.005
17.000	66753.000	0.518	0.005	0.053	0.005
18.000	67825.000	0.518	0.005	0.073	0.005
19.000	68898.000	0.518	0.005	0.082	0.005
20.000	69970.000	0.518	0.005	0.084	0.005
21.000	71043.000	0.518	0.005	0.093	0.005
22.000	72115.000	0.518	0.005	0.087	0.005
23.000	73188.000	0.518	0.005	0.065	0.005
24.000	74260.000	0.518	0.005	0.062	0.005
25.000	75333.000	0.518	0.005	0.050	0.005
26.000	76405.000	0.518	0.005	0.069	0.005
27.000	77478.000	0.518	0.005	0.077	0.005
28.000	78550.000	0.518	0.005	0.105	0.005
29.000	79623.000	0.518	0.005	0.097	0.005
30.000	80695.000	0.518	0.005	0.090	0.005
31.000	81768.000	0.518	0.005	0.082	0.005
32.000	82840.000	0.518	0.005	0.058	0.005
33.000	83913.000	0.518	0.005	0.077	0.005
34.000	84985.000	0.518	0.005	0.074	0.005
35.000	86058.000	0.518	0.005	0.104	0.005
36.000	87130.000	0.518	0.005	0.094	0.005
37.000	88203.000	0.518	0.005	0.075	0.005
38.000	89275.000	0.518	0.005	0.067	0.005
39.000	90348.000	0.518	0.005	0.066	0.005
40.000	91420.000	0.518	0.005	0.051	0.005
41.000	92493.000	0.518	0.005	0.068	0.005
42.000	93565.000	0.518	0.005	0.091	0.005
43.000	94638.000	0.518	0.005	0.091	0.005
44.000	95710.000	0.518	0.005	0.102	0.005
45.000	96783.000	0.518	0.005	0.074	0.005
46.000	97855.000	0.518	0.005	0.078	0.005
47.000	98928.000	0.518	0.005	0.049	0.005
48.000	100000.000	0.518	0.005	0.057	0.005
49.000	101072.000	0.518	0.005	0.074	0.005
50.000	102145.000	0.518	0.005	0.079	0.005
51.000	103217.000	0.518	0.005	0.097	0.005
52.000	104290.000	0.518	0.005	0.081	0.005
53.000	105362.000	0.518	0.005	0.073	0.005
54.000	106435.000	0.518	0.005	0.072	0.005
55.000	107507.000	0.518	0.005	0.058	0.005
56.000	108580.000	0.518	0.005	0.076	0.005
57.000	109652.000	0.518	0.005	0.083	0.005
58.000	110725.000	0.518	0.005	0.106	0.005
59.000	111797.000	0.518	0.005	0.083	0.005
60.000	112870.000	0.518	0.005	0.074	0.005
61.000	113942.000	0.518	0.005	0.069	0.005
62.000	115015.000	0.518	0.005	0.064	0.005
63.000	116087.000	0.518	0.005	0.069	0.005
64.000	117160.000	0.518	0.005	0.076	0.005
65.000	118232.000	0.518	0.005	0.100	0.005
66.000	119305.000	0.518	0.005	0.098	0.005
67.000	120377.000	0.518	0.005	0.097	0.005
68.000	121450.000	0.518	0.005	0.075	0.005
69.000	122522.000	0.518	0.005	0.078	0.005
70.000	123595.000	0.518	0.005	0.061	0.005
71.000	124667.000	0.518	0.005	0.086	0.005
72.000	125740.000	0.518	0.005	0.075	0.005
73.000	126812.000	0.518	0.005	0.102	0.005
74.000	127885.000	0.518	0.005	0.098	0.005
75.000	128957.000	0.518	0.005	0.099	0.005
76.000	130030.000	0.518	0.005	0.079	0.005
77.000	131102.000	0.518	0.005	0.070	0.005
78.000	132175.000	0.518	0.005	0.066	0.005
79.000	133247.000	0.518	0.005	0.077	0.005
80.000	134320.000	0.518	0.005	0.083	0.005
81.000	135392.000	0.518	0.005	0.097	0.005
82.000	136465.000	0.518	0.005	0.072	0.005
83.000	137537.000	0.518	0.005	0.072	0.005
84.000	138610.000	0.518	0.005	0.068	0.005
85.000	139682.000	0.518	0.005	0.063	0.005
86.000	140755.000	0.518	0.005	0.087	0.005
87.000	141827.000	0.518	0.005	0.100	0.005
88.000	142900.000	0.518	0.005	0.100	0.005
89.000	143972.000	0.518	0.005	0.079	0.005
90.000	145045.000	0.518	0.005	0.073	0.005
91.000	146117.000	0.518	0.005	0.060	0.005
92.000	147190.000	0.518	0.005	0.052	0.005
93.000	148262.000	0.518	0.005	0.072	0.005
94.000	149335.000	0.518	0.005	0.084	0.005
95.000	150407.000	0.518	0.005	0.093	0.005
96.000	151480.000	0.518	0.005	0.077	0.005
97.000	150675.000	0.518	0.005	0.091	0.005
98.000	149603.000	0.518	0.005	0.086	0.005
99.000	148530.000	0.518	0.005	0.057	0.005
100.000	147458.000	0.518	0.005	0.067	0.005
101.000	146385.000	0.518	0.005	0.065	0.005
102.000	145313.000	0.518	0.005	0.063	0.005
103.000	144240.000	0.518	0.005	0.075	0.005
104.000	143168.000	0.518	0.005	0.074	0.005
105.000	142095.000	0.518	0.005	0.087	0.005
106.000	141023.000	0.518	0.005	0.069	0.005
107.000	139950.000	0.518	0.005	0.064	0.005
108.000	138878.000	0.518	0.005	0.073	0.005
109.000	137805.000	0.518	0.005	0.064	0.005
110.000	136733.000	0.518	0.005	0.089	0.005
111.000	135660.000	0.518	0.005	0.088	0.005
112.000	134588.000	0.518	0.005	0.114	0.005
113.000	133515.000	0.518	0.005	0.085	0.005
114.000	132443.000	0.518	0.005	0.074	0.005
115.000	131370.000	0.518	0.005	0.069	0.005
116.000	130298.000	0.518	0.005	0.064	0.005
117.000	129225.000	0.518	0.005	0.066	0.005
118.000	128153.000	0.518	0.005	0.082	0.005
119.000	127080.000	0.518	0.005	0.097	0.005
120.000	126008.000	0.518	0.005	0.094	0.005
121.000	124935.000	0.518	0.005	0.076	0.005
122.000	123863.000	0.518	0.005	0.059	0.005
123.000	122790.000	0.518	0.005	0.066	0.005
124.000	121718.000	0.518	0.005	0.070	0.005
125.000	120645.000	0.518	0.005	0.082	0.005
126.000	119573.000	0.518	0.005	0.084	0.005
127.000	118501.000	0.518	0.005	0.085	0.005
128.000	117428.000	0.518	0.005	0.075	0.005
129.000	116356.000	0.518	0.005	0.066	0.005
130.000	115283.000	0.518	0.005	0.060	0.005
131.000	114211.000	0.518	0.005	0.071	0.005
132.000	113138.000	0.518	0.005	0.067	0.005
133.000	112066.000	0.518	0.005	0.073	0.005
134.000	110993.000	0.518	0.005	0.101	0.005
135.000	109921.000	0.518	0.005	0.076	0.005
136.000	108848.000	0.518	0.005	0.087	0.005
137.000	107776.000	0.518	0.005	0.064	0.005
138.000	106703.000	0.518	0.005	0.076	0.005
139.000	105631.000	0.518	0.005	0.069	0.005
140.000	104558.000	0.518	0.005	0.073	0.005
141.000	103486.000	0.518	0.005	0.068	0.005
142.000	102413.000	0.518	0.005	0.088	0.005
143.000	101341.000	0.518	0.005	0.086	0.005
144.000	100268.000	0.518	0.005	0.066	0.005
145.000	99196.000	0.518	0.005	0.062	0.005
146.000	98123.000	0.518	0.005	0.064	0.005
147.000	97051.000	0.518	0.005	0.078	0.005
148.000	95978.000	0.518	0.005	0.088	0.005
149.000	94906.000	0.518	0.005	0.115	0.005
150.000	93833.000	0.518	0.005	0.096	0.005
151.000	92761.000	0.518	0.005	0.073	0.005
152.000	91688.000	0.518	0.005	0.057	0.005
153.000	90616.000	0.518	0.005	0.071	0.005
154.000	89543.000	0.518	0.005	0.065	0.005
155.000	88471.000	0.518	0.005	0.082	0.005
156.000	87398.000	0.518	0.005	0.098	0.005
157.000	86326.000	0.518	0.005	0.086	0.005
158.000	85253.000	0.518	0.005	0.084	0.005
159.000	84181.000	0.518	0.005	0.075	0.005
160.000	83108.000	0.518	0.005	0.080	0.005
161.000	82036.000	0.518	0.005	0.067	0.005
162.000	80963.000	0.518	0.005	0.068	0.005
163.000	79891.000	0.518	0.005	0.088	0.005
164.000	78818.000	0.518	0.005	0.095	0.005
165.000	77746.000	0.518	0.005	0.091	0.005
166.000	76673.000	0.518	0.005	0.079	0.005
167.000	75601.000	0.518	0.005	0.083	0.005
168.000	74528.000	0.518	0.005	0.067	0.005
169.000	73456.000	0.518	0.005	0.084	0.005
170.000	72383.000	0.518	0.005	0.095	0.005
171.000	71311.000	0.518	0.005	0.086	0.005
172.000	70238.000	0.518	0.005	0.094	0.005
173.000	69166.000	0.518	0.005	0.072	0.005
174.000	68093.000	0.518	0.005	0.068	0.005
175.000	67021.000	0.518	0.005	0.059	0.005
176.000	65948.000	0.518	0.005	0.065	0.005
177.000	64876.000	0.518	0.005	0.080	0.005
178.000	63803.000	0.518	0.005	0.091	0.005
179.000	62731.000	0.518	0.005	0.089	0.005
180.000	61658.000	0.518	0.005	0.099	0.005
181.000	60586.000	0.518	0.005	0.070	0.005
182.000	59513.000	0.518	0.005	0.065	0.005
183.000	58441.000	0.518	0.005	0.073	0.005
184.000	57368.000	0.518	0.005	0.078	0.005
185.000	56296.000	0.518	0.005	0.083	0.005
186.000	55223.000	0.518	0.005	0.101	0.005
187.000	54151.000	0.518	0.005	0.094	0.005
188.000	53078.000	0.518	0.005	0.079	0.005
189.000	52006.000	0.518	0.005	0.062	0.005
190.000	50933.000	0.518	0.005	0.063	0.005
191.000	49861.000	0.518	0.005	0.077	0.005
192.000	48788.000	0.518	0.005	0.093	0.005
193.000	49057.000	0.518	0.005	0.092	0.005
194.000	50129.000	0.518	0.005	0.073	0.005
195.000	51202.000	0.518	0.005	0.081	0.005
196.000	52274.000	0.518	0.005	0.070	0.005
197.000	53347.000	0.518	0.005	0.083	0.005
198.000	54419.000	0.518	0.005	0.103	0.005
199.000	55492.000	0.518	0.005	0.104	0.005
200.000	56564.000	0.518	0.005	0.075	0.005
201.000	57637.000	0.518	0.005	0.081	0.005
202.000	58709.000	0.518	0.005	0.077	0.005
203.000	59782.000	0.518	0.005	0.074	0.005
204.000	60854.000	0.518	0.005	0.083	0.005
205.000	61926.000	0.518	0.005	0.083	0.005
206.000	62999.000	0.518	0.005	0.108	0.005
207.000	64071.000	0.518	0.005	0.122	0.005
208.000	65144.000	0.518	0.005	0.087	0.005
209.000	66216.000	0.518	0.005	0.080	0.005
210.000	67289.000	0.518	0.005	0.071	0.005
211.000	68361.000	0.518	0.005	0.079	0.005
212.000	69434.000	0.518	0.005	0.094	0.005
213.000	70506.000	0.518	0.005	0.092	0.005
