# Delay scan
# PM at 2.4 (31.5 dB)
# MW at 19 dB, 18.5094 GHzs, 18.6 dBm
# 0 Resonance
# Laser at 365859.0 GHz
# Static at 40 mV
# No Mod:	0.0388106
# No Mod No MW:	0.0280247
i	d	n	nb	s	sb
0.000	46804.000	0.469	-0.057	0.035	0.003
1.000	47876.000	0.469	-0.057	0.024	0.003
2.000	48948.000	0.469	-0.057	0.051	0.003
3.000	50020.000	0.469	-0.057	0.040	0.003
4.000	51092.000	0.469	-0.057	0.030	0.003
5.000	52164.000	0.469	-0.057	0.027	0.003
6.000	53236.000	0.469	-0.057	0.046	0.003
7.000	54308.000	0.469	-0.057	0.043	0.003
8.000	55380.000	0.469	-0.057	0.053	0.003
9.000	56452.000	0.469	-0.057	0.036	0.003
10.000	57524.000	0.469	-0.057	0.021	0.003
11.000	58596.000	0.469	-0.057	0.037	0.003
12.000	59668.000	0.469	-0.057	0.025	0.003
13.000	60740.000	0.469	-0.057	0.042	0.003
14.000	61812.000	0.469	-0.057	0.026	0.003
15.000	62884.000	0.469	-0.057	0.033	0.003
16.000	63956.000	0.469	-0.057	0.022	0.003
17.000	65028.000	0.469	-0.057	0.041	0.003
18.000	66099.000	0.469	-0.057	0.040	0.003
19.000	67171.000	0.469	-0.057	0.039	0.003
20.000	68243.000	0.469	-0.057	0.033	0.003
21.000	69315.000	0.469	-0.057	0.040	0.003
22.000	70387.000	0.469	-0.057	0.047	0.003
23.000	71459.000	0.469	-0.057	0.047	0.003
24.000	72531.000	0.469	-0.057	0.046	0.003
25.000	73603.000	0.469	-0.057	0.015	0.003
26.000	74675.000	0.469	-0.057	0.038	0.003
27.000	75747.000	0.469	-0.057	0.028	0.003
28.000	76819.000	0.469	-0.057	0.030	0.003
29.000	77891.000	0.469	-0.057	0.028	0.003
30.000	78963.000	0.469	-0.057	0.031	0.003
31.000	80035.000	0.469	-0.057	0.040	0.003
32.000	81107.000	0.469	-0.057	0.043	0.003
33.000	82179.000	0.469	-0.057	0.030	0.003
34.000	83251.000	0.469	-0.057	0.037	0.003
35.000	84323.000	0.469	-0.057	0.035	0.003
36.000	85395.000	0.469	-0.057	0.046	0.003
37.000	86467.000	0.469	-0.057	0.052	0.003
38.000	87539.000	0.469	-0.057	0.042	0.003
39.000	88611.000	0.469	-0.057	0.034	0.003
40.000	89682.000	0.469	-0.057	0.030	0.003
41.000	90754.000	0.469	-0.057	0.028	0.003
42.000	91826.000	0.469	-0.057	0.024	0.003
43.000	92898.000	0.469	-0.057	0.025	0.003
44.000	93970.000	0.469	-0.057	0.030	0.003
45.000	95042.000	0.469	-0.057	0.032	0.003
46.000	96114.000	0.469	-0.057	0.040	0.003
47.000	97186.000	0.469	-0.057	0.027	0.003
48.000	98258.000	0.469	-0.057	0.037	0.003
49.000	99330.000	0.469	-0.057	0.028	0.003
50.000	100402.000	0.469	-0.057	0.038	0.003
51.000	101474.000	0.469	-0.057	0.045	0.003
52.000	102546.000	0.469	-0.057	0.060	0.003
53.000	103618.000	0.469	-0.057	0.049	0.003
54.000	104690.000	0.469	-0.057	0.045	0.003
55.000	105762.000	0.469	-0.057	0.032	0.003
56.000	106834.000	0.469	-0.057	0.030	0.003
57.000	107906.000	0.469	-0.057	0.040	0.003
58.000	108978.000	0.469	-0.057	0.034	0.003
59.000	110050.000	0.469	-0.057	0.037	0.003
60.000	111122.000	0.469	-0.057	0.032	0.003
61.000	112193.000	0.469	-0.057	0.031	0.003
