# Short Delay scan
# PM at 1.4 (35 dB)
# MW at 19 dB
# -1 Resonance
# Laser at 365818.6 GHz
# Static at 0 mV
i	d	n	nb	s	sb
0.000	82840.000	1.000	0.000	0.072	0.001
1.000	83913.000	1.000	0.000	0.087	0.001
2.000	84985.000	1.000	0.000	0.081	0.001
3.000	86058.000	1.000	0.000	0.070	0.001
4.000	87130.000	1.000	0.000	0.072	0.001
5.000	88203.000	1.000	0.000	0.080	0.001
6.000	89275.000	1.000	0.000	0.073	0.001
7.000	90348.000	1.000	0.000	0.083	0.001
8.000	91420.000	1.000	0.000	0.093	0.001
9.000	92493.000	1.000	0.000	0.084	0.001
10.000	93565.000	1.000	0.000	0.076	0.001
11.000	94638.000	1.000	0.000	0.084	0.001
12.000	95710.000	1.000	0.000	0.068	0.001
13.000	96783.000	1.000	0.000	0.052	0.001
14.000	97855.000	1.000	0.000	0.072	0.001
15.000	98928.000	1.000	0.000	0.081	0.001
16.000	100000.000	1.000	0.000	0.087	0.001
17.000	101072.000	1.000	0.000	0.071	0.001
18.000	102145.000	1.000	0.000	0.062	0.001
19.000	103217.000	1.000	0.000	0.059	0.001
20.000	104290.000	1.000	0.000	0.063	0.001
21.000	105362.000	1.000	0.000	0.071	0.001
22.000	106435.000	1.000	0.000	0.083	0.001
23.000	107507.000	1.000	0.000	0.077	0.001
24.000	108580.000	1.000	0.000	0.084	0.001
25.000	109652.000	1.000	0.000	0.076	0.001
26.000	110725.000	1.000	0.000	0.068	0.001
27.000	111797.000	1.000	0.000	0.070	0.001
28.000	112870.000	1.000	0.000	0.074	0.001
29.000	113942.000	1.000	0.000	0.066	0.001
30.000	115015.000	1.000	0.000	0.069	0.001
31.000	116087.000	1.000	0.000	0.075	0.001
32.000	117160.000	1.000	0.000	0.066	0.001
33.000	116356.000	1.000	0.000	0.064	0.001
34.000	115283.000	1.000	0.000	0.083	0.001
35.000	114211.000	1.000	0.000	0.071	0.001
36.000	113138.000	1.000	0.000	0.076	0.001
37.000	112066.000	1.000	0.000	0.070	0.001
38.000	110993.000	1.000	0.000	0.068	0.001
39.000	109921.000	1.000	0.000	0.075	0.001
40.000	108848.000	1.000	0.000	0.066	0.001
41.000	107776.000	1.000	0.000	0.075	0.001
42.000	106703.000	1.000	0.000	0.078	0.001
43.000	105631.000	1.000	0.000	0.084	0.001
44.000	104558.000	1.000	0.000	0.073	0.001
45.000	103486.000	1.000	0.000	0.082	0.001
46.000	102413.000	1.000	0.000	0.063	0.001
47.000	101341.000	1.000	0.000	0.075	0.001
48.000	100268.000	1.000	0.000	0.067	0.001
49.000	99196.000	1.000	0.000	0.081	0.001
50.000	98123.000	1.000	0.000	0.073	0.001
51.000	97051.000	1.000	0.000	0.069	0.001
52.000	95978.000	1.000	0.000	0.068	0.001
53.000	94906.000	1.000	0.000	0.056	0.001
54.000	93833.000	1.000	0.000	0.058	0.001
55.000	92761.000	1.000	0.000	0.063	0.001
56.000	91688.000	1.000	0.000	0.075	0.001
57.000	90616.000	1.000	0.000	0.083	0.001
58.000	89543.000	1.000	0.000	0.075	0.001
59.000	88471.000	1.000	0.000	0.065	0.001
60.000	87398.000	1.000	0.000	0.067	0.001
61.000	86326.000	1.000	0.000	0.062	0.001
62.000	85253.000	1.000	0.000	0.065	0.001
63.000	84181.000	1.000	0.000	0.069	0.001
64.000	83108.000	1.000	0.000	0.071	0.001
65.000	83376.000	1.000	0.000	0.067	0.001
66.000	84449.000	1.000	0.000	0.067	0.001
67.000	85521.000	1.000	0.000	0.078	0.001
68.000	86594.000	1.000	0.000	0.062	0.001
69.000	87666.000	1.000	0.000	0.062	0.001
70.000	88739.000	1.000	0.000	0.071	0.001
71.000	89811.000	1.000	0.000	0.070	0.001
72.000	90884.000	1.000	0.000	0.064	0.001
73.000	91956.000	1.000	0.000	0.085	0.001
74.000	93029.000	1.000	0.000	0.063	0.001
75.000	94101.000	1.000	0.000	0.058	0.001
76.000	95174.000	1.000	0.000	0.066	0.001
77.000	96246.000	1.000	0.000	0.075	0.001
78.000	97319.000	1.000	0.000	0.079	0.001
79.000	98391.000	1.000	0.000	0.070	0.001
80.000	99464.000	1.000	0.000	0.064	0.001
81.000	100536.000	1.000	0.000	0.057	0.001
82.000	101609.000	1.000	0.000	0.053	0.001
83.000	102681.000	1.000	0.000	0.056	0.001
84.000	103754.000	1.000	0.000	0.057	0.001
85.000	104826.000	1.000	0.000	0.050	0.001
86.000	105899.000	1.000	0.000	0.054	0.001
87.000	106971.000	1.000	0.000	0.065	0.001
88.000	108044.000	1.000	0.000	0.058	0.001
89.000	109116.000	1.000	0.000	0.055	0.001
90.000	110189.000	1.000	0.000	0.046	0.001
91.000	111261.000	1.000	0.000	0.058	0.001
92.000	112334.000	1.000	0.000	0.045	0.001
93.000	113406.000	1.000	0.000	0.056	0.001
94.000	114479.000	1.000	0.000	0.053	0.001
95.000	115551.000	1.000	0.000	0.061	0.001
96.000	116624.000	1.000	0.000	0.052	0.001
97.000	116892.000	1.000	0.000	0.051	0.001
98.000	115819.000	1.000	0.000	0.043	0.001
99.000	114747.000	1.000	0.000	0.062	0.001
100.000	113674.000	1.000	0.000	0.053	0.001
101.000	112602.000	1.000	0.000	0.057	0.001
102.000	111529.000	1.000	0.000	0.046	0.001
103.000	110457.000	1.000	0.000	0.047	0.001
104.000	109384.000	1.000	0.000	0.052	0.001
105.000	108312.000	1.000	0.000	0.057	0.001
106.000	107239.000	1.000	0.000	0.060	0.001
107.000	106167.000	1.000	0.000	0.062	0.001
108.000	105094.000	1.000	0.000	0.054	0.001
109.000	104022.000	1.000	0.000	0.063	0.001
110.000	102949.000	1.000	0.000	0.040	0.001
111.000	101877.000	1.000	0.000	0.049	0.001
112.000	100804.000	1.000	0.000	0.044	0.001
113.000	99732.000	1.000	0.000	0.059	0.001
114.000	98659.000	1.000	0.000	0.057	0.001
115.000	97587.000	1.000	0.000	0.054	0.001
116.000	96514.000	1.000	0.000	0.049	0.001
117.000	95442.000	1.000	0.000	0.045	0.001
118.000	94369.000	1.000	0.000	0.053	0.001
119.000	93297.000	1.000	0.000	0.049	0.001
120.000	92224.000	1.000	0.000	0.048	0.001
121.000	91152.000	1.000	0.000	0.038	0.001
122.000	90079.000	1.000	0.000	0.055	0.001
123.000	89007.000	1.000	0.000	0.063	0.001
124.000	87934.000	1.000	0.000	0.048	0.001
125.000	86862.000	1.000	0.000	0.046	0.001
126.000	85789.000	1.000	0.000	0.035	0.001
127.000	84717.000	1.000	0.000	0.051	0.001
128.000	83644.000	1.000	0.000	0.041	0.001
