# Long Delay scan
# PM at 1.0 (38 dB)
# MW at 19 dB
# 0 Resonance
# Laser at 365818.6 GHz
# Static at 40 mV
# Norm	0.284519 + 0.276265 -> 0.280392
# Norm Background	-0.0845368 + -0.0835174 -> -0.0840271
i	d	n	nb	s	sb
0.000	46804.000	1.000	0.000	0.042	-0.037
1.000	47876.000	1.000	0.000	0.044	-0.037
2.000	48948.000	1.000	0.000	0.045	-0.037
3.000	50020.000	1.000	0.000	0.034	-0.037
4.000	51092.000	1.000	0.000	0.036	-0.037
5.000	52164.000	1.000	0.000	0.054	-0.037
6.000	53236.000	1.000	0.000	0.040	-0.037
7.000	54308.000	1.000	0.000	0.044	-0.037
8.000	55380.000	1.000	0.000	0.046	-0.037
9.000	56452.000	1.000	0.000	0.045	-0.037
10.000	57524.000	1.000	0.000	0.040	-0.037
11.000	58596.000	1.000	0.000	0.042	-0.037
12.000	59668.000	1.000	0.000	0.035	-0.037
13.000	60740.000	1.000	0.000	0.037	-0.037
14.000	61812.000	1.000	0.000	0.037	-0.037
15.000	62884.000	1.000	0.000	0.040	-0.037
16.000	63956.000	1.000	0.000	0.031	-0.037
17.000	65028.000	1.000	0.000	0.041	-0.037
18.000	66099.000	1.000	0.000	0.035	-0.037
19.000	67171.000	1.000	0.000	0.042	-0.037
20.000	68243.000	1.000	0.000	0.033	-0.037
21.000	69315.000	1.000	0.000	0.033	-0.037
22.000	70387.000	1.000	0.000	0.042	-0.037
23.000	71459.000	1.000	0.000	0.029	-0.037
24.000	72531.000	1.000	0.000	0.025	-0.037
25.000	73603.000	1.000	0.000	0.042	-0.037
26.000	74675.000	1.000	0.000	0.031	-0.037
27.000	75747.000	1.000	0.000	0.045	-0.037
28.000	76819.000	1.000	0.000	0.042	-0.037
29.000	77891.000	1.000	0.000	0.031	-0.037
30.000	78963.000	1.000	0.000	0.045	-0.037
31.000	80035.000	1.000	0.000	0.036	-0.037
32.000	81107.000	1.000	0.000	0.046	-0.037
33.000	82179.000	1.000	0.000	0.038	-0.037
34.000	83251.000	1.000	0.000	0.051	-0.037
35.000	84323.000	1.000	0.000	0.029	-0.037
36.000	85395.000	1.000	0.000	0.028	-0.037
37.000	86467.000	1.000	0.000	0.035	-0.037
38.000	87539.000	1.000	0.000	0.040	-0.037
39.000	88611.000	1.000	0.000	0.022	-0.037
40.000	89682.000	1.000	0.000	0.034	-0.037
41.000	90754.000	1.000	0.000	0.036	-0.037
42.000	91826.000	1.000	0.000	0.037	-0.037
43.000	92898.000	1.000	0.000	0.039	-0.037
44.000	93970.000	1.000	0.000	0.032	-0.037
45.000	95042.000	1.000	0.000	0.041	-0.037
46.000	96114.000	1.000	0.000	0.029	-0.037
47.000	97186.000	1.000	0.000	0.026	-0.037
48.000	98258.000	1.000	0.000	0.037	-0.037
49.000	99330.000	1.000	0.000	0.032	-0.037
50.000	100402.000	1.000	0.000	0.038	-0.037
51.000	101474.000	1.000	0.000	0.045	-0.037
52.000	102546.000	1.000	0.000	0.040	-0.037
53.000	103618.000	1.000	0.000	0.038	-0.037
54.000	104690.000	1.000	0.000	0.035	-0.037
55.000	105762.000	1.000	0.000	0.043	-0.037
56.000	106834.000	1.000	0.000	0.048	-0.037
57.000	107906.000	1.000	0.000	0.029	-0.037
58.000	108978.000	1.000	0.000	0.034	-0.037
59.000	110050.000	1.000	0.000	0.044	-0.037
60.000	111122.000	1.000	0.000	0.049	-0.037
61.000	112193.000	1.000	0.000	0.034	-0.037
62.000	113265.000	1.000	0.000	0.033	-0.037
63.000	114337.000	1.000	0.000	0.032	-0.037
64.000	115409.000	1.000	0.000	0.037	-0.037
65.000	116481.000	1.000	0.000	0.035	-0.037
66.000	117553.000	1.000	0.000	0.040	-0.037
67.000	118625.000	1.000	0.000	0.030	-0.037
68.000	119697.000	1.000	0.000	0.027	-0.037
69.000	120769.000	1.000	0.000	0.036	-0.037
70.000	121841.000	1.000	0.000	0.050	-0.037
71.000	122913.000	1.000	0.000	0.045	-0.037
72.000	123985.000	1.000	0.000	0.036	-0.037
73.000	125057.000	1.000	0.000	0.028	-0.037
74.000	126129.000	1.000	0.000	0.038	-0.037
75.000	127201.000	1.000	0.000	0.036	-0.037
76.000	128273.000	1.000	0.000	0.035	-0.037
77.000	129345.000	1.000	0.000	0.035	-0.037
78.000	130417.000	1.000	0.000	0.029	-0.037
