# Title: Dye Laser Frequency Scan, MW -26 dB, +50 V Static, Sideband strength vs. MW Power
# Note:	Dye Frequency Scan at n=27 +/- 3 f_MW , +50 V static, MW at -26 dB Attn. Looking for change in sideband strength with MW Power
# Type:	Frequency
# Hittite Freq:	18510.2 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	MAX
# MW Attn:	26.0 dB
# Delay:	1000 ns
# MW Off:	-200 to +100 ns
# Top w/o Static:	0
# Static:	50 V
# Static Off:	NaN
i	f	n	nb	s	sb
0.000	-4637.920	1.000	0.000	0.037	0.037
1.000	-4637.820	1.000	0.000	0.034	0.037
2.000	-4637.720	1.000	0.000	0.037	0.037
3.000	-4637.420	1.000	0.000	0.034	0.037
4.000	-4637.320	1.000	0.000	0.034	0.037
5.000	-4637.020	1.000	0.000	0.040	0.037
6.000	-4636.820	1.000	0.000	0.032	0.037
7.000	-4636.720	1.000	0.000	0.037	0.037
8.000	-4636.420	1.000	0.000	0.036	0.037
9.000	-4636.220	1.000	0.000	0.028	0.037
10.000	-4635.920	1.000	0.000	0.031	0.037
11.000	-4635.620	1.000	0.000	0.031	0.037
12.000	-4635.320	1.000	0.000	0.034	0.037
13.000	-4635.020	1.000	0.000	0.042	0.037
14.000	-4634.520	1.000	0.000	0.034	0.037
15.000	-4634.220	1.000	0.000	0.036	0.037
16.000	-4634.020	1.000	0.000	0.042	0.037
17.000	-4633.720	1.000	0.000	0.039	0.037
18.000	-4633.320	1.000	0.000	0.043	0.037
19.000	-4632.920	1.000	0.000	0.044	0.037
20.000	-4632.720	1.000	0.000	0.032	0.037
21.000	-4632.420	1.000	0.000	0.043	0.037
22.000	-4631.920	1.000	0.000	0.031	0.037
23.000	-4631.620	1.000	0.000	0.028	0.037
24.000	-4631.420	1.000	0.000	0.039	0.037
25.000	-4631.120	1.000	0.000	0.041	0.037
26.000	-4630.820	1.000	0.000	0.032	0.037
27.000	-4630.520	1.000	0.000	0.033	0.037
28.000	-4630.120	1.000	0.000	0.034	0.037
29.000	-4629.820	1.000	0.000	0.041	0.037
30.000	-4629.320	1.000	0.000	0.035	0.037
31.000	-4629.020	1.000	0.000	0.037	0.037
32.000	-4628.620	1.000	0.000	0.034	0.037
33.000	-4628.520	1.000	0.000	0.042	0.037
34.000	-4628.220	1.000	0.000	0.032	0.037
35.000	-4627.920	1.000	0.000	0.032	0.037
36.000	-4627.620	1.000	0.000	0.037	0.037
37.000	-4627.420	1.000	0.000	0.034	0.037
38.000	-4627.020	1.000	0.000	0.044	0.037
39.000	-4626.720	1.000	0.000	0.039	0.037
40.000	-4626.320	1.000	0.000	0.038	0.037
41.000	-4626.020	1.000	0.000	0.028	0.037
42.000	-4625.820	1.000	0.000	0.038	0.037
43.000	-4625.620	1.000	0.000	0.047	0.037
44.000	-4625.120	1.000	0.000	0.040	0.037
45.000	-4624.920	1.000	0.000	0.044	0.037
46.000	-4624.520	1.000	0.000	0.042	0.037
47.000	-4624.220	1.000	0.000	0.048	0.037
48.000	-4623.920	1.000	0.000	0.038	0.037
49.000	-4623.320	1.000	0.000	0.035	0.037
50.000	-4623.020	1.000	0.000	0.040	0.037
51.000	-4622.720	1.000	0.000	0.036	0.037
52.000	-4622.420	1.000	0.000	0.044	0.037
53.000	-4622.220	1.000	0.000	0.042	0.037
54.000	-4621.920	1.000	0.000	0.037	0.037
55.000	-4621.520	1.000	0.000	0.039	0.037
56.000	-4621.220	1.000	0.000	0.030	0.037
57.000	-4620.820	1.000	0.000	0.036	0.037
58.000	-4620.420	1.000	0.000	0.039	0.037
59.000	-4620.120	1.000	0.000	0.033	0.037
60.000	-4619.820	1.000	0.000	0.035	0.037
61.000	-4619.420	1.000	0.000	0.041	0.037
62.000	-4619.020	1.000	0.000	0.033	0.037
63.000	-4618.620	1.000	0.000	0.034	0.037
64.000	-4618.320	1.000	0.000	0.038	0.037
65.000	-4617.920	1.000	0.000	0.036	0.037
66.000	-4617.520	1.000	0.000	0.033	0.037
67.000	-4617.220	1.000	0.000	0.037	0.037
68.000	-4616.720	1.000	0.000	0.041	0.037
