# Title: Dye Laser Frequency Scan, MW -14 dB, +0 V Static, Sideband strength vs. MW Power
# Note:	Dye Frequency Scan at n=27 +/- 3 f_MW , +0 V static, MW at -14 dB Attn. Looking for change in sideband strength with MW Power
# Type:	Frequency
# Hittite Freq:	18510.2 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	MAX
# MW Attn:	14.0 dB
# Delay:	1000 ns
# MW Off:	-200 to +100 ns
# Top w/o Static:	0
# Static:	0 V
# Static Off:	NaN
i	f	n	nb	s	sb
102.000	-4588.520	1.000	0.000	0.005	0.003
103.000	-4588.120	1.000	0.000	-0.000	0.003
104.000	-4587.920	1.000	0.000	0.002	0.003
105.000	-4587.620	1.000	0.000	0.002	0.003
106.000	-4587.120	1.000	0.000	0.001	0.003
107.000	-4586.620	1.000	0.000	0.005	0.003
108.000	-4586.320	1.000	0.000	0.004	0.003
109.000	-4585.920	1.000	0.000	0.006	0.003
110.000	-4585.520	1.000	0.000	0.005	0.003
111.000	-4585.220	1.000	0.000	0.008	0.003
112.000	-4585.120	1.000	0.000	0.005	0.003
113.000	-4584.520	1.000	0.000	0.005	0.003
114.000	-4584.020	1.000	0.000	0.002	0.003
115.000	-4583.620	1.000	0.000	0.002	0.003
116.000	-4583.320	1.000	0.000	0.007	0.003
117.000	-4582.920	1.000	0.000	0.002	0.003
118.000	-4582.520	1.000	0.000	0.005	0.003
119.000	-4582.220	1.000	0.000	0.003	0.003
120.000	-4581.920	1.000	0.000	0.004	0.003
121.000	-4581.420	1.000	0.000	-0.000	0.003
122.000	-4580.920	1.000	0.000	0.005	0.003
123.000	-4580.520	1.000	0.000	0.003	0.003
124.000	-4580.020	1.000	0.000	0.005	0.003
125.000	-4579.720	1.000	0.000	0.005	0.003
126.000	-4579.420	1.000	0.000	0.001	0.003
127.000	-4579.120	1.000	0.000	0.004	0.003
128.000	-4578.820	1.000	0.000	0.003	0.003
129.000	-4578.420	1.000	0.000	0.002	0.003
130.000	-4577.920	1.000	0.000	0.002	0.003
131.000	-4577.520	1.000	0.000	0.003	0.003
132.000	-4577.120	1.000	0.000	-0.000	0.003
133.000	-4576.820	1.000	0.000	0.001	0.003
134.000	-4576.420	1.000	0.000	-0.001	0.003
135.000	-4576.220	1.000	0.000	0.004	0.003
136.000	-4575.820	1.000	0.000	0.001	0.003
137.000	-4575.520	1.000	0.000	0.002	0.003
138.000	-4574.820	1.000	0.000	-0.000	0.003
139.000	-4574.520	1.000	0.000	0.002	0.003
140.000	-4574.120	1.000	0.000	-0.001	0.003
141.000	-4573.820	1.000	0.000	0.000	0.003
142.000	-4573.520	1.000	0.000	0.003	0.003
143.000	-4573.220	1.000	0.000	0.001	0.003
144.000	-4572.820	1.000	0.000	0.001	0.003
145.000	-4572.520	1.000	0.000	-0.000	0.003
146.000	-4572.020	1.000	0.000	-0.000	0.003
147.000	-4571.520	1.000	0.000	0.004	0.003
148.000	-4571.220	1.000	0.000	-0.002	0.003
149.000	-4570.820	1.000	0.000	0.002	0.003
150.000	-4570.620	1.000	0.000	0.001	0.003
151.000	-4570.220	1.000	0.000	-0.001	0.003
152.000	-4569.820	1.000	0.000	-0.000	0.003
153.000	-4569.620	1.000	0.000	0.001	0.003
154.000	-4569.120	1.000	0.000	-0.001	0.003
155.000	-4568.620	1.000	0.000	0.001	0.003
156.000	-4568.420	1.000	0.000	-0.001	0.003
157.000	-4568.020	1.000	0.000	0.003	0.003
158.000	-4567.720	1.000	0.000	-0.001	0.003
159.000	-4567.420	1.000	0.000	0.001	0.003
160.000	-4567.020	1.000	0.000	0.001	0.003
161.000	-4566.620	1.000	0.000	0.004	0.003
162.000	-4566.220	1.000	0.000	0.002	0.003
163.000	-4565.820	1.000	0.000	0.000	0.003
164.000	-4565.420	1.000	0.000	0.002	0.003
165.000	-4565.120	1.000	0.000	-0.001	0.003
166.000	-4564.920	1.000	0.000	0.004	0.003
167.000	-4564.520	1.000	0.000	0.001	0.003
168.000	-4564.220	1.000	0.000	-0.002	0.003
169.000	-4563.720	1.000	0.000	-0.001	0.003
170.000	-4563.320	1.000	0.000	-0.000	0.003
171.000	-4562.920	1.000	0.000	0.002	0.003
172.000	-4562.520	1.000	0.000	-0.001	0.003
173.000	-4562.120	1.000	0.000	0.001	0.003
174.000	-4561.820	1.000	0.000	0.000	0.003
175.000	-4561.520	1.000	0.000	0.003	0.003
176.000	-4561.120	1.000	0.000	-0.001	0.003
177.000	-4560.820	1.000	0.000	0.001	0.003
178.000	-4560.320	1.000	0.000	-0.003	0.003
179.000	-4558.620	1.000	0.000	-0.001	0.003
180.000	-4558.620	1.000	0.000	0.001	0.003
181.000	-4558.520	1.000	0.000	0.005	0.003
182.000	-4558.220	1.000	0.000	0.003	0.003
183.000	-4558.120	1.000	0.000	0.004	0.003
184.000	-4557.820	1.000	0.000	0.001	0.003
185.000	-4557.620	1.000	0.000	0.008	0.003
186.000	-4557.320	1.000	0.000	0.007	0.003
187.000	-4557.020	1.000	0.000	0.008	0.003
188.000	-4556.720	1.000	0.000	0.013	0.003
189.000	-4556.420	1.000	0.000	0.011	0.003
190.000	-4556.120	1.000	0.000	0.016	0.003
191.000	-4555.920	1.000	0.000	0.011	0.003
192.000	-4555.620	1.000	0.000	0.021	0.003
193.000	-4555.420	1.000	0.000	0.021	0.003
194.000	-4555.120	1.000	0.000	0.026	0.003
195.000	-4554.820	1.000	0.000	0.018	0.003
196.000	-4554.220	1.000	0.000	0.026	0.003
197.000	-4554.020	1.000	0.000	0.022	0.003
198.000	-4553.620	1.000	0.000	0.022	0.003
199.000	-4553.420	1.000	0.000	0.023	0.003
200.000	-4553.120	1.000	0.000	0.042	0.003
201.000	-4552.720	1.000	0.000	0.043	0.003
202.000	-4552.520	1.000	0.000	0.048	0.003
203.000	-4552.320	1.000	0.000	0.079	0.003
204.000	-4551.820	1.000	0.000	0.085	0.003
205.000	-4551.220	1.000	0.000	0.129	0.003
206.000	-4551.020	1.000	0.000	0.124	0.003
207.000	-4550.720	1.000	0.000	0.155	0.003
208.000	-4550.320	1.000	0.000	0.137	0.003
209.000	-4550.020	1.000	0.000	0.157	0.003
210.000	-4549.620	1.000	0.000	0.159	0.003
211.000	-4549.220	1.000	0.000	0.146	0.003
212.000	-4549.120	1.000	0.000	0.147	0.003
213.000	-4548.620	1.000	0.000	0.139	0.003
214.000	-4548.120	1.000	0.000	0.098	0.003
215.000	-4547.920	1.000	0.000	0.097	0.003
216.000	-4547.620	1.000	0.000	0.095	0.003
217.000	-4547.320	1.000	0.000	0.062	0.003
218.000	-4546.920	1.000	0.000	0.043	0.003
219.000	-4546.920	1.000	0.000	0.041	0.003
220.000	-4546.420	1.000	0.000	0.033	0.003
221.000	-4545.720	1.000	0.000	0.037	0.003
222.000	-4545.520	1.000	0.000	0.028	0.003
223.000	-4545.120	1.000	0.000	0.023	0.003
224.000	-4544.520	1.000	0.000	0.026	0.003
225.000	-4544.120	1.000	0.000	0.012	0.003
226.000	-4543.920	1.000	0.000	0.010	0.003
227.000	-4543.520	1.000	0.000	0.007	0.003
228.000	-4543.220	1.000	0.000	0.007	0.003
229.000	-4542.720	1.000	0.000	0.002	0.003
230.000	-4542.420	1.000	0.000	0.000	0.003
231.000	-4541.920	1.000	0.000	-0.001	0.003
232.000	-4541.620	1.000	0.000	0.000	0.003
233.000	-4541.320	1.000	0.000	0.001	0.003
234.000	-4540.820	1.000	0.000	0.001	0.003
235.000	-4540.720	1.000	0.000	0.002	0.003
236.000	-4540.220	1.000	0.000	0.000	0.003
237.000	-4539.820	1.000	0.000	-0.001	0.003
238.000	-4539.620	1.000	0.000	-0.000	0.003
239.000	-4539.020	1.000	0.000	-0.001	0.003
240.000	-4538.720	1.000	0.000	-0.000	0.003
241.000	-4538.220	1.000	0.000	-0.002	0.003
242.000	-4537.920	1.000	0.000	0.000	0.003
243.000	-4537.620	1.000	0.000	0.000	0.003
244.000	-4537.220	1.000	0.000	0.004	0.003
245.000	-4536.820	1.000	0.000	-0.016	0.003
246.000	-4536.420	1.000	0.000	0.000	0.003
247.000	-4535.920	1.000	0.000	-0.000	0.003
248.000	-4535.620	1.000	0.000	-0.001	0.003
249.000	-4535.420	1.000	0.000	-0.005	0.003
250.000	-4535.020	1.000	0.000	-0.002	0.003
251.000	-4534.820	1.000	0.000	0.001	0.003
252.000	-4534.220	1.000	0.000	0.005	0.003
253.000	-4533.920	1.000	0.000	0.006	0.003
254.000	-4533.420	1.000	0.000	0.013	0.003
255.000	-4533.120	1.000	0.000	0.009	0.003
256.000	-4532.820	1.000	0.000	0.011	0.003
257.000	-4532.520	1.000	0.000	0.014	0.003
258.000	-4532.020	1.000	0.000	0.017	0.003
259.000	-4531.820	1.000	0.000	0.019	0.003
260.000	-4531.320	1.000	0.000	0.023	0.003
261.000	-4530.820	1.000	0.000	0.016	0.003
262.000	-4530.420	1.000	0.000	0.019	0.003
263.000	-4530.120	1.000	0.000	0.021	0.003
264.000	-4529.720	1.000	0.000	0.028	0.003
265.000	-4529.420	1.000	0.000	0.039	0.003
266.000	-4529.020	1.000	0.000	0.060	0.003
267.000	-4528.620	1.000	0.000	0.074	0.003
268.000	-4528.420	1.000	0.000	0.105	0.003
269.000	-4527.820	1.000	0.000	0.118	0.003
270.000	-4527.420	1.000	0.000	0.144	0.003
271.000	-4527.120	1.000	0.000	0.166	0.003
272.000	-4526.720	1.000	0.000	0.156	0.003
273.000	-4526.520	1.000	0.000	0.179	0.003
274.000	-4526.120	1.000	0.000	0.174	0.003
275.000	-4525.820	1.000	0.000	0.176	0.003
276.000	-4525.420	1.000	0.000	0.162	0.003
277.000	-4524.920	1.000	0.000	0.131	0.003
278.000	-4524.520	1.000	0.000	0.117	0.003
279.000	-4524.420	1.000	0.000	0.085	0.003
280.000	-4523.920	1.000	0.000	0.053	0.003
281.000	-4523.620	1.000	0.000	0.036	0.003
282.000	-4523.320	1.000	0.000	0.033	0.003
283.000	-4523.220	1.000	0.000	0.029	0.003
284.000	-4522.720	1.000	0.000	0.028	0.003
285.000	-4522.320	1.000	0.000	0.031	0.003
286.000	-4522.020	1.000	0.000	0.033	0.003
287.000	-4521.620	1.000	0.000	0.028	0.003
288.000	-4521.420	1.000	0.000	0.022	0.003
289.000	-4520.920	1.000	0.000	0.020	0.003
290.000	-4520.720	1.000	0.000	0.016	0.003
291.000	-4520.220	1.000	0.000	0.019	0.003
292.000	-4520.020	1.000	0.000	0.016	0.003
293.000	-4519.620	1.000	0.000	0.022	0.003
294.000	-4519.220	1.000	0.000	0.026	0.003
295.000	-4518.820	1.000	0.000	0.029	0.003
296.000	-4518.420	1.000	0.000	0.033	0.003
297.000	-4518.220	1.000	0.000	0.029	0.003
298.000	-4517.820	1.000	0.000	0.024	0.003
299.000	-4517.620	1.000	0.000	0.034	0.003
300.000	-4517.220	1.000	0.000	0.042	0.003
301.000	-4516.820	1.000	0.000	0.033	0.003
302.000	-4516.620	1.000	0.000	0.046	0.003
303.000	-4516.020	1.000	0.000	0.050	0.003
304.000	-4515.620	1.000	0.000	0.064	0.003
305.000	-4515.420	1.000	0.000	0.074	0.003
306.000	-4515.120	1.000	0.000	0.115	0.003
307.000	-4514.920	1.000	0.000	0.119	0.003
308.000	-4514.520	1.000	0.000	0.162	0.003
309.000	-4514.020	1.000	0.000	0.211	0.003
310.000	-4513.620	1.000	0.000	0.197	0.003
311.000	-4513.220	1.000	0.000	0.232	0.003
312.000	-4512.820	1.000	0.000	0.226	0.003
313.000	-4512.520	1.000	0.000	0.210	0.003
314.000	-4512.120	1.000	0.000	0.197	0.003
315.000	-4511.920	1.000	0.000	0.174	0.003
316.000	-4511.420	1.000	0.000	0.166	0.003
317.000	-4510.820	1.000	0.000	0.165	0.003
318.000	-4510.420	1.000	0.000	0.144	0.003
319.000	-4510.020	1.000	0.000	0.115	0.003
320.000	-4509.620	1.000	0.000	0.099	0.003
321.000	-4509.220	1.000	0.000	0.094	0.003
322.000	-4509.020	1.000	0.000	0.089	0.003
323.000	-4508.620	1.000	0.000	0.093	0.003
324.000	-4508.120	1.000	0.000	0.083	0.003
325.000	-4507.620	1.000	0.000	0.078	0.003
326.000	-4507.220	1.000	0.000	0.101	0.003
327.000	-4506.920	1.000	0.000	0.069	0.003
328.000	-4506.620	1.000	0.000	0.057	0.003
329.000	-4506.120	1.000	0.000	0.046	0.003
330.000	-4505.920	1.000	0.000	0.030	0.003
331.000	-4505.520	1.000	0.000	0.026	0.003
332.000	-4505.120	1.000	0.000	0.018	0.003
333.000	-4504.720	1.000	0.000	0.015	0.003
334.000	-4504.120	1.000	0.000	0.011	0.003
335.000	-4503.820	1.000	0.000	0.010	0.003
336.000	-4503.420	1.000	0.000	0.003	0.003
337.000	-4503.120	1.000	0.000	0.006	0.003
338.000	-4502.920	1.000	0.000	0.005	0.003
339.000	-4502.420	1.000	0.000	0.002	0.003
340.000	-4502.020	1.000	0.000	0.004	0.003
341.000	-4501.420	1.000	0.000	-0.000	0.003
342.000	-4501.120	1.000	0.000	0.001	0.003
343.000	-4500.520	1.000	0.000	0.001	0.003
344.000	-4500.420	1.000	0.000	0.003	0.003
345.000	-4500.120	1.000	0.000	0.004	0.003
346.000	-4499.820	1.000	0.000	0.004	0.003
347.000	-4499.420	1.000	0.000	0.003	0.003
348.000	-4499.020	1.000	0.000	0.003	0.003
349.000	-4498.620	1.000	0.000	0.003	0.003
350.000	-4498.120	1.000	0.000	0.001	0.003
351.000	-4497.820	1.000	0.000	0.005	0.003
352.000	-4497.520	1.000	0.000	0.004	0.003
353.000	-4497.220	1.000	0.000	-0.000	0.003
354.000	-4496.820	1.000	0.000	0.001	0.003
355.000	-4496.520	1.000	0.000	0.002	0.003
356.000	-4495.920	1.000	0.000	0.004	0.003
357.000	-4495.520	1.000	0.000	0.002	0.003
358.000	-4495.120	1.000	0.000	0.004	0.003
359.000	-4494.820	1.000	0.000	0.003	0.003
360.000	-4494.420	1.000	0.000	-0.001	0.003
361.000	-4494.120	1.000	0.000	0.001	0.003
362.000	-4493.720	1.000	0.000	-0.000	0.003
363.000	-4493.320	1.000	0.000	0.002	0.003
364.000	-4492.820	1.000	0.000	-0.000	0.003
365.000	-4492.420	1.000	0.000	0.000	0.003
366.000	-4491.820	1.000	0.000	0.002	0.003
367.000	-4491.720	1.000	0.000	0.002	0.003
368.000	-4491.320	1.000	0.000	-0.002	0.003
369.000	-4490.920	1.000	0.000	-0.003	0.003
370.000	-4490.520	1.000	0.000	-0.003	0.003
371.000	-4490.020	1.000	0.000	0.001	0.003
372.000	-4489.720	1.000	0.000	0.000	0.003
373.000	-4489.320	1.000	0.000	0.002	0.003
374.000	-4488.920	1.000	0.000	-0.004	0.003
375.000	-4488.520	1.000	0.000	-0.005	0.003
376.000	-4488.220	1.000	0.000	-0.003	0.003
377.000	-4487.920	1.000	0.000	0.002	0.003
378.000	-4487.520	1.000	0.000	0.002	0.003
379.000	-4487.020	1.000	0.000	0.003	0.003
380.000	-4486.720	1.000	0.000	0.005	0.003
381.000	-4486.320	1.000	0.000	0.005	0.003
382.000	-4485.920	1.000	0.000	0.004	0.003
383.000	-4485.620	1.000	0.000	0.004	0.003
384.000	-4485.420	1.000	0.000	0.003	0.003
385.000	-4485.020	1.000	0.000	0.002	0.003
386.000	-4484.720	1.000	0.000	0.002	0.003
387.000	-4484.320	1.000	0.000	0.003	0.003
388.000	-4483.920	1.000	0.000	0.009	0.003
389.000	-4483.520	1.000	0.000	0.011	0.003
390.000	-4483.220	1.000	0.000	0.007	0.003
391.000	-4482.820	1.000	0.000	0.015	0.003
392.000	-4482.620	1.000	0.000	0.015	0.003
393.000	-4482.320	1.000	0.000	0.009	0.003
394.000	-4482.020	1.000	0.000	0.014	0.003
395.000	-4481.620	1.000	0.000	0.010	0.003
396.000	-4481.220	1.000	0.000	0.016	0.003
397.000	-4480.920	1.000	0.000	0.026	0.003
398.000	-4480.620	1.000	0.000	0.035	0.003
399.000	-4480.020	1.000	0.000	0.024	0.003
400.000	-4479.920	1.000	0.000	0.058	0.003
401.000	-4479.520	1.000	0.000	0.033	0.003
402.000	-4479.120	1.000	0.000	0.042	0.003
403.000	-4478.820	1.000	0.000	0.046	0.003
404.000	-4478.420	1.000	0.000	0.059	0.003
405.000	-4478.020	1.000	0.000	0.079	0.003
406.000	-4477.620	1.000	0.000	0.093	0.003
407.000	-4477.420	1.000	0.000	0.114	0.003
408.000	-4477.020	1.000	0.000	0.128	0.003
409.000	-4476.620	1.000	0.000	0.155	0.003
410.000	-4476.420	1.000	0.000	0.164	0.003
411.000	-4476.020	1.000	0.000	0.160	0.003
412.000	-4475.820	1.000	0.000	0.160	0.003
413.000	-4475.220	1.000	0.000	0.147	0.003
414.000	-4474.920	1.000	0.000	0.153	0.003
415.000	-4474.220	1.000	0.000	0.133	0.003
416.000	-4474.020	1.000	0.000	0.108	0.003
417.000	-4473.720	1.000	0.000	0.081	0.003
418.000	-4473.420	1.000	0.000	0.069	0.003
419.000	-4473.120	1.000	0.000	0.059	0.003
420.000	-4472.820	1.000	0.000	0.044	0.003
421.000	-4472.320	1.000	0.000	0.030	0.003
422.000	-4471.820	1.000	0.000	0.035	0.003
423.000	-4471.620	1.000	0.000	0.036	0.003
424.000	-4471.120	1.000	0.000	0.035	0.003
425.000	-4470.820	1.000	0.000	0.024	0.003
426.000	-4470.420	1.000	0.000	0.017	0.003
427.000	-4470.120	1.000	0.000	0.012	0.003
428.000	-4469.620	1.000	0.000	0.003	0.003
429.000	-4469.220	1.000	0.000	0.010	0.003
430.000	-4468.920	1.000	0.000	0.003	0.003
431.000	-4468.420	1.000	0.000	0.003	0.003
432.000	-4468.020	1.000	0.000	0.002	0.003
433.000	-4467.720	1.000	0.000	-0.002	0.003
434.000	-4467.320	1.000	0.000	0.000	0.003
435.000	-4467.020	1.000	0.000	-0.003	0.003
436.000	-4466.520	1.000	0.000	0.005	0.003
437.000	-4466.120	1.000	0.000	-0.001	0.003
438.000	-4465.620	1.000	0.000	0.002	0.003
439.000	-4465.420	1.000	0.000	-0.002	0.003
440.000	-4465.020	1.000	0.000	-0.000	0.003
441.000	-4464.620	1.000	0.000	-0.002	0.003
442.000	-4464.420	1.000	0.000	-0.001	0.003
443.000	-4463.620	1.000	0.000	0.005	0.003
444.000	-4463.320	1.000	0.000	0.000	0.003
445.000	-4462.920	1.000	0.000	0.002	0.003
446.000	-4462.620	1.000	0.000	0.001	0.003
447.000	-4462.220	1.000	0.000	0.002	0.003
448.000	-4461.920	1.000	0.000	0.002	0.003
449.000	-4461.620	1.000	0.000	0.004	0.003
450.000	-4461.120	1.000	0.000	0.002	0.003
451.000	-4460.720	1.000	0.000	0.002	0.003
452.000	-4460.320	1.000	0.000	-0.004	0.003
453.000	-4459.920	1.000	0.000	0.002	0.003
454.000	-4459.520	1.000	0.000	-0.003	0.003
455.000	-4459.320	1.000	0.000	0.000	0.003
456.000	-4459.020	1.000	0.000	0.001	0.003
457.000	-4458.520	1.000	0.000	0.000	0.003
458.000	-4458.120	1.000	0.000	-0.001	0.003
459.000	-4457.620	1.000	0.000	-0.001	0.003
460.000	-4457.320	1.000	0.000	0.000	0.003
461.000	-4456.820	1.000	0.000	-0.006	0.003
462.000	-4456.420	1.000	0.000	0.001	0.003
463.000	-4456.120	1.000	0.000	-0.003	0.003
464.000	-4455.820	1.000	0.000	0.002	0.003
465.000	-4455.620	1.000	0.000	0.003	0.003
466.000	-4455.020	1.000	0.000	0.006	0.003
467.000	-4454.520	1.000	0.000	0.004	0.003
468.000	-4454.020	1.000	0.000	0.003	0.003
469.000	-4453.720	1.000	0.000	0.005	0.003
470.000	-4453.420	1.000	0.000	0.013	0.003
471.000	-4453.120	1.000	0.000	0.009	0.003
472.000	-4452.720	1.000	0.000	0.010	0.003
473.000	-4452.420	1.000	0.000	0.012	0.003
474.000	-4451.620	1.000	0.000	0.013	0.003
475.000	-4451.220	1.000	0.000	0.010	0.003
476.000	-4451.020	1.000	0.000	0.009	0.003
477.000	-4450.520	1.000	0.000	0.006	0.003
478.000	-4450.420	1.000	0.000	0.004	0.003
479.000	-4450.120	1.000	0.000	0.003	0.003
480.000	-4449.720	1.000	0.000	-0.001	0.003
481.000	-4449.220	1.000	0.000	0.002	0.003
482.000	-4449.020	1.000	0.000	0.003	0.003
483.000	-4448.520	1.000	0.000	0.001	0.003
484.000	-4448.120	1.000	0.000	0.002	0.003
485.000	-4447.820	1.000	0.000	0.002	0.003
486.000	-4447.520	1.000	0.000	0.004	0.003
487.000	-4447.220	1.000	0.000	0.003	0.003
488.000	-4446.820	1.000	0.000	0.006	0.003
489.000	-4446.520	1.000	0.000	0.004	0.003
490.000	-4446.220	1.000	0.000	0.001	0.003
491.000	-4445.720	1.000	0.000	0.002	0.003
492.000	-4445.520	1.000	0.000	0.003	0.003
493.000	-4445.120	1.000	0.000	0.004	0.003
494.000	-4444.720	1.000	0.000	0.002	0.003
495.000	-4444.520	1.000	0.000	0.001	0.003
496.000	-4444.320	1.000	0.000	0.004	0.003
497.000	-4443.920	1.000	0.000	0.001	0.003
498.000	-4443.320	1.000	0.000	0.001	0.003
499.000	-4443.120	1.000	0.000	0.002	0.003
500.000	-4442.720	1.000	0.000	0.001	0.003
501.000	-4442.320	1.000	0.000	0.002	0.003
502.000	-4442.020	1.000	0.000	0.001	0.003
503.000	-4441.720	1.000	0.000	-0.001	0.003
504.000	-4441.420	1.000	0.000	0.001	0.003
505.000	-4441.220	1.000	0.000	-0.001	0.003
506.000	-4440.620	1.000	0.000	-0.003	0.003
507.000	-4440.320	1.000	0.000	0.004	0.003
508.000	-4439.820	1.000	0.000	0.003	0.003
509.000	-4439.520	1.000	0.000	0.003	0.003
510.000	-4439.220	1.000	0.000	0.004	0.003
511.000	-4438.820	1.000	0.000	0.004	0.003
